Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
DISHA,9250713,215533000,Malta,277,43,94058,81097,"RASLAFFAN,QATAR",RasLaffan,2021-03-31-21:00,9.0,21.42508 N/72.39375 E,200.0°,9.6 kn,-,2021-03-28,2021-03-26-17:39
IBERICA KNUTSEN,9326603,257990000,Norway,277,43,93915,77541,FR DKK,Dunkerque,2021-04-07-13:00,11.3,24.92463 N/87.67942 W,114.8°,17.8 kn,-,2021-03-28,2021-03-28-01:06
METHANE PRINCESS,9253715,538004164,Marshall Islands,277,43,93899,77707,FOR ORDER,FOR ORDER,2021-03-29-06:00,11.3,50.33054 N/0.05145 W,77.8°,13.7 kn,Under way,2021-03-28,2021-03-28-15:27
BW EVERETT,9243148,564988000,Singapore,277,43,93844,77410,"BONTANG, IND","BONTANG, IND",2021-04-01-22:45,9.6,1.27444 N/104.23717 E,78.7°,10.7 kn,-,2021-03-28,2021-03-27-11:42
BW BOSTON,9230062,258617000,Norway,277,43,93844,77410,OPEN SEA FOR ORDERS,OPEN SEA FOR ORDERS,2021-04-07-22:00,11.0,13.97555 N/42.35679 E,150.0°,18.1 kn,-,2021-03-28,2021-03-23-07:05
BERGE ARZEW,9256597,311745000,Bahamas,277,43,93844,77470,TR ALI>DZ AZW,Arzew,2021-04-01-07:00,9.2,38.62081 N/25.75693 E,182.3°,17.0 kn,Under way,2021-03-28,2021-03-28-15:32
EXCALIBUR,9230050,205421000,Belgium,277,43,93786,77822,FOR ORDERS,FOR ORDERS,2021-03-24-00:01,9.1,1.42357 N/104.47823 E,50.5°,10.4 kn,-,2021-03-28,2021-03-24-06:44
HL SUR,9176010,440130000,Korea,280,43,93769,75159,OMQAL>KRPTK,Pyeongtaek,2021-04-12-05:00,11.5,16.39328 N/66.10751 E,319.9°,17.8 kn,-,2021-03-28,2021-03-26-03:00
SINGAPORE ENERGY,9238040,538007985,Marshall Islands,279,43,93498,75074,FOR ORDERS,FOR ORDERS,2021-03-27-23:00,9.4,29.40076 N/93.64048 W,277.0°,0.4 kn,-,2021-03-28,2021-03-28-15:16
TRADER,9238038,235496000,Isle of Man,279,43,93498,75109,AU DAM>JP FTS,AU DAM>JP FTS,2021-04-08-00:30,11.6,19.04083 S/117.53832 E,30.7°,11.0 kn,-,2021-03-28,2021-03-25-13:26
MERCHANT,9250191,538008352,Marshall Islands,279,42,93498,75059,-,-,-,8.9,1.95167 N/104.35383 E,100.0°,0.1 kn,-,2021-03-28,2021-03-14-17:53
METHANE KARI ELIN,9256793,310440000,Bermuda,279,43,93410,73989,FOR ORDERS,FOR ORDERS,2021-03-29-09:00,9.5,33.70653 N/134.90499 E,182.7°,18.1 kn,-,2021-03-28,2021-03-04-08:09
FUWAIRIT,9256200,311605000,Bahamas,279,43,93227,74067,SUEZ,AsSuways/SuezPort,2021-03-26-18:00,9.5,31.48479 N/32.24865 E,223.5°,0.2 kn,At anchor,2021-03-28,2021-03-28-15:30
MILAHA RAS LAFFAN,9255854,229130000,Malta,279,43,93226,73705,QA RLF>EG SUZ,AsSuways/SuezPort,2021-04-03-18:00,11.8,23.95094 N/58.56969 E,137.4°,14.8 kn,-,2021-03-28,2021-03-26-21:14
SK SUNRISE,9247194,354159000,Panama,279,43,92927,75249,QA RLF,RasLaffan,2021-04-08-21:00,9.7,36.91447 N/126.05713 E,211.2°,18.8 kn,-,2021-03-28,2021-03-24-05:18
SK SUPREME,9157739,441768000,Korea,279,43,92866,75319,RLF QA,RLF QA,2021-03-30-21:00,9.8,3.92844 N/100.01284 E,325.0°,19.3 kn,-,2021-03-28,2021-03-22-20:41
SK STELLAR,9180243,441237000,Korea,279,43,92866,75135,"RLF,QA","RLF,QA",2021-04-01-21:00,9.8,2.77321 N/101.10813 E,295.9°,17.9 kn,-,2021-03-28,2021-03-23-12:51
CATALUNYA SPIRIT,9236420,224941000,Spain,284,43,90835,77204,PRGUY PENUELAS,PRGUY PENUELAS,2021-03-28-06:30,10.3,10.86386 N/61.89602 W,300.6°,16.8 kn,-,2021-03-28,2021-03-25-15:17
CADIZ KNUTSEN,9246578,224263000,Spain,284,43,90835,77228,SABINE PASS USA,SABINE PASS USA,2021-03-18-05:01,9.7,25.77192 N/91.93228 W,113.9°,16.7 kn,-,2021-03-28,2021-03-20-21:29
CASTILLO DE VILLALBA,9236418,224383000,Spain,284,43,90835,77217,-,-,-,11.1,10.58222 N/61.79375 W,180.7°,15.2 kn,-,2021-03-28,2021-02-23-14:40
BILBAO KNUTSEN,9236432,224606000,Spain,284,43,90835,77217,-,-,2021-02-26-00:01,11.2,37.54842 N/1.05052 W,142.0°,0.3 kn,At anchor,2021-03-28,2021-03-28-15:27
MADRID SPIRIT,9259276,224152000,Spain,284,43,90835,77213,FOR ORDERS,FOR ORDERS,2021-04-01-13:00,9.6,35.07491 N/15.89292 W,264.9°,17.2 kn,-,2021-03-28,2021-03-21-16:04
SESTAO KNUTSEN,9338797,225372000,Spain,284,43,90478,77204,-,-,-,11.5,37.05291 N/126.67105 E,314.7°,14.2 kn,-,2021-03-28,2021-02-18-09:35
HL PYEONGTAEK,9061928,441563000,Korea,264,43,89956,71041,AUGLT>KRPTK,Pyeongtaek,2021-04-03-22:00,11.2,23.21294 S/151.66496 E,67.5°,15.7 kn,-,2021-03-28,2021-03-23-05:53
OCEAN QUEST,7391214,257991000,Norway,289,41,88919,64991,-,-,-,9.4,1.57533 N/104.40433 E,92.0°,0.1 kn,-,2021-03-28,2021-03-28-15:21
PUTERI DELIMA,9030814,533022000,Malaysia,274,43,86205,73519,MY BTU,"Bintulu,Sarawak",2021-04-06-00:00,9.6,12.02472 N/101.13207 E,197.0°,15.3 kn,Moored,2021-03-28,2021-03-28-03:32
RAMDANE ABANE,7411961,605076080,Algeria,274,42,81265,83296,-,-,-,9.5,35.81651 N/0.25807 W,176.0°,0.1 kn,Moored,2021-03-28,2021-03-28-13:26
ARCTIC SPIRIT,9001784,311118000,Bahamas,239,40,66174,48857,MY BTU,"Bintulu,Sarawak",2021-03-26-00:01,8.6,22.39415 N/122.05635 E,199.1°,15.0 kn,-,2021-03-28,2021-03-21-23:41
POLAR SPIRIT,9001772,311153000,Bahamas,239,40,66174,48817,CN WHG,CN WHG,2021-03-27-15:00,10.0,31.26704 N/123.04758 E,348.3°,1.8 kn,Under way,2021-03-28,2021-03-28-15:04
CHEIKH BOUAMAMA,9324344,311006300,Bahamas,220,35,52855,39520,DZSKI,Skikda,2021-03-28-13:00,7.9,37.02355 N/6.96979 E,102.0°,2.2 kn,Under way,2021-03-28,2021-03-28-15:32
CHEIKH EL MOKRANI,9324332,309979000,Bahamas,220,35,52855,39520,FRFOS>DZSKI,Skikda,2021-03-29-15:00,8.1,42.58533 N/5.22653 E,164.7°,13.3 kn,Under way,2021-03-28,2021-03-28-15:30
GLOBAL ENERGY,9269207,226308000,France,220,35,48923,34800,FR FOS,Fossurmer,2021-03-29-10:00,9.7,36.88328 N/6.9435 E,167.0°,1.0 kn,Moored,2021-03-28,2021-03-28-03:47
PORTOVENERE,9064073,563075400,Singapore,216,34,46555,35760,ID BXT,Bontang,2021-03-31-00:01,7.6,22.17804 N/114.66552 E,124.9°,10.8 kn,-,2021-03-28,2021-03-24-10:34
LERICI,9064085,563074500,Singapore,216,34,46555,35760,-,-,-,5.6,1.29554 N/103.68 E,204.2°,0.0 kn,Restricted,2021-03-28,2021-03-28-15:32
SAGA DAWN,9769855,563070400,Singapore,195,30,32158,31712,HAINAN,Kainan,2021-03-24-10:00,6.9,20.14024 N/109.92259 E,262.6°,10.2 kn,-,2021-03-28,2021-03-24-05:26
SUN ARROWS,9349942,309296000,Bahamas,151,28,20620,11142,JPHIJ,Hiroshima,2021-03-30-21:15,7.5,5.18849 N/114.06249 E,228.6°,7.1 kn,-,2021-03-28,2021-02-25-07:04
SURYA AKI,9060534,309521000,Bahamas,151,28,20519,11612,"BATAM,ID","BATAM,ID",2021-03-13-13:00,5.1,1.09841 N/103.91078 E,313.0°,0.0 kn,-,2021-03-28,2021-03-16-04:02
LUCIA AMBITION,9016492,372255000,Panama,130,26,16399,11001,"BINTULU,MALAYSIA","BINTULU,MALAYSIA",2021-03-30-22:00,6.7,20.23467 N/110.78519 E,91.2°,12.1 kn,-,2021-03-28,2021-03-26-20:06
PELITA ENERGY,9161510,525300941,Indonesia,130,26,16336,10951,-,-,-,6.9,1.26513 N/104.49367 E,77.0°,11.8 kn,-,2021-03-28,2021-01-14-07:17
CORAL ENERGICE,9783124,244090097,Netherlands,164,25,16100,9125,RU VYS,Vysotsk,2021-03-29-13:00,6.4,57.99958 N/20.19824 E,37.0°,17.2 kn,-,2021-03-28,2021-03-28-15:18
CORAL ENERGY,9617698,246878000,Netherlands,156,23,13501,12344,SKAGEN,Skagen,2021-03-27-14:30,6.3,58.41702 N/10.00158 E,221.1°,12.7 kn,Under way,2021-03-28,2021-03-28-15:32
KAKUYU MARU,9675200,431004914,Japan,89,15,3031,1865,>JP AOM OFF,Aomori,2021-03-28-11:30,4.3,35.82478 N/140.98512 E,11.3°,11.2 kn,-,2021-03-28,2020-09-19-19:56
KAKUREI MARU,9469235,431000792,Japan,86,15,2952,1801,>JP AOM OFF,Aomori,2021-03-28-18:00,4.5,35.45577 N/140.75968 E,36.0°,12.9 kn,-,2021-03-28,2020-09-04-07:02
PIONEER KNUTSEN,9275074,259393000,Norway,69,12,1687,817,FLOROE,Floro,2021-03-28-18:00,3.6,61.14114 N/4.74923 E,350.6°,13.1 kn,Under way,2021-03-28,2021-03-28-15:32
PUTERI INTAN,9030802,533009000,Malaysia,274,43,86205,73519,MY BTU,"Bintulu,Sarawak",2021-04-03-00:00,9.8,33.53617 N/134.91969 E,178.1°,16.1 kn,-,2021-03-28,2021-03-07-16:23
HYUNDAI AQUAPIA,9179581,441268000,Korea,289,48,113998,77564,OMQAL->KRINC,Incheon,2021-03-31-23:00,11.8,1.43411 N/104.5171 E,49.0°,18.0 kn,-,2021-03-28,2021-03-25-16:18
SK SUMMIT,9157624,441456000,Korea,277,43,95378,76064,"TYG,KR","TYG,KR",2021-03-30-04:00,11.7,1.4056 N/104.46055 E,53.0°,15.3 kn,-,2021-03-28,2021-03-23-12:16
NORTHWEST SNIPE,8608884,503000051,Australia,272,47,105010,66695,JP OIT,Oita,2021-03-28-22:30,11.3,20.19558 S/116.82672 E,34.7°,12.2 kn,-,2021-03-28,2021-03-19-01:50
GASLOG HOUSTON,9748899,310772000,Bermuda,290,46,114240,92345,AUBWB,BarrowIsland,2021-03-28-00:00,9.2,20.81175 S/115.60332 E,194.2°,5.2 kn,-,2021-03-28,2021-03-28-00:28
PUTERI ZAMRUD SATU,9245031,533754000,Malaysia,276,43,94446,76144,MY BTU,"Bintulu,Sarawak",2021-03-27-23:00,9.4,29.71578 N/123.35375 E,133.9°,14.7 kn,-,2021-03-28,2021-03-21-16:05
RIAS BAIXAS KNUTSEN,9825568,224989000,Spain,299,48,122261,96354,NL RTM,Rotterdam,2021-03-30-16:00,11.8,26.26415 N/79.4823 W,5.7°,18.9 kn,-,2021-03-28,2021-03-20-21:46
AMADI,9682552,508111182,Brunei,288,44,102585,85466,BN LUM,BN LUM,2021-03-27-22:30,9.3,34.40305 N/139.48619 E,198.3°,15.4 kn,-,2021-03-28,2021-03-16-11:57
PUTERI FIRUS SATU,9248502,533808000,Malaysia,276,43,94446,76197,CN YSA,YangshanPort,2021-03-29-01:00,11.2,29.34508 N/124.71521 E,3.8°,16.5 kn,Under way,2021-03-28,2021-03-28-15:11
AL KHOR,9085613,431894000,Japan,298,46,111083,72176,QA RLF,RasLaffan,2021-03-28-15:50,9.3,25.95893 N/51.80032 E,246.2°,9.3 kn,Under way,2021-03-28,2021-03-28-15:32
NORTH PIONEER,9317200,431301776,Japan,89,15,3056,1938, >JP ISW OFF,JPISWOFF,2021-03-29-07:00,4.5,41.77905 N/140.67988 E,221.0°,0.1 kn,-,2021-03-28,2020-06-21-09:59
ZEKREET,9132818,431325000,Japan,298,46,111124,72316,SG PGBG,Singapore,2021-03-29-16:00,9.1,34.5302 N/139.52043 E,202.9°,18.0 kn,-,2021-03-28,2021-03-24-11:16
GASLOG GALVESTON,9864928,310806000,Bermuda,293,46,115636,89000,ATLANTIC BASIN,ATLANTIC BASIN,2021-04-13-13:00,11.1,27.82937 N/97.13723 W,78.3°,9.6 kn,Under way,2021-03-28,2021-03-28-15:25
BEIDOU STAR,9613159,477314400,Hong Kong,290,47,114166,96355,SOUTH AFRICA,SOUTH AFRICA,2021-04-06-10:00,9.8,20.10952 N/38.89907 E,148.8°,18.6 kn,-,2021-03-28,2021-03-13-03:30
SHINJU MARU NO. 2,9433884,431000767,Japan,86,15,2930,1781,JP TKX OFF,JP TKX OFF,2021-03-29-13:30,4.3,34.51112 N/135.31668 E,71.0°,0.1 kn,At anchor,2021-03-28,2021-03-28-15:24
MARVEL SWAN,9880192,219028242,Denmark,-,-,114931,89000,SHI-2310 GAS TRIAL,SHI-2310 GAS TRIAL,2021-03-20-10:00,9.5,34.82969 N/129.18269 E,38.3°,19.0 kn,-,2021-03-28,2021-02-24-15:18
COBIA LNG,9869306,215583000,Malta,-,-,116542,93200,.,.,2021-04-16-11:00,9.0,33.86416 S/18.24256 E,62.2°,2.9 kn,Under way,2021-03-28,2021-03-28-15:33
LNG VENUS,9645736,432994000,Japan,288,49,136710,86241,JP SBK,Sakaisenboku,2021-04-06-22:00,11.9,18.3646 N/65.29037 E,130.5°,19.4 kn,-,2021-03-28,2021-03-25-05:11
DIAMOND GAS ORCHID,9779226,311000769,Bahamas,294,49,144828,94028,JP KZU,Kisarazu,2021-03-28-00:15,11.1,34.57241 N/140.18136 E,170.9°,10.1 kn,Under way,2021-03-28,2021-03-28-15:33
FLEX AMBER,9857377,538008881,Marshall Islands,297,46,116430,83000,FOR ORDERS,FOR ORDERS,2021-03-25-02:19,9.5,21.99271 N/119.88234 E,190.7°,15.7 kn,-,2021-03-28,2021-03-25-06:03
WOODSIDE ROGERS,9627485,241254000,Greece,294,44,103928,90327,-,-,-,9.5,18.99568 S/117.55646 E,30.9°,19.9 kn,-,2021-03-28,2021-03-09-14:14
HYUNDAI GREENPIA,9075333,441659000,Korea,274,47,103764,71684,KRPTK>MYBTU,"Bintulu,Sarawak",2021-03-29-10:00,9.2,36.91753 N/126.05538 E,204.5°,14.9 kn,-,2021-03-28,2021-03-22-02:40
CELSIUS COPENHAGEN,9864784,538009022,Marshall Islands,299,46,119338,98000,BONNY,Bonny,2021-04-05-06:00,9.5,33.30829 S/17.34573 E,294.6°,13.2 kn,-,2021-03-28,2021-03-27-16:04
CNTIC VPOWER GLOBAL,9696735,477468400,Hong Kong,177,28,23516,15996,FOR ORDERS,FOR ORDERS,2021-03-28-00:00,7.5,15.51722 N/96.02541 E,174.5°,13.6 kn,Under way,2021-03-28,2021-03-28-15:32
SERI AMANAH,9293844,533937000,Malaysia,283,43,95729,83400,SG TUAS,SG TUAS,2021-03-22-03:00,6.0,1.29763 N/103.6566 E,203.0°,0.0 kn,-,2021-03-28,2021-03-25-02:06
UMM SLAL,9372731,538003300,Marshall Islands,345,54,163922,130059,-,-,-,9.3,25.82328 N/51.86453 E,238.0°,0.1 kn,At anchor,2021-03-28,2021-03-28-15:15
LNG KOLT,9372963,370799000,Panama,289,44,100189,86778,"GLADSTONE,AUSTRALIA",Gladstone,2021-04-01-15:15,9.0,23.50392 S/151.54263 E,8.0°,16.5 kn,-,2021-03-28,2021-03-07-05:25
CORAL ENCANTO,9693719,538008666,Marshall Islands,181,28,26166,18637,JM PEV,PortEsquivel,2021-03-27-09:00,6.4,18.50911 N/66.12896 W,359.8°,11.7 kn,-,2021-03-28,2021-03-24-22:04
AMBERJACK LNG,9845776,215534000,Malta,299,46,116542,93535,OPEN SEA FOR ORDER,OPEN SEA FOR ORDER,2021-04-07-10:00,9.8,34.77984 S/18.13756 E,295.3°,14.5 kn,-,2021-03-28,2021-03-20-14:01
VIVIT AMERICAS LNG,9864667,215574000,Malta,299,46,116542,93200,FOR ORDERS,FOR ORDERS,2021-03-23-00:01,9.3,34.17703 N/25.81573 E,124.5°,18.0 kn,-,2021-03-28,2021-03-27-20:54
NORTHWEST SANDERLING,8608872,503000050,Australia,272,47,105010,66810,AUDAM,Dampier,2021-03-25-00:00,11.0,20.33433 S/116.50547 E,235.5°,0.0 kn,At anchor,2021-03-28,2021-03-28-15:28
AMUR RIVER,9317999,538003001,Marshall Islands,288,44,100244,84598,RU PGN,Prigorodnoye,2021-03-04-12:00,9.3,33.97135 N/134.96092 E,174.8°,16.2 kn,-,2021-03-28,2021-02-27-05:58
ENERGY PROGRESS,9274226,309463000,Bahamas,290,49,119100,79983,AU BWB,BarrowIsland,2021-04-24-22:30,10.0,34.39461 N/139.50299 E,213.0°,9.0 kn,-,2021-03-28,2021-03-22-08:06
AKEBONO MARU,9554729,431003094,Japan,99,17,4505,2528,JP TMK 2N,JP TMK 2N,2021-03-29-08:15,4.6,38.03768 N/141.12334 E,213.9°,13.1 kn,-,2021-03-28,2021-01-19-22:50
GASLOG GENOA,9744013,310774000,Bermuda,293,46,115024,88016,PACIFIC BASIN,PACIFIC BASIN,2021-04-06-23:00,9.4,21.22732 N/113.76212 E,99.3°,18.3 kn,Under way,2021-03-28,2021-03-28-12:35
WOODSIDE CHARLES ALLEN,9859753,241712000,Greece,295,46,113822,96000,-,-,-,11.1,31.39347 N/32.29372 E,210.3°,0.0 kn,At anchor,2021-03-28,2021-03-28-14:28
GOLAR GRAND,9303560,538003804,Marshall Islands,277,43,97491,84894,FOR_ORDERS,FOR_ORDERS,2021-03-30-20:21,9.4,22.44434 N/119.93197 E,190.0°,11.9 kn,-,2021-03-28,2021-03-20-02:11
TANGGUH TOWUTI,9325893,563214000,Singapore,285,43,97432,84992,ID BLL,BlangLancang,2021-03-29-23:00,11.0,2.03572 N/102.15447 E,310.0°,14.0 kn,-,2021-03-28,2021-03-28-15:26
TANGGUH BATUR,9334284,564090000,Singapore,285,43,97432,84980,ID BONTANG,ID BONTANG,2021-03-29-00:00,9.3,5.67333 S/106.98482 E,43.0°,16.1 kn,-,2021-03-28,2021-03-26-05:57
CREOLE SPIRIT,9681687,311000246,Bahamas,295,46,113263,95452,FOR ORDERS,FOR ORDERS,2021-04-06-05:00,9.4,3.37352 N/100.3923 E,309.0°,18.1 kn,-,2021-03-28,2021-03-18-23:45
NORTHWEST STORMPETREL,9045132,503009000,Australia,274,47,105010,66875,AU DAM,Dampier,2021-04-05-00:00,11.2,34.14309 N/134.95225 E,192.0°,14.9 kn,-,2021-03-28,2021-03-26-05:35
HYUNDAI OCEANPIA,9183269,441291000,Korea,289,48,113998,77512,KRINC=>OMQAL,Qalhat,2021-04-08-04:00,10.1,22.26331 N/121.42366 E,239.0°,17.0 kn,-,2021-03-28,2021-03-27-16:25
JAYANTI BARUNA,9762039,525112002,Indonesia,-,-,6205,1280,-,-,-,5.0,32.12054 N/119.89957 E,0.0°,0.0 kn,-,2021-03-28,2021-02-10-00:19
BISHU MARU,9691137,374216000,Panama,293,49,127088,83752,JP_YUR,"Yura,Wakayama",2021-03-15-01:00,10.2,33.94496 N/135.05628 E,83.7°,7.6 kn,-,2021-03-28,2021-03-14-23:01
MARAN GAS OLYMPIAS,9732371,241452000,Greece,292,46,113037,95194,FOR ORDERS,FOR ORDERS,2021-04-07-22:00,9.5,38.19338 N/123.33005 E,106.5°,17.3 kn,-,2021-03-28,2021-03-26-17:11
DORADO LNG,9863182,215578000,Malta,293,46,115345,88000,ATLANTIC OCEAN,ATLANTIC OCEAN,2021-04-30-00:01,9.6,1.16855 N/103.75189 E,162.9°,0.0 kn,At anchor,2021-03-28,2021-03-28-15:31
SEAN SPIRIT,9781918,311000665,Bahamas,294,48,117162,91546,JP FTS,JP FTS,2021-04-15-06:00,11.7,6.9648 N/80.99245 W,270.3°,17.0 kn,-,2021-03-28,2021-03-24-14:51
MARAN GAS LINDOS,9627502,241351000,Greece,294,44,103893,89343,FOR ORDERS,FOR ORDERS,2021-04-18-11:00,9.9,35.00569 N/129.05086 E,338.9°,0.1 kn,-,2021-03-28,2021-03-22-10:41
OCEANIC BREEZE,9698111,538007671,Marshall Islands,288,49,136894,79883,JP NAO,Naoetsu,2021-04-06-15:00,10.6,12.50863 S/130.91391 E,77.2°,0.0 kn,Moored,2021-03-28,2021-03-28-15:31
PUTERI INTAN SATU,9213416,533730000,Malaysia,276,43,94430,75849,JP KWS HO,JP KWS HO,2021-03-29-00:45,11.2,35.63368 N/129.93046 E,24.8°,16.4 kn,-,2021-03-28,2021-02-27-17:04
MIN RONG,9305116,477141800,Hong Kong,292,43,97871,82359,ID TGH,ID TGH,2021-04-03-23:00,9.5,21.82765 N/119.80521 E,183.1°,14.7 kn,Under way,2021-03-28,2021-03-28-15:32
AL GHASHAMIYA,9397286,538003353,Marshall Islands,315,50,135423,108988,QATAR,Doha,2021-03-19-16:16,9.4,25.93731 N/51.61342 E,193.5°,0.0 kn,Moored,2021-03-28,2021-03-28-15:29
NIKOLAY URVANTSEV,9750660,477327300,Hong Kong,299,50,128806,96779,RUSAB,Sabetta,2021-03-25-22:00,10.5,72.19335 N/23.21074 E,65.2°,19.6 kn,-,2021-03-28,2021-03-08-18:12
ARISTOS I,9862891,215668000,Malta,299,46,116581,92789,SOUTH KOREA,SOUTH KOREA,2021-03-29-22:00,11.3,16.12376 N/100.29369 W,290.6°,18.6 kn,-,2021-03-28,2021-03-13-04:38
RAAHI,9253703,215718000,Malta,277,43,94058,81237,DAHEJ,Dahej,2021-03-29-22:00,11.8,24.71902 N/58.94198 E,111.0°,14.9 kn,-,2021-03-28,2021-03-27-21:03
BW PAVILION ARANTHERA,9850678,563104600,Singapore,295,46,114622,95000,JIANGSU,Yangkou,2021-04-06-22:00,11.5,21.67643 S/115.00717 E,333.4°,0.0 kn,-,2021-03-28,2021-03-27-16:32
HONGKONG ENERGY,9250725,538008396,Marshall Islands,287,43,96165,73659,NEGISHI,NEGISHI,2021-03-21-06:00,11.5,1.42662 N/104.49415 E,50.5°,10.7 kn,-,2021-03-28,2021-03-17-07:24
SK SPLENDOR,9180231,440514000,Korea,279,43,92866,75154,QAL OM,QAL OM,2021-03-30-12:00,9.6,3.41056 N/100.37559 E,316.0°,18.4 kn,-,2021-03-28,2021-03-23-19:27
GRACE ENERGY,8702941,355998000,Panama,272,47,107146,67024,-,-,-,9.8,2.37916 N/101.90004 E,216.0°,0.0 kn,-,2021-03-28,2021-03-28-15:26
METHANE MICKIE HARPER,9520376,310609000,Bermuda,291,45,109004,86170,-,-,-,9.1,33.78408 S/18.07035 E,282.8°,13.1 kn,-,2021-03-28,2021-03-20-15:05
AL WAJBAH,9085625,431908000,Japan,298,46,111161,72348,>QA RLF,RasLaffan,2021-04-11-00:01,9.5,1.30263 N/104.14193 E,326.2°,0.0 kn,At anchor,2021-03-28,2021-03-28-15:28
AL JASRA,9132791,431104000,Japan,298,46,111168,72218,JP KWS,Kawasaki,2021-04-03-00:45,10.9,1.37839 N/104.43831 E,57.0°,17.4 kn,-,2021-03-28,2021-03-26-05:54
AMANI,9661869,508111181,Brunei,288,44,102585,85466,SCS,SCS,2021-04-06-00:00,9.4,33.92028 N/134.91625 E,180.1°,13.2 kn,-,2021-03-28,2021-03-25-08:30
SHINJU MARU NO. 1,9260603,431101044,Japan,86,15,2936,1781,JP KNM Z-L,JP KNM Z-L,2021-04-01-00:00,3.8,34.40732 N/134.29527 E,260.0°,11.5 kn,-,2021-03-28,2021-03-25-09:05
SOUTHERN CROSS,9613147,477476100,Hong Kong,290,47,114166,96319,AU DAM>AU BAR,AU DAM>AU BAR,2021-03-25-08:00,9.5,20.71784 S/115.82634 E,5.0°,0.2 kn,At anchor,2021-03-28,2021-03-28-15:29
FLEX ENTERPRISE,9762273,215385000,Malta,295,46,113049,95889,FOR ORDERS,FOR ORDERS,2021-04-08-09:00,9.1,34.55868 N/137.00433 E,135.8°,12.1 kn,-,2021-03-28,2021-03-25-03:55
HL RAS LAFFAN,9176008,441292000,Korea,280,43,93769,75079,KRCSP>QARLF,RasLaffan,2021-04-10-21:00,9.8,21.57962 N/120.79947 E,230.9°,16.8 kn,Under way,2021-03-28,2021-03-28-14:17
GASLOG WESTMINSTER,9855812,310795000,Bermuda,297,47,120709,92800,NLRTM,Rotterdam,2021-03-27-05:00,11.1,51.96752 N/4.07906 E,217.2°,0.0 kn,Moored,2021-03-28,2021-03-28-15:32
SM SEAHAWK,9761839,355658000,Panama,295,46,115716,98064,US NSS,US NSS,2021-04-10-05:01,9.8,9.24174 N/79.9175 W,46.3°,2.5 kn,Under way,2021-03-28,2021-03-28-15:32
CELSIUS CANBERRA,9864796,538009123,Marshall Islands,299,46,119338,98000,OUT AT SEA FOR ORDER,OUT AT SEA FOR ORDER,2021-03-25-20:00,11.0,24.38122 N/87.12995 W,104.0°,15.5 kn,-,2021-03-28,2021-03-27-02:50
MARAN GAS HYDRA,9767962,241638000,Greece,295,46,113763,94945,FOR ORDERS,FOR ORDERS,2021-04-27-10:00,9.6,2.86173 N/100.9709 E,311.6°,16.4 kn,-,2021-03-28,2021-03-24-10:13
PACIFIC ENLIGHTEN,9351971,308078000,Bahamas,288,49,122361,80023,CN DPG,Dapeng,2021-04-05-00:01,11.3,17.90697 S/118.19357 E,31.0°,14.3 kn,-,2021-03-28,2021-03-24-14:53
HYUNDAI PRINCEPIA,9761841,374219000,Panama,295,46,115541,98344,PABLB -> USSAB,Sabine,2021-04-04-11:00,9.6,9.48065 N/79.9727 W,159.9°,0.1 kn,At anchor,2021-03-28,2021-03-28-15:33
SERI AYU,9329679,533942000,Malaysia,283,43,95729,83365,MY BTU,"Bintulu,Sarawak",2021-04-05-00:00,9.0,34.53419 N/137.03063 E,138.3°,9.3 kn,-,2021-03-28,2021-03-25-06:26
MIN LU,9305128,477264500,Hong Kong,292,43,97871,82598,TANGGUG INDONESIA,TANGGUG INDONESIA,2021-03-29-21:00,9.5,21.71397 N/119.98449 E,178.2°,14.8 kn,-,2021-03-28,2021-03-24-22:46
BRITISH ACHIEVER,9766542,232006300,Isle of Man,295,46,115366,94303,US FPO,Freeport,2021-03-29-11:00,10.3,25.74437 N/91.71637 W,284.3°,15.7 kn,Under way,2021-03-28,2021-03-28-15:29
FLEX ARTEMIS,9851634,538008816,Marshall Islands,295,46,114380,95500,FOR ORDERS,FOR ORDERS,2021-04-01-07:00,11.6,34.6877 S/18.25568 E,136.6°,17.5 kn,-,2021-03-28,2021-03-16-12:11
HAI YANG SHI YOU 301,9696266,413481620,China,185,28,25309,16405,YP,YP,2021-03-28-15:00,6.5,19.91553 N/108.90154 E,158.8°,11.6 kn,Under way,2021-03-28,2021-03-28-13:31
WOODSIDE REES WITHERS,9810367,241669000,Greece,295,46,113822,94732,AU DAM,Dampier,2021-04-05-21:00,10.0,34.26085 N/137.07808 E,176.7°,17.0 kn,-,2021-03-28,2021-03-20-07:11
FLEX CONSTELLATION,9825427,538008205,Marshall Islands,295,46,113428,95453,FOR ORDERS,FOR ORDERS,2021-04-02-00:01,11.5,20.32175 S/116.75392 E,28.7°,13.1 kn,-,2021-03-28,2021-03-22-05:34
TRIPUTRA,9187356,525020429,Indonesia,151,28,20017,12493,ID BXT,Bontang,2021-03-27-01:00,6.0,1.41911 N/104.50171 E,51.4°,12.9 kn,-,2021-03-28,2021-02-20-12:49
QOGIR,9851787,215524000,Malta,293,46,115345,88000,CAMERON USA,CAMERON USA,2021-04-10-06:00,9.7,37.43637 N/3.50311 E,263.5°,17.1 kn,Under way,2021-03-28,2021-03-28-15:33
