Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
SONANGOL SAMBIZANGA,9475600,311027900,Bahamas,291,43,104537,87104,AO SZA>IN DHP,DabholPort,2021-04-09-18:30,11.9,34.73211 S/18.24136 E,124.2°,15.5 kn,Under way,2021-03-28,2021-03-28-08:09
SONANGOL ETOSHA,9482299,311027800,Bahamas,291,43,104537,87294,AO SZA>PK BQM,PortQasim,2021-04-02-19:01,11.8,20.52711 S/54.9415 E,53.1°,15.6 kn,-,2021-03-28,2021-03-25-08:30
SONANGOL BENGUELA,9482304,311038100,Bahamas,291,43,104537,87169,XX XXX>IN DAH,Dahej,2021-04-17-18:18,11.8,6.0435 S/12.07233 E,54.1°,9.6 kn,-,2021-03-28,2021-03-27-05:20
ARWA SPIRIT,9339260,538003267,Marshall Islands,285,43,104169,82187,FOR ORDERS,FOR ORDERS,2021-04-01-00:01,9.3,33.84179 S/18.14708 E,300.6°,11.0 kn,-,2021-03-28,2021-03-10-13:23
MERIDIAN SPIRIT,9369904,219061000,Denmark,285,43,104169,81929,SWINOUJSCIE,Swinoujscie,2021-04-10-06:00,11.6,26.36242 N/79.41361 W,1.2°,21.2 kn,Under way,2021-03-28,2021-03-28-11:49
MARIB SPIRIT,9336749,538001576,Marshall Islands,285,43,104169,81400,FOR ORDERS,FOR ORDERS,2021-04-07-12:00,9.8,44.65648 N/15.3189 W,244.5°,17.5 kn,Under way,2021-03-28,2021-03-28-15:11
WOODSIDE DONALDSON,9369899,564629000,Singapore,285,43,104169,82085,AU DAMPIER,AU DAMPIER,2021-03-29-05:00,9.4,17.98478 S/116.63624 E,190.8°,2.1 kn,-,2021-03-28,2021-03-28-00:40
MAGELLAN SPIRIT,9342487,220636000,Denmark,285,43,104169,82265,CORPUS CHRISTI,CorpusChristi,2021-04-06-05:00,9.3,24.17184 N/85.0522 W,108.0°,20.6 kn,-,2021-03-28,2021-02-25-21:28
METHANE SPIRIT,9336737,311000135,Bahamas,285,43,104169,82115,GLADSTONE,Gladstone,2021-04-09-07:00,9.4,34.37643 N/138.55122 E,181.6°,19.2 kn,-,2021-03-28,2021-03-24-07:52
MARAN GAS EFESSOS,9627497,241291000,Greece,294,44,103928,89711,FOR ORDERS,FOR ORDERS,2021-04-20-00:00,11.7,32.68304 S/71.66342 W,315.6°,14.7 kn,-,2021-03-28,2021-03-19-16:51
WOODSIDE GOODE,9633161,241276000,Greece,294,44,103928,90125,ORDERS,ORDERS,2021-04-15-21:00,9.8,35.00733 N/129.04809 E,300.8°,0.1 kn,-,2021-03-28,2021-03-26-05:46
MARAN GAS DELPHI,9633173,241287000,Greece,294,44,103928,89670,ORDERS,ORDERS,2021-04-07-00:00,9.5,38.3577 N/121.83813 E,109.6°,13.7 kn,-,2021-03-28,2021-03-26-19:16
CORCOVADO LNG,9636711,229471000,Malta,294,44,103905,89624,FOR ORDERS,FOR ORDERS,2021-03-25-23:01,11.1,29.75005 N/32.62076 E,66.0°,0.1 kn,At anchor,2021-03-28,2021-03-28-15:30
KITA LNG,9636723,229581000,Malta,294,44,103902,89752,CH XIUYU,CH XIUYU,2021-03-29-16:01,10.9,24.47825 N/119.55364 E,172.7°,0.3 kn,At anchor,2021-03-28,2021-03-28-15:26
MARAN GAS MYSTRAS,9658238,241350000,Greece,294,44,103893,89269,ATLANTIC FOR ORDERS,ATLANTIC FOR ORDERS,2021-04-02-17:00,9.5,33.76321 S/18.08295 E,308.7°,12.8 kn,-,2021-03-28,2021-03-07-07:18
MARAN GAS TROY,9658240,241352000,Greece,294,44,103893,89240,-,-,-,9.0,36.52752 N/6.27764 W,219.0°,0.0 kn,-,2021-03-28,2021-03-10-20:14
PALU LNG,9636735,229582000,Malta,294,44,103885,89874,FOR ORDERS,FOR ORDERS,2021-03-30-19:30,11.2,7.86331 N/76.6401 E,316.1°,18.5 kn,-,2021-03-28,2021-03-27-09:16
YARI LNG,9636747,229583000,Malta,294,44,103885,89804,AUDRW,Darwin,2021-03-24-18:00,9.3,12.22959 S/130.67447 E,320.1°,0.1 kn,-,2021-03-28,2021-03-26-10:26
YK SOVEREIGN,9038816,441498000,Korea,274,47,103764,72020,AUGLT,Gladstone,2021-04-09-01:00,9.9,37.03867 N/126.23617 E,244.1°,12.7 kn,Under way,2021-03-28,2021-03-28-05:16
HYUNDAI UTOPIA,9018555,441223000,Korea,274,47,103764,71909,IDLUW=>KRTYG,Tongyeong,2021-03-31-03:00,11.1,34.78452 N/128.9497 E,343.0°,13.7 kn,-,2021-03-28,2021-03-14-00:43
BW BRUSSELS,9368314,563089400,Singapore,295,43,103670,89452,SABINE,Sabine,2021-03-30-06:00,9.2,25.57046 N/79.51619 W,172.2°,17.6 kn,-,2021-03-28,2021-03-27-23:40
NORTH ENERGY,8014409,538007753,Marshall Islands,283,45,102390,67055,-,-,-,6.7,31.71652 N/121.11564 E,18.8°,0.2 kn,-,2021-03-28,2020-03-12-06:58
8110203,Not in Service since 2018,538007892,LNG Tanker,67219,283,,102390,-,-,-,9.6,2.36829 N/101.9138 E,216.0°,0.0 kn,-,2021-03-28,2021-03-28-15:29
WILFORCE,9627954,258702000,Norway,290,44,102315,87750,CNZOS,Zhoushan,2021-03-27-23:15,11.4,30.10615 N/122.28075 E,1.7°,0.0 kn,Moored,2021-03-28,2021-03-28-15:27
WILPRIDE,9627966,258703000,Norway,290,44,102315,87677,OPEN SEA FOR ORDER,OPEN SEA FOR ORDER,2021-04-14-23:00,11.4,34.71716 S/18.23281 E,122.4°,16.9 kn,Under way,2021-03-28,2021-03-28-12:11
GOLAR ICE,9637325,538004976,Marshall Islands,281,43,102200,81534,FOR ORDERS,FOR ORDERS,2021-03-27-23:59,9.1,35.9417 N/15.87774 E,107.0°,11.6 kn,-,2021-03-28,2021-03-24-15:32
GOLAR SNOW,9635315,538004981,Marshall Islands,281,43,102200,82200,FOR ORDERS,FOR ORDERS,2021-04-05-00:01,9.2,35.51903 N/10.96007 W,262.7°,16.0 kn,-,2021-03-28,2021-03-24-00:33
GOLAR CRYSTAL,9624926,538004985,Marshall Islands,286,43,102100,82058,FOR ORDERS,FOR ORDERS,2021-03-31-00:01,9.2,41.77144 N/7.34517 E,44.7°,13.4 kn,Under way,2021-03-28,2021-03-28-15:31
GOLAR FROST,9655042,538004975,Marshall Islands,281,43,102100,82005,MAP TA PHUT,MabTapud,2021-04-01-23:00,11.9,1.26112 N/104.18721 E,81.8°,15.1 kn,-,2021-03-28,2021-03-25-03:44
GOLAR SEAL,9624914,538004980,Marshall Islands,281,43,102100,82048,RAS LAFFAN,RasLaffan,2021-03-28-23:00,9.3,26.36123 N/53.29745 E,254.0°,11.9 kn,Under way,2021-03-28,2021-03-28-14:39
GOLAR CELSIUS,9626027,538004984,Marshall Islands,281,43,102100,82029,FOR ORDERS,FOR ORDERS,2021-03-26-22:00,9.3,28.94009 N/95.30896 W,227.6°,0.0 kn,Moored,2021-03-28,2021-03-28-15:29
GOLAR BEAR,9626039,538004983,Marshall Islands,281,43,102100,82017,ATLANTIC-FOR ORDERS,ATLANTIC-FOR ORDERS,2021-03-06-20:00,9.4,28.81584 N/95.23118 W,86.6°,0.1 kn,At anchor,2021-03-28,2021-03-28-15:26
GOLAR PENGUIN,9624938,538004979,Marshall Islands,280,43,102100,82181,ROTTERDAM FOR ORDERS,Rotterdam,2021-03-25-00:01,11.6,25.2703 N/88.61769 W,104.4°,17.6 kn,-,2021-03-28,2021-03-28-02:34
COOL VOYAGER,9636785,229553000,Malta,281,43,102097,81890,SUEZ CANAL,SuezCanal,2021-03-28-14:00,11.7,33.62883 N/25.69966 E,100.2°,17.6 kn,-,2021-03-28,2021-03-28-00:58
COOL RUNNER,9636797,229673000,Malta,281,43,102097,81891,ATLANTIC BASIN,ATLANTIC BASIN,2021-03-27-00:01,11.6,55.66377 N/21.13839 E,289.9°,0.0 kn,Moored,2021-03-28,2021-03-28-15:32
COOL EXPLORER,9640023,229796000,Malta,281,43,102097,81893,FOR ORDERS,FOR ORDERS,2021-04-05-21:00,8.9,3.13731 N/100.69949 E,314.1°,16.4 kn,-,2021-03-28,2021-03-27-14:00
TRISTAR RUBY,9333606,636092943,Liberia,288,44,102064,84491,AU WNB,WithnellBay,2021-04-01-22:00,9.6,20.35796 S/116.52937 E,253.7°,0.2 kn,At anchor,2021-03-28,2021-03-28-15:31
KMARIN EMERALD,9333591,235050369,Isle of Man,288,44,102064,84303,FOR ORDER,FOR ORDER,2021-04-20-11:00,11.4,19.43994 N/65.21771 W,94.9°,15.8 kn,-,2021-03-28,2021-03-24-04:12
BRITISH SAPPHIRE,9333618,235060454,Isle of Man,288,44,102064,84455,US FPO,Freeport,2021-04-11-11:00,9.5,36.63396 N/1.60796 W,246.0°,18.2 kn,Under way,2021-03-28,2021-03-28-15:28
KMARIN DIAMOND,9333620,235060455,Isle of Man,288,44,102064,84553,PGCAU,PGCAU,2021-03-31-14:01,9.4,34.45692 N/139.49241 E,209.9°,18.3 kn,-,2021-03-28,2021-03-20-05:04
TANGGUH HIRI,9333632,309787000,Bahamas,288,44,101957,84467,ID NTI,Bintuni,2021-04-01-01:00,9.6,3.68846 S/128.13665 E,168.6°,0.2 kn,-,2021-03-28,2021-03-26-05:20
TANGGUH SAGO,9361990,308741000,Bahamas,288,44,101957,84484,ID NTI,Bintuni,2021-03-29-20:00,9.8,37.83974 N/122.72175 E,93.8°,18.5 kn,-,2021-03-28,2021-01-01-20:38
ASIA INTEGRITY,9680188,311000227,Bahamas,285,43,101427,82636,KR YOS,Yeosu,2021-03-28-05:00,9.2,19.20839 S/117.43671 E,29.0°,18.0 kn,-,2021-03-28,2021-03-15-14:46
ASIA VISION,9606948,311000182,Bahamas,285,43,101427,82487,CN ZOS,Zhoushan,2021-04-06-22:00,11.5,19.48747 S/115.83334 E,358.4°,18.7 kn,-,2021-03-28,2021-03-27-01:32
ASIA VENTURE,9680190,311000228,Bahamas,285,43,101427,82564,"HACHINOHE, JAPAN",Hachinohe,2021-03-31-21:00,11.6,21.65573 S/115.01326 E,194.1°,6.3 kn,-,2021-03-28,2021-03-17-23:52
ASIA ENDEAVOUR,9610779,311000185,Bahamas,285,43,101427,82434,KR YOS,Yeosu,2021-03-24-23:00,9.4,37.31267 N/138.21233 E,317.0°,13.7 kn,-,2021-03-28,2021-03-26-00:29
ASIA ENERGY,9606950,311000183,Bahamas,285,43,101427,82424,"ASHBURTON,AUSTRALIA","ASHBURTON,AUSTRALIA",2021-03-28-22:00,9.2,20.78798 S/115.15665 E,150.0°,11.6 kn,Under way,2021-03-28,2021-03-28-12:10
ASIA EXCELLENCE,9610767,311000184,Bahamas,285,43,101427,82721,SG SNG,SG SNG,2021-03-25-04:00,9.2,1.19105 N/103.68955 E,322.0°,0.2 kn,-,2021-03-28,2021-03-28-15:21
POINT FORTIN,9375721,370833000,Panama,290,45,101129,79592,"FREEPORT,USA","FREEPORT,USA",2021-04-08-01:00,9.8,35.38166 N/10.413 W,261.3°,15.2 kn,-,2021-03-28,2021-03-26-17:45
TRINITY GLORY,9350927,370668000,Panama,290,45,101126,79605,AUDRW,Darwin,2021-04-12-19:30,9.7,36.25532 N/124.66376 E,205.5°,15.2 kn,-,2021-03-28,2021-03-19-14:48
TRINITY ARROW,9319404,353392000,Panama,290,45,101094,79556,KW MEA,Mina'alAhmadi,2021-03-29-12:00,11.7,26.81398 N/52.69865 E,319.0°,11.8 kn,Under way,2021-03-28,2021-03-28-15:29
MALANJE,9490959,311038600,Bahamas,285,43,100723,82729,KEPPEL SHIPYARD,KEPPEL SHIPYARD,2021-03-22-09:00,5.3,1.29825 N/103.67594 E,27.7°,0.0 kn,Moored,2021-03-28,2021-03-28-15:24
CUBAL,9491812,311038400,Bahamas,285,43,100723,82834,WALVIS BAY,WalvisBay,2021-03-31-12:00,9.4,34.47717 S/25.5752 E,264.6°,14.0 kn,-,2021-03-28,2021-03-28-00:59
SOYO,9475208,311038500,Bahamas,285,43,100723,82858,FOR ORDERS,FOR ORDERS,2021-03-31-12:00,11.6,6.42333 S/104.78744 E,74.4°,18.9 kn,-,2021-03-28,2021-03-23-02:11
LOBITO,9490961,311038700,Bahamas,285,43,100723,82929,FOR ORDERS,FOR ORDERS,2021-04-06-05:00,9.6,33.38697 S/17.56397 E,310.9°,14.9 kn,-,2021-03-28,2021-03-27-16:58
HYUNDAI ECOPIA,9372999,370983000,Panama,288,44,100545,83959,"PRIGORODNOYE,RUSSIA",Prigorodnoye,2021-04-02-13:01,9.9,36.91758 N/126.05003 E,208.0°,17.0 kn,-,2021-03-28,2021-03-12-06:40
GRACE COSMOS,9323675,311191000,Bahamas,288,44,100481,85224,CN GUT,CN GUT,2021-04-04-02:00,11.5,20.22896 S/116.75716 E,15.9°,16.4 kn,-,2021-03-28,2021-03-28-02:43
GASLOG CHELSEA,9390185,310670000,Bermuda,289,44,100374,86353,IDKU EGYPT,Idku,2021-03-30-00:01,9.3,34.81968 N/16.52352 E,103.0°,14.4 kn,-,2021-03-28,2021-03-27-04:32
GRACE ACACIA,9315707,308136000,Bahamas,288,44,100341,85214,CN QID,Qidong,2021-04-07-00:01,11.1,23.26271 S/151.61596 E,16.7°,18.4 kn,Under way,2021-03-28,2021-03-28-09:10
GRACE BARLERIA,9315719,431115000,Japan,288,44,100256,84812,BINTULU MALAYSIA,BINTULU MALAYSIA,2021-03-28-16:00,9.6,34.56834 N/139.72459 E,169.8°,10.9 kn,-,2021-03-28,2021-02-19-16:06
NEO ENERGY,9324277,636013234,Liberia,288,44,100253,85602,SUEZ EGYPT,AsSuways/SuezPort,2021-04-17-01:15,9.2,3.76626 N/100.01573 E,301.0°,13.3 kn,-,2021-03-28,2021-03-17-21:19
OB RIVER,9315692,538002846,Marshall Islands,288,44,100244,84682,RU PGN,Prigorodnoye,2021-03-23-06:00,9.4,34.5559 N/137.00937 E,135.1°,12.3 kn,-,2021-03-28,2021-02-25-02:56
CLEAN ENERGY,9323687,538002742,Marshall Islands,288,44,100244,85513,ATLANTIC FOR ORDERS,ATLANTIC FOR ORDERS,2021-04-28-23:59,9.5,15.98252 N/72.46425 E,16.7°,14.3 kn,-,2021-03-28,2021-03-18-01:17
ARCTIC AURORA,9645970,229767000,Malta,288,44,100236,84604,US SAV,Savannah,2021-03-31-10:00,9.0,29.41299 N/22.45381 W,272.0°,11.2 kn,-,2021-03-28,2021-03-17-21:28
YENISEI RIVER,9629586,538005072,Marshall Islands,288,44,100236,84565,SG_SIN-->US_NSS,SG_SIN-->US_NSS,2021-04-23-05:01,9.4,5.93326 N/80.06491 E,319.5°,14.4 kn,-,2021-03-28,2021-03-25-05:44
LENA RIVER,9629598,538005073,Marshall Islands,288,44,100236,84585,DALIAN CHINA,Dalian,2021-04-07-16:00,11.4,15.25474 N/41.80602 E,145.9°,16.4 kn,-,2021-03-28,2021-03-23-04:56
K. MUGUNGWHA,9373010,370612000,Panama,288,43,99151,87442,HASKR,HASKR,2021-04-09-01:00,11.3,8.47021 N/79.43832 W,177.0°,18.6 kn,-,2021-03-28,2021-03-16-01:15
AL AREESH,9325697,311038000,Bahamas,288,43,99106,90617,EGSUZ,AsSuways/SuezPort,2021-03-24-15:30,11.4,29.72258 N/32.58551 E,292.3°,0.3 kn,At anchor,2021-03-28,2021-03-28-15:31
AL MARROUNA,9325685,311468000,Bahamas,288,43,99106,90617,BB CGP,BB CGP,2021-03-31-00:01,11.5,14.55485 N/67.74895 E,140.0°,16.5 kn,-,2021-03-28,2021-03-25-00:54
AL DAAYEN,9325702,311133000,Bahamas,288,43,99106,90617,FOR ORDERS,FOR ORDERS,2021-04-01-20:00,11.5,24.94502 N/57.17365 E,132.3°,14.6 kn,-,2021-03-28,2021-03-25-15:49
LNG LOKOJA,9269960,310519000,Bermuda,288,43,98798,83965,BONNY NIGERIA,Bonny,2021-04-01-12:00,9.4,11.09347 N/17.9321 W,174.1°,17.5 kn,-,2021-03-28,2021-03-26-09:57
LNG IMO,9311581,310565000,Bermuda,288,43,98798,83688,DAPENG,DAPENG,2021-03-30-02:00,11.3,5.28852 S/106.45261 E,93.3°,15.8 kn,-,2021-03-28,2021-03-24-06:36
LNG ONDO,9311579,310550000,Bermuda,288,43,98798,83688,FRMTX,Montoir,2021-03-28-13:00,11.5,47.29889 N/2.14249 W,67.7°,0.0 kn,Moored,2021-03-28,2021-03-28-15:10
LNG KANO,9311567,310534000,Bermuda,288,43,98798,83961,ES SCT>NG BON,Bonny,2021-04-04-04:00,9.3,14.87532 N/19.25863 W,179.6°,17.5 kn,Under way,2021-03-28,2021-03-28-14:32
AMALI,9496317,508111132,Brunei,284,43,98490,72800,-,-,-,9.5,34.10205 N/139.25299 E,212.5°,16.3 kn,-,2021-03-28,2021-03-21-22:26
GASLOG SKAGEN,9626285,310664000,Bermuda,285,43,98451,81847,KR YOS,Yeosu,2021-03-03-16:30,11.3,26.43003 N/56.15626 E,61.0°,19.0 kn,Under way,2021-03-28,2021-03-28-15:27
GASLOG SANTIAGO,9600530,310652000,Bermuda,285,43,98451,82178,FUJAIRAH UAE,Fujairah,2021-03-27-08:00,9.5,25.08572 N/52.95491 E,87.3°,0.2 kn,At anchor,2021-03-28,2021-03-28-12:39
GASLOG SYDNEY,9626273,310657000,Bermuda,285,43,98451,82010,AUGLT>CNTSN,TianjinXingang,2021-03-31-22:00,11.0,23.96512 S/152.15405 E,98.6°,18.4 kn,-,2021-03-28,2021-03-20-14:39
GASLOG SEATTLE,9634086,310669000,Bermuda,285,43,98075,81982,AUGLT,Gladstone,2021-03-21-04:00,9.2,23.8664 S/151.50063 E,54.4°,0.0 kn,At anchor,2021-03-28,2021-03-28-15:31
GASLOG SHANGHAI,9600528,310644000,Bermuda,285,43,98075,82104,PAKISTAN FOR ORDERS,PAKISTAN FOR ORDERS,2021-04-16-00:01,11.2,3.78866 N/8.68511 E,295.6°,2.5 kn,-,2021-03-28,2021-03-26-13:54
GASLOG SARATOGA,9638903,310696000,Bermuda,285,45,98075,81855,QA RLF,RasLaffan,2021-04-06-12:00,9.3,16.48897 N/88.39911 E,213.2°,19.1 kn,-,2021-03-28,2021-03-27-14:02
GASLOG SALEM,9638915,310699000,Bermuda,285,43,98075,82023,CAPE TOWN,CapeTown,2021-03-29-09:00,9.3,34.52806 S/25.73621 E,256.5°,13.7 kn,-,2021-03-28,2021-03-27-23:21
SHEN HAI,9583677,477413600,Hong Kong,290,43,98068,82625,CN YANGSHAN>MY BTU,"Bintulu,Sarawak",2021-03-31-22:00,9.7,24.67219 N/122.66757 E,180.2°,16.7 kn,Under way,2021-03-28,2021-03-28-03:43
TANGGUH JAYA,9349019,370502000,Panama,285,43,97897,82313,JP SBK,Sakaisenboku,2021-04-02-06:00,11.1,33.73791 N/134.92511 E,189.7°,16.0 kn,-,2021-03-28,2021-02-04-06:40
TANGGUH PALUNG,9355379,370766000,Panama,285,43,97897,82407,-,-,-,8.9,29.45429 N/122.87026 E,107.5°,11.7 kn,-,2021-03-28,2021-02-19-12:33
LNG BORNO,9322803,310543000,Bermuda,285,43,97874,82030,MUNDRA INDIA,Mundra,2021-04-05-09:30,11.4,9.66466 N/18.13876 W,138.4°,12.3 kn,-,2021-03-28,2021-03-11-06:17
LNG OGUN,9322815,310542000,Bermuda,285,43,97874,81997,MONTOIR FRANCE,Montoir,2021-04-06-12:00,11.4,8.8507 N/16.57425 W,133.3°,11.0 kn,-,2021-03-28,2021-03-18-10:18
DAPENG SUN,9308479,477985700,Hong Kong,292,43,97871,83050,CN DPG>AU DAM,Dampier,2021-04-03-23:00,9.4,22.02978 N/114.67933 E,152.4°,14.4 kn,-,2021-03-28,2021-03-27-10:09
DAPENG STAR,9369473,477614400,Hong Kong,292,43,97871,82428,DAMPIER AUS,DAMPIER AUS,2021-03-29-23:00,9.6,22.19082 N/114.59302 E,174.3°,15.1 kn,-,2021-03-28,2021-03-22-06:36
GASLOG SAVANNAH,9352860,310583000,Bermuda,285,43,97818,82291,QA RLF,RasLaffan,2021-03-28-04:00,9.5,25.8532 N/51.77692 E,65.3°,1.1 kn,At anchor,2021-03-28,2021-03-28-15:30
GASLOG SINGAPORE,9355604,310594000,Bermuda,285,43,97818,82339,FAR EAST,FAR EAST,2021-04-06-22:00,11.3,8.41074 N/79.45482 W,179.4°,19.7 kn,-,2021-03-28,2021-03-18-01:23
STENA BLUE SKY,9315393,235116537,United Kingdom,285,43,97754,84362,-,-,-,9.0,32.39332 N/122.30303 E,116.0°,14.0 kn,-,2021-03-28,2021-03-10-07:01
LNG UNITY,9306495,228337700,France,290,43,97741,86385,JMKIN,Kingston,2021-03-26-17:00,11.0,24.32668 N/88.54805 W,133.0°,14.1 kn,-,2021-03-28,2021-03-22-22:03
LNG ALLIANCE,9320075,228333700,France,290,43,97741,86385,COLON,Colon,2021-03-29-12:00,11.3,24.14769 N/87.43496 W,122.0°,14.4 kn,-,2021-03-28,2021-03-27-05:07
LNG OYO,9267003,310487000,Bermuda,285,43,97561,83068,INDAH,Dahej,2021-03-27-02:45,11.2,21.66853 N/72.50958 E,14.1°,0.0 kn,-,2021-03-28,2021-03-27-04:14
LNG RIVER ORASHI,9266982,310447000,Bermuda,285,43,97561,83068,NG BON>TW KHH,Kaohsiung,2021-04-02-07:30,11.6,6.40295 S/104.55692 E,90.7°,18.5 kn,-,2021-03-28,2021-03-28-03:14
LNG BENUE,9267015,310495000,Bermuda,285,43,97561,82971,"JOHOR,MALAYSIA","JOHOR,MALAYSIA",2021-03-31-13:00,8.9,12.29776 N/101.20133 E,180.9°,16.5 kn,-,2021-03-28,2021-03-26-07:05
LNG ENUGU,9266994,310482000,Bermuda,285,43,97561,83160,BONNY NIGERIA,Bonny,2021-04-09-08:00,9.2,35.31794 N/7.01494 W,224.0°,12.7 kn,Under way,2021-03-28,2021-03-28-15:28
MARAN GAS ASCLEPIUS,9302499,240386000,Greece,285,43,97496,84659,FPR ORDERS,FPR ORDERS,2021-03-25-21:01,9.2,25.85367 N/51.87638 E,226.0°,0.5 kn,At anchor,2021-03-28,2021-03-28-15:29
UMM BAB,9308431,240411000,Greece,285,43,97496,84659,FOR ORDERS,FOR ORDERS,2021-04-10-06:00,9.3,21.52613 N/119.02443 E,213.0°,18.3 kn,-,2021-03-28,2021-03-27-10:27
SIMAISMA,9320386,240486000,Greece,285,43,97496,84863,FOR ORDERS,FOR ORDERS,2021-03-29-23:00,9.5,8.12993 N/76.5444 E,319.0°,17.6 kn,-,2021-03-28,2021-03-25-15:47
AL JASSASIYA,9324435,240615000,Greece,285,43,97496,84554,ORDERS,ORDERS,2021-03-27-21:01,9.1,25.84098 N/51.76023 E,240.0°,1.1 kn,At anchor,2021-03-28,2021-03-28-15:28
GOLAR MARIA,9320374,538002609,Marshall Islands,277,43,97491,84823,-,-,-,9.9,6.27713 S/105.39888 E,234.0°,14.6 kn,-,2021-03-28,2021-03-14-20:14
MARAN GAS CORONIS,9331048,240639000,Greece,285,43,97491,84776,PNG FOR ORDERS,PNG FOR ORDERS,2021-04-07-00:00,9.5,32.1904 N/122.31303 E,127.3°,11.1 kn,-,2021-03-28,2021-03-23-10:27
SALALAH LNG,9300817,371561000,Panama,285,43,96671,81035,QAL OMN,QAL OMN,2021-06-04-08:00,9.2,1.28338 N/103.34172 E,306.0°,14.1 kn,Under way,2021-03-28,2021-03-28-09:21
IBRA LNG,9326689,357734000,Panama,285,43,96671,81057,CN SZX,Shenzhen,2021-03-28-02:00,11.5,22.58923 N/114.42998 E,359.0°,0.0 kn,Moored,2021-03-28,2021-03-28-15:00
MILAHA QATAR,9321732,229129000,Malta,283,43,96508,77803,PORT QASIM,PortQasim,2021-03-27-01:00,10.9,23.54377 N/64.28158 E,115.1°,13.2 kn,-,2021-03-28,2021-03-26-08:56
AL THAKHIRA,9298399,309975000,Bahamas,283,43,95824,78542,QARLF,RasLaffan,2021-04-06-15:00,9.4,34.32908 N/24.79361 E,113.3°,16.8 kn,Under way,2021-03-28,2021-03-28-15:32
EJNAN,9334076,309201000,Bahamas,283,43,95824,78403,QA RLF,RasLaffan,2021-03-23-22:00,9.3,25.85344 N/51.81112 E,234.7°,0.6 kn,At anchor,2021-03-28,2021-03-28-15:28
LUSAIL,9285952,311628000,Bahamas,283,43,95824,78489,QA RLF,RasLaffan,2021-03-27-21:01,9.2,25.83775 N/51.89268 E,162.9°,0.3 kn,At anchor,2021-03-28,2021-03-28-15:25
METHANE LYDON VOLNEY,9307205,310514000,Bermuda,283,43,95753,78957,DAMIETTA,Dumyat,2021-03-30-04:00,9.7,35.8744 N/16.95049 E,106.0°,18.9 kn,Under way,2021-03-28,2021-03-28-06:40
METHANE HEATHER SALLY,9321744,310528000,Bermuda,283,43,95753,79084,LIVORNO,Livorno,2021-03-25-08:00,9.7,43.47216 N/10.2753 E,238.0°,0.0 kn,At anchor,2021-03-28,2021-03-28-15:31
METHANE RITA ANDREA,9307188,310499000,Bermuda,283,43,95753,79046,PJSB,PJSB,2021-03-18-00:01,9.0,1.46992 N/103.82927 E,295.8°,0.0 kn,Moored,2021-03-28,2021-03-28-15:29
METHANE SHIRLEY ELISABETH,9321756,310535000,Bermuda,283,43,95753,78997,SUBIC BAY PH,SUBIC BAY PH,2021-03-25-00:01,9.6,8.16933 N/121.66485 E,176.5°,17.3 kn,-,2021-03-28,2021-03-27-09:16
METHANE JANE ELIZABETH,9307190,310510000,Bermuda,283,43,95753,78984,FOR ORDERS,FOR ORDERS,2021-05-09-06:00,9.5,26.97721 N/91.37841 W,129.9°,16.1 kn,Under way,2021-03-28,2021-03-28-15:29
SERI ANGKASA,9321665,533957000,Malaysia,283,43,95729,71500,AU GLT,Gladstone,2021-03-29-02:00,9.4,34.58662 N/136.96158 E,124.0°,12.8 kn,-,2021-03-28,2021-03-19-02:27
SERI ANGGUN,9321653,533953000,Malaysia,283,43,95729,83395,BTU MY,BTU MY,2021-04-03-00:00,9.1,34.50955 N/139.62694 E,284.5°,10.3 kn,-,2021-03-28,2021-03-23-07:25
K. FREESIA,9186584,441278000,Korea,277,43,95381,76022,KR DS4W&P,KR DS4W&P,2021-03-29-01:00,11.8,35.76508 N/129.77765 E,14.1°,12.4 kn,Under way,2021-03-28,2021-03-28-08:57
K. ACACIA,9157636,441259000,Korea,277,43,95376,75768,KR INC,Incheon,2021-04-04-01:00,11.6,2.35576 N/101.67137 E,130.0°,17.4 kn,-,2021-03-28,2021-03-28-15:27
GULF ENERGY,7390143,538001388,Marshall Islands,285,44,95016,72472,-,-,-,6.5,59.35911 N/5.30011 E,314.6°,0.0 kn,Moored,2021-03-28,2021-03-28-15:32
BERING ENERGY,7390155,538001389,Marshall Islands,285,44,95016,72555,-,-,-,9.9,43.47308 N/8.22339 W,329.4°,0.0 kn,-,2021-03-28,2020-08-29-21:47
GALICIA SPIRIT,9247364,224482000,Spain,280,43,94822,79166,SINGAPORE(PWBGA),Singapore,2021-03-31-07:30,9.4,17.69458 N/70.4123 E,145.0°,15.2 kn,-,2021-03-28,2021-03-21-11:48
HISPANIA SPIRIT,9230048,224985000,Spain,280,43,94822,79363,BILBAO,Bilbao,2021-03-28-06:00,11.1,43.36428 N/3.09521 W,130.0°,0.0 kn,-,2021-03-28,2021-03-28-15:23
PORTOVYY,9246621,273211890,Russia,277,43,94499,77773,-,-,-,9.2,57.42133 N/10.66584 E,154.7°,0.1 kn,At anchor,2021-03-28,2021-03-28-15:30
PUTERI NILAM SATU,9229647,533747000,Malaysia,276,43,94446,76124,MY BTU,"Bintulu,Sarawak",2021-03-30-22:00,9.5,22.30021 N/122.18164 E,200.8°,15.9 kn,-,2021-03-28,2021-03-27-00:20
