Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Origine,ATD,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
MOZAH,9337755,538003212,Marshall Islands,345,54,163922,130102,"Ras Laffan Anch., Qatar","Apr 15, 10:58 UTC",S.C.S,,"May 3, 21:00
",6.5,,47.0°,18.4 kn,-,2021-04-27,2021-04-25-04:21
RASHEEDA,9443413,538003362,Marshall Islands,345,54,163922,130208,"Port Said Anch., Egypt","Apr 21, 02:59 UTC", GULF,,"Apr 30, 18:18
",9.5,,150.9°,15.5 kn,-,2021-04-27,2021-04-23-08:23
MEKAINES,9397303,538003365,Marshall Islands,345,54,163922,130171,"Ras Laffan, Qatar","Apr 20, 21:37 UTC","As Suways / Suez Port, Egypt",,"Apr 28, 11:07
",12.0,,335.0°,15.5 kn,-,2021-04-27,2021-04-27-00:00
NOHSHU MARU,9796781,311000579,Bahamas,298,49,149367,97902,"Panama Canal Anch. Atlantic, Panama","Apr 25, 19:25 UTC","Balboa, Panama",,"Apr 28, 00:00
",11.7,,279.7°,0.0 kn,At anchor,2021-04-27,2021-04-27-15:11
BUSHU MARU,9796793,311000846,Bahamas,298,49,149367,97955,"Yangkou, China","Apr 26, 22:29 UTC","Yeosu, Korea",,"Apr 28, 02:30
",9.5,,98.6°,10.9 kn,-,2021-04-27,2021-04-27-01:42
PACIFIC BREEZE,9698123,538007670,Marshall Islands,300,52,144978,92830,"Darwin, Australia","Apr 23, 08:13 UTC","Yung An, Taiwan",,"Apr 29, 23:30
",11.9,,318.9°,10.5 kn,-,2021-04-27,2021-04-23-09:22
DIAMOND GAS SAKURA,9810020,311000771,Bahamas,294,49,144828,87494,"Nagoya, Japan","Apr 9, 01:18 UTC","Balboa, Panama",,"May 1, 18:00
",9.6,,120.3°,15.8 kn,-,2021-04-27,2021-04-09-05:02
DIAMOND GAS ROSE,9779238,311000770,Bahamas,294,49,144828,94145,"Panama Canal Anch. Pacific, Panama","Apr 21, 07:46 UTC","Lake Charles, United States (USA)",,"Apr 26, 19:23 UTCARRIVED
",10.0,,0.0°,0.0 kn,Under way,2021-04-27,2021-04-27-15:12
GRACE DAHLIA,9540716,432935000,Japan,300,52,141671,86512,"Singapore, Singapore","Apr 2, 04:51 UTC",Destination not available,,"-
",6.0,,322.6°,0.0 kn,-,2021-04-27,2021-04-19-04:28
ENERGY HORIZON,9483877,432807000,Japan,300,52,141136,87257,"Yokohama, Japan","Apr 24, 03:27 UTC","Dampier, Australia",,"May 2, 21:00
",9.7,,205.9°,16.7 kn,-,2021-04-27,2021-04-24-09:31
MARVEL HERON,9770440,374022000,Panama,298,49,139050,92659,"Sakai, Japan","Apr 25, 06:56 UTC",FOR ORDERS,,"Jun 6, 11:00
",9.6,,175.4°,15.2 kn,-,2021-04-27,2021-04-25-11:32
MARVEL CRANE,9770438,563073300,Singapore,298,49,139049,92799,"Panama Canal Anch. Atlantic, Panama","Apr 20, 23:49 UTC","Cameron, United States (USA)",,"Apr 28, 02:30
",9.5,,185.0°,0.0 kn,At anchor,2021-04-27,2021-04-27-15:08
AL RUWAIS,9337951,309904000,Bahamas,315,50,137535,121823,"Malta Anch., Malta","Apr 23, 07:47 UTC","Zeebrugge, Belgium",,"Apr 29, 20:30
",12.0,,0.0°,14.3 kn,-,2021-04-27,2021-04-27-14:53
AL SAFLIYA,9337963,308171000,Bahamas,315,50,137535,121963,"Ras Laffan Anch., Qatar","Apr 11, 06:08 UTC",RAS LAFFAN ANCHORAGE,,"Apr 11, 13:00
",9.5,,147.1°,0.1 kn,At anchor,2021-04-27,2021-04-27-15:12
AL GHARIYA,9337987,308248000,Bahamas,315,50,137535,121730,"Swinoujscie, Poland","Apr 19, 15:09 UTC","Port Said, Egypt",,"Apr 30, 18:00
",9.7,,83.5°,20.0 kn,-,2021-04-27,2021-04-26-19:49
DUHAIL,9337975,309599000,Bahamas,315,50,137535,121639,"Ras Laffan Anch., Qatar","Apr 18, 02:41 UTC","Mab Tapud, Thailand",,"May 3, 23:00
",12.0,,124.9°,16.1 kn,-,2021-04-27,2021-04-19-22:07
AL SHEEHANIYA,9360831,538003364,Marshall Islands,315,50,136980,122006,"Ras Laffan, Qatar","Apr 22, 08:39 UTC","GUANGDONG, CHINA",,"May 4, 19:03
",11.0,,138.6°,18.6 kn,-,2021-04-27,2021-04-24-00:39
AL BAHIYA,9431147,538003349,Marshall Islands,315,50,136980,121957,"Gibraltar West Anch., Gibraltar","Mar 25, 18:19 UTC","Ras Laffan Anch., Qatar",,"Apr 22, 10:41 UTCARRIVED
",9.3,,113.9°,0.0 kn,At anchor,2021-04-27,2021-04-27-15:06
AL KHATTIYA,9431111,538003350,Marshall Islands,315,50,136980,121946,"As Suways (Suez) Anch., Egypt","Apr 15, 05:11 UTC","SWIN,POLAND",,"Apr 26, 04:04
",12.3,,52.4°,5.2 kn,Constrained,2021-04-27,2021-04-27-15:11
AL NUAMAN,9431135,538003351,Marshall Islands,315,50,136980,121910,"Ras Laffan, Qatar","Apr 27, 07:14 UTC",EAST CHINA SEA,,"May 11, 22:22
",12.2,,88.8°,17.3 kn,Under way,2021-04-27,2021-04-27-13:03
AL KARAANA,9431123,538003358,Marshall Islands,315,50,136980,122052,"As Suways (Suez) Anch., Egypt","Apr 14, 05:26 UTC","Revithoussa Desfa LNG Term., Greece",,"May 4, 04:00
",12.2,,141.0°,1.1 kn,Under way,2021-04-27,2021-04-27-15:12
ONAIZA,9397353,538003363,Marshall Islands,315,50,136980,121939,"Port Said Anch., Egypt","Apr 27, 03:08 UTC","Soroosh Term., Iran",,"May 4, 19:19
",9.2,,172.1°,10.4 kn,Under way,2021-04-27,2021-04-27-15:11
AL SADD,9397341,538003361,Marshall Islands,315,50,136980,121913,"Ras Laffan, Qatar","Apr 26, 17:26 UTC",FAR EAST,,"May 16, 21:21
",12.2,,152.2°,18.0 kn,Under way,2021-04-27,2021-04-27-15:12
SEISHU MARU,9666558,311000261,Bahamas,288,49,136740,86414,"Kawasaki, Japan","Apr 25, 01:17 UTC",AU_ASB,,"May 13, 00:00
",9.5,,168.5°,10.8 kn,-,2021-04-27,2021-04-25-07:38
ESSHU MARU,9666560,311000285,Bahamas,288,49,136740,86455,"Mab Tapud Anch., Thailand","Apr 25, 02:32 UTC",ASBN AU,,"May 7, 07:00
",10.0,,152.2°,10.3 kn,Under way,2021-04-27,2021-04-27-14:52
LNG SATURN,9696149,311000439,Bahamas,288,49,136739,86044,"Ishikariwan Shinko, Japan","Apr 18, 02:27 UTC","Singapore, Singapore",,"Apr 28, 04:00
",9.5,,227.8°,13.4 kn,-,2021-04-27,2021-04-23-00:17
LNG JUROJIN,9666998,311000420,Bahamas,288,49,136739,86121,"Gladstone, Australia","Apr 23, 03:02 UTC","Himeji, Japan",,"May 3, 20:00
",11.2,,62.8°,16.3 kn,-,2021-04-27,2021-04-23-07:08
PACIFIC MIMOSA,9743875,431778000,Japan,288,49,136716,86497,"Bintulu, Sarawak, Malaysia","Apr 19, 03:09 UTC",KR HAS,,"May 1, 01:00
",11.2,,173.4°,12.7 kn,-,2021-04-27,2021-04-14-15:18
LNG MARS,9645748,431177000,Japan,288,49,136710,86161,"Lese, Papua New Guinea","Apr 17, 22:05 UTC","Kagoshima, Japan",,"May 1, 22:00
",11.7,,99.9°,10.6 kn,-,2021-04-27,2021-03-22-15:16
FRAIHA,9360817,538003101,Marshall Islands,306,50,136685,121914,"Ras Laffan, Qatar","Apr 24, 18:06 UTC","Jintang, China",,"May 10, 06:00
",12.1,,125.0°,17.9 kn,-,2021-04-27,2021-04-25-15:07
MURWAB,9360805,538003100,Marshall Islands,315,50,136685,121843,"Gibraltar West Anch., Gibraltar","Apr 24, 08:59 UTC","Port Said, Egypt",,"Apr 30, 12:00
",9.3,,96.0°,18.2 kn,Under way,2021-04-27,2021-04-27-12:48
UMM AL AMAD,9360829,538003073,Marshall Islands,315,50,136685,121730,"Port Said Anch., Egypt","Apr 23, 02:32 UTC","Ras Laffan, Qatar",,"Apr 30, 21:01
",9.4,,151.0°,18.6 kn,-,2021-04-27,2021-04-25-01:22
AL AAMRIYA,9338266,538003099,Marshall Islands,315,50,136685,121935,"Ras Laffan Anch., Qatar","Apr 12, 19:44 UTC",JIANGSU CHINA,,"Apr 27, 22:00
",12.1,,18.1°,10.7 kn,-,2021-04-27,2021-04-27-01:12
AL ORAIQ,9360790,538003072,Marshall Islands,315,50,136685,122079,"Ras Laffan, Qatar","Apr 27, 12:19 UTC",RAS LAFFANN,,"Apr 27, 15:00
",9.5,,310.0°,0.0 kn,Moored,2021-04-27,2021-04-27-15:10
AL GHARRAFA,9337717,538002920,Marshall Islands,315,50,136410,106898,"Ras Laffan Anch., Qatar","Apr 19, 08:17 UTC","Doha, Qatar",,"Apr 19, 09:09
",9.7,,348.2°,0.1 kn,At anchor,2021-04-27,2021-04-27-15:08
TEMBEK,9337731,538002921,Marshall Islands,315,50,136410,106896,"Singapore Anch. 1, Singapore","Apr 15, 16:43 UTC","Ras Laffan Anch., Qatar",,"Apr 24, 19:50 UTCARRIVED
",9.7,,141.8°,0.0 kn,At anchor,2021-04-27,2021-04-27-15:08
AL GATTARA,9337705,538002917,Marshall Islands,315,50,136410,106898,"Port Said Anch., Egypt","Apr 24, 03:24 UTC","Soroosh Term., Iran",,"May 2, 14:00
",9.8,,154.0°,19.2 kn,-,2021-04-27,2021-04-26-03:56
AL HAMLA,9337743,538002922,Marshall Islands,315,50,136410,106983,"Port Said Anch., Egypt","Apr 19, 03:34 UTC","Ras Laffan Anch., Qatar",,"Apr 26, 13:39 UTCARRIVED
",9.6,,133.2°,0.0 kn,At anchor,2021-04-27,2021-04-27-15:05
AL UTOURIYA,9360867,538003020,Marshall Islands,315,50,136355,104561,"Mina' al Ahmadi, Kuwait","Apr 25, 03:48 UTC","Ras Laffan Anch., Qatar",,"Apr 25, 20:53 UTCARRIVED
",9.5,,55.1°,0.0 kn,At anchor,2021-04-27,2021-04-27-15:07
AL SAHLA,9360855,538003019,Marshall Islands,315,50,136355,104666,"Ras Laffan Anch., Qatar","Apr 25, 10:14 UTC","Mab Tapud, Thailand",,"May 6, 17:22
",12.2,,129.4°,18.1 kn,Under way,2021-04-27,2021-04-27-12:17
AL THUMAMA,9360843,538003018,Marshall Islands,315,50,136355,104701,"Ras Laffan, Qatar","Apr 11, 01:46 UTC",QA RLF>CN ZHE,,"Apr 27, 22:00
",12.3,,323.1°,15.2 kn,Under way,2021-04-27,2021-04-27-05:53
MESAIMEER,9337729,538003360,Marshall Islands,315,50,136168,107160,"Ras Laffan, Qatar","Apr 27, 10:09 UTC","Doha, Qatar",,"Apr 23, 22:22
",9.4,,339.3°,0.3 kn,Moored,2021-04-27,2021-04-27-15:08
AL REKAYYAT,9397339,538003347,Marshall Islands,315,50,136168,107160,"Ras Laffan Anch., Qatar","Apr 25, 08:04 UTC","Doha, Qatar",,"Apr 25, 09:09
",9.5,,146.4°,0.0 kn,At anchor,2021-04-27,2021-04-27-15:12
AL KHARAITIYAT,9397327,538003352,Marshall Islands,315,50,136168,107153,"Ras Laffan Anch., Qatar","Apr 17, 17:59 UTC",FAR EAST,,"May 1, 00:00
",12.2,,139.9°,16.9 kn,-,2021-04-27,2021-04-21-14:56
LNG SAKURA,9774135,311000760,Bahamas,300,49,135977,82137,"Singapore Anch. 1, Singapore","Apr 26, 00:21 UTC","Singapore Anch. 1, Singapore",,"Apr 26, 10:03 UTCARRIVED
",9.5,,98.6°,0.0 kn,At anchor,2021-04-27,2021-04-27-15:09
SOHSHU MARU,9791212,311000580,Bahamas,300,49,135951,82254,"Dunkerque, France","Apr 22, 15:30 UTC","Corpus Christi, United States (USA)",,"May 6, 15:00
",10.3,,237.3°,13.5 kn,-,2021-04-27,2021-04-23-13:05
SHINSHU MARU,9791200,311000845,Bahamas,300,49,135951,82287,"Dapeng Anch., China","Apr 10, 07:07 UTC","Balboa, Panama",,"May 7, 07:00
",9.8,,116.3°,17.7 kn,-,2021-04-27,2021-04-10-16:01
AL KHUWAIR,9360908,311000140,Bahamas,315,50,135848,109555,"Ras Laffan, Qatar","Apr 24, 02:16 UTC","Zhoushan, China",,"May 8, 16:01
",12.2,,133.5°,19.0 kn,-,2021-04-27,2021-04-26-15:40
AL KHARSAAH,9360881,309333000,Bahamas,315,50,135848,109484,"Ras Laffan, Qatar","Apr 10, 04:03 UTC","Incheon, Korea",,"Apr 27, 03:58 UTCARRIVED
",12.1,,85.9°,9.2 kn,Under way,2021-04-27,2021-04-27-03:55
AL HUWAILA,9360879,309255000,Bahamas,315,50,135848,109503,"Tianjin Xingang, China","Apr 26, 01:31 UTC","Singapore, Singapore",,"May 5, 09:00
",9.3,,269.4°,0.0 kn,-,2021-04-27,2021-04-27-03:02
AL SHAMAL,9360893,309781000,Bahamas,315,50,135848,109662,"Mab Tapud Anch., Thailand","Apr 17, 09:03 UTC","Ras Laffan, Qatar",,"Apr 27, 15:00
",9.4,,330.3°,16.0 kn,-,2021-04-27,2021-04-26-18:42
SERI CAMAR,9714305,533130687,Malaysia,290,49,133948,84295,"Xiuyu, China","Apr 26, 09:28 UTC",CN PUT,,"Apr 26, 08:00
",11.1,,222.4°,0.0 kn,Moored,2021-04-27,2021-04-27-15:02
SERI CEMARA,9756389,533130753,Malaysia,290,49,133948,84291,"Niigata, Japan","Apr 12, 01:28 UTC","Kota Kinabalu, Malaysia",,"Apr 25, 00:00
",9.6,,315.8°,11.7 kn,-,2021-04-27,2021-04-24-08:19
SERI CAMELLIA,9714276,533130463,Malaysia,290,46,133948,84333,"Boryeong, Korea","Apr 11, 06:13 UTC",MY BKI(PFLNG-2),,"May 2, 00:00
",9.4,,173.0°,0.0 kn,At anchor,2021-04-27,2021-04-27-15:09
SERI CENDERAWASIH,9714288,533180210,Malaysia,290,46,133948,84303,"Gladstone, Australia","Apr 6, 16:01 UTC","Gladstone Anch., Australia",,"Apr 6, 17:17 UTCARRIVED
",9.7,,162.8°,10.9 kn,-,2021-04-27,2021-04-19-09:31
SERI CEMPAKA,9714290,533130607,Malaysia,290,49,133948,84311,"Bintulu, Sarawak, Malaysia","Apr 24, 19:12 UTC",CN YSN,,"Apr 30, 03:30
",11.5,,187.3°,17.1 kn,-,2021-04-27,2021-04-09-09:00
RUDOLF SAMOYLOVICH,9750713,311000627,Bahamas,299,50,128975,96703,"Zeebrugge, Belgium","Apr 22, 15:43 UTC","Rotterdam, Netherlands",,"Apr 23, 02:47 UTCARRIVED
",10.7,,-,0.0 kn,Moored,2021-04-27,2021-04-27-15:12
EDUARD TOLL,9750696,311000548,Bahamas,299,50,128975,96840,"Sabetta, Russia","Apr 26, 09:01 UTC","Dunkerque, France",,"May 3, 05:30
",12.0,,46.1°,20.1 kn,-,2021-04-27,2021-04-09-20:00
NIKOLAY YEVGENOV,9750725,311000631,Bahamas,299,50,128969,96821,"Dunkerque, France","Apr 24, 17:34 UTC","Sabetta, Russia",,"May 2, 06:00
",11.0,,48.0°,14.3 kn,Under way,2021-04-27,2021-04-27-15:12
YAKOV GAKKEL,9750672,311000634,Bahamas,299,50,128969,96839,"Thamesport, United Kingdom (UK)","Apr 18, 04:22 UTC","Sabetta, Russia",,"Apr 26, 02:27 UTCARRIVED
",10.9,,43.0°,14.3 kn,-,2021-04-27,2021-04-21-23:00
GEORGIY USHAKOV,9750749,311000633,Bahamas,299,50,128969,96796,"Sabetta, Russia","Apr 25, 06:45 UTC","Dunkerque, France",,"May 2, 05:00
",11.9,,62.4°,15.3 kn,-,2021-04-27,2021-04-17-11:34
VLADIMIR VORONIN,9750737,311000632,Bahamas,299,50,128969,96840,"Zeebrugge, Belgium","Apr 23, 18:38 UTC","Murmansk, Russia",,"Apr 28, 06:30
",11.2,,104.5°,18.0 kn,Under way,2021-04-27,2021-04-27-15:12
MARVEL EAGLE,9759240,374375000,Panama,300,49,128917,83571,"Lake Charles, United States (USA)","Apr 25, 21:01 UTC",PA CBT,,"Apr 30, 07:00
",11.2,,138.0°,16.9 kn,-,2021-04-27,2021-04-27-03:49
MARVEL PELICAN,9759252,356051000,Panama,300,49,128917,83636,"Thamesport, United Kingdom (UK)","Apr 24, 05:42 UTC","Cameron, United States (USA)",,"May 13, 11:00
",9.5,,244.0°,15.6 kn,-,2021-04-27,2021-04-25-17:47
VLADIMIR RUSANOV,9750701,477150100,Hong Kong,299,50,128806,96844,"Montoir Anch., France","Apr 27, 08:34 UTC","Sabetta, Russia",,"Apr 6, 09:00
",11.0,,-,0.0 kn,At anchor,2021-04-27,2021-04-27-15:12
CHRISTOPHE DE MARGERIE,9737187,212611000,Cyprus,299,50,128806,96779,"Sabetta, Russia","Apr 20, 12:21 UTC","Rotterdam, Netherlands",,"Apr 28, 02:00
",11.8,,234.0°,16.9 kn,-,2021-04-27,2021-04-27-14:58
FEDOR LITKE,9768370,212660000,Cyprus,299,50,128806,96839,"Bilbao, Spain","Apr 20, 04:03 UTC","Sabetta, Russia",,"Apr 29, 11:00
",11.0,,60.4°,16.7 kn,-,2021-04-27,2021-04-25-20:14
GEORGIY BRUSILOV,9768382,212770000,Cyprus,299,50,128806,96847,"Sabetta, Russia","Apr 23, 16:05 UTC","Zeebrugge, Belgium",,"Apr 30, 22:01
",12.0,,227.0°,17.4 kn,Under way,2021-04-27,2021-04-27-15:12
VLADIMIR VIZE,9750658,477194200,Hong Kong,299,50,128806,96851,"Sabetta, Russia","Apr 22, 01:33 UTC","Zeebrugge, Belgium",,"Apr 28, 16:01
",12.0,,185.0°,17.3 kn,-,2021-04-27,2021-04-27-14:48
BORIS VILKITSKY,9768368,212654000,Cyprus,299,50,128806,96958,"Milford Haven, United Kingdom (UK)","Apr 20, 05:46 UTC","Sabetta, Russia",,"Apr 29, 02:00
",10.5,,59.7°,15.2 kn,-,2021-04-27,2021-04-24-18:40
LNG FUKUROKUJU,9666986,311000365,Bahamas,293,49,127242,83809,"Port Rashid, Egypt","Apr 24, 13:49 UTC",LT KLI,,"May 6, 21:00
",11.6,,285.0°,15.8 kn,Under way,2021-04-27,2021-04-27-15:08
CASTILLO DE CALDELAS,9742819,248720000,Malta,297,49,126004,93241,"Gatun Anch., Panama","Apr 22, 14:47 UTC",US NSS,,"Apr 30, 05:01
",9.9,,88.8°,16.2 kn,Under way,2021-04-27,2021-04-27-05:22
CASTILLO DE MERIDA,9742807,248516000,Malta,287,49,126004,93241,"Dahej, India","Apr 25, 16:42 UTC","Ras Laffan, Qatar",,"Apr 28, 17:00
",11.2,,292.5°,19.6 kn,-,2021-04-27,2021-04-25-23:02
PACIFIC ARCADIA,9621077,311072200,Bahamas,288,49,123005,78311,"Lese, Papua New Guinea","Apr 11, 21:11 UTC",KWS  JP,,"May 11, 00:45
",11.2,,178.0°,17.4 kn,-,2021-04-27,2021-04-01-06:58
NIKOLAY ZUBOV,9768526,209351000,Cyprus,299,50,122806,96865,"Rotterdam Maasvlakte, Netherlands","Apr 19, 23:26 UTC","Sabetta, Russia",,"Apr 27, 09:00 UTCARRIVED
",10.4,,42.0°,15.1 kn,-,2021-04-27,2021-04-23-06:23
BORIS DAVYDOV,9768394,209356000,Cyprus,299,50,122806,96765,"Portland Anch., United Kingdom (UK)","Apr 3, 19:24 UTC","Sabetta, Russia",,"Apr 30, 01:00
",10.5,,54.0°,10.5 kn,-,2021-04-27,2021-04-25-00:31
CYGNUS PASSAGE,9376294,309739000,Bahamas,288,49,122444,79555,"Prigorodnoye, Russia","Apr 26, 06:06 UTC","Kawasaki, Japan",,"May 1, 00:45
",11.3,,331.0°,11.8 kn,-,2021-04-27,2021-04-22-06:18
ALTO ACRUX,9343106,308592000,Bahamas,288,49,122361,80229,"Tianjin Anch., China","Mar 23, 03:52 UTC",Destination not available,,"-
",9.3,,187.0°,13.4 kn,-,2021-04-27,2021-03-30-22:59
ADRIANO KNUTSEN,9831220,224983000,Spain,299,48,122261,96354,"Ingleside, United States (USA)","Apr 17, 01:21 UTC","Sines, Portugal",,"Apr 28, 06:00
",11.8,,101.0°,19.7 kn,-,2021-04-27,2021-04-19-16:37
TRAIANO KNUTSEN,9854765,257575000,Norway,299,48,122261,95870,"Ingleside, United States (USA)","Apr 26, 19:46 UTC","Huelva, Spain",,"May 10, 01:30
",11.6,,65.2°,0.0 kn,Moored,2021-04-27,2021-04-27-15:02
GRAND ANIVA,9338955,212883000,Cyprus,288,49,122239,74044,"Niigata, Japan","Apr 27, 01:05 UTC",>JP NIH,,"Apr 27, 00:00
",11.4,,228.0°,0.0 kn,Moored,2021-04-27,2021-04-27-15:10
PRISM BRILLIANCE,9810551,371086000,Panama,299,48,122166,97494,"Freeport, United States (USA)","Apr 24, 12:45 UTC","Swinoujscie, Poland",,"May 13, 22:00
",11.2,,9.8°,14.1 kn,Under way,2021-04-27,2021-04-27-15:04
PRISM AGILITY,9810549,372487000,Panama,299,48,122166,97494,"Ingleside, United States (USA)","Apr 1, 00:25 UTC","Yung An, Taiwan",,"May 9, 00:01
",11.2,,62.9°,16.6 kn,-,2021-04-27,2021-04-26-22:18
ENERGY UNIVERSE,9758844,354114000,Panama,300,49,122142,88700,"Souma, Japan","Apr 11, 05:05 UTC","Ishikariwan Shinko, Japan",,"May 4, 00:00
",11.2,,174.4°,19.5 kn,-,2021-04-27,2021-03-21-01:19
ENERGY LIBERTY,9736092,431540000,Japan,300,49,121982,88676,"Singapore Anch. 1, Singapore","Apr 15, 01:40 UTC","Singapore, Singapore",,"Apr 15, 02:23 UTCARRIVED
",6.0,,0.0°,0.0 kn,Moored,2021-04-27,2021-04-27-11:39
ENERGY GLORY,9752565,431776000,Japan,300,49,121981,88677,"Hitachi, Japan","Apr 3, 06:31 UTC","Dampier, Australia",,"May 1, 23:00
",9.5,,240.7°,12.3 kn,-,2021-04-27,2021-04-25-09:55
LNG JUPITER,9341689,311019200,Bahamas,290,49,121675,81950,"Naoetsu, Japan","Apr 25, 23:46 UTC","Barrow Island, Australia",,"May 9, 00:00
",9.6,,121.6°,11.5 kn,-,2021-04-27,2021-04-24-17:32
ARCTIC PRINCESS,9271248,257739000,Norway,288,49,121597,84878,"Singapore Anch. 3, Singapore","Mar 6, 22:31 UTC","Ferrol, Spain",,"Apr 12, 04:22 UTCARRIVED
",9.2,,195.1°,0.0 kn,Moored,2021-04-27,2021-04-27-15:11
ARCTIC LADY,9284192,257742000,Norway,288,49,121597,84878,"Arzew Anch., Algeria","Mar 24, 10:46 UTC","Ras Laffan, Qatar",,"Apr 29, 15:00
",9.8,,335.3°,10.8 kn,-,2021-04-27,2021-04-25-06:52
LNG BARKA,9341299,308579000,Bahamas,290,49,121514,82308,"KinNakagusuku, Japan","Apr 13, 04:18 UTC","Yokohama, Japan",,"May 9, 21:00
",10.4,,29.7°,13.3 kn,-,2021-04-27,2021-04-02-15:12
ENERGY CONFIDENCE,9405588,432694000,Japan,290,49,121413,75891,"Dapeng, China","Apr 27, 04:19 UTC","Darwin, Australia",,"May 5, 20:30
",9.8,,178.5°,16.9 kn,Under way,2021-04-27,2021-04-27-06:23
GASLOG WARSAW,9816763,241662000,Greece,297,47,120859,92996,"Ingleside, United States (USA)","Mar 23, 09:26 UTC",ATLANTIC BASIN,,"Apr 28, 05:00
",9.0,,288.3°,14.5 kn,Under way,2021-04-27,2021-04-27-14:50
GASLOG WINDSOR,9819650,310787000,Bermuda,297,47,120709,98000,"Experience FPSO, Brazil","Apr 11, 12:53 UTC",NORTH SEA,,"May 14, 06:00
",11.1,,108.5°,10.9 kn,-,2021-04-27,2021-04-26-22:05
GRAND MEREYA,9338929,209856000,Cyprus,290,49,120525,74497,"Prigorodnoye, Russia","Apr 13, 02:01 UTC","Tianjin Xingang, China",,"Apr 26, 01:12 UTCARRIVED
",11.4,,1.4°,0.0 kn,Moored,2021-04-27,2021-04-27-15:12
GAIL BHUWAN,9877145,209997000,Cyprus,-,-,119891,98300,"Cove Point, United States (USA)","Mar 22, 10:53 UTC","Mina' al Ahmadi, Kuwait",,"Apr 25, 00:01
",11.4,,50.5°,0.2 kn,At anchor,2021-04-27,2021-04-27-15:12
LNG SCHNEEWEISSCHEN,9771913,357315000,Panama,298,48,119660,98747,"Freeport Anch., United States (USA)","Apr 14, 20:59 UTC","Boryeong, Korea",,"May 22, 22:00
",11.5,,121.0°,16.3 kn,-,2021-04-27,2021-04-15-22:05
ENERGY FRONTIER,9245720,432420000,Japan,290,49,119393,73795,"Hitachi, Japan","Apr 25, 02:53 UTC","Dampier, Australia",,"May 6, 21:00
",9.7,,211.0°,15.2 kn,-,2021-04-27,2021-04-25-16:00
ENERGY ADVANCE,9269180,432495000,Japan,290,49,119233,73739,"Hitachi, Japan","Apr 20, 02:57 UTC","Prigorodnoye, Russia",,"May 7, 00:00
",9.6,,38.7°,13.5 kn,-,2021-04-27,2021-04-20-15:21
