Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Origine,ATD,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
MARVEL CRANE,9770438,563073300,Singapore,298,49,139049,92799,"Pena Blanca Anch., Panama",2021-05-08-15:48,"Yokohama, Japan",,2021-05-29-22:30,11.5,,179.9°,16.5 kn,-,2021-05-14,2021-05-09-01:34
AL RUWAIS,9337951,309904000,Bahamas,315,50,137535,121823,"Zeebrugge, Belgium",2021-05-01-04:13,US NSS,,2021-05-22-05:01,9.4,,248.7°,13.4 kn,-,2021-05-14,2021-05-04-01:08
AL SAFLIYA,9337963,308171000,Bahamas,315,50,137535,121963,"Sohar Anch., Oman",2021-05-11-12:26,"Chittagong, Bangladesh",,2021-05-21-00:01,10.7,,159.4°,15.1 kn,-,2021-05-14,2021-05-13-12:49
AL GHARIYA,9337987,308248000,Bahamas,315,50,137535,121730,"Jebel Ali, United Arab Emirates (UAE)",2021-05-13-05:01,"Ras Laffan, Qatar",,2021-05-15-21:00,11.3,,180.0°,0.0 kn,-,2021-05-14,2021-05-13-06:32
DUHAIL,9337975,309599000,Bahamas,315,50,137535,121639,"Singapore Anch. 1, Singapore",2021-05-07-18:49,"Ras Laffan, Qatar",,2021-05-18-18:00,9.4,,271.9°,15.8 kn,-,2021-05-14,2021-05-09-09:48
AL SHEEHANIYA,9360831,538003364,Marshall Islands,315,50,136980,122006,"Dapeng, China",2021-05-06-06:31,"Doha, Qatar",,2021-05-20-18:18,9.4,,315.0°,15.4 kn,-,2021-05-14,2021-05-11-01:55
AL BAHIYA,9431147,538003349,Marshall Islands,315,50,136980,121957,"Ras Laffan Anch., Qatar",2021-05-09-07:00,"Hazira, India",,2021-05-13-11:02,12.2,,191.7°,0.0 kn,Moored,2021-05-14,2021-05-13-22:03
AL KHATTIYA,9431111,538003350,Marshall Islands,315,50,136980,121946,"Port Said Anch., Egypt",2021-05-11-00:52,"Soroosh Term., Iran",,2021-05-19-04:00,9.3,,130.0°,16.8 kn,Under way,2021-05-14,2021-05-13-23:14
AL NUAMAN,9431135,538003351,Marshall Islands,315,50,136980,121910,"Ningbo Anch., China",2021-05-13-11:14,"ZHEJIANG, CHINA",,2021-05-13-08:08,12.0,,206.6°,0.0 kn,At anchor,2021-05-14,2021-05-14-07:14
AL KARAANA,9431123,538003358,Marshall Islands,315,50,136980,122052,"Port Said Anch., Egypt",2021-05-09-22:28,"Ras Laffan, Qatar",,2021-05-18-04:04,9.3,,153.8°,16.5 kn,-,2021-05-14,2021-05-12-06:59
ONAIZA,9397353,538003363,Marshall Islands,315,50,136980,121939,"Ras Laffan, Qatar",2021-05-13-22:06,"Ras Laffan Anch., Qatar",,2021-05-13-22:34,12.1,,141.0°,0.1 kn,At anchor,2021-05-14,2021-05-14-07:17
AL SADD,9397341,538003361,Marshall Islands,315,50,136980,121913,"Ras Laffan, Qatar",2021-04-26-17:26,FAR EAST,,2021-05-16-21:21,12.2,,69.0°,14.8 kn,-,2021-05-14,2021-05-07-06:42
SEISHU MARU,9666558,311000261,Bahamas,288,49,136740,86414,"Wheatstone LNG Term., Australia",2021-05-14-06:24,"Dalian, China",,2021-05-29-04:00,11.2,,50.0°,12.3 kn,-,2021-05-14,2021-05-13-01:13
ESSHU MARU,9666560,311000285,Bahamas,288,49,136740,86455,"Wheatstone LNG Term., Australia",2021-05-10-05:49,"Nagoya, Japan",,2021-05-23-22:00,11.1,,38.7°,12.1 kn,-,2021-05-14,2021-05-11-20:43
LNG SATURN,9696149,311000439,Bahamas,288,49,136739,86044,"Singapore Anch. 1, Singapore",2021-04-30-04:49,Destination not available,,-,9.8,,151.8°,0.0 kn,-,2021-05-14,2021-04-30-07:07
LNG JUROJIN,9666998,311000420,Bahamas,288,49,136739,86121,"Shikama, Japan",2021-05-05-01:52,"Gladstone, Australia",,2021-05-22-22:30,9.8,,163.7°,15.9 kn,-,2021-05-14,2021-05-05-19:18
PACIFIC MIMOSA,9743875,431778000,Japan,288,49,136716,86497,"Prigorodnoye, Russia",2021-05-10-04:36,"Kawasaki, Japan",,2021-05-14-22:45,11.4,,271.8°,11.9 kn,Under way,2021-05-14,2021-05-14-07:23
LNG MARS,9645748,431177000,Japan,288,49,136710,86161,"Shikama, Japan",2021-05-07-00:41,QL OMAN,,2021-05-23-12:00,10.1,,280.9°,12.1 kn,Under way,2021-05-14,2021-05-14-04:32
FRAIHA,9360817,538003101,Marshall Islands,306,50,136685,121914,"Caofeidian, China",2021-05-14-02:14,"Singapore, Singapore",,2021-05-20-00:01,9.5,,93.0°,17.7 kn,Under way,2021-05-14,2021-05-14-05:00
MURWAB,9360805,538003100,Marshall Islands,315,50,136685,121843,"Ras Laffan Anch., Qatar",2021-05-12-07:34,"Yung An, Taiwan",,2021-05-26-06:00,11.3,,136.0°,17.1 kn,Under way,2021-05-14,2021-05-14-03:16
UMM AL AMAD,9360829,538003073,Marshall Islands,315,50,136685,121730,"Ras Laffan, Qatar",2021-05-03-04:07,"Incheon, Korea",,2021-05-18-22:00,12.1,,61.0°,16.6 kn,-,2021-05-14,2021-05-12-05:03
AL AAMRIYA,9338266,538003099,Marshall Islands,315,50,136685,121935,"Singapore Anch. 1, Singapore",2021-05-09-07:19,"Ras Laffan, Qatar",,2021-05-20-02:00,9.5,,312.0°,16.4 kn,-,2021-05-14,2021-05-10-01:17
AL ORAIQ,9360790,538003072,Marshall Islands,315,50,136685,122079,"As Suways (Suez) Anch., Egypt",2021-05-07-05:19,"Skagen, Denmark",,2021-05-18-06:00,12.1,,359.0°,14.7 kn,Under way,2021-05-14,2021-05-14-07:22
AL GHARRAFA,9337717,538002920,Marshall Islands,315,50,136410,106898,"Ras Laffan, Qatar",2021-05-12-04:11,"Ras Laffan Anch., Qatar",,2021-05-12-04:31,12.3,,333.2°,0.0 kn,At anchor,2021-05-14,2021-05-14-07:14
TEMBEK,9337731,538002921,Marshall Islands,315,50,136410,106896,"As Suways (Suez) Anch., Egypt",2021-05-13-04:12,"Fos sur mer, France",,2021-05-20-04:04,12.1,,291.9°,14.7 kn,Under way,2021-05-14,2021-05-14-07:00
AL GATTARA,9337705,538002917,Marshall Islands,315,50,136410,106898,"Ras Laffan, Qatar",2021-05-05-06:38,FAR EAST,,2021-05-20-22:22,12.2,,69.7°,14.8 kn,-,2021-05-14,2021-05-05-20:09
AL HAMLA,9337743,538002922,Marshall Islands,315,50,136410,106983,"Ras Laffan, Qatar",2021-05-02-01:56,JP FTS,,2021-05-22-21:00,12.4,,48.0°,15.8 kn,-,2021-05-14,2021-05-12-07:55
AL UTOURIYA,9360867,538003020,Marshall Islands,315,50,136355,104561,"Ras Laffan Anch., Qatar",2021-05-07-23:55,"Dahej, India",,2021-05-24-19:19,11.6,,159.0°,1.3 kn,At anchor,2021-05-14,2021-05-14-07:17
AL SAHLA,9360855,538003019,Marshall Islands,315,50,136355,104666,"Singapore Anch. 1, Singapore",2021-05-13-22:25,"Ras Laffan, Qatar",,2021-05-22-09:09,9.5,,307.0°,18.6 kn,-,2021-05-14,2021-05-14-07:19
AL THUMAMA,9360843,538003018,Marshall Islands,315,50,136355,104701,"Singapore Anch. 1, Singapore",2021-05-05-21:48,"Ras Laffan, Qatar",,2021-05-15-13:00,9.3,,335.9°,17.4 kn,Under way,2021-05-14,2021-05-14-07:21
MESAIMEER,9337729,538003360,Marshall Islands,315,50,136168,107160,"As Suways (Suez) Anch., Egypt",2021-05-06-04:13,"Zeebrugge, Belgium",,2021-05-15-15:15,10.4,,33.0°,15.0 kn,-,2021-05-14,2021-05-14-07:06
AL REKAYYAT,9397339,538003347,Marshall Islands,315,50,136168,107160,"Ras Laffan Anch., Qatar",2021-05-13-06:41,"Mina' al Ahmadi, Kuwait",,2021-05-14-05:04,10.9,,188.5°,0.0 kn,Moored,2021-05-14,2021-05-14-07:17
AL KHARAITIYAT,9397327,538003352,Marshall Islands,315,50,136168,107153,"Ras Laffan Anch., Qatar",2021-05-13-12:38,RL QATAR,,2021-05-13-19:19,9.5,,148.1°,0.0 kn,At anchor,2021-05-14,2021-05-14-07:19
LNG SAKURA,9774135,311000760,Bahamas,300,49,135977,82137,"Singapore Anch. 1, Singapore",2021-04-29-09:48,"Baltimore, USA, United States (USA)",,2021-06-18-11:00,9.7,,240.4°,16.7 kn,-,2021-05-14,2021-05-13-12:33
SOHSHU MARU,9791212,311000580,Bahamas,300,49,135951,82254,"Panama Canal Anch. Atlantic, Panama",2021-05-13-10:59,FAR EAST,,2021-06-06-06:00,11.7,,177.6°,18.1 kn,Under way,2021-05-14,2021-05-14-00:31
SHINSHU MARU,9791200,311000845,Bahamas,300,49,135951,82287,"Freeport, United States (USA)",2021-05-13-16:40,"Dunkerque, France",,2021-05-28-11:00,11.8,,116.0°,15.0 kn,-,2021-05-14,2021-05-14-06:26
AL KHUWAIR,9360908,311000140,Bahamas,315,50,135848,109555,"Ras Laffan, Qatar",2021-04-24-02:16,"Singapore, Singapore",,2021-05-19-04:00,9.4,,187.6°,18.6 kn,Under way,2021-05-14,2021-05-14-07:22
AL KHARSAAH,9360881,309333000,Bahamas,315,50,135848,109484,"Singapore Anch. 1, Singapore",2021-05-05-09:40,"Ras Laffan Anch., Qatar",,2021-05-13-18:50,9.2,,212.4°,0.0 kn,At anchor,2021-05-14,2021-05-14-07:19
AL HUWAILA,9360879,309255000,Bahamas,315,50,135848,109503,"Singapore Anch. 1, Singapore",2021-05-05-19:44,"Ras Laffan, Qatar",,2021-05-14-19:00,9.4,,244.4°,18.4 kn,Under way,2021-05-14,2021-05-14-07:16
AL SHAMAL,9360893,309781000,Bahamas,315,50,135848,109662,"Ras Laffan, Qatar",2021-05-09-16:49,ARMED GUARDS,,2021-05-17-12:00,12.2,,125.1°,18.2 kn,-,2021-05-14,2021-05-10-16:49
SERI CAMAR,9714305,533130687,Malaysia,290,49,133948,84295,"Kitakyushu, Japan",2021-05-12-04:56,"Kota Kinabalu, Malaysia",,2021-05-27-00:00,9.5,,23.3°,14.8 kn,-,2021-05-14,2021-05-08-05:12
SERI CEMARA,9756389,533130753,Malaysia,290,49,133948,84291,"Dongjiakou, China",2021-05-05-05:35,"Kota Kinabalu, Malaysia",,2021-05-15-00:00,9.4,,55.0°,0.0 kn,At anchor,2021-05-14,2021-05-14-07:21
SERI CAMELLIA,9714276,533130463,Malaysia,290,46,133948,84333,"Dapeng, China",2021-05-13-07:09,"Bintulu, Sarawak, Malaysia",,2021-05-18-00:00,9.5,,167.9°,12.4 kn,-,2021-05-14,2021-05-13-11:16
SERI CENDERAWASIH,9714288,533180210,Malaysia,290,46,133948,84303,"Gladstone, Australia",2021-05-03-13:04,"Pengerang, Malaysia",,2021-05-28-00:00,11.1,,55.0°,11.6 kn,-,2021-05-14,2021-05-03-17:50
SERI CEMPAKA,9714290,533130607,Malaysia,290,49,133948,84311,"Hongqiao, China",2021-05-02-08:26,"Gwangyang, Korea",,2021-05-15-23:00,11.3,,27.0°,14.4 kn,-,2021-05-14,2021-05-13-00:09
RUDOLF SAMOYLOVICH,9750713,311000627,Bahamas,299,50,128975,96703,"Sabetta, Russia",2021-05-12-15:27,"Bilbao, Spain",,2021-05-22-22:01,12.0,,62.4°,14.3 kn,-,2021-05-14,2021-05-09-01:12
EDUARD TOLL,9750696,311000548,Bahamas,299,50,128975,96840,"Dunkerque, France",2021-05-05-20:39,"Sabetta, Russia",,2021-05-12-22:47,10.9,,43.7°,18.6 kn,-,2021-05-14,2021-05-09-22:58
NIKOLAY YEVGENOV,9750725,311000631,Bahamas,299,50,128969,96821,"Sabetta, Russia",2021-05-03-12:03,"Dunkerque, France",,2021-05-13-14:49,11.9,,-,0.0 kn,-,2021-05-14,2021-05-14-07:08
YAKOV GAKKEL,9750672,311000634,Bahamas,299,50,128969,96839,"Zeebrugge, Belgium",2021-05-06-23:12,"Sabetta, Russia",,2021-05-14-16:00,10.8,,47.9°,15.5 kn,-,2021-05-14,2021-05-11-00:03
GEORGIY USHAKOV,9750749,311000633,Bahamas,299,50,128969,96796,"Sabetta, Russia",2021-05-12-20:29,"Rotterdam, Netherlands",,2021-05-20-06:00,11.9,,65.1°,17.5 kn,-,2021-05-14,2021-05-06-11:27
VLADIMIR VORONIN,9750737,311000632,Bahamas,299,50,128969,96840,"Murmansk, Russia",2021-05-02-19:06,ICE TRIALS,,2021-05-06-00:01,11.0,,60.6°,1.6 kn,-,2021-05-14,2021-05-02-18:12
MARVEL EAGLE,9759240,374375000,Panama,300,49,128917,83571,"Gatun Anch., Panama",2021-04-30-15:03,FOR ORDERS,,2021-04-30-11:00,11.2,,300.8°,12.2 kn,-,2021-05-14,2021-05-09-08:36
MARVEL PELICAN,9759252,356051000,Panama,300,49,128917,83636,"Lake Charles, United States (USA)",2021-05-13-15:52,"Cristobal, Panama",,2021-05-18-12:00,9.7,,271.1°,0.0 kn,Moored,2021-05-14,2021-05-14-07:22
VLADIMIR RUSANOV,9750701,477150100,Hong Kong,299,50,128806,96844,"Sabetta, Russia",2021-05-10-02:53,GBIOG,,2021-05-17-02:00,12.0,,225.8°,16.3 kn,Under way,2021-05-14,2021-05-14-07:23
CHRISTOPHE DE MARGERIE,9737187,212611000,Cyprus,299,50,128806,96779,"Sabetta, Russia",2021-05-08-14:24,FRDKK  / DUNKIRK,,2021-05-16-06:00,11.8,,180.3°,16.1 kn,Under way,2021-05-14,2021-05-14-07:23
FEDOR LITKE,9768370,212660000,Cyprus,299,50,128806,96839,"Zeebrugge, Belgium",2021-05-11-10:28,"Sabetta, Russia",,2021-05-17-12:00,10.8,,48.4°,18.2 kn,Under way,2021-05-14,2021-05-14-07:23
GEORGIY BRUSILOV,9768382,212770000,Cyprus,299,50,128806,96847,"Sabetta, Russia",2021-05-11-10:34,BEZZE,,2021-05-18-17:00,12.0,,59.5°,18.5 kn,-,2021-05-14,2021-05-05-18:53
VLADIMIR VIZE,9750658,477194200,Hong Kong,299,50,128806,96851,"Sabetta, Russia",2021-05-07-10:06,"Dunkerque, France",,2021-05-14-14:00,12.0,,181.8°,16.7 kn,Under way,2021-05-14,2021-05-14-07:22
BORIS VILKITSKY,9768368,212654000,Cyprus,299,50,128806,96958,"Zeebrugge, Belgium",2021-05-09-18:27,"Sabetta, Russia",,2021-05-16-11:00,10.6,,60.5°,17.2 kn,-,2021-05-14,2021-05-13-03:49
LNG FUKUROKUJU,9666986,311000365,Bahamas,293,49,127242,83809,"Klaipeda, Lithuania",2021-05-08-12:42,"Bonny, Nigeria",,2021-05-25-05:00,10.5,,193.0°,13.9 kn,Under way,2021-05-14,2021-05-14-07:21
CASTILLO DE CALDELAS,9742819,248720000,Malta,297,49,126004,93241,"Sabine, United States (USA)",2021-05-02-09:36,"Jintang, China",,2021-06-09-16:00,12.0,,97.3°,16.5 kn,-,2021-05-14,2021-05-08-00:09
CASTILLO DE MERIDA,9742807,248516000,Malta,287,49,126004,93241,"Algeciras Anch., Spain",2021-05-13-15:28,Destination not available,,-,8.4,,50.9°,0.1 kn,At anchor,2021-05-14,2021-05-14-07:22
PACIFIC ARCADIA,9621077,311072200,Bahamas,288,49,123005,78311,"Kawasaki, Japan",2021-05-12-03:12,"Prigorodnoye, Russia",,2021-05-21-18:00,9.7,,75.1°,14.0 kn,-,2021-05-14,2021-05-12-14:00
NIKOLAY ZUBOV,9768526,209351000,Cyprus,299,50,122806,96865,"Sines, Portugal",2021-05-08-15:15,"Sabetta, Russia",,2021-05-17-04:00,10.4,,48.2°,18.9 kn,Under way,2021-05-14,2021-05-14-00:40
BORIS DAVYDOV,9768394,209356000,Cyprus,299,50,122806,96765,"Sabetta, Russia",2021-05-04-17:50,"Ferrol, Spain",,2021-05-14-15:46,11.8,,200.9°,9.9 kn,Under way,2021-05-14,2021-05-14-07:22
CYGNUS PASSAGE,9376294,309739000,Bahamas,288,49,122444,79555,"Kawasaki, Japan",2021-05-02-00:03,"Yura, Wakayama, Japan",,2021-05-10-23:01,7.6,,64.0°,6.3 kn,-,2021-05-14,2021-05-10-22:43
ALTO ACRUX,9343106,308592000,Bahamas,288,49,122361,80229,"Pyeongtaek, Korea",2021-05-13-21:11,KR PYO,,2021-05-13-15:00,11.1,,243.0°,0.0 kn,Moored,2021-05-14,2021-05-14-07:21
ADRIANO KNUTSEN,9831220,224983000,Spain,299,48,122261,96354,"Ingleside, United States (USA)",2021-05-14-05:05,ROTTERDA,,2021-05-27-17:00,11.9,,130.0°,16.2 kn,Under way,2021-05-14,2021-05-14-07:12
TRAIANO KNUTSEN,9854765,257575000,Norway,299,48,122261,95870,"Huelva, Spain",2021-05-11-02:16,"Corpus Christi, United States (USA)",,2021-05-23-11:00,9.3,,260.0°,16.9 kn,-,2021-05-14,2021-05-12-03:21
GRAND ANIVA,9338955,212883000,Cyprus,288,49,122239,74044,"Oita, Japan",2021-05-09-23:55,"Prigorodnoye, Russia",,2021-05-15-05:00,9.4,,218.9°,13.2 kn,-,2021-05-14,2021-05-06-19:17
PRISM BRILLIANCE,9810551,371086000,Panama,299,48,122166,97494,"Freeport, United States (USA)",2021-04-24-12:45,"Swinoujscie, Poland",,2021-05-12-01:00,11.7,,60.7°,0.0 kn,Under way,2021-05-14,2021-05-14-07:23
PRISM AGILITY,9810549,372487000,Panama,299,48,122166,97494,"Yung An, Taiwan",2021-05-11-23:34,"Galveston, United States (USA)",,2021-06-21-06:00,9.6,,189.1°,15.2 kn,-,2021-05-14,2021-05-12-05:00
ENERGY UNIVERSE,9758844,354114000,Panama,300,49,122142,88700,"Ishikariwan Shinko, Japan",2021-05-05-01:22,"Dampier, Australia",,2021-05-19-16:00,9.7,,262.7°,11.5 kn,-,2021-05-14,2021-05-12-10:09
ENERGY LIBERTY,9736092,431540000,Japan,300,49,121982,88676,"Singapore Anch. 1, Singapore",2021-04-15-01:40,"Singapore, Singapore",,2021-04-15-02:23,6.0,,0.0°,0.0 kn,-,2021-05-14,2021-05-11-20:14
ENERGY GLORY,9752565,431776000,Japan,300,49,121981,88677,"Withnell Bay, Australia",2021-05-04-03:16,"Yokohama, Japan",,2021-05-13-22:30,11.8,,337.2°,16.0 kn,Under way,2021-05-14,2021-05-14-07:23
LNG JUPITER,9341689,311019200,Bahamas,290,49,121675,81950,"Barrow Island, Australia",2021-05-10-01:05,"Beihai, China",,2021-05-21-00:00,11.6,,223.3°,5.6 kn,-,2021-05-14,2021-05-08-23:04
ARCTIC PRINCESS,9271248,257739000,Norway,288,49,121597,84878,"Mugardos, Spain",2021-05-13-16:04,"Las Palmas, Spain",,2021-05-16-06:00,9.4,,198.0°,17.4 kn,Under way,2021-05-14,2021-05-14-07:18
ARCTIC LADY,9284192,257742000,Norway,288,49,121597,84878,"Ras Laffan, Qatar",2021-05-01-16:04,"Escobar LNG LNG Term., Argentina",,2021-05-23-03:00,9.5,,246.8°,16.0 kn,-,2021-05-14,2021-05-13-06:56
LNG BARKA,9341299,308579000,Bahamas,290,49,121514,82308,"Yokohama, Japan",2021-05-11-23:11,JP YOK XX HNM,,2021-05-12-01:00,6.3,,0.0°,0.0 kn,Moored,2021-05-14,2021-05-14-07:21
ENERGY CONFIDENCE,9405588,432694000,Japan,290,49,121413,75891,"Darwin, Australia",2021-05-04-22:21,"Oita, Japan",,2021-05-17-22:30,11.9,,320.0°,9.4 kn,-,2021-05-14,2021-05-04-23:44
GASLOG WARSAW,9816763,241662000,Greece,297,47,120859,92996,"Ingleside, United States (USA)",2021-04-29-14:06,"Fos sur mer, France",,2021-05-14-02:01,11.0,,333.4°,9.6 kn,Under way,2021-05-14,2021-05-14-07:23
GASLOG WINDSOR,9819650,310787000,Bermuda,297,47,120709,98000,"Thamesport, United Kingdom (UK)",2021-05-09-11:36,"Cove Point, United States (USA)",,2021-05-24-16:00,9.5,,253.1°,14.3 kn,-,2021-05-14,2021-05-13-12:07
GRAND MEREYA,9338929,209856000,Cyprus,290,49,120525,74497,"Prigorodnoye, Russia",2021-05-12-07:11,"Himeji, Japan",,2021-05-16-20:00,11.4,,107.6°,12.8 kn,-,2021-05-14,2021-04-30-07:29
GAIL BHUWAN,9877145,209997000,Cyprus,298,48,119891,98300,"As Suways (Suez) Anch., Egypt",2021-05-11-11:22,"Cove Point, United States (USA)",,2021-05-23-06:00,9.9,,306.5°,19.4 kn,Under way,2021-05-14,2021-05-14-05:41
LNG SCHNEEWEISSCHEN,9771913,357315000,Panama,298,48,119660,98747,"Freeport Anch., United States (USA)",2021-04-14-20:59,"Boryeong, Korea",,2021-05-23-02:00,11.5,,87.0°,16.9 kn,-,2021-05-14,2021-05-04-01:57
ENERGY FRONTIER,9245720,432420000,Japan,290,49,119393,73795,"Withnell Bay, Australia",2021-05-08-04:13,JP NGO S1,,2021-05-17-19:00,11.3,,29.8°,18.4 kn,-,2021-05-14,2021-05-08-18:13
ENERGY ADVANCE,9269180,432495000,Japan,290,49,119233,73739,"Anegasaki, Japan",2021-05-12-23:42,"Hiroshima, Japan",,2021-05-18-00:30,9.7,,170.6°,7.4 kn,-,2021-05-14,2021-05-13-06:11
LNG DREAM,9277620,309065000,Bahamas,290,49,118876,80889,"Withnell Bay, Australia",2021-05-10-21:26,JP KWS_XX,,2021-05-21-00:45,11.5,,27.8°,18.2 kn,-,2021-05-14,2021-05-11-14:35
ENERGY NAVIGATOR,9355264,432634000,Japan,290,49,118842,73640,"Singapore Anch. 1, Singapore",2021-04-20-06:34,"Singapore, Singapore",,2021-04-20-07:25,9.7,,333.2°,0.0 kn,Moored,2021-05-14,2021-05-14-02:58
TAITAR NO. 4,9403657,351767000,Panama,290,49,118634,77053,"Taichung, Taiwan",2021-05-05-22:04,"Ras Laffan, Qatar",,2021-05-18-21:00,10.0,,265.8°,21.3 kn,-,2021-05-14,2021-05-11-13:31
TAITAR NO. 1,9403669,371846000,Panama,290,49,118634,77089,"Taichung, Taiwan",2021-05-01-21:53,RAS LFFAN QATAR,,2021-05-14-21:30,9.8,,304.1°,14.6 kn,Under way,2021-05-14,2021-05-14-07:21
TAITAR NO. 3,9403671,372195000,Panama,290,49,118634,77089,"Ras Laffan, Qatar",2021-05-08-01:43,"Taichung, Taiwan",,2021-05-20-22:00,11.3,,133.5°,18.4 kn,-,2021-05-14,2021-05-09-22:06
TAITAR NO. 2,9403645,372307000,Panama,290,49,118634,77089,"Ras Laffan, Qatar",2021-05-02-07:41,"Taichung, Taiwan",,2021-05-14-22:00,11.4,,22.9°,18.8 kn,Under way,2021-05-14,2021-05-14-07:20
