Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Origine,ATD,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
AL GHARIYA,9337987,308248000,Bahamas,315,50,137535,121730,"Port Said Anch., Egypt",2021-05-01-02:48,"Ras Laffan, Qatar",,2021-05-08-21:00,9.5,,152.3°,8.7 kn,Under way,2021-05-01,2021-05-01-13:01
DUHAIL,9337975,309599000,Bahamas,315,50,137535,121639,"Ras Laffan Anch., Qatar",2021-04-18-02:41,"Mab Tapud, Thailand",,2021-05-03-23:00,12.0,,49.3°,14.1 kn,-,2021-05-01,2021-04-28-17:54
AL SHEEHANIYA,9360831,538003364,Marshall Islands,315,50,136980,122006,"Ras Laffan, Qatar",2021-04-22-08:39,"GUANGDONG, CHINA",,2021-05-04-19:19,11.0,,33.0°,13.4 kn,-,2021-05-01,2021-05-01-05:53
AL BAHIYA,9431147,538003349,Marshall Islands,315,50,136980,121957,"Ras Laffan Anch., Qatar",2021-04-30-07:09,QA RLF ANCHORAGE,,2021-04-30-08:08,12.2,,280.4°,0.1 kn,At anchor,2021-05-01,2021-05-01-12:59
AL KHATTIYA,9431111,538003350,Marshall Islands,315,50,136980,121946,"Swinoujscie, Poland",2021-04-29-14:52,"Port Said, Egypt",,2021-05-10-18:00,9.6,,201.5°,17.7 kn,Under way,2021-05-01,2021-05-01-13:00
AL NUAMAN,9431135,538003351,Marshall Islands,315,50,136980,121910,"Ras Laffan, Qatar",2021-04-27-07:14,"As Suways / Suez Port, Egypt",,2021-05-11-22:00,8.9,,128.5°,18.9 kn,-,2021-05-01,2021-04-28-03:54
AL KARAANA,9431123,538003358,Marshall Islands,315,50,136980,122052,"As Suways (Suez) Anch., Egypt",2021-04-14-05:26,"Revithoussa Desfa LNG Term., Greece",,2021-05-04-04:00,12.2,,42.4°,0.7 kn,Under way,2021-05-01,2021-05-01-12:57
ONAIZA,9397353,538003363,Marshall Islands,315,50,136980,121939,"Port Said Anch., Egypt",2021-04-27-03:08,"Soroosh Term., Iran",,2021-05-04-19:19,9.2,,154.5°,16.2 kn,-,2021-05-01,2021-04-29-07:12
AL SADD,9397341,538003361,Marshall Islands,315,50,136980,121913,"Ras Laffan, Qatar",2021-04-26-17:26,FAR EAST,,2021-05-16-21:21,12.2,,143.1°,17.4 kn,-,2021-05-01,2021-04-27-18:39
SEISHU MARU,9666558,311000261,Bahamas,288,49,136740,86414,"Kawasaki, Japan",2021-04-25-01:17,AU_ASB,,2021-05-13-00:00,9.5,,168.5°,10.8 kn,-,2021-05-01,2021-04-25-07:38
ESSHU MARU,9666560,311000285,Bahamas,288,49,136740,86455,"Mab Tapud Anch., Thailand",2021-04-25-02:32,ASBN AU,,2021-05-07-07:00,10.0,,153.7°,10.1 kn,-,2021-05-01,2021-04-27-15:52
LNG SATURN,9696149,311000439,Bahamas,288,49,136739,86044,"Singapore Anch. 1, Singapore",2021-04-30-04:49,Destination not available,,-,9.8,,151.8°,0.0 kn,-,2021-05-01,2021-04-30-07:07
LNG JUROJIN,9666998,311000420,Bahamas,288,49,136739,86121,"Gladstone, Australia",2021-04-23-03:02,"Himeji, Japan",,2021-05-03-20:30,11.2,,62.8°,16.3 kn,-,2021-05-01,2021-04-23-07:08
PACIFIC MIMOSA,9743875,431778000,Japan,288,49,136716,86497,"Bintulu, Sarawak, Malaysia",2021-04-19-03:09,KR HAS,,2021-05-01-01:00,11.2,,10.5°,10.5 kn,-,2021-05-01,2021-04-27-23:29
LNG MARS,9645748,431177000,Japan,288,49,136710,86161,"Lese, Papua New Guinea",2021-04-17-22:05,"Kagoshima, Japan",,2021-05-02-23:00,11.7,,99.9°,10.6 kn,-,2021-05-01,2021-03-22-15:16
FRAIHA,9360817,538003101,Marshall Islands,306,50,136685,121914,"Ras Laffan, Qatar",2021-04-24-18:06,FOR_ORDERS,,2021-05-10-06:12,19.9,,125.0°,17.9 kn,-,2021-05-01,2021-04-25-15:07
MURWAB,9360805,538003100,Marshall Islands,315,50,136685,121843,"Port Said Anch., Egypt",2021-05-01-02:52,Destination not available,,-,9.3,,178.0°,7.6 kn,Under way,2021-05-01,2021-05-01-13:01
UMM AL AMAD,9360829,538003073,Marshall Islands,315,50,136685,121730,"Port Said Anch., Egypt",2021-04-23-02:32,"Ras Laffan Anch., Qatar",,2021-04-30-13:58,9.4,,144.0°,0.0 kn,At anchor,2021-05-01,2021-05-01-13:00
AL AAMRIYA,9338266,538003099,Marshall Islands,315,50,136685,121935,"Yangkou, China",2021-05-01-06:47,JIANGSU CHINA,,2021-05-01-13:15,12.0,,351.6°,0.0 kn,Moored,2021-05-01,2021-05-01-13:00
AL ORAIQ,9360790,538003072,Marshall Islands,315,50,136685,122079,"Ras Laffan, Qatar",2021-04-28-13:11,"As Suways / Suez Port, Egypt",,2021-05-06-12:00,12.1,,132.0°,17.5 kn,-,2021-05-01,2021-04-29-12:55
AL GHARRAFA,9337717,538002920,Marshall Islands,315,50,136410,106898,"Ras Laffan Anch., Qatar",2021-05-01-06:40,"Port Qasim, Pakistan",,2021-05-05-01:00,10.8,,285.5°,0.0 kn,At anchor,2021-05-01,2021-05-01-12:47
TEMBEK,9337731,538002921,Marshall Islands,315,50,136410,106896,"Singapore Anch. 1, Singapore",2021-04-15-16:43,"Ras Laffan Anch., Qatar",,2021-04-24-19:50,9.6,,28.9°,0.0 kn,At anchor,2021-05-01,2021-05-01-12:58
AL GATTARA,9337705,538002917,Marshall Islands,315,50,136410,106898,"Port Said Anch., Egypt",2021-04-24-03:24,"Ras Laffan, Qatar",,2021-05-02-14:14,9.8,,264.8°,17.4 kn,Under way,2021-05-01,2021-05-01-13:00
AL HAMLA,9337743,538002922,Marshall Islands,315,50,136410,106983,"Ras Laffan, Qatar",2021-04-30-11:33,Destination not available,,-,9.7,,161.2°,0.0 kn,-,2021-05-01,2021-04-30-16:33
AL UTOURIYA,9360867,538003020,Marshall Islands,315,50,136355,104561,"Mina' al Ahmadi, Kuwait",2021-04-25-03:48,"Ras Laffan Anch., Qatar",,2021-04-25-20:53,9.5,,103.3°,0.1 kn,At anchor,2021-05-01,2021-05-01-12:59
AL SAHLA,9360855,538003019,Marshall Islands,315,50,136355,104666,"Ras Laffan Anch., Qatar",2021-04-25-10:14,"Mab Tapud, Thailand",,2021-05-06-17:22,12.2,,129.4°,18.1 kn,-,2021-05-01,2021-04-27-12:17
AL THUMAMA,9360843,538003018,Marshall Islands,315,50,136355,104701,"Ningbo, China",2021-04-30-05:52,"Singapore, Singapore",,2021-05-05-07:00,9.5,,187.3°,17.6 kn,Under way,2021-05-01,2021-05-01-11:14
MESAIMEER,9337729,538003360,Marshall Islands,315,50,136168,107160,"Ras Laffan, Qatar",2021-04-28-11:23,"As Suways / Suez Port, Egypt",,2021-05-05-18:18,10.4,,138.7°,12.9 kn,-,2021-05-01,2021-04-29-08:00
AL REKAYYAT,9397339,538003347,Marshall Islands,315,50,136168,107160,"Ras Laffan Anch., Qatar",2021-04-25-08:04,"Doha, Qatar",,2021-04-25-09:09,9.5,,310.0°,0.1 kn,At anchor,2021-05-01,2021-05-01-12:58
AL KHARAITIYAT,9397327,538003352,Marshall Islands,315,50,136168,107153,"Ras Laffan Anch., Qatar",2021-04-17-17:59,"Mab Tapud, Thailand",,2021-04-30-22:23,12.2,,155.8°,0.0 kn,-,2021-05-01,2021-04-30-23:38
LNG SAKURA,9774135,311000760,Bahamas,300,49,135977,82137,"Singapore Anch. 1, Singapore",2021-04-29-09:48,FOR ORDERS,,2021-05-01-00:00,9.7,,318.0°,9.6 kn,-,2021-05-01,2021-04-30-10:34
SOHSHU MARU,9791212,311000580,Bahamas,300,49,135951,82254,"Dunkerque, France",2021-04-22-15:30,"Corpus Christi, United States (USA)",,2021-05-06-15:00,10.3,,237.3°,13.5 kn,-,2021-05-01,2021-04-23-13:05
SHINSHU MARU,9791200,311000845,Bahamas,300,49,135951,82287,"Dapeng Anch., China",2021-04-10-07:07,"Balboa, Panama",,2021-05-07-07:00,9.8,,115.5°,17.7 kn,-,2021-05-01,2021-04-30-11:00
AL KHUWAIR,9360908,311000140,Bahamas,315,50,135848,109555,"Ras Laffan, Qatar",2021-04-24-02:16,"Zhoushan, China",,2021-05-09-16:01,12.2,,133.5°,19.0 kn,-,2021-05-01,2021-04-26-15:40
AL KHARSAAH,9360881,309333000,Bahamas,315,50,135848,109484,"Incheon, Korea",2021-04-28-08:14,"Singapore, Singapore",,2021-05-04-10:00,9.4,,225.3°,21.2 kn,Under way,2021-05-01,2021-05-01-05:35
AL HUWAILA,9360879,309255000,Bahamas,315,50,135848,109503,"Tianjin Xingang, China",2021-04-28-01:49,"Singapore, Singapore",,2021-05-05-09:00,9.3,,222.4°,17.6 kn,Under way,2021-05-01,2021-05-01-12:47
AL SHAMAL,9360893,309781000,Bahamas,315,50,135848,109662,"Mab Tapud Anch., Thailand",2021-04-17-09:03,"Ras Laffan Anch., Qatar",,2021-04-29-15:30,9.3,,251.5°,0.0 kn,At anchor,2021-05-01,2021-05-01-12:58
SERI CAMAR,9714305,533130687,Malaysia,290,49,133948,84295,"Xiuyu, China",2021-04-28-05:04,"Bintulu, Sarawak, Malaysia",,2021-05-04-00:00,9.6,,65.9°,0.0 kn,At anchor,2021-05-01,2021-05-01-13:01
SERI CEMARA,9756389,533130753,Malaysia,290,49,133948,84291,"Niigata, Japan",2021-04-12-01:28,"Qingdao, China",,2021-05-04-00:00,11.3,,206.7°,11.6 kn,Under way,2021-05-01,2021-05-01-12:09
SERI CAMELLIA,9714276,533130463,Malaysia,290,46,133948,84333,"Boryeong, Korea",2021-04-11-06:13,MY BKI(PFLNG-2),,2021-05-02-00:00,9.4,,108.4°,0.0 kn,At anchor,2021-05-01,2021-05-01-13:01
SERI CENDERAWASIH,9714288,533180210,Malaysia,290,46,133948,84303,"Gladstone, Australia",2021-04-06-16:01,"Gladstone Anch., Australia",,2021-04-06-17:17,9.6,,162.8°,10.9 kn,-,2021-05-01,2021-04-19-09:31
SERI CEMPAKA,9714290,533130607,Malaysia,290,49,133948,84311,"Hongqiao, China",2021-05-01-06:35,"Bintulu, Sarawak, Malaysia",,2021-05-01-04:45,11.5,,242.3°,0.0 kn,Moored,2021-05-01,2021-05-01-12:58
RUDOLF SAMOYLOVICH,9750713,311000627,Bahamas,299,50,128975,96703,"Zeebrugge, Belgium",2021-04-22-15:43,"Rotterdam, Netherlands",,2021-04-23-02:47,10.7,,-,0.0 kn,Moored,2021-05-01,2021-05-01-12:59
EDUARD TOLL,9750696,311000548,Bahamas,299,50,128975,96840,"Sabetta, Russia",2021-04-26-09:01,"Dunkerque, France",,2021-05-03-10:00,12.0,,180.7°,16.6 kn,Under way,2021-05-01,2021-05-01-13:01
NIKOLAY YEVGENOV,9750725,311000631,Bahamas,299,50,128969,96821,"Dunkerque, France",2021-04-24-17:34,"Sabetta, Russia",,2021-05-02-06:00,11.0,,44.8°,15.3 kn,-,2021-05-01,2021-04-28-14:50
YAKOV GAKKEL,9750672,311000634,Bahamas,299,50,128969,96839,"Sabetta, Russia",2021-04-27-23:31,"Zeebrugge, Belgium",,2021-05-04-18:00,12.0,,242.8°,16.9 kn,Under way,2021-05-01,2021-05-01-13:01
GEORGIY USHAKOV,9750749,311000633,Bahamas,299,50,128969,96796,"Sabetta, Russia",2021-04-25-06:45,"Dunkerque, France",,2021-05-01-22:01,11.9,,209.8°,13.4 kn,Under way,2021-05-01,2021-05-01-13:01
VLADIMIR VORONIN,9750737,311000632,Bahamas,299,50,128969,96840,"Zeebrugge, Belgium",2021-04-23-18:38,"Murmansk, Russia",,2021-04-28-09:18,11.3,,346.7°,0.1 kn,At anchor,2021-05-01,2021-05-01-05:20
MARVEL EAGLE,9759240,374375000,Panama,300,49,128917,83571,"Gatun Anch., Panama",2021-04-30-15:03,Destination not available,,-,11.2,,179.5°,16.0 kn,-,2021-05-01,2021-04-30-23:53
MARVEL PELICAN,9759252,356051000,Panama,300,49,128917,83636,"Thamesport, United Kingdom (UK)",2021-04-24-05:42,"Cameron, United States (USA)",,2021-05-13-11:00,9.5,,244.0°,15.6 kn,-,2021-05-01,2021-04-25-17:47
VLADIMIR RUSANOV,9750701,477150100,Hong Kong,299,50,128806,96844,"Montoir, France",2021-04-29-05:13,"Goteborg, Sweden",,2021-05-01-20:00,11.0,,48.3°,17.9 kn,Under way,2021-05-01,2021-05-01-13:01
CHRISTOPHE DE MARGERIE,9737187,212611000,Cyprus,299,50,128806,96779,"Rotterdam Maasvlakte, Netherlands",2021-04-29-21:02,RU SAB / SABETTA,,2021-05-06-20:00,11.3,,0.6°,16.6 kn,Under way,2021-05-01,2021-05-01-13:01
FEDOR LITKE,9768370,212660000,Cyprus,299,50,128806,96839,"Bilbao Anch., Spain",2021-04-20-04:06,"Sabetta, Russia",,2021-04-30-18:15,11.0,,60.4°,16.7 kn,-,2021-05-01,2021-04-25-20:14
GEORGIY BRUSILOV,9768382,212770000,Cyprus,299,50,128806,96847,"Sabetta, Russia",2021-04-23-16:05,"Zeebrugge, Belgium",,2021-04-30-23:41,11.9,,-,0.0 kn,Moored,2021-05-01,2021-05-01-12:59
VLADIMIR VIZE,9750658,477194200,Hong Kong,299,50,128806,96851,"Zeebrugge, Belgium",2021-04-29-15:37,"Sabetta, Russia",,2021-05-06-03:00,10.8,,22.4°,19.5 kn,Under way,2021-05-01,2021-05-01-11:39
BORIS VILKITSKY,9768368,212654000,Cyprus,299,50,128806,96958,"Sabetta, Russia",2021-04-30-15:46,"Zeebrugge, Belgium",,2021-05-07-22:00,12.0,,59.7°,15.2 kn,-,2021-05-01,2021-04-24-18:40
LNG FUKUROKUJU,9666986,311000365,Bahamas,293,49,127242,83809,"Port Rashid, Egypt",2021-04-24-13:49,LT KLI,,2021-05-06-21:00,11.6,,1.0°,16.0 kn,Under way,2021-05-01,2021-05-01-09:25
CASTILLO DE CALDELAS,9742819,248720000,Malta,297,49,126004,93241,"Sabine, United States (USA)",2021-04-30-13:38,US NSS,,2021-04-30-05:01,9.9,,60.2°,0.1 kn,Moored,2021-05-01,2021-05-01-13:01
CASTILLO DE MERIDA,9742807,248516000,Malta,287,49,126004,93241,"Ras Laffan, Qatar",2021-04-29-18:49,EGSCN,,2021-06-05-16:00,11.7,,141.6°,19.2 kn,-,2021-05-01,2021-04-30-16:07
PACIFIC ARCADIA,9621077,311072200,Bahamas,288,49,123005,78311,"Lese, Papua New Guinea",2021-04-11-21:11,KWS  JP,,2021-05-11-00:45,11.2,,178.0°,17.4 kn,-,2021-05-01,2021-04-01-06:58
NIKOLAY ZUBOV,9768526,209351000,Cyprus,299,50,122806,96865,"Sabetta, Russia",2021-04-28-23:56,"Sines, Portugal",,2021-05-07-19:00,12.0,,42.0°,15.1 kn,-,2021-05-01,2021-04-23-06:23
BORIS DAVYDOV,9768394,209356000,Cyprus,299,50,122806,96765,"Portland Anch., United Kingdom (UK)",2021-04-03-19:24,"Sabetta, Russia",,2021-04-30-01:57,10.7,,54.0°,10.5 kn,-,2021-05-01,2021-04-25-00:31
CYGNUS PASSAGE,9376294,309739000,Bahamas,288,49,122444,79555,"Kawasaki, Japan",2021-05-01-00:53,JP KWS XX,,2021-04-30-22:45,11.3,,150.0°,0.0 kn,Moored,2021-05-01,2021-05-01-13:00
ALTO ACRUX,9343106,308592000,Bahamas,288,49,122361,80229,"Tianjin Anch., China",2021-03-23-03:52,Destination not available,,-,9.3,,187.0°,13.4 kn,-,2021-05-01,2021-03-30-22:59
ADRIANO KNUTSEN,9831220,224983000,Spain,299,48,122261,96354,"Sines, Portugal",2021-04-29-11:25,"Corpus Christi, United States (USA)",,2021-05-12-11:00,9.4,,258.0°,16.0 kn,-,2021-05-01,2021-04-29-16:17
TRAIANO KNUTSEN,9854765,257575000,Norway,299,48,122261,95870,"Ingleside, United States (USA)",2021-04-28-03:34,"Huelva, Spain",,2021-05-10-01:30,11.8,,5.6°,20.0 kn,-,2021-05-01,2021-04-30-15:09
GRAND ANIVA,9338955,212883000,Cyprus,288,49,122239,74044,"Niigata, Japan",2021-04-28-00:35,"Prigorodnoye, Russia",,2021-05-02-07:00,9.3,,334.0°,12.6 kn,-,2021-05-01,2021-04-28-03:55
PRISM BRILLIANCE,9810551,371086000,Panama,299,48,122166,97494,"Freeport, United States (USA)",2021-04-24-12:45,"Swinoujscie, Poland",,2021-05-13-22:00,11.2,,2.9°,14.5 kn,-,2021-05-01,2021-04-27-16:19
PRISM AGILITY,9810549,372487000,Panama,299,48,122166,97494,"Ingleside, United States (USA)",2021-04-01-00:25,"Yung An, Taiwan",,2021-05-10-20:00,11.2,,62.9°,16.6 kn,-,2021-05-01,2021-04-26-22:18
ENERGY UNIVERSE,9758844,354114000,Panama,300,49,122142,88700,"Souma, Japan",2021-04-11-05:05,"Ishikariwan Shinko, Japan",,2021-05-04-00:00,11.2,,174.4°,19.5 kn,-,2021-05-01,2021-03-21-01:19
ENERGY LIBERTY,9736092,431540000,Japan,300,49,121982,88676,"Singapore Anch. 1, Singapore",2021-04-15-01:40,"Singapore, Singapore",,2021-04-15-02:23,6.0,,0.0°,0.0 kn,Moored,2021-05-01,2021-05-01-02:43
ENERGY GLORY,9752565,431776000,Japan,300,49,121981,88677,"Hitachi, Japan",2021-04-03-06:31,"Dampier, Australia",,2021-05-01-23:00,9.5,,68.3°,17.0 kn,Under way,2021-05-01,2021-05-01-11:37
LNG JUPITER,9341689,311019200,Bahamas,290,49,121675,81950,"Naoetsu, Japan",2021-04-25-23:46,"Barrow Island, Australia",,2021-05-09-00:00,9.6,,121.6°,11.5 kn,-,2021-05-01,2021-04-24-17:32
ARCTIC PRINCESS,9271248,257739000,Norway,288,49,121597,84878,"Ferrol, Spain",2021-04-30-14:38,Destination not available,,-,9.2,,269.0°,0.0 kn,Moored,2021-05-01,2021-05-01-12:59
ARCTIC LADY,9284192,257742000,Norway,288,49,121597,84878,"Ras Laffan Anch., Qatar",2021-04-30-19:47,"Ras Laffan, Qatar",,2021-04-30-20:14,9.2,,247.1°,0.0 kn,Moored,2021-05-01,2021-05-01-12:52
LNG BARKA,9341299,308579000,Bahamas,290,49,121514,82308,"KinNakagusuku, Japan",2021-04-13-04:18,"Yokohama, Japan",,2021-05-09-21:00,10.4,,312.7°,17.7 kn,-,2021-05-01,2021-04-29-13:41
ENERGY CONFIDENCE,9405588,432694000,Japan,290,49,121413,75891,"Dapeng, China",2021-04-27-04:19,"Darwin, Australia",,2021-05-03-14:30,9.8,,178.5°,16.9 kn,-,2021-05-01,2021-04-27-06:23
GASLOG WARSAW,9816763,241662000,Greece,297,47,120859,92996,"Ingleside, United States (USA)",2021-04-29-14:06,ATLANTIC BASIN,,2021-05-14-02:01,11.0,,110.5°,15.7 kn,-,2021-05-01,2021-04-30-12:01
GASLOG WINDSOR,9819650,310787000,Bermuda,297,47,120709,98000,"Experience FPSO, Brazil",2021-04-11-12:53,NORTH SEA,,2021-05-14-06:00,11.1,,108.5°,10.9 kn,-,2021-05-01,2021-04-26-22:05
GRAND MEREYA,9338929,209856000,Cyprus,290,49,120525,74497,"Tianjin Xingang, China",2021-04-28-00:37,"Prigorodnoye, Russia",,2021-05-11-00:00,9.7,,107.6°,12.8 kn,-,2021-05-01,2021-04-30-07:29
GAIL BHUWAN,9877145,209997000,Cyprus,-,-,119891,98300,"Mina' 'Abd Allah Anch., Kuwait",2021-04-30-20:28,"Mina' al Ahmadi, Kuwait",,2021-04-30-21:29,11.4,,340.4°,0.0 kn,Moored,2021-05-01,2021-05-01-12:59
LNG SCHNEEWEISSCHEN,9771913,357315000,Panama,298,48,119660,98747,"Freeport Anch., United States (USA)",2021-04-14-20:59,"Boryeong, Korea",,2021-05-22-22:00,11.5,,121.0°,16.3 kn,-,2021-05-01,2021-04-15-22:05
ENERGY FRONTIER,9245720,432420000,Japan,290,49,119393,73795,"Hitachi, Japan",2021-04-25-02:53,"Dampier, Australia",,2021-05-06-21:00,9.7,,211.0°,15.2 kn,-,2021-05-01,2021-04-25-16:00
ENERGY ADVANCE,9269180,432495000,Japan,290,49,119233,73739,"Hitachi, Japan",2021-04-20-02:57,"Prigorodnoye, Russia",,2021-05-07-00:00,9.6,,38.7°,13.5 kn,-,2021-05-01,2021-04-20-15:21
LNG DREAM,9277620,309065000,Bahamas,290,49,118876,80889,"Kokura, Japan",2021-04-28-03:36,"Dampier, Australia",,2021-05-08-23:00,9.8,,30.5°,12.7 kn,-,2021-05-01,2021-04-10-08:36
ENERGY NAVIGATOR,9355264,432634000,Japan,290,49,118842,73640,"Singapore Anch. 1, Singapore",2021-04-20-06:34,"Singapore, Singapore",,2021-04-20-07:25,9.7,,13.6°,0.0 kn,-,2021-05-01,2021-04-23-05:11
TAITAR NO. 4,9403657,351767000,Panama,290,49,118634,77053,"Ras Laffan, Qatar",2021-04-22-00:54,"Taichung, Taiwan",,2021-05-04-22:00,11.4,,50.0°,15.9 kn,-,2021-05-01,2021-04-30-04:18
TAITAR NO. 1,9403669,371846000,Panama,290,49,118634,77089,"Ras Laffan, Qatar",2021-04-17-23:11,"Taichung, Taiwan",,2021-04-30-21:31,11.2,,171.2°,0.0 kn,Moored,2021-05-01,2021-05-01-12:58
TAITAR NO. 3,9403671,372195000,Panama,290,49,118634,77089,"Taichung, Taiwan",2021-04-24-01:36,"Ras Laffan, Qatar",,2021-05-07-00:01,10.0,,312.0°,17.3 kn,-,2021-05-01,2021-04-28-20:05
TAITAR NO. 2,9403645,372307000,Panama,290,49,118634,77089,"Taichung, Taiwan",2021-04-15-22:15,"Ras Laffan, Qatar",,2021-05-01-09:20,10.2,,290.0°,0.0 kn,Moored,2021-05-01,2021-05-01-13:01
