Atime,D_EU,D_NA,D_AS,A_EU,A_NA,A_AS,Eur_Spot_12,Eur_Spot_9,Eur_Spot_6,Eur_Spot_3,Eur_Spot_0,Eur_Spot_-3,Eur_Spot_-6,Eur_Spot_-9,Eur_Spot_-12,Eur_Spot_-15,Eur_Spot_-18,Eur_Spot_-21,US_Spot_12,US_Spot_9,US_Spot_6,US_Spot_3,US_Spot_0,US_Spot_-3,US_Spot_-6,US_Spot_-9,US_Spot_-12,US_Spot_-15,US_Spot_-18,US_Spot_-21,Spot_diff_12,Spot_diff_9,Spot_diff_6,Spot_diff_3,Spot_diff_0,Spot_diff_-3,Spot_diff_-6,Spot_diff_-9,Spot_diff_-12,Spot_diff_-15,Spot_diff_-18,Spot_diff_-21,Asia_Fut_12,Asia_Fut_9,Asia_Fut_6,Asia_Fut_3,Asia_Fut_0,Asia_Fut_-3,Asia_Fut_-6,Asia_Fut_-9,Asia_Fut_-12,Asia_Fut_-15,Asia_Fut_-18,Asia_Fut_-21
2021-04-29,5,8,27,5,10,29,15.839,15.885,16.077,15.841,16.625,16.532,17.664,18.257,17.102999999999998,16.569000000000006,15.915,15.885,2.43,2.5,2.47,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,13.409,13.385,13.607,13.411,14.195,14.102,15.234,15.827,14.673,14.139,13.485,13.455,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-30,11,4,21,9,4,23,17.803,18.257,17.664,16.601,16.235,16.322,15.839,16.009,16.255,15.839,15.885,16.077,2.43,2.43,2.47,2.43,2.43,2.43,2.44,2.43,2.43,2.43,2.43,2.43,15.373,15.827,15.194,14.171,13.805,13.892,13.399,13.579,13.825,13.409,13.455,13.647,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-01,8,4,25,3,9,25,19.065,18.628,18.494,18.137,17.664,17.737000000000005,17.737000000000005,17.709,16.601,16.235,16.322,15.839,2.44,2.44,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,16.625,16.188,16.064,15.707,15.234,15.307,15.307,15.279,14.171,13.805,13.892,13.409,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-02,3,3,12,3,4,16,19.175,19.065,18.628,18.494,18.137,17.664,17.803,18.353,17.709,16.601,16.235,16.322,2.43,2.52,2.58,2.5,2.48,2.44,2.43,2.43,2.43,2.43,2.43,2.43,16.745,16.545,16.048,15.994,15.657,15.224,15.373,15.923,15.279,14.171,13.805,13.892,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-03,4,3,18,5,4,15,19.312,19.312,19.175,19.065,18.628,18.332,18.137,17.664,17.664,18.061,17.709,16.601,2.48,2.43,2.43,2.43,2.48,2.43,2.43,2.43,2.43,2.43,2.43,2.43,16.832,16.882,16.745,16.635,16.148,15.902,15.707,15.234,15.234,15.631,15.279,14.171,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-04,7,1,22,5,5,21,19.312,19.245,19.175,18.607,18.332,18.332,17.737000000000005,17.664,17.664,17.737000000000005,17.102999999999998,16.569000000000006,2.48,2.44,2.43,2.43,2.44,2.43,2.43,2.43,2.43,2.43,2.43,2.43,16.832,16.805,16.745,16.177,15.892,15.902,15.307,15.234,15.234,15.307,14.673,14.139,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-05,4,3,16,3,5,17,20.265,19.312,20.074,19.175,19.175,18.332,18.585,18.257,17.664,18.061,18.137,17.664,2.65,2.5,2.47,2.43,2.48,2.43,2.43,2.43,2.43,2.43,2.43,2.43,17.615,16.812,17.604,16.745,16.695,15.902,16.155,15.827,15.234,15.631,15.707,15.234,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-06,2,5,25,5,4,20,18.353,17.102999999999998,16.569000000000006,15.915,15.885,16.077,15.841,16.625,16.532,16.569000000000006,15.915,15.885,2.43,2.43,2.43,2.43,2.44,2.44,2.43,2.43,2.43,2.43,2.43,2.43,15.923,14.673,14.139,13.485,13.445,13.637,13.411,14.195,14.102,14.139,13.485,13.455,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-07,2,4,11,5,2,12,20.103,19.175,19.065,18.628,18.494,18.137,17.664,17.803,18.332,17.709,16.601,16.235,2.43,2.43,2.52,2.58,2.5,2.47,2.43,2.43,2.43,2.43,2.43,2.43,17.673,16.745,16.545,16.048,15.994,15.667,15.234,15.373,15.902,15.279,14.171,13.805,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-08,2,3,16,5,3,18,16.235,16.322,15.839,16.009,16.625,16.729,16.569000000000006,16.255,15.839,16.067999999999998,16.697,16.884,2.56,2.55,2.45,2.58,2.5,2.47,2.43,2.43,2.43,2.43,2.43,2.43,13.675,13.772,13.389,13.429,14.125,14.259,14.139,13.825,13.409,13.638,14.267,14.454,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-09,3,4,10,3,5,7,19.065,18.628,18.494,18.137,17.664,17.803,18.137,17.664,16.601,16.235,16.322,15.839,2.48,2.43,2.43,2.47,2.43,2.43,2.43,2.43,2.43,2.43,2.44,2.43,16.585,16.198,16.064,15.667,15.234,15.373,15.707,15.234,14.171,13.805,13.882,13.409,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-10,1,3,12,2,0,13,20.265,20.265,20.265,19.312,19.312,19.175,19.065,18.332,18.332,18.137,17.664,17.664,2.75,2.63,2.57,2.48,2.43,2.43,2.43,2.44,2.43,2.43,2.43,2.43,17.515,17.635,17.695,16.832,16.882,16.745,16.635,15.892,15.902,15.707,15.234,15.234,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-11,2,4,7,0,5,11,16.235,16.322,15.839,16.009,16.625,16.743,17.671,17.664,18.061,18.332,17.97,16.729,2.5,2.47,2.43,2.52,2.48,2.43,2.43,2.43,2.43,2.43,2.43,2.43,13.735,13.852,13.409,13.489,14.145,14.313,15.241,15.234,15.631,15.902,15.54,14.299,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-12,5,1,9,2,6,8,20.265,20.265,19.312,19.476,19.175,19.175,18.332,18.585,18.257,17.664,17.737000000000005,18.137,2.63,2.65,2.5,2.47,2.43,2.44,2.43,2.43,2.43,2.43,2.43,2.43,17.635,17.615,16.812,17.006,16.745,16.735,15.902,16.155,15.827,15.234,15.307,15.707,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-13,4,4,5,1,3,6,18.494,18.137,17.664,17.803,17.664,17.709,16.601,16.235,16.322,15.839,16.009,15.839,2.52,2.5,2.47,2.43,2.43,2.45,2.5,2.47,2.43,2.44,2.43,2.43,15.974,15.637,15.194,15.373,15.234,15.259,14.101,13.765,13.892,13.399,13.579,13.409,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-14,0,3,4,2,5,4,19.175,19.065,18.628,18.494,18.137,17.664,17.803,18.137,17.664,16.601,16.235,16.322,2.43,2.48,2.43,2.43,2.47,2.43,2.48,2.44,2.48,2.44,2.43,2.43,16.745,16.585,16.198,16.064,15.667,15.234,15.323,15.697,15.184,14.161,13.805,13.892,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-15,1,3,6,1,5,5,19.75,19.175,19.065,18.607,18.494,18.137,17.664,17.803,18.353,17.709,16.601,16.235,2.43,2.43,2.52,2.5,2.47,2.43,2.48,2.44,2.43,2.43,2.43,2.43,17.32,16.745,16.545,16.107,16.024,15.707,15.184,15.363,15.923,15.279,14.171,13.805,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-16,0,3,6,0,4,3,18.585,18.662,17.737000000000005,18.347,18.564,18.353,17.102999999999998,16.569000000000006,15.915,15.885,16.077,15.841,2.58,2.52,2.55,2.5,2.47,2.43,2.43,2.52,2.5,2.47,2.43,2.43,16.005,16.142,15.187,15.847,16.094,15.923,14.673,14.049,13.415,13.415,13.647,13.411,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-17,2,2,3,0,2,3,21.315,20.265,20.412,20.412,20.618,20.276,19.312,19.312,19.175,19.065,18.332,18.332,2.91,2.73,2.73,2.73,2.63,2.57,2.48,2.43,2.43,2.43,2.43,2.47,18.405,17.535,17.682,17.682,17.988,17.706,16.832,16.882,16.745,16.635,15.902,15.862,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-18,0,3,3,0,0,6,20.265,20.265,19.312,19.312,19.175,19.175,18.332,18.332,18.257,17.664,17.664,17.737000000000005,2.63,2.63,2.5,2.47,2.43,2.43,2.44,2.43,2.52,2.48,2.43,2.43,17.635,17.635,16.812,16.842,16.745,16.745,15.892,15.902,15.737,15.184,15.234,15.307,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-19,1,1,3,0,1,4,20.265,19.312,20.103,19.175,19.065,18.628,18.494,18.137,17.664,17.803,18.353,17.709,2.57,2.48,2.43,2.43,2.5,2.48,2.44,2.43,2.48,2.43,2.43,2.5,17.695,16.832,17.673,16.745,16.565,16.148,16.054,15.707,15.184,15.373,15.923,15.209,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-20,1,3,5,1,2,5,18.332,18.585,18.257,17.664,18.061,18.42,17.97,16.729,16.569000000000006,16.255,15.839,16.067999999999998,2.55,2.52,2.5,2.48,2.43,2.43,2.52,2.48,2.43,2.43,2.43,2.43,15.782,16.065,15.757,15.184,15.631,15.99,15.45,14.249,14.139,13.825,13.409,13.638,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-21,0,1,5,0,0,6,18.585,18.257,17.664,18.061,18.42,17.97,16.729,16.569000000000006,16.255,15.839,16.067999999999998,16.697,2.52,2.56,2.48,2.43,2.43,2.47,2.43,2.47,2.43,2.43,2.43,2.43,16.065,15.697,15.184,15.631,15.99,15.5,14.299,14.099,13.825,13.409,13.638,14.267,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-22,0,1,4,0,0,3,20.265,21.275,20.412,20.338,19.476,19.75,19.245,19.175,18.607,18.585,18.662,17.737000000000005,2.79,2.72,2.73,2.62,2.5,2.48,2.44,2.5,2.47,2.43,2.47,2.43,17.475,18.555,17.682,17.718,16.976,17.27,16.805,16.675,16.137,16.155,16.192,15.307,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-23,1,2,3,1,1,3,20.412,20.412,20.408,19.312,20.074,19.175,19.175,18.332,18.585,18.257,17.664,18.061,2.73,2.63,2.65,2.5,2.47,2.43,2.47,2.43,2.43,2.48,2.43,2.43,17.682,17.782,17.758,16.812,17.604,16.745,16.705,15.902,16.155,15.777,15.234,15.631,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-24,0,2,3,0,2,2,19.065,18.628,18.494,18.137,17.664,17.664,17.803,17.709,16.601,16.235,16.235,15.839,2.43,2.52,2.52,2.52,2.53,2.53,2.58,2.58,2.57,2.48,2.43,2.43,16.635,16.108,15.974,15.617,15.134,15.134,15.223,15.129,14.031,13.755,13.805,13.409,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-25,2,2,3,0,3,2,18.628,18.494,18.137,17.664,17.803,18.353,17.709,16.601,16.235,16.322,15.839,16.009,2.58,2.52,2.5,2.47,2.43,2.5,2.47,2.43,2.43,2.43,2.43,2.43,16.048,15.974,15.637,15.194,15.373,15.853,15.239,14.171,13.805,13.892,13.409,13.579,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-26,0,0,3,0,2,1,21.042,20.618,20.276,19.312,19.75,19.175,19.065,18.607,18.494,18.137,17.664,17.803,2.72,2.63,2.57,2.48,2.43,2.43,2.52,2.5,2.48,2.44,2.5,2.47,18.322,17.988,17.706,16.832,17.32,16.745,16.545,16.107,16.014,15.697,15.164,15.333,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-27,1,3,1,0,2,5,20.265,20.338,19.476,19.75,19.245,19.175,18.607,18.585,18.607,17.737000000000005,18.347,17.737000000000005,2.73,2.62,2.5,2.48,2.44,2.48,2.43,2.43,2.47,2.43,2.43,2.43,17.535,17.718,16.976,17.27,16.805,16.695,16.177,16.155,16.137,15.307,15.917,15.307,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-28,0,1,1,0,0,2,23.265,23.241,21.315,20.265,21.305,21.042,20.618,20.276,19.312,20.074,19.175,19.065,2.99,2.86,2.91,2.73,2.77,2.75,2.63,2.57,2.48,2.43,2.43,2.52,20.275,20.381,18.405,17.535,18.535,18.292,17.988,17.706,16.832,17.644,16.745,16.545,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-29,0,2,1,0,1,2,21.042,20.618,20.276,19.312,20.103,19.175,19.065,18.628,18.494,18.137,17.664,17.803,2.75,2.63,2.57,2.48,2.43,2.43,2.52,2.58,2.5,2.47,2.43,2.43,18.292,17.988,17.706,16.832,17.673,16.745,16.545,16.048,15.994,15.667,15.234,15.373,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-05-30,0,0,1,0,1,1,23.241,21.902,20.534,20.265,20.265,21.027,20.338,19.476,19.75,19.245,19.175,18.607,2.9,2.86,2.86,2.79,2.72,2.75,2.62,2.5,2.48,2.44,2.43,2.43,20.341,19.042,17.674,17.475,17.545,18.277,17.718,16.976,17.27,16.805,16.745,16.177,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-01,0,0,1,0,0,0,20.265,21.275,21.027,20.338,19.476,19.75,19.245,19.175,18.607,18.585,18.662,17.737000000000005,2.79,2.72,2.75,2.62,2.5,2.48,2.44,2.52,2.52,2.58,2.52,2.55,17.475,18.555,18.277,17.718,16.976,17.27,16.805,16.655,16.087,16.005,16.142,15.187,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-02,0,0,1,0,0,1,25.207,23.265,23.241,21.315,20.265,21.305,21.042,20.618,20.276,19.312,20.103,19.175,2.9,3.0,2.86,2.98,2.73,2.77,2.75,2.63,2.57,2.48,2.43,2.43,22.307,20.265,20.381,18.335,17.535,18.535,18.292,17.988,17.706,16.832,17.673,16.745,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-03,0,0,3,0,0,2,23.241,21.315,20.265,21.305,21.042,20.412,20.276,19.312,20.103,19.175,19.065,18.628,2.86,2.9,2.73,2.77,2.75,2.63,2.57,2.48,2.43,2.43,2.5,2.47,20.381,18.415,17.535,18.535,18.292,17.782,17.706,16.832,17.673,16.745,16.565,16.158,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-04,0,2,1,0,2,2,19.476,19.75,19.245,19.175,18.607,18.585,18.662,17.737000000000005,18.347,18.564,18.353,17.102999999999998,2.5,2.48,2.44,2.52,2.52,2.58,2.52,2.55,2.5,2.48,2.44,2.43,16.976,17.27,16.805,16.655,16.087,16.005,16.142,15.187,15.847,16.084,15.913,14.673,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-05,0,1,0,0,0,1,24.074,23.988000000000003,23.241,21.902,20.412,21.702,21.444000000000006,21.027,20.408,19.312,20.074,19.175,2.9,2.99,2.96,2.91,2.73,2.79,2.76,2.63,2.65,2.5,2.47,2.43,21.174,20.998,20.281,18.992,17.682,18.912,18.684,18.397,17.758,16.812,17.604,16.745,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-06,0,0,1,0,0,1,20.534,20.265,21.275,21.027,20.338,19.476,19.75,19.245,19.175,18.607,18.585,18.662,2.91,2.79,2.72,2.75,2.62,2.5,2.48,2.44,2.52,2.52,2.58,2.52,17.624,17.475,18.555,18.277,17.718,16.976,17.27,16.805,16.655,16.087,16.005,16.142,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-07,0,0,1,0,0,1,21.902,20.534,20.265,21.275,21.027,20.338,19.476,19.75,19.245,19.175,18.607,18.585,2.86,2.91,2.79,2.72,2.75,2.62,2.5,2.48,2.44,2.52,2.52,2.58,19.042,17.624,17.475,18.555,18.277,17.718,16.976,17.27,16.805,16.655,16.087,16.005,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-08,0,0,1,0,0,1,21.702,21.444000000000006,21.027,20.408,19.312,20.074,19.175,19.175,18.332,18.585,18.257,17.664,2.79,2.76,2.63,2.65,2.5,2.47,2.43,2.52,2.55,2.52,2.56,2.55,18.912,18.684,18.397,17.758,16.812,17.604,16.745,16.655,15.782,16.065,15.697,15.114,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-09,0,1,0,0,1,1,21.027,20.408,19.312,20.074,19.175,19.175,18.332,18.585,18.257,17.664,18.061,18.42,2.63,2.65,2.5,2.47,2.43,2.52,2.55,2.52,2.56,2.48,2.43,2.43,18.397,17.758,16.812,17.604,16.745,16.655,15.782,16.065,15.697,15.184,15.631,15.99,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-10,0,0,1,0,0,1,19.476,19.75,19.245,19.175,18.607,18.585,18.662,17.737000000000005,18.347,18.564,18.353,17.102999999999998,2.5,2.48,2.44,2.52,2.52,2.58,2.52,2.55,2.53,2.5,2.65,2.62,16.976,17.27,16.805,16.655,16.087,16.005,16.142,15.187,15.817,16.064,15.703,14.483,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-11,0,0,1,0,0,0,25.207,23.265,23.241,21.315,20.265,21.305,21.042,20.618,20.276,19.312,20.103,19.175,2.9,3.0,2.86,2.98,2.73,2.77,2.75,2.63,2.57,2.48,2.43,2.43,22.307,20.265,20.381,18.335,17.535,18.535,18.292,17.988,17.706,16.832,17.673,16.745,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-13,0,0,0,0,1,0,24.365,23.241,21.902,20.534,20.265,21.275,21.027,20.338,19.476,19.75,19.245,19.175,2.9,2.96,2.86,2.91,2.79,2.72,2.75,2.62,2.5,2.48,2.44,2.52,21.465,20.281,19.042,17.624,17.475,18.555,18.277,17.718,16.976,17.27,16.805,16.655,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-14,0,2,0,0,0,0,23.241,21.902,20.534,20.265,20.412,21.027,20.338,19.476,19.75,19.245,19.175,18.607,2.9,2.86,2.91,2.79,2.72,2.75,2.62,2.5,2.48,2.44,2.47,2.43,20.341,19.042,17.624,17.475,17.692,18.277,17.718,16.976,17.27,16.805,16.705,16.177,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-15,0,0,1,0,1,0,24.365,23.241,21.902,20.534,20.265,21.275,21.027,20.338,19.476,19.75,19.245,19.175,2.9,2.96,2.86,2.91,2.79,2.72,2.75,2.62,2.5,2.48,2.44,2.52,21.465,20.281,19.042,17.624,17.475,18.555,18.277,17.718,16.976,17.27,16.805,16.655,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-16,0,1,0,0,1,0,25.207,23.265,23.241,21.315,20.265,21.305,21.042,20.618,20.276,19.312,20.103,19.175,2.9,3.0,2.86,2.98,2.73,2.77,2.75,2.63,2.57,2.48,2.43,2.43,22.307,20.265,20.381,18.335,17.535,18.535,18.292,17.988,17.706,16.832,17.673,16.745,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-17,1,1,1,0,0,3,19.312,20.103,19.175,19.065,18.628,18.494,18.137,17.664,17.803,18.353,17.709,16.601,2.48,2.43,2.43,2.52,2.58,2.52,2.56,2.5,2.47,2.43,2.52,2.52,16.832,17.673,16.745,16.545,16.048,15.974,15.577,15.164,15.333,15.923,15.189,14.081,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-18,0,1,1,0,1,1,20.412,20.265,21.275,21.027,20.338,19.312,19.75,19.175,19.175,18.332,18.585,18.257,2.73,2.79,2.72,2.63,2.62,2.5,2.47,2.43,2.52,2.52,2.52,2.52,17.682,17.475,18.555,18.397,17.718,16.812,17.28,16.745,16.655,15.812,16.065,15.737,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-06-21,0,0,2,0,0,2,21.902,20.412,20.265,21.275,21.027,20.338,19.312,19.75,19.175,19.175,18.332,18.585,2.86,2.73,2.79,2.72,2.63,2.62,2.5,2.47,2.43,2.52,2.52,2.52,19.042,17.682,17.475,18.555,18.397,17.718,16.812,17.28,16.745,16.655,15.812,16.065,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
