,IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime,D_NA,A_NA,D_SA,A_SA,D_AS,A_AS,D_OC,A_OC,D_AF,A_AF,D_EU,A_EU,Eur_Spot_0,Eur_Spot_-3,Eur_Spot_-6,Eur_Spot_-9,Eur_Spot_-12,US_Spot_0,US_Spot_-3,US_Spot_-6,US_Spot_-9,US_Spot_-12,Asia_Fut_0,Asia_Fut_-3,Asia_Fut_-6,Asia_Fut_-9,Asia_Fut_-12,Eur_Fut_0,Eur_Fut_-3,Eur_Fut_-6,Eur_Fut_-9,Eur_Fut_-12
438,9269207,La Spezia Anch., Italy,2021-04-21,La Spezia, Italy,2021-04-22,0,0,0,0,0,0,0,0,0,0,1,1,21.275,21.027,20.338,19.476,19.75,2.72,2.75,2.62,2.5,2.48,9.06,9.06,9.06,9.06,9.06,21.11,20.938,20.225,19.651,18.943
439,9269960,Livorno Anch., Italy,2021-03-15,FSRU Toscana Term., Italy,2021-03-17,0,0,0,0,0,0,0,0,0,0,1,1,18.42,17.97,16.729,16.569000000000006,16.255,2.58,2.65,2.62,2.72,2.86,9.06,9.06,9.06,9.06,9.06,17.910999999999994,18.454,16.925,16.368,15.558
440,9269960,FSRU Toscana Term., Italy,2021-03-17,Santa Cruz de Tenerife Anch., Spain,2021-03-23,0,0,0,0,0,0,0,0,0,0,1,1,17.803,18.353,17.709,16.601,16.235,2.6,2.58,2.7,2.67,2.72,9.06,9.06,9.06,9.06,9.06,17.999000000000006,17.910999999999994,18.138,16.155,16.368
441,9269960,Santa Cruz de Tenerife Anch., Spain,2021-03-23,Bonny, Nigeria,2021-03-31,0,0,0,0,0,0,0,0,0,1,1,0,18.137,17.664,17.803,18.353,17.709,2.56,2.53,2.6,2.58,2.7,9.06,9.06,9.06,9.06,9.06,18.38,17.262,17.999000000000006,17.910999999999994,18.138
442,9269960,Bonny, Nigeria,2021-03-31,Escombreras, Spain,2021-04-11,0,0,0,0,0,0,0,0,1,0,0,1,18.607,18.585,18.662,17.737000000000005,18.347,2.52,2.58,2.52,2.55,2.53,9.06,9.06,9.06,9.06,9.06,18.967,18.445,18.363,18.008,17.262
443,9269960,Escombreras, Spain,2021-04-11,Las Palmas (Gr.Canaria) Anch., Spain,2021-04-15,0,0,0,0,0,0,0,0,0,0,1,1,19.312,20.074,19.175,19.175,18.332,2.5,2.47,2.43,2.52,2.55,9.06,9.06,9.06,9.06,9.06,19.651,19.03,19.794,19.159,18.84
444,9271248,Port Said Anch., Egypt,2021-02-12,Singapore Anch. 3, Singapore,2021-03-06,0,0,0,0,0,1,0,0,1,0,0,0,18.016,20.853,18.787,18.347,18.394,6.12,3.35,3.49,3.01,2.88,9.06,9.06,9.06,9.06,9.06,17.599,19.109,20.157,20.157,20.157
445,9271248,Singapore Anch. 3, Singapore,2021-03-06,Ferrol, Spain,2021-04-12,0,0,0,0,1,0,0,0,0,0,0,1,16.569000000000006,16.255,15.839,16.067999999999998,16.697,2.72,2.86,2.7,2.72,3.16,9.06,9.06,9.06,9.06,9.06,16.368,15.558,16.05,15.904000000000002,15.973
446,9274226,Anegasaki, Japan,2021-02-21,Darwin, Australia,2021-03-10,0,0,0,0,1,0,0,1,0,0,0,0,16.625,16.743,17.671,18.016,20.853,3.16,8.56,11.32,6.12,3.35,9.06,9.06,9.06,9.06,9.06,15.973,17.355999999999998,16.567999999999998,17.599,19.109
447,9274226,Darwin, Australia,2021-03-10,Yokohama, Japan,2021-03-20,0,0,0,0,0,1,1,0,0,0,0,0,17.102999999999998,16.569000000000006,15.915,15.885,16.077,2.62,2.67,2.79,2.7,2.66,9.06,9.06,9.06,9.06,9.06,17.561,16.155,15.981,16.05,15.722
448,9274226,Yokohama, Japan,2021-03-20,Yokohama, Japan,2021-03-22,0,0,0,0,1,1,0,0,0,0,0,0,17.664,17.803,18.353,17.709,16.601,2.53,2.6,2.58,2.7,2.67,9.06,9.06,9.06,9.06,9.06,17.262,17.999000000000006,17.910999999999994,18.138,16.155
449,9275074,Maloy, Norway,2021-04-10,Floro, Norway,2021-04-10,0,0,0,0,0,0,0,0,0,0,1,1,19.312,20.103,19.175,19.065,18.628,2.48,2.43,2.43,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.943,19.303,19.794,19.159,18.445
450,9275074,Floro, Norway,2021-04-10,Kristiansund, Norway,2021-04-11,0,0,0,0,0,0,0,0,0,0,1,1,19.312,20.103,19.175,19.065,18.628,2.48,2.43,2.43,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.943,19.303,19.794,19.159,18.445
451,9275074,Kristiansund, Norway,2021-04-11,Valsneset, Norway,2021-04-12,0,0,0,0,0,0,0,0,0,0,1,1,19.312,20.074,19.175,19.175,18.332,2.5,2.47,2.43,2.52,2.55,9.06,9.06,9.06,9.06,9.06,19.651,19.03,19.794,19.159,18.84
452,9275074,Valsneset, Norway,2021-04-12,Maloy, Norway,2021-04-13,0,0,0,0,0,0,0,0,0,0,1,1,19.476,19.75,19.245,19.175,18.607,2.5,2.48,2.44,2.52,2.52,9.06,9.06,9.06,9.06,9.06,19.651,18.943,19.794,19.159,18.967
453,9275074,Maloy, Norway,2021-04-13,Sunndalsora, Norway,2021-04-15,0,0,0,0,0,0,0,0,0,0,1,1,20.276,19.312,20.103,19.175,19.065,2.57,2.48,2.43,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.469,18.943,19.303,19.794,19.159
454,9275074,Sunndalsora, Norway,2021-04-15,Maloy, Norway,2021-04-16,0,0,0,0,0,0,0,0,0,0,1,1,20.338,19.476,19.75,19.245,19.175,2.62,2.5,2.48,2.44,2.52,9.06,9.06,9.06,9.06,9.06,20.225,19.651,18.943,19.794,19.159
455,9275074,Maloy, Norway,2021-04-16,Mosjoen, Norway,2021-04-19,0,0,0,0,0,0,0,0,0,0,1,1,20.618,20.276,19.312,20.103,19.175,2.63,2.57,2.48,2.43,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.469,18.943,19.303,19.794
456,9275074,Mosjoen, Norway,2021-04-19,Maloy, Norway,2021-04-20,0,0,0,0,0,0,0,0,0,0,1,1,21.042,20.618,20.276,19.312,20.103,2.75,2.63,2.57,2.48,2.43,9.06,9.06,9.06,9.06,9.06,20.938,20.551,19.469,18.943,19.303
457,9275074,Maloy, Norway,2021-04-20,Floro, Norway,2021-04-21,0,0,0,0,0,0,0,0,0,0,1,1,21.444000000000006,21.027,20.408,19.312,20.074,2.76,2.63,2.65,2.5,2.47,9.06,9.06,9.06,9.06,9.06,21.069000000000006,20.551,19.634,19.651,19.03
458,9275074,Floro, Norway,2021-04-21,Spjelkavik, Norway,2021-04-22,0,0,0,0,0,0,0,0,0,0,1,1,21.275,21.027,20.338,19.476,19.75,2.72,2.75,2.62,2.5,2.48,9.06,9.06,9.06,9.06,9.06,21.11,20.938,20.225,19.651,18.943
459,9275074,Spjelkavik, Norway,2021-04-22,Maloy, Norway,2021-04-22,0,0,0,0,0,0,0,0,0,0,1,1,21.305,21.042,20.618,20.276,19.312,2.77,2.75,2.63,2.57,2.48,9.06,9.06,9.06,9.06,9.06,21.338,20.938,20.551,19.469,18.943
460,9275074,Maloy, Norway,2021-04-22,Valsneset, Norway,2021-04-24,0,0,0,0,0,0,0,0,0,0,1,1,21.305,21.042,20.618,20.276,19.312,2.77,2.75,2.63,2.57,2.48,9.06,9.06,9.06,9.06,9.06,21.338,20.938,20.551,19.469,18.943
461,9275335,Singapore Anch. 1, Singapore,2021-02-17,As Suways (Suez) Anch., Egypt,2021-03-02,0,0,0,0,1,0,0,0,0,1,0,0,16.532,17.664,19.598,18.94,18.227,23.86,6.12,6.5,3.4,3.49,9.06,9.06,9.06,9.06,9.06,16.554000000000002,16.567999999999998,17.401,20.157,20.157
462,9275335,As Suways (Suez) Anch., Egypt,2021-03-02,Gibraltar West Anch., Gibraltar,2021-03-09,0,0,0,0,0,0,0,0,1,0,0,1,16.322,15.839,16.009,16.625,16.743,2.87,2.66,2.8,3.16,8.56,9.06,9.06,9.06,9.06,9.06,15.89,15.722,16.352999999999998,15.973,17.355999999999998
463,9275335,Gibraltar West Anch., Gibraltar,2021-03-09,Port Arthur Anch., United States (USA),2021-03-26,0,1,0,0,0,0,0,0,0,0,1,0,16.729,16.569000000000006,16.255,15.839,16.067999999999998,2.62,2.72,2.86,2.7,2.72,9.06,9.06,9.06,9.06,9.06,16.925,16.368,15.558,16.05,15.904000000000002
464,9275335,Port Arthur Anch., United States (USA),2021-03-26,Sabine, United States (USA),2021-03-27,1,1,0,0,0,0,0,0,0,0,0,0,18.494,18.137,17.664,17.803,18.353,2.52,2.56,2.53,2.6,2.58,9.06,9.06,9.06,9.06,9.06,18.68,18.38,17.262,17.999000000000006,17.910999999999994
465,9275335,Sabine, United States (USA),2021-03-27,Bilbao Anch., Spain,2021-04-17,1,0,0,0,0,0,0,0,0,0,0,1,18.585,18.257,17.664,18.061,18.42,2.52,2.56,2.55,2.45,2.58,9.06,9.06,9.06,9.06,9.06,18.68,18.568,18.008,17.749000000000006,17.910999999999994
466,9275335,Bilbao Anch., Spain,2021-04-17,Bilbao, Spain,2021-04-22,0,0,0,0,0,0,0,0,0,0,1,1,21.027,20.408,19.312,20.074,19.175,2.63,2.65,2.5,2.47,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.634,19.651,19.03,19.794
467,9275347,Arzew, Algeria,2021-04-04,Fos sur mer, France,2021-04-07,0,0,0,0,0,0,0,0,1,0,0,1,19.175,19.065,18.628,18.494,18.137,2.43,2.52,2.58,2.52,2.56,9.06,9.06,9.06,9.06,9.06,19.794,19.159,18.445,18.68,18.38
468,9275347,Fos sur mer, France,2021-04-07,Arzew Anch., Algeria,2021-04-10,0,0,0,0,0,0,0,0,0,1,1,0,20.103,19.175,19.065,18.628,18.494,2.43,2.43,2.52,2.58,2.52,9.06,9.06,9.06,9.06,9.06,19.303,19.794,19.159,18.445,18.68
469,9275347,Arzew Anch., Algeria,2021-04-10,Arzew, Algeria,2021-04-10,0,0,0,0,0,0,0,0,1,1,0,0,19.312,20.103,19.175,19.065,18.628,2.48,2.43,2.43,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.943,19.303,19.794,19.159,18.445
470,9275347,Arzew, Algeria,2021-04-10,Fos sur mer, France,2021-04-13,0,0,0,0,0,0,0,0,1,0,0,1,19.312,20.103,19.175,19.065,18.628,2.48,2.43,2.43,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.943,19.303,19.794,19.159,18.445
471,9275347,Fos sur mer, France,2021-04-13,Arzew Anch., Algeria,2021-04-16,0,0,0,0,0,0,0,0,0,1,1,0,20.276,19.312,20.103,19.175,19.065,2.57,2.48,2.43,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.469,18.943,19.303,19.794,19.159
472,9275347,Arzew Anch., Algeria,2021-04-16,Arzew, Algeria,2021-04-17,0,0,0,0,0,0,0,0,1,1,0,0,20.618,20.276,19.312,20.103,19.175,2.63,2.57,2.48,2.43,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.469,18.943,19.303,19.794
473,9275347,Arzew, Algeria,2021-04-17,Nemrut, Turkey,2021-04-23,0,0,0,0,0,1,0,0,1,0,0,0,21.027,20.408,19.312,20.074,19.175,2.63,2.65,2.5,2.47,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.634,19.651,19.03,19.794
474,9275359,Corpus Christi Anch., United States (USA),2021-02-20,Port Arthur Anch., United States (USA),2021-04-02,1,1,0,0,0,0,0,0,0,0,0,0,16.625,16.532,17.664,19.598,18.94,4.96,23.86,6.12,6.5,3.4,9.06,9.06,9.06,9.06,9.06,16.552,16.554000000000002,16.567999999999998,17.401,20.157
475,9275359,Port Arthur Anch., United States (USA),2021-04-02,Sabine, United States (USA),2021-04-03,1,1,0,0,0,0,0,0,0,0,0,0,19.175,18.332,18.585,18.257,17.664,2.52,2.55,2.52,2.56,2.55,9.06,9.06,9.06,9.06,9.06,19.159,18.84,18.68,18.568,18.008
476,9275359,Sabine, United States (USA),2021-04-03,Sergipe Anch., Brazil,2021-04-22,1,0,0,1,0,0,0,0,0,0,0,0,19.175,18.607,18.585,18.662,17.737000000000005,2.52,2.52,2.58,2.52,2.55,9.06,9.06,9.06,9.06,9.06,19.159,18.967,18.445,18.363,18.008
477,9276389,Ferrol, Spain,2021-03-06,Ferrol, Spain,2021-02-15,0,0,0,0,0,0,0,0,0,0,1,1,16.569000000000006,16.255,15.839,16.067999999999998,16.697,2.72,2.86,2.7,2.72,3.16,9.06,9.06,9.06,9.06,9.06,16.368,15.558,16.05,15.904000000000002,15.973
478,9276389,Ferrol, Spain,2021-02-15,Ferrol, Spain,2021-03-06,0,0,0,0,0,0,0,0,0,0,1,1,17.671,18.016,20.853,18.787,18.347,11.32,6.12,3.35,3.49,3.01,9.06,9.06,9.06,9.06,9.06,16.567999999999998,17.599,19.109,20.157,20.157
479,9276389,Ferrol, Spain,2021-03-06,Mugardos, Spain,2021-03-31,0,0,0,0,0,0,0,0,0,0,1,1,16.569000000000006,16.255,15.839,16.067999999999998,16.697,2.72,2.86,2.7,2.72,3.16,9.06,9.06,9.06,9.06,9.06,16.368,15.558,16.05,15.904000000000002,15.973
480,9276389,Mugardos, Spain,2021-03-31,Las Palmas (Gr.Canaria) Anch., Spain,2021-04-06,0,0,0,0,0,0,0,0,0,0,1,1,18.607,18.585,18.662,17.737000000000005,18.347,2.52,2.58,2.52,2.55,2.53,9.06,9.06,9.06,9.06,9.06,18.967,18.445,18.363,18.008,17.262
481,9276389,Las Palmas (Gr.Canaria) Anch., Spain,2021-04-06,La Brea (Brighton) Anch., Trinidad & Tobago,2021-04-15,0,1,0,0,0,0,0,0,0,0,1,0,19.245,19.175,18.607,18.585,18.662,2.44,2.52,2.52,2.58,2.52,9.06,9.06,9.06,9.06,9.06,19.794,19.159,18.967,18.445,18.363
482,9276389,La Brea (Brighton) Anch., Trinidad & Tobago,2021-04-15,Experience FPSO, Brazil,2021-04-23,1,0,0,1,0,0,0,0,0,0,0,0,20.338,19.476,19.75,19.245,19.175,2.62,2.5,2.48,2.44,2.52,9.06,9.06,9.06,9.06,9.06,20.225,19.651,18.943,19.794,19.159
483,9277620,Sakai, Japan,2021-02-24,Kagoshima, Japan,2021-02-28,0,0,0,0,1,1,0,0,0,0,0,0,16.009,16.625,16.743,17.671,18.016,2.8,3.16,8.56,11.32,6.12,9.06,9.06,9.06,9.06,9.06,16.352999999999998,15.973,17.355999999999998,16.567999999999998,17.599
484,9277620,Kagoshima, Japan,2021-02-28,Prigorodnoye, Russia,2021-03-20,0,0,0,0,1,0,0,0,0,0,0,1,15.839,16.067999999999998,16.697,16.884,16.783,2.7,2.72,3.16,4.96,11.32,9.06,9.06,9.06,9.06,9.06,16.05,15.904000000000002,15.973,16.552,16.688
485,9277620,Prigorodnoye, Russia,2021-03-20,Sakai, Japan,2021-03-26,0,0,0,0,0,1,0,0,0,0,1,0,17.664,17.803,18.353,17.709,16.601,2.53,2.6,2.58,2.7,2.67,9.06,9.06,9.06,9.06,9.06,17.262,17.999000000000006,17.910999999999994,18.138,16.155
486,9277620,Sakai, Japan,2021-03-26,Withnell Bay, Australia,2021-04-09,0,0,0,0,1,0,0,1,0,0,0,0,18.494,18.137,17.664,17.803,18.353,2.52,2.56,2.53,2.6,2.58,9.06,9.06,9.06,9.06,9.06,18.68,18.38,17.262,17.999000000000006,17.910999999999994
487,9284192,Fos sur mer, France,2021-03-01,Fos-sur-Mer Anch., France,2021-03-02,0,0,0,0,0,0,0,0,0,0,1,1,15.885,16.077,15.841,16.625,16.532,2.7,2.66,2.94,4.96,23.86,9.06,9.06,9.06,9.06,9.06,16.05,15.722,16.258,16.552,16.554000000000002
488,9284192,Fos-sur-Mer Anch., France,2021-03-02,Algeciras Anch., Spain,2021-03-06,0,0,0,0,0,0,0,0,0,0,1,1,16.322,15.839,16.009,16.625,16.743,2.87,2.66,2.8,3.16,8.56,9.06,9.06,9.06,9.06,9.06,15.89,15.722,16.352999999999998,15.973,17.355999999999998
489,9284192,Algeciras Anch., Spain,2021-03-06,Arzew, Algeria,2021-03-22,0,0,0,0,0,0,0,0,0,1,1,0,16.569000000000006,16.255,15.839,16.067999999999998,16.697,2.72,2.86,2.7,2.72,3.16,9.06,9.06,9.06,9.06,9.06,16.368,15.558,16.05,15.904000000000002,15.973
490,9284192,Arzew, Algeria,2021-03-22,Arzew Anch., Algeria,2021-03-24,0,0,0,0,0,0,0,0,1,1,0,0,17.737000000000005,18.347,18.564,18.353,17.102999999999998,2.55,2.53,2.5,2.65,2.62,9.06,9.06,9.06,9.06,9.06,18.008,17.262,17.66,18.454,17.561
491,9285952,Ras Laffan, Qatar,2021-03-31,Ras Laffan Anch., Qatar,2021-04-01,0,0,0,0,1,1,0,0,0,0,0,0,18.607,18.585,18.662,17.737000000000005,18.347,2.52,2.58,2.52,2.55,2.53,9.06,9.06,9.06,9.06,9.06,18.967,18.445,18.363,18.008,17.262
492,9285952,Ras Laffan Anch., Qatar,2021-04-01,Port Qasim Anch., Pakistan,2021-04-05,0,0,0,0,1,1,0,0,0,0,0,0,19.065,18.628,18.494,18.137,17.664,2.52,2.58,2.52,2.56,2.53,9.06,9.06,9.06,9.06,9.06,19.159,18.445,18.68,18.38,17.262
493,9285952,Port Qasim Anch., Pakistan,2021-04-05,Port Qasim, Pakistan,2021-04-05,0,0,0,0,1,1,0,0,0,0,0,0,19.175,19.175,18.332,18.585,18.257,2.43,2.52,2.55,2.52,2.56,9.06,9.06,9.06,9.06,9.06,19.794,19.159,18.84,18.68,18.568
494,9285952,Port Qasim, Pakistan,2021-04-05,Ras Laffan Anch., Qatar,2021-04-09,0,0,0,0,1,1,0,0,0,0,0,0,19.175,19.175,18.332,18.585,18.257,2.43,2.52,2.55,2.52,2.56,9.06,9.06,9.06,9.06,9.06,19.794,19.159,18.84,18.68,18.568
495,9285952,Ras Laffan Anch., Qatar,2021-04-09,Ras Laffan, Qatar,2021-04-13,0,0,0,0,1,1,0,0,0,0,0,0,19.75,19.245,19.175,18.607,18.585,2.48,2.44,2.52,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.943,19.794,19.159,18.967,18.445
496,9285952,Ras Laffan, Qatar,2021-04-13,As Suways (Suez) Anch., Egypt,2021-04-23,0,0,0,0,1,0,0,0,0,1,0,0,20.276,19.312,20.103,19.175,19.065,2.57,2.48,2.43,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.469,18.943,19.303,19.794,19.159
497,9293832,Niigata, Japan,2021-02-19,Toyamashinko, Japan,2021-03-17,0,0,0,0,1,1,0,0,0,0,0,0,16.884,16.783,17.664,19.791,18.787,4.96,11.32,6.12,3.76,3.4,9.06,9.06,9.06,9.06,9.06,16.552,16.688,17.599,18.581,20.157
498,9293832,Toyamashinko, Japan,2021-03-17,"Bintulu,Sarawak", Malaysia,2021-04-03,0,0,0,0,1,1,0,0,0,0,0,0,17.803,18.353,17.709,16.601,16.235,2.6,2.58,2.7,2.67,2.72,9.06,9.06,9.06,9.06,9.06,17.999000000000006,17.910999999999994,18.138,16.155,16.368
499,9293832,"Bintulu,Sarawak", Malaysia,2021-04-03,Tieshan, China,2021-04-09,0,0,0,0,1,1,0,0,0,0,0,0,19.175,18.607,18.585,18.662,17.737000000000005,2.52,2.52,2.58,2.52,2.55,9.06,9.06,9.06,9.06,9.06,19.159,18.967,18.445,18.363,18.008
500,9293844,Shimizu, Japan,2021-02-25,"Bintulu,Sarawak", Malaysia,2021-02-17,0,0,0,0,1,1,0,0,0,0,0,0,16.067999999999998,16.697,16.884,16.783,17.664,2.72,3.16,4.96,11.32,6.12,9.06,9.06,9.06,9.06,9.06,15.904000000000002,15.973,16.552,16.688,17.599
501,9293844,"Bintulu,Sarawak", Malaysia,2021-02-17,Shimizu, Japan,2021-02-24,0,0,0,0,1,1,0,0,0,0,0,0,16.532,17.664,19.598,18.94,18.227,23.86,6.12,6.5,3.4,3.49,9.06,9.06,9.06,9.06,9.06,16.554000000000002,16.567999999999998,17.401,20.157,20.157
502,9293844,Shimizu, Japan,2021-02-24,Anegasaki, Japan,2021-03-11,0,0,0,0,1,1,0,0,0,0,0,0,16.009,16.625,16.743,17.671,18.016,2.8,3.16,8.56,11.32,6.12,9.06,9.06,9.06,9.06,9.06,16.352999999999998,15.973,17.355999999999998,16.567999999999998,17.599
503,9293844,Anegasaki, Japan,2021-03-11,Singapore Anch. 1, Singapore,2021-03-20,0,0,0,0,1,1,0,0,0,0,0,0,17.709,16.601,16.235,16.322,15.839,2.7,2.67,2.72,2.87,2.66,9.06,9.06,9.06,9.06,9.06,18.138,16.155,16.368,15.89,15.722
504,9293844,Singapore Anch. 1, Singapore,2021-03-20,Singapore, Singapore,2021-03-22,0,0,0,0,1,1,0,0,0,0,0,0,17.664,17.803,18.353,17.709,16.601,2.53,2.6,2.58,2.7,2.67,9.06,9.06,9.06,9.06,9.06,17.262,17.999000000000006,17.910999999999994,18.138,16.155
505,9294264,Mina al Fahl Anch., Oman,2021-02-21,Mina al Fahl Anch., Oman,2021-02-12,0,0,0,0,1,1,0,0,0,0,0,0,16.625,16.743,17.671,18.016,20.853,3.16,8.56,11.32,6.12,3.35,9.06,9.06,9.06,9.06,9.06,15.973,17.355999999999998,16.567999999999998,17.599,19.109
506,9294264,Mina al Fahl Anch., Oman,2021-02-12,Al Fujayrah Anch., United Arab Emirates (UAE),2021-03-07,0,0,0,0,1,1,0,0,0,0,0,0,18.016,20.853,18.787,18.347,18.394,6.12,3.35,3.49,3.01,2.88,9.06,9.06,9.06,9.06,9.06,17.599,19.109,20.157,20.157,20.157
507,9298399,As Suways (Suez) Anch., Egypt,2021-03-19,As Suways (Suez) Anch., Egypt,2021-03-20,0,0,0,0,0,0,0,0,1,1,0,0,18.347,18.564,18.353,17.102999999999998,16.569000000000006,2.53,2.5,2.65,2.62,2.67,9.06,9.06,9.06,9.06,9.06,17.262,17.66,18.454,17.561,16.155
508,9298399,As Suways (Suez) Anch., Egypt,2021-03-20,Adriatic LNG LNG Term., Italy,2021-03-24,0,0,0,0,0,0,0,0,1,0,0,1,17.664,17.803,18.353,17.709,16.601,2.53,2.6,2.58,2.7,2.67,9.06,9.06,9.06,9.06,9.06,17.262,17.999000000000006,17.910999999999994,18.138,16.155
509,9298399,Adriatic LNG LNG Term., Italy,2021-03-24,Chioggia Anch., Italy,2021-03-25,0,0,0,0,0,0,0,0,0,0,1,1,18.257,17.664,18.061,18.42,17.97,2.56,2.55,2.45,2.58,2.65,9.06,9.06,9.06,9.06,9.06,18.568,18.008,17.749000000000006,17.910999999999994,18.454
510,9298399,Chioggia Anch., Italy,2021-03-25,Port Said Anch., Egypt,2021-04-10,0,0,0,0,0,0,0,0,0,1,1,0,18.662,17.737000000000005,18.347,18.564,18.353,2.52,2.55,2.53,2.5,2.65,9.06,9.06,9.06,9.06,9.06,18.363,18.008,17.262,17.66,18.454
511,9298399,Port Said Anch., Egypt,2021-04-10,Ras Laffan Anch., Qatar,2021-04-24,0,0,0,0,0,1,0,0,1,0,0,0,19.312,20.103,19.175,19.065,18.628,2.48,2.43,2.43,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.943,19.303,19.794,19.159,18.445
512,9300817,Anjeong, Korea,2021-02-16,Anjeong, Korea,2021-03-21,0,0,0,0,1,1,0,0,0,0,0,0,16.783,17.664,19.791,18.787,17.674,11.32,6.12,3.76,3.4,2.99,9.06,9.06,9.06,9.06,9.06,16.688,17.599,18.581,20.157,20.157
513,9300817,Anjeong, Korea,2021-03-21,Tieshan, China,2021-04-20,0,0,0,0,1,1,0,0,0,0,0,0,17.664,18.061,18.42,17.97,16.729,2.55,2.45,2.58,2.65,2.62,9.06,9.06,9.06,9.06,9.06,18.008,17.749000000000006,17.910999999999994,18.454,16.925
514,9302499,Ras Laffan Anch., Qatar,2021-02-27,As Suways (Suez) Anch., Egypt,2021-03-08,0,0,0,0,1,0,0,0,0,1,0,0,15.839,16.009,16.625,16.743,17.671,2.66,2.8,3.16,8.56,11.32,9.06,9.06,9.06,9.06,9.06,15.722,16.352999999999998,15.973,17.355999999999998,16.567999999999998
515,9302499,As Suways (Suez) Anch., Egypt,2021-03-08,Adriatic LNG LNG Term., Italy,2021-03-13,0,0,0,0,0,0,0,0,1,0,0,1,16.601,16.235,16.322,15.839,16.009,2.67,2.72,2.87,2.66,2.8,9.06,9.06,9.06,9.06,9.06,16.155,16.368,15.89,15.722,16.352999999999998
516,9302499,Adriatic LNG LNG Term., Italy,2021-03-13,Port Said Anch., Egypt,2021-03-17,0,0,0,0,0,0,0,0,0,1,1,0,18.353,17.102999999999998,16.569000000000006,15.915,15.885,2.65,2.62,2.67,2.79,2.7,9.06,9.06,9.06,9.06,9.06,18.454,17.561,16.155,15.981,16.05
517,9302499,Port Said Anch., Egypt,2021-03-17,Ras Laffan Anch., Qatar,2021-03-25,0,0,0,0,0,1,0,0,1,0,0,0,17.803,18.353,17.709,16.601,16.235,2.6,2.58,2.7,2.67,2.72,9.06,9.06,9.06,9.06,9.06,17.999000000000006,17.910999999999994,18.138,16.155,16.368
518,9302499,Ras Laffan Anch., Qatar,2021-03-25,Ras Laffan, Qatar,2021-04-24,0,0,0,0,1,1,0,0,0,0,0,0,18.662,17.737000000000005,18.347,18.564,18.353,2.52,2.55,2.53,2.5,2.65,9.06,9.06,9.06,9.06,9.06,18.363,18.008,17.262,17.66,18.454
519,9303560,Manila Anch., Philippines,2021-02-19,Manila Anch., Philippines,2021-02-17,0,0,0,0,1,1,0,0,0,0,0,0,16.884,16.783,17.664,19.791,18.787,4.96,11.32,6.12,3.76,3.4,9.06,9.06,9.06,9.06,9.06,16.552,16.688,17.599,18.581,20.157
520,9303560,Manila Anch., Philippines,2021-02-17,Dampier Anch., Australia,2021-02-27,0,0,0,0,1,0,0,1,0,0,0,0,16.532,17.664,19.598,18.94,18.227,23.86,6.12,6.5,3.4,3.49,9.06,9.06,9.06,9.06,9.06,16.554000000000002,16.567999999999998,17.401,20.157,20.157
521,9303560,Dampier Anch., Australia,2021-02-27,Barrow Island, Australia,2021-03-07,0,0,0,0,0,0,1,1,0,0,0,0,15.839,16.009,16.625,16.743,17.671,2.66,2.8,3.16,8.56,11.32,9.06,9.06,9.06,9.06,9.06,15.722,16.352999999999998,15.973,17.355999999999998,16.567999999999998
522,9303560,Barrow Island, Australia,2021-03-07,Yung An, Taiwan,2021-03-18,0,0,0,0,0,1,1,0,0,0,0,0,16.569000000000006,15.915,15.885,16.077,15.841,2.67,2.79,2.7,2.66,2.94,9.06,9.06,9.06,9.06,9.06,16.155,15.981,16.05,15.722,16.258
523,9303560,Yung An, Taiwan,2021-03-18,Dampier Anch., Australia,2021-03-30,0,0,0,0,1,0,0,1,0,0,0,0,18.061,18.42,17.97,16.729,16.569000000000006,2.45,2.58,2.65,2.62,2.72,9.06,9.06,9.06,9.06,9.06,17.749000000000006,17.910999999999994,18.454,16.925,16.368
524,9305116,Singapore Anch. 1, Singapore,2021-03-11,Xiuyu, China,2021-03-25,0,0,0,0,1,1,0,0,0,0,0,0,17.709,16.601,16.235,16.322,15.839,2.7,2.67,2.72,2.87,2.66,9.06,9.06,9.06,9.06,9.06,18.138,16.155,16.368,15.89,15.722
525,9305116,Xiuyu, China,2021-03-25,Tangguh Anch., Indonesia,2021-04-03,0,0,0,0,1,1,0,0,0,0,0,0,18.662,17.737000000000005,18.347,18.564,18.353,2.52,2.55,2.53,2.5,2.65,9.06,9.06,9.06,9.06,9.06,18.363,18.008,17.262,17.66,18.454
