IMO,Port,Country,Arrival,Departure,In Port
9397303,As Suways (Suez) Anch., Egypt,"Apr 29, 04:20","-","-"
9397303,As Suways (Suez) Anch., Egypt,"Apr 28, 11:09","Apr 29, 04:16","17h 6m"
9397303,Ras Laffan, Qatar,"Apr 19, 07:10","Apr 20, 21:37","1d 14h"
9796781,Nagoya, Japan,"May 20, 01:18","May 21, 01:30","1d"
9796781,Pena Blanca Anch., Panama,"Apr 28, 16:00","-","-"
9796781,Panama Canal Anch. Atlantic, Panama,"Apr 25, 19:25","Apr 28, 10:25","2d 15h"
9796781,Freeport, United States (USA),"Apr 19, 18:56","Apr 21, 20:13","2d 1h"
9796781,Freeport Anch., United States (USA),"Apr 18, 16:07","Apr 19, 17:32","1d 1h"
9796793,Yangkou, China,"Apr 25, 04:12","Apr 26, 22:29","1d 18h"
9796793,Gatun Anch., Panama,"Apr 2, 14:33","-","-"
9796793,Panama Canal Anch. Atlantic, Panama,"Apr 2, 10:14","-","-"
9796793,Panama Canal Anch. Atlantic, Panama,"Mar 31, 21:02","Apr 2, 09:16","1d 12h"
9796793,Freeport, United States (USA),"Mar 25, 16:36","Mar 26, 22:07","1d 5h"
9698123,Singapore Anch. 1, Singapore,"May 24, 06:49","-","-"
9698123,Yung An, Taiwan,"May 17, 23:24","May 18, 23:29","1d"
9698123,Darwin, Australia,"May 6, 07:55","May 7, 16:28","1d 8h"
9698123,Yung An, Taiwan,"Apr 29, 23:43","Apr 30, 23:34","23h 51m"
9698123,Darwin, Australia,"Apr 21, 22:58","Apr 23, 08:13","1d 9h"
9810020,Thamesport, United Kingdom (UK),"May 22, 05:41","May 23, 06:22","1d"
9810020,Lake Charles, United States (USA),"May 8, 11:01","May 9, 12:10","1d 1h"
9810020,Panama Canal Anch. Pacific, Panama,"May 2, 09:38","-","-"
9810020,Panama Canal Anch. Pacific, Panama,"May 1, 16:00","May 2, 09:27","17h 26m"
9810020,Nagoya, Japan,"Apr 8, 01:20","Apr 9, 01:18","23h 57m"
9779238,Kawasaki, Japan,"May 24, 00:53","-","-"
9779238,Pena Blanca Anch., Panama,"May 4, 15:42","-","-"
9779238,Cameron, United States (USA),"Apr 30, 15:35","-","-"
9779238,Lake Charles, United States (USA),"Apr 26, 19:23","Apr 30, 13:36","3d 18h"
9779238,Panama Canal Anch. Pacific, Panama,"Apr 20, 14:54","Apr 21, 07:46","16h 52m"
9540716,Singapore Anch. 1, Singapore,"May 4, 06:57","May 7, 11:59","3d 5h"
9540716,Singapore, Singapore,"Apr 2, 04:51","May 4, 01:52","31d 21h"
9540716,Singapore Anch. 1, Singapore,"Mar 28, 04:23","Apr 2, 04:14","4d 23h"
9483877,Hitachi, Japan,"May 18, 00:37","May 19, 05:56","1d 5h"
9483877,Withnell Bay, Australia,"May 6, 00:42","May 7, 06:56","1d 6h"
9483877,Yokohama, Japan,"Apr 23, 00:30","Apr 24, 03:27","1d 2h"
9483877,Withnell Bay, Australia,"Apr 12, 04:00","Apr 13, 11:55","1d 7h"
9483877,Anegasaki, Japan,"-","Mar 26, 05:07","-"
9770440,Sakai, Japan,"Apr 24, 01:08","Apr 25, 06:56","1d 5h"
9770440,Pena Blanca Anch., Panama,"Mar 29, 15:02","-","-"
9770440,Panama Canal Anch. Atlantic, Panama,"Mar 28, 14:09","Mar 29, 09:36","19h 27m"
9770438,Pena Blanca Anch., Panama,"May 8, 15:48","-","-"
9770438,Gatun Anch., Panama,"May 8, 14:51","May 8, 15:42","50m"
9770438,Panama Canal Anch. Atlantic, Panama,"May 7, 13:51","May 8, 10:19","20h 27m"
9770438,Lake Charles, United States (USA),"Apr 30, 23:16","May 2, 19:32","1d 20h"
9770438,Panama Canal Anch. Atlantic, Panama,"Apr 20, 19:54","Apr 20, 23:49","3h 55m"
9337951,Sabine, United States (USA),"May 24, 05:30","-","-"
9337951,Port Arthur Anch., United States (USA),"May 22, 00:59","May 24, 00:54","1d 23h"
9337951,Zeebrugge, Belgium,"Apr 30, 00:06","May 1, 04:13","1d 4h"
9337951,Malta Anch., Malta,"Apr 20, 08:21","Apr 23, 07:47","2d 23h"
9337951,As Suways (Suez) Anch., Egypt,"Apr 16, 12:36","Apr 17, 05:25","16h 49m"
9337963,Sohar Anch., Oman,"May 11, 03:08","May 11, 12:26","9h 17m"
9337963,Ras Laffan Anch., Qatar,"May 7, 01:27","May 10, 01:47","3d"
9337963,Ras Laffan, Qatar,"May 5, 17:11","May 7, 01:06","1d 7h"
9337963,Ras Laffan Anch., Qatar,"Apr 11, 06:08","May 5, 16:06","24d 9h"
9337963,Singapore Anch. 3, Singapore,"Apr 2, 01:43","Apr 2, 18:36","16h 53m"
9337987,Ras Laffan, Qatar,"May 16, 09:12","May 17, 10:41","1d 1h"
9337987,Ras Laffan Anch., Qatar,"May 15, 20:35","May 16, 07:42","11h 6m"
9337987,Jebel Ali, United Arab Emirates (UAE),"May 13, 05:01","May 15, 07:58","2d 2h"
9337987,Ras Laffan Anch., Qatar,"May 10, 09:25","May 12, 13:09","2d 3h"
9337987,Ras Laffan, Qatar,"May 8, 21:46","May 10, 08:37","1d 10h"
9337975,Ras Laffan, Qatar,"May 19, 16:11","May 20, 16:35","1d"
9337975,Ras Laffan Anch., Qatar,"May 17, 17:43","May 19, 15:29","1d 21h"
9337975,Sohar Anch., Oman,"May 16, 03:13","May 16, 18:36","15h 22m"
9337975,Singapore Anch. 1, Singapore,"May 7, 07:12","May 7, 18:49","11h 36m"
9337975,Mab Tapud, Thailand,"May 3, 23:19","-","-"
9360831,Ras Laffan Anch., Qatar,"May 20, 14:01","-","-"
9360831,Dapeng, China,"May 5, 03:32","May 6, 06:31","1d 2h"
9360831,Ras Laffan, Qatar,"Apr 20, 22:05","Apr 22, 08:39","1d 10h"
9360831,Ras Laffan Anch., Qatar,"Apr 11, 05:52","Apr 20, 21:12","9d 15h"
9431147,Ras Laffan Anch., Qatar,"May 19, 14:31","-","-"
9431147,Hazira, India,"May 13, 11:02","May 16, 00:35","2d 13h"
9431147,Ras Laffan Anch., Qatar,"Apr 30, 07:09","May 9, 07:00","8d 23h"
9431147,Ras Laffan, Qatar,"Apr 28, 18:43","Apr 30, 06:32","1d 11h"
9431147,Ras Laffan Anch., Qatar,"Apr 22, 10:41","Apr 28, 18:00","6d 7h"
9431111,Ras Laffan Anch., Qatar,"May 19, 00:26","-","-"
9431111,Port Said Anch., Egypt,"May 10, 09:27","May 11, 00:52","15h 25m"
9431111,Swinoujscie, Poland,"Apr 28, 06:39","Apr 29, 14:52","1d 8h"
9431111,As Suways (Suez) Anch., Egypt,"Apr 15, 05:11","-","-"
9431111,As Suways (Suez) Anch., Egypt,"Apr 14, 16:54","Apr 15, 05:07","12h 13m"
9431135,Ningbo Anch., China,"May 13, 04:43","May 13, 11:14","6h 30m"
9431135,Ras Laffan, Qatar,"Apr 26, 06:03","Apr 27, 07:14","1d 1h"
9431135,Ras Laffan Anch., Qatar,"Apr 23, 17:21","Apr 26, 05:08","2d 11h"
9431123,Ras Laffan Anch., Qatar,"May 22, 01:02","-","-"
9431123,Ras Laffan, Qatar,"May 20, 23:05","May 22, 00:44","1d 1h"
9431123,Ras Laffan Anch., Qatar,"May 17, 19:21","May 20, 21:44","3d 2h"
9431123,Port Said Anch., Egypt,"May 9, 08:07","May 9, 22:28","14h 21m"
9431123,Revithoussa Desfa LNG Term., Greece,"May 5, 16:02","May 7, 14:47","1d 22h"
9397353,Ras Laffan Anch., Qatar,"May 13, 22:34","May 21, 07:21","7d 8h"
9397353,Ras Laffan, Qatar,"May 12, 21:47","May 13, 22:06","1d"
9397353,Mina' al Ahmadi, Kuwait,"May 10, 04:48","May 11, 22:57","1d 18h"
9397353,Ras Laffan Anch., Qatar,"May 6, 18:33","May 9, 06:15","2d 11h"
9397353,Ras Laffan, Qatar,"May 5, 18:53","May 6, 18:06","23h 13m"
9397341,Pyeongtaek, Korea,"May 16, 23:03","May 18, 03:18","1d 4h"
9397341,Ras Laffan, Qatar,"Apr 25, 16:01","Apr 26, 17:26","1d 1h"
9397341,Ras Laffan Anch., Qatar,"Apr 22, 10:22","Apr 25, 14:37","3d 4h"
9397341,Dahej, India,"Apr 17, 00:40","Apr 18, 10:04","1d 9h"
9397341,Ras Laffan, Qatar,"Apr 12, 12:14","Apr 13, 14:13","1d 1h"
9666558,Wheatstone LNG Term., Australia,"May 13, 08:59","May 14, 06:24","21h 25m"
9666558,Kawasaki, Japan,"Apr 24, 01:01","Apr 25, 01:17","1d"
9666558,Darwin, Australia,"Apr 13, 02:09","Apr 14, 06:10","1d 4h"
9666558,Kisarazu, Japan,"Apr 1, 03:55","Apr 2, 06:29","1d 2h"
9666560,Nagoya, Japan,"May 24, 01:17","-","-"
9666560,Wheatstone LNG Term., Australia,"May 9, 09:05","May 10, 05:49","20h 44m"
9666560,Mab Tapud Anch., Thailand,"Apr 21, 03:01","Apr 25, 02:32","3d 23h"
9666560,Mab Tapud, Thailand,"Apr 19, 23:27","Apr 21, 02:35","1d 3h"
9666560,Wheatstone LNG Term., Australia,"Apr 12, 04:48","Apr 13, 12:46","1d 7h"
9696149,Singapore Anch. 1, Singapore,"Apr 28, 04:31","Apr 30, 04:49","2d"
9696149,Ishikariwan Shinko, Japan,"Apr 17, 00:16","Apr 18, 02:27","1d 2h"
9696149,Darwin, Australia,"Apr 2, 23:26","Apr 4, 04:59","1d 5h"
9666998,Gladstone, Australia,"May 21, 22:45","May 23, 03:23","1d 4h"
9666998,Gladstone Anch., Australia,"May 18, 07:04","May 21, 21:05","3d 14h"
9666998,Shikama, Japan,"May 4, 01:50","May 5, 01:52","1d"
9666998,Gladstone, Australia,"Apr 21, 22:30","Apr 23, 03:02","1d 4h"
9666998,Gaolan, China,"Apr 1, 02:50","Apr 2, 08:40","1d 5h"
9743875,Kawasaki, Japan,"May 15, 00:54","May 16, 02:07","1d 1h"
9743875,Prigorodnoye, Russia,"May 9, 01:52","May 10, 04:36","1d 2h"
9743875,"Bintulu,Sarawak", Malaysia,"Apr 18, 01:32","Apr 19, 03:09","1d 1h"
9743875,Kawasaki, Japan,"Apr 7, 02:52","Apr 8, 03:02","1d"
9743875,Darwin, Australia,"-","Mar 26, 00:14","-"
9645748,Shikama, Japan,"May 6, 02:11","May 7, 00:41","22h 29m"
9645748,Kagoshima, Japan,"May 2, 23:14","May 4, 00:41","1d 1h"
9645748,Lese, Papua New Guinea,"Apr 16, 20:31","Apr 17, 22:05","1d 1h"
9360817,Singapore Anch. 3, Singapore,"May 20, 18:58","May 21, 06:09","11h 11m"
9360817,Caofeidian, China,"May 11, 03:25","May 14, 02:14","2d 22h"
9360817,Ras Laffan, Qatar,"Apr 23, 00:13","Apr 24, 18:06","1d 17h"
9360817,Ras Laffan Anch., Qatar,"Apr 16, 01:12","Apr 22, 22:45","6d 21h"
9360817,Singapore Anch. 1, Singapore,"Apr 5, 16:18","Apr 6, 07:37","15h 18m"
