IMO,Port,Country,Arrival,Departure,In Port
9540716,Bahia Blanca, Argentina,"Jun 23, 18:22","Jun 25, 16:49","1d 22h"
9540716,Ras Laffan, Qatar,"May 28, 04:51","May 29, 03:52","23h"
9540716,Singapore Anch. 1, Singapore,"May 4, 06:57","May 7, 11:59","3d 5h"
9540716,Singapore, Singapore,"-","May 4, 01:52","-"
9483877,Yokohama, Japan,"Jun 27, 00:20","Jun 28, 03:23","1d 3h"
9483877,Withnell Bay, Australia,"Jun 17, 07:32","Jun 18, 16:48","1d 9h"
9483877,Yokohama, Japan,"Jun 7, 00:33","Jun 8, 03:16","1d 2h"
9483877,Withnell Bay, Australia,"May 28, 07:28","May 29, 17:03","1d 9h"
9483877,Hitachi, Japan,"May 18, 00:37","May 19, 05:56","1d 5h"
9770440,Panama Canal Anch. Atlantic, Panama,"Jun 20, 21:55","Jun 21, 08:49","10h 53m"
9770440,Lake Charles, United States (USA),"Jun 15, 15:18","Jun 16, 22:37","1d 7h"
9770438,Panama Canal Anch. Pacific, Panama,"Jun 24, 16:55","Jun 25, 07:03","14h 7m"
9770438,Yokohama, Japan,"Jun 1, 02:08","Jun 2, 06:37","1d 4h"
9770438,Pena Blanca Anch., Panama,"May 8, 15:48","-","-"
9770438,Gatun Anch., Panama,"May 8, 14:51","May 8, 15:42","50m"
9770438,Panama Canal Anch. Atlantic, Panama,"May 7, 13:51","May 8, 10:19","20h 27m"
9337951,Ras Laffan Anch., Qatar,"Jun 26, 18:42","Jun 28, 06:11","1d 11h"
9337951,Ras Laffan, Qatar,"Jun 25, 16:19","Jun 26, 18:14","1d 1h"
9337951,Hazira, India,"Jun 21, 00:07","Jun 22, 08:35","1d 8h"
9337951,Port Said Anch., Egypt,"Jun 12, 14:13","Jun 13, 04:13","13h 59m"
9337951,Sabine, United States (USA),"May 24, 05:30","May 25, 16:32","1d 11h"
9337987,Ras Laffan, Qatar,"Jun 22, 16:50","Jun 23, 17:25","1d"
9337987,Singapore Anch. 1, Singapore,"Jun 13, 01:26","Jun 13, 16:42","15h 16m"
9337987,Kisarazu, Japan,"Jun 5, 00:06","Jun 6, 05:25","1d 5h"
9337987,Ras Laffan, Qatar,"May 16, 09:12","May 17, 10:41","1d 1h"
9337987,Ras Laffan Anch., Qatar,"May 15, 20:35","May 16, 07:42","11h 6m"
9337975,Port Said Anch., Egypt,"Jun 27, 15:01","Jun 28, 02:04","11h 3m"
9337975,Swinoujscie, Poland,"Jun 15, 06:37","Jun 16, 21:39","1d 15h"
9337975,Malta Anch., Malta,"Jun 1, 04:22","Jun 5, 15:20","4d 10h"
9337975,As Suways (Suez) Anch., Egypt,"May 28, 13:19","May 29, 04:06","14h 46m"
9337975,Ras Laffan, Qatar,"May 19, 16:11","May 20, 16:35","1d"
9337963,Singapore Anch. 1, Singapore,"Jun 21, 18:06","Jun 22, 02:04","7h 57m"
9337963,Gaolan, China,"Jun 16, 01:35","Jun 18, 09:32","2d 7h"
9337963,Ras Laffan, Qatar,"Jun 1, 19:04","Jun 2, 20:46","1d 1h"
9337963,Ras Laffan Anch., Qatar,"May 31, 02:05","Jun 1, 18:27","1d 16h"
9337963,Sohar Anch., Oman,"May 29, 19:46","May 30, 01:43","5h 56m"
9360831,Antwerpen Anch., Belgium,"Jun 25, 09:20","-","-"
9360831,Antwerpen Anch., Belgium,"Jun 20, 12:19","Jun 24, 10:13","3d 21h"
9360831,Zeebrugge, Belgium,"Jun 19, 02:47","Jun 20, 10:38","1d 7h"
9360831,Malta Anch., Malta,"Jun 6, 10:00","Jun 11, 16:06","5d 6h"
9360831,As Suways (Suez) Anch., Egypt,"Jun 2, 10:15","Jun 3, 03:49","17h 33m"
9431123,Ras Laffan, Qatar,"Jun 28, 16:21","-","-"
9431123,Ras Laffan Anch., Qatar,"Jun 27, 01:57","Jun 28, 15:35","1d 13h"
9431123,Singapore, Singapore,"Jun 16, 23:34","Jun 18, 08:20","1d 8h"
9431123,Ras Laffan Anch., Qatar,"May 22, 01:02","Jun 6, 11:56","15d 10h"
9431123,Ras Laffan, Qatar,"May 20, 23:05","May 22, 00:44","1d 1h"
9397353,Ras Laffan, Qatar,"Jun 20, 19:10","Jun 21, 20:10","1d"
9397353,Ras Laffan Anch., Qatar,"Jun 17, 02:47","Jun 20, 17:05","3d 14h"
9397353,Dahej, India,"Jun 11, 22:58","Jun 13, 12:54","1d 13h"
9397353,Ras Laffan Anch., Qatar,"Jun 3, 07:54","Jun 8, 02:33","4d 18h"
9397353,Ras Laffan, Qatar,"Jun 2, 06:45","Jun 3, 07:09","1d"
9431111,Port Said Anch., Egypt,"Jun 24, 06:45","Jun 25, 03:36","20h 51m"
9431111,Malta Bunkering Area 3, Malta,"Jun 20, 14:24","Jun 21, 06:47","16h 23m"
9431111,Escombreras, Spain,"Jun 17, 08:03","Jun 18, 13:20","1d 5h"
9431111,Adriatic LNG LNG Term., Italy,"Jun 12, 14:27","Jun 13, 16:31","1d 2h"
9431111,Chioggia Anch., Italy,"Jun 10, 21:10","Jun 12, 13:06","1d 15h"
9431135,Ras Laffan, Qatar,"Jun 15, 03:50","Jun 16, 07:20","1d 3h"
9431135,Ras Laffan Anch., Qatar,"Jun 9, 16:46","Jun 15, 02:30","5d 9h"
9431135,Jebel Ali, United Arab Emirates (UAE),"Jun 5, 04:13","Jun 8, 13:10","3d 8h"
9431135,Ningbo Anch., China,"May 13, 04:43","May 13, 11:14","6h 30m"
9431147,Ras Laffan, Qatar,"Jun 29, 15:33","-","-"
9431147,Ras Laffan Anch., Qatar,"Jun 28, 11:13","Jun 29, 14:42","1d 3h"
9431147,Port Said Anch., Egypt,"Jun 19, 11:56","Jun 20, 03:51","15h 55m"
9431147,Malta Anch., Malta,"Jun 15, 18:50","Jun 16, 18:49","23h 59m"
9431147,Malta Bunkering Area 3, Malta,"Jun 15, 03:25","Jun 15, 18:48","15h 23m"
9397341,Ras Laffan, Qatar,"Jun 5, 20:13","Jun 6, 19:48","23h 34m"
9397341,Ras Laffan Anch., Qatar,"Jun 3, 03:05","Jun 5, 19:08","2d 16h"
9397341,Pyeongtaek, Korea,"May 16, 23:03","May 18, 03:18","1d 4h"
9666560,Yokkaichi, Japan,"Jun 24, 01:14","Jun 25, 00:22","23h 8m"
9666560,Nagoya, Japan,"May 24, 01:17","May 25, 01:13","23h 55m"
9666560,Wheatstone LNG Term., Australia,"May 9, 09:05","May 10, 05:49","20h 44m"
9666558,Caofeidian, China,"May 29, 07:58","May 30, 09:47","1d 1h"
9666558,Wheatstone LNG Term., Australia,"May 13, 08:59","May 14, 06:24","21h 25m"
9696149,Darwin Anch., Australia,"Jun 26, 02:27","Jun 29, 12:42","3d 10h"
9696149,Singapore Anch. 1, Singapore,"May 26, 14:24","May 29, 05:26","2d 15h"
9696149,Singapore, Singapore,"Apr 30, 05:35","May 26, 03:36","25d 22h"
9696149,Singapore Anch. 1, Singapore,"-","Apr 30, 04:49","-"
9666998,Gladstone, Australia,"Jun 21, 23:58","Jun 23, 03:36","1d 3h"
9666998,Singapore, Singapore,"Jun 7, 23:43","Jun 9, 02:07","1d 2h"
9666998,Singapore Anch. 1, Singapore,"Jun 7, 09:42","Jun 7, 23:38","13h 56m"
9666998,Gladstone, Australia,"May 21, 22:45","May 23, 03:23","1d 4h"
9666998,Gladstone Anch., Australia,"May 18, 07:04","May 21, 21:05","3d 14h"
9743875,Yokohama, Japan,"Jun 7, 23:14","-","-"
9743875,Kawasaki, Japan,"May 15, 00:54","May 16, 02:07","1d 1h"
9743875,Prigorodnoye, Russia,"May 9, 01:52","May 10, 04:36","1d 2h"
9645748,Sakai, Japan,"Jun 7, 00:55","Jun 8, 02:22","1d 1h"
9645748,Shikama, Japan,"May 6, 02:11","May 7, 00:41","22h 29m"
9645748,Kagoshima, Japan,"May 2, 23:14","May 4, 00:41","1d 1h"
9338266,Milford Haven, United Kingdom (UK),"Jun 20, 05:47","Jun 21, 17:03","1d 11h"
9338266,Malta Anch., Malta,"Jun 5, 20:03","Jun 8, 15:42","2d 19h"
9338266,Malta Bunkering Area 3, Malta,"Jun 5, 07:11","Jun 5, 20:02","12h 50m"
9338266,Ras Laffan, Qatar,"May 23, 19:13","May 24, 22:05","1d 2h"
9338266,Ras Laffan Anch., Qatar,"May 20, 00:49","May 23, 18:06","3d 17h"
9360817,Ras Laffan, Qatar,"Jun 26, 22:41","Jun 28, 00:27","1d 1h"
9360817,Ras Laffan Anch., Qatar,"Jun 24, 02:40","Jun 26, 20:24","2d 17h"
9360817,Mina' al Ahmadi, Kuwait,"Jun 21, 05:04","Jun 23, 09:15","2d 4h"
9360817,Hazira, India,"Jun 15, 05:36","Jun 16, 07:00","1d 1h"
9360817,Ras Laffan Anch., Qatar,"Jun 5, 18:07","Jun 11, 10:49","5d 16h"
9360805,Ras Laffan Anch., Qatar,"Jun 15, 02:21","Jun 17, 11:53","2d 9h"
9360805,Ras Laffan, Qatar,"Jun 14, 00:31","Jun 15, 02:01","1d 1h"
9360805,Ras Laffan Anch., Qatar,"Jun 12, 06:44","Jun 13, 23:23","1d 16h"
9360805,Singapore Anch. 1, Singapore,"May 31, 02:24","Jun 1, 07:10","1d 4h"
9360805,Yung An, Taiwan,"May 26, 02:00","May 26, 23:36","21h 36m"
9360829,Ras Laffan, Qatar,"Jun 14, 10:50","Jun 15, 08:57","22h 7m"
9360829,Ras Laffan Anch., Qatar,"Jun 13, 14:30","Jun 14, 10:06","19h 36m"
9360829,Ras Laffan Anch., Qatar,"Jun 7, 02:26","Jun 13, 14:18","6d 11h"
9360829,Singapore Anch. 1, Singapore,"May 27, 08:51","May 27, 15:30","6h 39m"
9360829,Incheon, Korea,"May 19, 03:10","May 20, 07:18","1d 4h"
9360790,Ras Laffan Anch., Qatar,"Jun 19, 01:23","Jun 23, 15:24","4d 14h"
9360790,Ras Laffan Anch., Qatar,"Jun 11, 10:06","Jun 16, 19:43","5d 9h"
9360790,Port Said Anch., Egypt,"Jun 2, 15:11","Jun 3, 01:26","10h 15m"
9360790,Swinoujscie, Poland,"May 21, 06:25","May 22, 13:36","1d 7h"
9360790,As Suways (Suez) Anch., Egypt,"May 6, 08:13","May 7, 05:19","21h 6m"
9337743,Adriatic LNG LNG Term., Italy,"Jun 26, 14:01","Jun 27, 16:58","1d 2h"
9337743,As Suways (Suez) Anch., Egypt,"Jun 20, 14:35","Jun 21, 05:01","14h 25m"
9337743,Ras Laffan, Qatar,"Jun 11, 19:35","Jun 12, 20:34","1d"
9337743,Ras Laffan Anch., Qatar,"Jun 11, 01:04","Jun 11, 18:06","17h 2m"
9337743,Singapore Anch. 1, Singapore,"May 31, 04:23","Jun 1, 02:42","22h 19m"
9337705,Shikama, Japan,"Jun 28, 04:20","Jun 29, 07:04","1d 2h"
9337705,Singapore Anch. 1, Singapore,"Jun 19, 23:00","Jun 20, 14:42","15h 42m"
9337705,Ras Laffan Anch., Qatar,"Jun 8, 23:56","Jun 10, 11:21","1d 11h"
9337705,Ras Laffan, Qatar,"Jun 7, 11:49","Jun 8, 23:32","1d 11h"
9337705,Ras Laffan Anch., Qatar,"Jun 5, 06:08","Jun 7, 10:32","2d 4h"
9337731,Ningbo, China,"Jun 27, 05:19","Jun 29, 07:11","2d 1h"
9337731,Ras Laffan, Qatar,"Jun 7, 15:37","Jun 8, 16:26","1d"
9337731,Ras Laffan Anch., Qatar,"Jun 3, 19:59","Jun 7, 15:15","3d 19h"
9337731,Port Said Anch., Egypt,"May 26, 14:44","May 27, 03:24","12h 40m"
9337731,Malta Bunkering Area 3, Malta,"May 23, 07:03","May 24, 06:06","23h 3m"
9337717,Anegasaki, Japan,"Jun 29, 06:04","-","-"
9337717,Singapore Anch. 1, Singapore,"Jun 20, 22:47","Jun 21, 20:05","21h 17m"
9337717,Ras Laffan, Qatar,"Jun 10, 03:47","Jun 12, 04:33","2d"
9337717,Mab Tapud, Thailand,"May 28, 22:19","May 30, 03:46","1d 5h"
9337717,Ras Laffan Anch., Qatar,"May 12, 04:31","May 15, 01:48","2d 21h"
9360843,Barrow Island, Australia,"Jun 29, 05:27","-","-"
9360843,Singapore Anch. 1, Singapore,"Jun 9, 08:25","Jun 10, 03:14","18h 49m"
9360843,Gaolan, China,"Jun 3, 03:34","Jun 5, 10:44","2d 7h"
9360843,Ras Laffan, Qatar,"May 17, 12:41","May 18, 17:38","1d 4h"
9360843,Ras Laffan Anch., Qatar,"May 15, 08:46","May 17, 11:53","2d 3h"
9360867,Ras Laffan Anch., Qatar,"Jun 20, 19:08","Jun 21, 13:21","18h 12m"
9360867,Ras Laffan, Qatar,"Jun 19, 18:49","Jun 20, 18:43","23h 53m"
9360867,Ras Laffan Anch., Qatar,"Jun 13, 18:49","Jun 19, 18:24","5d 23h"
9360867,Mina' al Ahmadi, Kuwait,"Jun 10, 19:36","Jun 12, 23:24","2d 3h"
9360867,Mina' 'Abd Allah Anch., Kuwait,"Jun 10, 09:30","Jun 10, 18:35","9h 5m"
9360855,Ras Laffan Anch., Qatar,"Jun 23, 21:35","-","-"
9360855,Singapore Anch. 1, Singapore,"Jun 11, 03:18","Jun 15, 08:17","4d 4h"
9360855,Mab Tapud, Thailand,"Jun 6, 06:50","Jun 7, 13:43","1d 6h"
9360855,Ras Laffan, Qatar,"May 23, 09:11","May 24, 11:33","1d 2h"
9360855,Ras Laffan Anch., Qatar,"May 22, 07:29","May 23, 08:16","1d"
9397327,Ras Laffan, Qatar,"Jun 20, 15:48","Jun 21, 17:06","1d 1h"
9397327,Ras Laffan Anch., Qatar,"Jun 20, 03:24","Jun 20, 15:01","11h 37m"
9397327,Singapore Anch. 1, Singapore,"Jun 10, 07:41","Jun 10, 23:53","16h 12m"
9397327,Kisarazu, Japan,"Jun 2, 00:07","Jun 3, 06:50","1d 6h"
9397327,Ras Laffan, Qatar,"May 14, 20:00","May 16, 20:00","2d"
9337729,Port Said Anch., Egypt,"Jun 27, 16:10","Jun 28, 02:43","10h 32m"
9337729,Kali Limenes Term., Greece,"Jun 26, 03:29","Jun 26, 15:56","12h 27m"
9337729,Adriatic LNG LNG Term., Italy,"Jun 22, 16:16","Jun 23, 18:25","1d 2h"
9337729,As Suways (Suez) Anch., Egypt,"Jun 17, 11:09","Jun 18, 05:10","18h 1m"
9337729,Ras Laffan, Qatar,"Jun 8, 20:14","Jun 9, 19:32","23h 18m"
9397339,Ras Laffan Anch., Qatar,"Jun 25, 01:48","-","-"
9397339,Ras Laffan Anch., Qatar,"May 25, 19:31","May 26, 14:13","18h 41m"
9397339,Ras Laffan, Qatar,"May 24, 19:54","May 25, 19:07","23h 13m"
9397339,Ras Laffan Anch., Qatar,"May 16, 18:16","May 24, 18:34","8d"
9397339,Mina' al Ahmadi, Kuwait,"May 14, 05:04","May 16, 00:09","1d 19h"
9774135,Panama Canal Anch. Atlantic, Panama,"Jun 27, 16:14","Jun 28, 10:17","18h 3m"
9791212,Panama Canal Anch. Atlantic, Panama,"May 12, 14:33","May 13, 10:59","20h 26m"
9791212,Ingleside, United States (USA),"May 6, 22:58","May 8, 05:37","1d 6h"
9791200,Freeport, United States (USA),"Jun 24, 12:01","Jun 25, 17:39","1d 5h"
9791200,Freeport Anch., United States (USA),"Jun 18, 18:13","Jun 24, 11:15","5d 17h"
9791200,Dunkerque, France,"May 29, 15:05","May 30, 16:48","1d 1h"
9791200,Freeport, United States (USA),"May 12, 13:11","May 13, 16:40","1d 3h"
9791200,Gatun Anch., Panama,"May 7, 16:34","-","-"
9360879,Ras Laffan Anch., Qatar,"Jun 29, 10:46","-","-"
9360879,Port Said Anch., Egypt,"Jun 20, 08:27","Jun 21, 02:44","18h 16m"
9360879,Gibraltar West Anch., Gibraltar,"Jun 14, 18:20","Jun 15, 13:47","19h 27m"
9360879,Swinoujscie, Poland,"Jun 7, 06:30","Jun 8, 20:00","1d 13h"
9360879,Gibraltar West Anch., Gibraltar,"May 31, 05:58","May 31, 22:40","16h 41m"
9360908,Ras Laffan, Qatar,"Jun 26, 18:07","Jun 28, 07:43","1d 13h"
9360908,Ras Laffan Anch., Qatar,"Jun 26, 09:54","Jun 26, 17:43","7h 49m"
9360908,Singapore Anch. 1, Singapore,"Jun 15, 19:05","Jun 16, 09:19","14h 14m"
9360908,Mab Tapud, Thailand,"Jun 12, 10:13","Jun 13, 20:44","1d 10h"
9360908,Ras Laffan, Qatar,"May 30, 18:11","May 31, 19:35","1d 1h"
9360881,Ras Laffan Anch., Qatar,"Jun 19, 21:24","-","-"
9360881,Jebel Ali, United Arab Emirates (UAE),"Jun 15, 04:59","Jun 19, 05:06","4d"
9360881,Dubai Anch., United Arab Emirates (UAE),"Jun 12, 09:52","Jun 14, 23:52","2d 14h"
9360881,Ras Laffan, Qatar,"Jun 10, 06:03","Jun 11, 18:56","1d 12h"
9360881,Ras Laffan Anch., Qatar,"Jun 4, 18:28","Jun 10, 04:37","5d 10h"
9360893,As Suways (Suez) Anch., Egypt,"Jun 25, 11:03","Jun 26, 04:52","17h 49m"
9360893,Ras Laffan Anch., Qatar,"Jun 16, 18:37","Jun 17, 14:29","19h 52m"
9360893,Ras Laffan, Qatar,"Jun 15, 06:34","Jun 16, 18:19","1d 11h"
9360893,Port Said Anch., Egypt,"Jun 6, 12:36","Jun 7, 03:53","15h 17m"
9360893,Gibraltar West Anch., Gibraltar,"Jun 1, 00:52","Jun 1, 21:28","20h 36m"
9714290,Kisarazu, Japan,"Jun 7, 00:07","Jun 8, 02:17","1d 2h"
9714290,Gwangyang, Korea,"May 15, 23:56","May 17, 02:17","1d 2h"
9714290,Hongqiao, China,"May 1, 06:35","May 2, 08:26","1d 1h"
9714276,Gladstone, Australia,"Jun 14, 04:59","Jun 15, 10:09","1d 5h"
9714276,Gladstone Anch., Australia,"Jun 12, 23:46","Jun 14, 03:09","1d 3h"
9714276,Yung An, Taiwan,"Jun 2, 01:58","Jun 2, 23:41","21h 42m"
9714276,Dapeng, China,"May 12, 05:33","May 13, 07:09","1d 1h"
9714305,Gladstone, Australia,"Jun 29, 05:17","-","-"
9714305,Pengerang, Malaysia,"Jun 18, 01:13","Jun 19, 01:54","1d"
9714305,"Pasir Gudang,Johor Anch.", Malaysia,"Jun 17, 06:22","Jun 18, 01:06","18h 44m"
9714305,"Pasir Gudang,Johor Anch.", Malaysia,"Jun 7, 06:21","Jun 8, 04:14","21h 52m"
9714305,Kitakyushu, Japan,"May 11, 01:52","May 12, 04:56","1d 3h"
9714288,Tieshan, China,"Jun 24, 05:54","Jun 25, 10:12","1d 4h"
9714288,"Bintulu,Sarawak", Malaysia,"Jun 15, 03:55","-","-"
9714288,Pengerang, Malaysia,"May 27, 05:58","May 28, 06:34","1d"
9714288,Gladstone, Australia,"May 2, 06:47","May 3, 13:04","1d 6h"
9756389,Tianjin Xingang, China,"Jun 22, 01:36","Jun 24, 01:49","2d"
9756389,Gaolan, China,"May 28, 02:07","May 29, 10:01","1d 7h"
9756389,Dongjiakou, China,"May 4, 03:51","May 5, 05:35","1d 1h"
9750713,Dunkerque, France,"Jun 25, 01:43","Jun 26, 01:46","1d"
9750713,Sabetta, Russia,"Jun 17, 01:11","Jun 18, 11:05","1d 9h"
9750713,Rotterdam Maasvlakte, Netherlands,"Jun 8, 21:04","Jun 9, 19:34","22h 30m"
