IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime
9336737,Ambon Anch., Indonesia,"05/01, 04:16",Bontang, Indonesia,"05/07, 04:57"
9336749,Escombreras, Spain,"04/22, 12:28",Freeport, United States (USA),"05/05, 12:17"
9337705,As Suways (Suez) Anch., Egypt,"04/03, 14:34",Milford Haven, United Kingdom (UK),"04/14, 09:26"
9337705,Port Said Anch., Egypt,"04/23, 14:44",Ras Laffan Anch., Qatar,"05/01, 17:41"
9337705,Ras Laffan Anch., Qatar,"05/01, 17:41",Ras Laffan, Qatar,"05/03, 20:08"
9337717,Mab Tapud, Thailand,"04/07, 00:25",Ras Laffan, Qatar,"04/29, 20:41"
9337717,Ras Laffan, Qatar,"04/29, 20:41",Ras Laffan Anch., Qatar,"05/01, 06:40"
9337717,Ras Laffan Anch., Qatar,"05/01, 06:40",Port Qasim Anch., Pakistan,"05/04, 23:06"
9337717,Port Qasim Anch., Pakistan,"05/04, 23:06",Port Qasim, Pakistan,"05/05, 10:50"
9337729,Dahej, India,"04/19, 02:01",Ras Laffan, Qatar,"04/27, 10:09"
9337729,Ras Laffan, Qatar,"04/27, 10:09",As Suways (Suez) Anch., Egypt,"05/05, 09:30"
9337731,Singapore Anch. 1, Singapore,"04/15, 14:21",Ras Laffan, Qatar,"05/02, 19:28"
9337743,Port Said Anch., Egypt,"04/18, 06:52",Ras Laffan, Qatar,"04/30, 11:33"
9337755,Mab Tapud, Thailand,"03/29, 23:15",Ras Laffan Anch., Qatar,"04/11, 10:53"
9337755,Ras Laffan Anch., Qatar,"04/14, 18:18",Incheon, Korea,"05/04, 00:03"
9337951,Malta Anch., Malta,"04/20, 08:21",Zeebrugge, Belgium,"04/30, 00:06"
9337963,Singapore Anch. 3, Singapore,"04/02, 01:43",Ras Laffan, Qatar,"05/05, 17:11"
9337975,Ras Laffan Anch., Qatar,"04/15, 09:01",Mab Tapud, Thailand,"05/03, 23:19"
9337975,Mab Tapud, Thailand,"05/03, 23:19",Singapore Anch. 1, Singapore,"05/07, 07:12"
9337987,As Suways (Suez) Anch., Egypt,"04/05, 16:17",Swinoujscie, Poland,"04/18, 06:48"
9337987,Swinoujscie, Poland,"04/18, 06:48",Port Said Anch., Egypt,"04/30, 09:49"
9338266,Ras Laffan Anch., Qatar,"04/12, 09:16",Yangkou, China,"05/01, 06:47"
9338929,Tianjin Xingang, China,"03/08, 01:05",Tianjin Xingang, China,"04/26, 01:12"
9338929,Tianjin Xingang, China,"04/26, 01:12",Tianjin Anch., China,"04/28, 01:58"
9338955,Niigata, Japan,"03/08, 00:53",Yung An, Taiwan,"04/05, 23:52"
9338955,Yung An, Taiwan,"04/05, 23:52",Niigata, Japan,"04/27, 01:05"
9339260,Dunkerque, France,"04/15, 10:33",Freeport Anch., United States (USA),"04/27, 21:47"
9339260,Freeport Anch., United States (USA),"04/27, 21:47",Freeport, United States (USA),"04/28, 14:05"
9341689,Dapeng, China,"02/25, 05:11",Jakarta Anch., Indonesia,"03/28, 02:35"
9349942,Singapore Anch. 1, Singapore,"04/13, 04:26",Hiroshima, Japan,"05/02, 03:01"
9351971,Dapeng, China,"04/05, 03:30",Withnell Bay, Australia,"04/22, 02:52"
9351971,Withnell Bay, Australia,"04/22, 02:52",Yokohama, Japan,"05/06, 01:55"
9352860,As Suways (Suez) Anch., Egypt,"04/08, 17:09",Chioggia Anch., Italy,"04/14, 10:52"
9352860,Dumyat (Damietta) Anch., Egypt,"04/23, 21:20",Port Said Anch., Egypt,"04/26, 10:17"
9355604,Panama Canal Anch. Atlantic, Panama,"03/10, 22:12",Maojia, China,"04/10, 02:58"
9360790,Mina' al Ahmadi, Kuwait,"04/18, 22:06",As Suways (Suez) Anch., Egypt,"05/06, 08:13"
9360805,As Suways (Suez) Anch., Egypt,"04/08, 05:40",Milford Haven, United Kingdom (UK),"04/19, 19:46"
9360805,Gibraltar West Anch., Gibraltar,"04/24, 08:30",Port Said Anch., Egypt,"04/30, 08:35"
9360829,As Suways (Suez) Anch., Egypt,"03/21, 14:07",Zeebrugge, Belgium,"04/03, 19:02"
9360829,Port Said Anch., Egypt,"04/22, 13:48",Ras Laffan Anch., Qatar,"04/30, 13:58"
9360829,Ras Laffan Anch., Qatar,"04/30, 13:58",Ras Laffan, Qatar,"05/02, 05:19"
9360831,Ras Laffan, Qatar,"04/20, 22:05",Dapeng, China,"05/05, 03:32"
9360843,Ras Laffan, Qatar,"04/10, 00:13",Ningbo, China,"04/28, 04:14"
9360843,Ningbo, China,"04/28, 04:14",Singapore Anch. 1, Singapore,"05/05, 08:24"
9360855,Dapeng, China,"02/22, 03:39",Ras Laffan Anch., Qatar,"03/09, 12:48"
9360867,Ras Laffan Anch., Qatar,"04/19, 19:54",Mina' al Ahmadi, Kuwait,"04/23, 04:39"
9360867,Mina' al Ahmadi, Kuwait,"04/23, 04:39",Ras Laffan, Qatar,"05/06, 17:04"
9360879,Tianjin Xingang, China,"04/23, 01:26",Tianjin Xingang, China,"04/26, 01:31"
9360879,Tianjin Xingang, China,"04/26, 01:31",Singapore Anch. 1, Singapore,"05/05, 04:26"
9360881,Ras Laffan, Qatar,"04/08, 15:58",Incheon, Korea,"04/27, 03:58"
9360881,Incheon, Korea,"04/27, 03:58",Singapore Anch. 1, Singapore,"05/04, 12:16"
9360893,Mab Tapud, Thailand,"04/15, 23:19",Ras Laffan Anch., Qatar,"04/29, 15:30"
9360922,Kisarazu, Japan,"04/19, 00:10",Lese, Papua New Guinea,"04/28, 20:21"
9361639,Lese, Papua New Guinea,"04/20, 20:21",Dongjiakou, China,"05/01, 00:21"
9361990,Gwangyang, Korea,"02/12, 08:45",Tangguh Anch., Indonesia,"02/22, 00:02"
9361990,Tangguh Anch., Indonesia,"04/18, 00:52",Pyeongtaek, Korea,"04/29, 07:04"
9369473,Dapeng, China,"04/24, 03:20",Hong Kong Anch., Hong Kong,"04/25, 11:52"
9369473,Hong Kong Anch., Hong Kong,"04/25, 11:52",Withnell Bay, Australia,"05/04, 05:26"
9369899,Dampier Anch., Australia,"04/24, 23:15",Withnell Bay, Australia,"04/26, 10:50"
9369904,Swinoujscie, Poland,"04/10, 06:25",Ingleside, United States (USA),"04/25, 15:13"
9372731,Yangkou, China,"04/18, 07:19",Ras Laffan Anch., Qatar,"05/05, 10:27"
9372731,Ras Laffan Anch., Qatar,"05/05, 10:27",Ras Laffan, Qatar,"05/07, 10:15"
9372963,Incheon, Korea,"04/14, 00:05",Gladstone, Australia,"04/28, 15:15"
9372999,Okpo Anch., Korea,"03/13, 08:05",Okpo Anch., Korea,"04/28, 22:40"
9372999,Okpo Anch., Korea,"04/28, 22:40",Okpo Anch., Korea,"05/01, 22:50"
9373008,Okpo Anch., Korea,"03/29, 03:54",Prigorodnoye, Russia,"05/03, 21:15"
9373010,Sabine, United States (USA),"03/09, 14:29",Pena Blanca Anch., Panama,"03/15, 15:03"
9373010,Okpo Anch., Korea,"04/09, 23:22",Panama Canal Anch. Pacific, Panama,"05/03, 13:20"
9376294,Niigata, Japan,"04/21, 00:56",Prigorodnoye, Russia,"04/25, 08:14"
9376294,Prigorodnoye, Russia,"04/25, 08:14",Kawasaki, Japan,"05/01, 00:53"
9377547,Ras Laffan, Qatar,"04/15, 20:56",Dahej, India,"04/20, 08:48"
9377547,Dahej, India,"04/20, 08:48",Ras Laffan, Qatar,"04/24, 13:10"
9377547,Ras Laffan, Qatar,"04/24, 13:10",Dahej, India,"04/30, 06:08"
9377547,Dahej, India,"04/30, 06:08",Al Fujayrah Anch., United Arab Emirates (UAE),"05/05, 03:10"
9383900,Panama Canal Anch. Pacific, Panama,"04/05, 15:53",Lake Charles, United States (USA),"04/12, 15:31"
9388819,Malta Anch., Malta,"04/24, 06:30",Milford Haven, United Kingdom (UK),"04/30, 23:56"
9388819,Milford Haven, United Kingdom (UK),"04/30, 23:56",Gibraltar West Anch., Gibraltar,"05/05, 14:19"
9388821,Ras Laffan, Qatar,"03/22, 11:12",Milford Haven, United Kingdom (UK),"04/21, 09:53"
9388821,Milford Haven, United Kingdom (UK),"04/21, 09:53",Port Said Anch., Egypt,"05/01, 10:18"
9388833,Pyeongtaek, Korea,"04/23, 05:17",Singapore Anch. 1, Singapore,"05/01, 22:46"
9390185,Dahej, India,"04/16, 00:03",Mina al Fahl Anch., Oman,"04/27, 06:08"
9397286,Gibraltar West Anch., Gibraltar,"04/23, 02:02",Port Said Anch., Egypt,"04/28, 12:22"
9397286,Port Said Anch., Egypt,"04/28, 12:22",Ras Laffan Anch., Qatar,"05/06, 17:30"
9397298,Ras Laffan Anch., Qatar,"04/17, 02:06",Yangkou, China,"05/05, 04:04"
9397303,As Suways (Suez) Anch., Egypt,"03/18, 09:44",Milford Haven, United Kingdom (UK),"03/30, 00:15"
9397315,Milford Haven, United Kingdom (UK),"04/24, 00:21",Malta Anch., Malta,"04/30, 14:13"
9397315,Malta Anch., Malta,"04/30, 14:13",Malta Bunkering Area 3, Malta,"04/30, 22:53"
9397315,Malta Bunkering Area 3, Malta,"04/30, 22:53",Port Said Anch., Egypt,"05/04, 08:03"
9397327,Ras Laffan Anch., Qatar,"04/16, 12:49",Mab Tapud, Thailand,"04/30, 22:23"
9397327,Mab Tapud, Thailand,"04/30, 22:23",Singapore Anch. 1, Singapore,"05/04, 08:35"
9397339,Port Qasim, Pakistan,"04/20, 08:33",Ras Laffan, Qatar,"05/03, 03:45"
9397341,Dahej, India,"04/17, 00:40",Ras Laffan, Qatar,"04/25, 16:01"
9397353,Milford Haven, United Kingdom (UK),"04/15, 21:53",Port Said Anch., Egypt,"04/25, 12:28"
9397353,Port Said Anch., Egypt,"04/25, 12:28",Port Said Anch., Egypt,"04/26, 10:43"
9397353,Port Said Anch., Egypt,"04/26, 10:43",Ras Laffan Anch., Qatar,"05/05, 03:20"
9397353,Ras Laffan Anch., Qatar,"05/05, 03:20",Ras Laffan, Qatar,"05/05, 18:53"
9401295,Panama Canal Anch. Pacific, Panama,"02/24, 14:22",Freeport, United States (USA),"03/19, 13:15"
9401295,Freeport, United States (USA),"03/19, 13:15",Boryeong, Korea,"04/30, 03:09"
9403645,Taichung, Taiwan,"04/14, 21:40",Ras Laffan, Qatar,"05/01, 09:20"
9403657,Ras Laffan, Qatar,"04/21, 03:40",Taichung, Taiwan,"05/04, 22:20"
9403669,Ras Laffan, Qatar,"04/16, 22:31",Taichung, Taiwan,"04/30, 21:31"
9403671,Taichung, Taiwan,"04/23, 03:18",Ras Laffan, Qatar,"05/07, 03:49"
9405588,Withnell Bay, Australia,"04/13, 00:19",Dapeng, China,"04/26, 03:15"
9405588,Dapeng, China,"04/26, 03:15",Darwin, Australia,"05/03, 15:56"
9412880,Pyeongtaek, Korea,"03/26, 04:05",Shikama, Japan,"04/26, 01:18"
9413327,Freeport, United States (USA),"04/17, 14:26",Swinoujscie, Poland,"05/06, 18:57"
9418365,Milford Haven, United Kingdom (UK),"03/23, 10:41",Ras Laffan Anch., Qatar,"04/20, 12:00"
9431111,As Suways (Suez) Anch., Egypt,"04/14, 16:54",Swinoujscie, Poland,"04/28, 06:39"
9431123,As Suways (Suez) Anch., Egypt,"04/13, 10:57",Revithoussa Desfa LNG Term., Greece,"05/05, 16:02"
9431135,Gibraltar East Anch., Gibraltar,"03/28, 23:24",Ras Laffan, Qatar,"04/26, 06:03"
9431147,Gibraltar West Anch., Gibraltar,"03/25, 04:53",Ras Laffan, Qatar,"04/28, 18:43"
9431214,Ras Laffan, Qatar,"04/23, 04:01",As Suways (Suez) Anch., Egypt,"05/02, 11:19"
9431214,As Suways (Suez) Anch., Egypt,"05/02, 11:19",Malta Anch., Malta,"05/06, 04:21"
9433717,Wheatstone LNG Term., Australia,"04/15, 22:18",Yangkou, China,"04/27, 04:14"
9433884,Shikama, Japan,"04/24, 23:36",Matsuyama, Japan,"04/27, 01:02"
9433884,Matsuyama, Japan,"04/27, 01:02",Shikama, Japan,"05/03, 23:35"
9433884,Shikama, Japan,"05/03, 23:35",Matsuyama, Japan,"05/06, 00:45"
9434266,Pisco Anch., Peru,"04/19, 14:22",Pampa Melchorita, Peru,"04/25, 20:16"
9434266,Pampa Melchorita, Peru,"04/25, 20:16",Pisco Anch., Peru,"04/27, 03:43"
9443401,Singapore Anch. 1, Singapore,"04/24, 00:36",Ras Laffan Anch., Qatar,"05/03, 14:36"
9443401,Ras Laffan Anch., Qatar,"05/03, 14:36",Ras Laffan, Qatar,"05/04, 10:09"
9443413,As Suways (Suez) Anch., Egypt,"03/22, 17:15",Thamesport, United Kingdom (UK),"04/10, 10:10"
9443413,Port Said Anch., Egypt,"04/20, 10:36",Ras Laffan Anch., Qatar,"04/29, 16:37"
9443413,Ras Laffan Anch., Qatar,"04/29, 16:37",Ras Laffan, Qatar,"05/01, 22:13"
9443683,As Suways (Suez) Anch., Egypt,"04/24, 13:40",Milford Haven, United Kingdom (UK),"05/04, 15:49"
9469235,Ishikariwan Shinko, Japan,"04/22, 23:48",Kushiro, Japan,"04/25, 22:58"
9469235,Kushiro, Japan,"04/25, 22:58",Muroran, Japan,"04/28, 00:04"
9469235,Muroran, Japan,"04/28, 00:04",Hachinohe, Japan,"04/30, 23:59"
9475600,Dabhol Port, India,"04/10, 02:35",Soyo, Angola,"05/05, 07:18"
9482299,Soyo, Angola,"04/21, 07:19",Rotterdam Maasvlakte, Netherlands,"05/06, 23:41"
9482304,Yangpu Anch., China,"04/24, 02:33",Yangpu, China,"04/25, 00:26"
9483877,Yokohama, Japan,"04/23, 00:30",Withnell Bay, Australia,"05/06, 00:42"
9490959,Singapore Anch. 1, Singapore,"04/03, 11:13",Soyo, Angola,"04/26, 07:17"
9490961,Soyo, Angola,"04/05, 07:25",Port Qasim, Pakistan,"04/26, 02:56"
9491812,Soyo, Angola,"02/23, 07:26",Luanda Anch., Angola,"04/03, 07:01"
9496305,Singapore Anch. 1, Singapore,"04/07, 04:09",Anegasaki, Japan,"04/24, 01:35"
9496317,Anegasaki, Japan,"04/19, 01:53",Anegasaki, Japan,"05/07, 07:43"
9516129,Bonny, Nigeria,"04/10, 23:12",Dubai Anch., United Arab Emirates (UAE),"05/03, 07:46"
9520376,Gaolan, China,"04/24, 02:34",Singapore Anch. 1, Singapore,"04/29, 00:38"
9540716,Singapore Anch. 1, Singapore,"03/28, 04:23",Singapore Anch. 1, Singapore,"05/04, 06:57"
9554729,Souma, Japan,"04/18, 23:43",Tomakomai, Japan,"04/20, 22:28"
9554729,Tomakomai, Japan,"04/20, 22:28",Souma, Japan,"04/25, 06:17"
9554729,Souma, Japan,"04/25, 06:17",Tomakomai, Japan,"04/29, 22:24"
9554729,Tomakomai, Japan,"04/29, 22:24",Ishikariwan Shinko, Japan,"05/08, 00:12"
9583677,Hongqiao, China,"04/24, 01:33",Singapore Anch. 1, Singapore,"05/01, 00:45"
9600530,Das Island Anch., United Arab Emirates (UAE),"03/28, 11:44",Dahej, India,"04/04, 02:53"
9600530,As Suways (Suez) Anch., Egypt,"04/13, 12:03",Freeport, United States (USA),"05/02, 12:16"
9606948,Panama Canal Anch. Atlantic, Panama,"02/12, 09:44",Pyeongtaek, Korea,"03/06, 04:14"
9606948,Wheatstone LNG Term., Australia,"04/18, 14:40",Yung An, Taiwan,"04/26, 23:43"
9606948,Yung An, Taiwan,"04/26, 23:43",Wheatstone LNG Term., Australia,"05/06, 09:20"
9606950,Gwangyang, Korea,"04/11, 00:18",Wheatstone LNG Term., Australia,"05/01, 06:06"
9610767,Benoa Anch., Indonesia,"04/21, 01:51",Darwin, Australia,"04/28, 21:16"
9610767,Darwin, Australia,"04/28, 21:16",Dapeng, China,"05/07, 03:20"
9610779,Boryeong, Korea,"04/19, 03:55",Withnell Bay, Australia,"05/01, 03:18"
9613147,Caofeidian, China,"04/13, 02:16",Singapore Anch. 1, Singapore,"04/22, 14:41"
9613147,Singapore Anch. 1, Singapore,"04/22, 14:41",Barrow Island Anch., Australia,"04/27, 02:08"
9617698,Rotterdam Maasvlakte, Netherlands,"04/22, 02:08",Vysotsk, Russia,"04/27, 09:28"
9617698,Vysotsk, Russia,"04/27, 09:28",Zeebrugge, Belgium,"05/03, 23:09"
9624926,Port Said Anch., Egypt,"04/21, 15:49",Singapore Anch. 1, Singapore,"05/05, 16:11"
9624926,Singapore Anch. 1, Singapore,"05/05, 16:11",Singapore, Singapore,"05/05, 23:27"
9624926,Singapore, Singapore,"05/05, 23:27",Singapore Anch. 1, Singapore,"05/07, 02:03"
9626027,Port Qasim Anch., Pakistan,"04/21, 05:35",As Suways (Suez) Anch., Egypt,"04/29, 14:16"
9626273,Tianjin Xingang, China,"04/01, 00:20",Dampier Anch., Australia,"04/22, 01:24"
9626285,As Suways (Suez) Anch., Egypt,"04/05, 15:30",Adriatic LNG LNG Term., Italy,"04/10, 15:58"
9626285,Adriatic LNG LNG Term., Italy,"04/10, 15:58",Corpus Christi Anch., United States (USA),"05/05, 10:29"
9626285,Corpus Christi Anch., United States (USA),"05/05, 10:29",Ingleside, United States (USA),"05/05, 17:29"
9627485,Yangkou, China,"04/16, 06:16",Darwin, Australia,"05/05, 21:32"
9627497,Pampa Melchorita, Peru,"03/23, 23:07",Gladstone Anch., Australia,"05/02, 11:25"
9627497,Gladstone Anch., Australia,"05/02, 11:25",Gladstone, Australia,"05/03, 21:49"
9627954,Gladstone, Australia,"04/11, 15:36",Singapore Anch. 3, Singapore,"05/02, 14:21"
9627966,Singapore Anch. 1, Singapore,"04/12, 02:23",As Suways (Suez) Anch., Egypt,"05/02, 17:04"
9630028,Gladstone, Australia,"02/21, 10:52",Hazira, India,"05/08, 01:27"
9633161,Withnell Bay, Australia,"04/17, 00:45",Yokkaichi, Japan,"04/28, 01:21"
9634086,Ningbo, China,"04/10, 02:39",Caofeidian Anch., China,"04/28, 05:52"
9634086,Caofeidian Anch., China,"04/28, 05:52",Caofeidian, China,"04/30, 03:07"
9634098,Quintero, Chile,"04/01, 16:17",Savannah Anch., United States (USA),"04/28, 00:36"
9634098,Savannah Anch., United States (USA),"04/28, 00:36",Savannah, United States (USA),"04/28, 10:02"
9635315,As Suways (Suez) Anch., Egypt,"03/10, 11:09",Adriatic LNG LNG Term., Italy,"03/17, 13:35"
9635315,Port Said Anch., Egypt,"04/22, 12:54",Dabhol Port, India,"05/03, 04:00"
9636747,Lese, Papua New Guinea,"04/14, 21:16",Yokohama, Japan,"04/26, 05:10"
9636785,Arzew, Algeria,"03/23, 13:10",Port Said Anch., Egypt,"03/31, 12:19"
9637325,Sines, Portugal,"03/17, 13:28",Port Said Anch., Egypt,"03/30, 16:02"
9637325,Port Said Anch., Egypt,"03/30, 16:02",As Suways (Suez) Anch., Egypt,"04/05, 07:21"
9637492,Thamesport, United Kingdom (UK),"03/28, 10:39",Port Said Anch., Egypt,"04/21, 18:14"
9637507,Port Said Anch., Egypt,"04/11, 17:33",Caofeidian Anch., China,"05/01, 16:05"
9637507,Caofeidian Anch., China,"05/01, 16:05",Caofeidian, China,"05/02, 04:09"
9640023,Singapore Anch. 1, Singapore,"02/20, 03:19",Ras Laffan, Qatar,"04/06, 03:46"
9645748,Lese, Papua New Guinea,"04/16, 20:31",Kagoshima, Japan,"05/02, 23:14"
9645748,Kagoshima, Japan,"05/02, 23:14",Shikama, Japan,"05/06, 02:11"
9645970,Klaipeda, Lithuania,"04/16, 14:29",La Brea (Brighton) Anch., Trinidad & Tobago,"05/04, 03:28"
9645970,La Brea (Brighton) Anch., Trinidad & Tobago,"05/04, 03:28",Point Fortin, Trinidad & Tobago,"05/04, 10:52"
9649328,Dongjiakou, China,"03/25, 00:24",Dapeng, China,"05/01, 03:47"
9650042,Tianjin Xingang, China,"03/29, 01:38",Withnell Bay, Australia,"04/15, 07:49"
9650054,Sabine, United States (USA),"04/12, 09:47",Rotterdam Maasvlakte, Netherlands,"04/27, 09:47"
9654878,Gladstone, Australia,"04/17, 17:18",Ningbo, China,"05/03, 03:45"
9654880,Sakai, Japan,"04/01, 00:58",Bonny, Nigeria,"05/06, 20:27"
9655042,Mab Tapud, Thailand,"04/02, 00:13",Das Island Anch., United Arab Emirates (UAE),"04/30, 20:18"
9655444,As Suways (Suez) Anch., Egypt,"04/01, 13:37",Port Said Anch., Egypt,"05/01, 09:13"
9655456,Dubai / Port Rashid, United Arab Emirates (UAE),"04/05, 04:44",Al Fujayrah Anch., United Arab Emirates (UAE),"04/30, 03:42"
9655456,Al Fujayrah Anch., United Arab Emirates (UAE),"04/30, 03:42",As Suways (Suez) Anch., Egypt,"05/07, 15:55"
9658238,Panama Canal Anch. Atlantic, Panama,"04/09, 08:35",Tianjin Anch., China,"05/02, 21:41"
9658238,Tianjin Anch., China,"05/02, 21:41",Tianjin Xingang, China,"05/03, 02:06"
9659725,Setubal, Portugal,"04/02, 16:16",Mugardos, Spain,"04/26, 08:50"
9661869,Singapore Anch. 1, Singapore,"04/05, 10:18",Anegasaki, Japan,"04/29, 04:23"
9666986,As Suways (Suez) Anch., Egypt,"04/18, 19:28",Port Rashid, Egypt,"04/23, 12:51"
9666986,Port Rashid, Egypt,"04/23, 12:51",Klaipeda, Lithuania,"05/07, 03:20"
9666998,Gladstone, Australia,"04/21, 22:30",Shikama, Japan,"05/04, 01:50"
9672820,Gladstone, Australia,"04/03, 19:55",Gladstone, Australia,"04/05, 05:23"
9672832,Gladstone, Australia,"03/04, 18:37",Tianjin Xingang, China,"03/18, 01:56"
9672832,Tianjin Anch., China,"04/14, 09:39",Gladstone, Australia,"04/26, 14:22"
9672844,Dongjiakou, China,"04/18, 01:17",Gladstone, Australia,"05/01, 18:24"
9680188,Withnell Bay, Australia,"04/11, 02:31",Dapeng, China,"04/26, 05:16"
9680188,Dapeng, China,"04/26, 05:16",Benoa Anch., Indonesia,"05/08, 01:01"
9680190,Tieshan, China,"04/25, 04:29",Singapore Anch. 1, Singapore,"04/30, 01:33"
9682552,Anegasaki, Japan,"04/07, 02:38",Tieshan, China,"04/29, 00:39"
9682576,Lese Anch., Papua New Guinea,"04/24, 16:51",Lese, Papua New Guinea,"04/30, 20:29"
9682605,La Brea (Brighton) Anch., Trinidad & Tobago,"03/22, 09:45",Rotterdam Maasvlakte, Netherlands,"04/06, 11:53"
9690169,Bonny, Nigeria,"04/14, 12:57",Escombreras, Spain,"04/27, 04:53"
9690171,Bonny, Nigeria,"04/12, 00:07",Aliaga, Turkey,"04/26, 06:41"
9691137,Kawasaki, Japan,"02/23, 00:52","Yura,Wakayama", Japan,"03/14, 23:18"
9692002,Marmara Ereglisi, Turkey,"04/12, 15:20",Bonny, Nigeria,"05/01, 15:21"
9692014,Bonny, Nigeria,"04/02, 15:45",Mab Tapud Anch., Thailand,"04/29, 05:22"
9693161,As Suways (Suez) Anch., Egypt,"03/08, 06:31",Algeciras Anch., Spain,"03/15, 01:10"
9693161,Fos sur mer, France,"04/14, 14:59",Port Arthur Anch., United States (USA),"04/29, 10:11"
9693161,Port Arthur Anch., United States (USA),"04/29, 10:11",Sabine, United States (USA),"04/29, 19:32"
9693719,San Juan, Puerto Rico,"04/10, 11:09",San Juan, Puerto Rico,"04/29, 10:31"
9693719,San Juan, Puerto Rico,"04/29, 10:31",San Juan, Puerto Rico,"05/04, 10:38"
9694749,Gladstone, Australia,"04/16, 16:57",Tianjin Xingang, China,"04/29, 01:37"
9694751,Gladstone Anch., Australia,"04/13, 18:08",Gladstone, Australia,"05/06, 11:53"
9696266,Yangpu Anch., China,"04/12, 13:11",Yangpu, China,"04/25, 03:38"
9696266,Yangpu, China,"04/25, 03:38",Yangpu Anch., China,"04/25, 03:38"
9696266,Yangpu Anch., China,"04/25, 03:38",Fangcheng, China,"04/29, 03:11"
9696266,Fangcheng, China,"04/29, 03:11",Yangpu Anch., China,"04/30, 14:03"
9696266,Yangpu Anch., China,"04/30, 14:03",Yangpu, China,"05/02, 23:48"
9696266,Yangpu, China,"05/02, 23:48",Fangcheng, China,"05/05, 01:22"
9698111,Shimizu, Japan,"04/11, 00:12",Singapore Anch. 1, Singapore,"05/07, 01:06"
9698123,Darwin, Australia,"04/05, 01:55",Yung An, Taiwan,"04/14, 23:35"
9698123,Darwin, Australia,"04/21, 22:58",Yung An, Taiwan,"04/29, 23:43"
9698123,Yung An, Taiwan,"04/29, 23:43",Darwin, Australia,"05/06, 07:55"
9701217,Gladstone Anch., Australia,"04/19, 19:47",Ningbo Anch., China,"05/06, 20:25"
9701229,Malabo Anch., Equatorial Guinea,"04/14, 15:33",Valparaiso Anch., Chile,"05/02, 01:59"
9701229,Valparaiso Anch., Chile,"05/02, 01:59",Quintero, Chile,"05/02, 18:11"
9707508,Bonny, Nigeria,"03/26, 13:40",Barrow Island, Australia,"05/06, 01:14"
9707510,Sabine, United States (USA),"04/13, 01:46",Dunkerque, France,"04/29, 09:39"
9709025,Lake Charles, United States (USA),"04/22, 19:07",Panama Canal Anch. Atlantic, Panama,"04/28, 14:38"
9709037,Panama Canal Anch. Atlantic, Panama,"03/10, 02:12",Kawasaki, Japan,"04/01, 00:53"
9709037,Withnell Bay, Australia,"04/18, 00:28",Kisarazu, Japan,"04/29, 23:50"
9709489,Gladstone, Australia,"03/25, 00:26",Tianjin Xingang, China,"04/06, 01:13"
9709489,Barrow Island, Australia,"04/20, 21:23",Singapore, Singapore,"04/30, 23:16"
9709489,Singapore, Singapore,"04/30, 23:16",Singapore Anch. 1, Singapore,"05/02, 07:00"
9714276,Tianjin Xingang, China,"02/14, 06:19",Boryeong, Korea,"04/09, 06:05"
9714288,Gladstone, Australia,"04/05, 09:44",Gladstone, Australia,"04/06, 17:17"
9714290,Anegasaki, Japan,"03/22, 01:20","Bintulu,Sarawak", Malaysia,"04/01, 17:35"
9714290,"Bintulu,Sarawak", Malaysia,"04/01, 17:35",Boryeong, Korea,"04/07, 03:14"
9714290,Boryeong, Korea,"04/07, 03:14","Bintulu,Sarawak", Malaysia,"04/23, 09:09"
9714290,"Bintulu,Sarawak", Malaysia,"04/23, 09:09",Hongqiao, China,"05/01, 06:35"
9714305,Pengerang, Malaysia,"03/18, 07:36",Mab Tapud, Thailand,"03/26, 01:16"
9714305,Mab Tapud, Thailand,"03/26, 01:16",Xiuyu, China,"04/26, 09:28"
9714305,Xiuyu, China,"04/26, 09:28","Bintulu,Sarawak", Malaysia,"05/03, 08:03"
9721401,As Suways (Suez) Anch., Egypt,"04/16, 09:52",Barcelona, Spain,"04/22, 02:39"
9721724,Singapore Anch. 1, Singapore,"04/14, 15:02",Wheatstone LNG Term., Australia,"05/03, 18:04"
9721736,Ingleside, United States (USA),"04/20, 03:55",Rotterdam Maasvlakte, Netherlands,"05/03, 12:53"
9723801,Barrow Island, Australia,"04/17, 01:08",Caofeidian, China,"04/28, 01:53"
9732369,Tianjin Xingang, China,"04/03, 01:51",Withnell Bay, Australia,"04/24, 01:35"
9732369,Withnell Bay, Australia,"04/24, 01:35",Yung An, Taiwan,"05/02, 23:55"
9732371,Withnell Bay, Australia,"04/06, 19:34",Busan Anch., Korea,"04/25, 02:14"
9732371,Busan Anch., Korea,"04/25, 02:14",Gladstone, Australia,"05/06, 00:05"
9736092,Panama Canal Anch. Atlantic, Panama,"02/26, 14:52","Pasir Gudang,Johor Anch.", Malaysia,"04/09, 22:51"
9737187,Montoir, France,"03/21, 06:37",Sabetta, Russia,"03/31, 10:36"
9737187,Thamesport, United Kingdom (UK),"04/09, 08:54",Sabetta, Russia,"04/18, 05:55"
9737187,Sabetta, Russia,"04/18, 05:55",Rotterdam Maasvlakte, Netherlands,"04/28, 20:12"
9737187,Rotterdam Maasvlakte, Netherlands,"04/28, 20:12",Sabetta, Russia,"05/07, 02:28"
