Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Date scraping,Date position
GHASHA,9038452,636010183,Liberia,293,46,110895,71593,>CN YIU LIAN DD,"Mar 11, 05:05",7.5,22.50091 N/113.84511 E,194.3°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
ISH,9035864,636010329,Liberia,293,46,110895,71564,CN SZX>AE DAS,"Apr 8, 02:02",9.8,1.25399 N/103.99145 E,249.4°, 11.5 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
AL KHAZNAH,9038440,636010034,Liberia,293,46,110895,71543,IN DAH > AE DAS,"Apr 2, 03:03",9.5,25.27046 N/56.54043 E,343.1°, 0.3 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
STENA CRYSTAL SKY,9383900,235099946,United Kingdom,298,46,109949,96889,...,"Apr 13, 00:01",9.0,23.34827 N/122.37817 E,14.0°, 17.5 kn,2021-03-21,"Mar 9, 2021 22:24 UTC"
STENA CLEAR SKY,9413327,235100007,United Kingdom,298,46,109949,96811,CL QTV,"Mar 25, 04:00",11.7,8.47702 N/79.45513 W,179.0°, 18.4 kn,2021-03-21,"Mar 19, 2021 00:52 UTC"
EKAPUTRA 1,8706155,525022371,Indonesia,290,46,109281,78988,ID BXT,"Mar 10, 03:00",8.9,5.60393 S/107.51785 E,96.3°, 12.6 kn,2021-03-21,"Mar 6, 2021 06:48 UTC"
METHANE BECKI ANNE,9516129,310597000,Bermuda,291,45,109004,86269,NGBON,"Apr 10, 00:01",9.1,1.32266 N/103.29855 E,308.1°, 17.8 kn,2021-03-21,"Mar 20, 2021 08:42 UTC"
METHANE PATRICIA CAMILA,9425277,310606000,Bermuda,291,45,109004,86272,FOR ORDERS,"Mar 26, 22:00",11.3,23.21241 S/151.61618 E,29.8°, 17.8 kn,2021-03-21,"Mar 16, 2021 11:52 UTC"
METHANE JULIA LOUISE,9412880,310584000,Bermuda,290,45,109004,86125,FOR ORDERS,"Mar 26, 04:00",11.6,37.02878 N/126.22177 E,237.6°, 14.1 kn,2021-03-21,"Mar 2, 2021 10:06 UTC"
SERI BALQIS,9331672,533894000,Malaysia,295,47,107633,91198,FALMOUTH,"Mar 18, 13:00",9.6,50.10735 N/5.04775 W,78.0°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
SERI BALHAF,9331660,533868000,Malaysia,295,47,107633,91201,US FOR ORDER,"Mar 5, 09:00",9.8,38.82882 N/31.33967 W,260.0°, 14.1 kn,2021-03-21,"Mar 19, 2021 14:33 UTC"
ENERGY ATLANTIC,9649328,256647000,Malta,290,46,106771,89766,FAR EAST FOR ORDERS,"Mar 25, 06:00",11.4,1.42439 N/104.49126 E,57.0°, 10.4 kn,2021-03-21,"Mar 18, 2021 13:30 UTC"
TORMAN II,9006681,538008702,Marshall Islands,272,47,106151,67554,-,-,9.1,1.47083 N/103.82903 E,79.0°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:14 UTC"
ADAM LNG,9501186,538005753,Marshall Islands,289,46,105975,90986,US FPO,"Mar 26, 06:00",9.4,35.65221 N/8.76974 W,263.6°, 14.1 kn,2021-03-21,"Mar 12, 2021 10:10 UTC"
BW PAVILION LEEARA,9640645,565515000,Singapore,289,46,105945,91496,CAMERON ANCHORAGE,"Mar 19, 02:00",9.0,29.25817 N/93.26008 W,163.2°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:09 UTC"
BW PAVILION VANDA,9640437,565513000,Singapore,289,46,105945,91515,CORPUS CHRISTI USA,"Apr 19, 12:00",9.5,1.31298 N/103.32045 E,312.1°, 15.9 kn,2021-03-21,"Mar 16, 2021 16:02 UTC"
CLEAN VISION,9655456,256245000,Malta,289,46,105943,89863,TW_YAN,"Mar 16, 09:00",11.1,22.81185 N/120.20111 E,108.6°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:17 UTC"
CLEAN OCEAN,9637492,538005350,Marshall Islands,289,46,105943,89956,MURMANSK,"Mar 20, 09:00",9.2,70.52464 N/33.1618 E,112.3°, 15.2 kn,2021-03-21,"Mar 16, 2021 03:16 UTC"
CLEAN HORIZON,9655444,256083000,Malta,289,46,105943,89831,CN QDG>EG SUZ,"Mar 27, 10:00",9.3,3.75071 N/100.03878 E,311.0°, 15.6 kn,2021-03-21,"Mar 14, 2021 22:19 UTC"
CLEAN PLANET,9637507,538005351,Marshall Islands,289,46,105943,89848,NLRTM,"Mar 22, 19:00",11.3,52.01454 N/3.46861 E,115.2°, 0.2 kn,2021-03-21,"Mar 21, 2021 10:25 UTC"
GOLAR GLACIER,9654696,538005373,Marshall Islands,289,46,105832,79602,FOR ORDERS,"Apr 15, 00:01",9.6,15.85057 N/88.57778 E,215.7°, 18.2 kn,2021-03-21,"Mar 16, 2021 03:22 UTC"
GOLAR KELVIN,9654701,538005374,Marshall Islands,289,46,105832,90607,FOR ORDERS,"Mar 22, 20:00",9.4,49.09108 N/7.27355 W,241.6°, 14.3 kn,2021-03-21,"Mar 15, 2021 06:29 UTC"
MARAN GAS APOLLONIA,9633422,241275000,Greece,289,46,105773,90434,FOR ORDERS,"Mar 19, 05:00",9.2,27.88005 N/97.26667 W,215.7°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:21 UTC"
MARAN GAS POSIDONIA,9633434,241290000,Greece,289,46,105773,90349,"CAMERON, USA","Apr 18, 11:00",9.2,3.16669 N/100.70411 E,316.2°, 14.5 kn,2021-03-21,"Mar 12, 2021 14:09 UTC"
MARAN GAS SPARTA,9650042,241289000,Greece,289,46,105773,90392,FOR ORDERS,"Mar 26, 22:00",11.3,24.69238 N/122.71697 E,6.6°, 14.7 kn,2021-03-21,"Mar 20, 2021 15:23 UTC"
LNG VESTA,9020766,431642000,Liberia,272,47,105708,68522,-,-,5.4,1.29651 N/103.65775 E,177.9°, 0.1 kn,2021-03-21,"May 8, 2020 06:36 UTC"
SERI BAKTI,9331634,533380000,Malaysia,290,47,105335,90065,AU,"Mar 23, 22:00",9.7,34.3249 N/139.48443 E,218.5°, 14.9 kn,2021-03-21,"Mar 13, 2021 08:28 UTC"
SERI BEGAWAN,9331646,533016000,Malaysia,290,47,105335,89902,GLADSTONE,"Mar 24, 20:00",9.6,1.408 N/104.4875 E,52.0°, 15.2 kn,2021-03-21,"Mar 10, 2021 14:46 UTC"
NORTHWEST SANDPIPER,8913150,503002000,Australia,272,47,105010,66768,SG SIN,"Apr 2, 01:00",8.9,19.06083 S/117.55208 E,26.0°, 13.3 kn,2021-03-21,"Mar 8, 2021 12:01 UTC"
KARMOL LNGT POWERSHIP AFRICA,9043677,636019705,Liberia,272,47,104968,70593,RAFFLES ANCHORAGE,"Mar 19, 08:00",10.1,1.17403 N/103.75775 E,318.0°, 0.3 kn,2021-03-21,"Mar 21, 2021 10:25 UTC"
SERI BIJAKSANA,9331658,533051000,Malaysia,290,47,104881,89953,MY PGG,"Mar 28, 00:00",11.0,23.19955 S/151.64392 E,55.4°, 17.4 kn,2021-03-21,"Mar 17, 2021 12:53 UTC"
SONANGOL SAMBIZANGA,9475600,311027900,Bahamas,291,43,104537,87104,NA WVB>AO LAD,"Mar 21, 13:14",9.4,22.81318 S/14.48298 E,325.9°, 10.8 kn,2021-03-21,"Mar 19, 2021 06:52 UTC"
SONANGOL ETOSHA,9482299,311027800,Bahamas,291,43,104537,87294,AO SZA>PK BQM,"Apr 2, 19:01",11.8,22.63518 S/14.21884 E,295.2°, 16.0 kn,2021-03-21,"Mar 7, 2021 17:17 UTC"
SONANGOL BENGUELA,9482304,311038100,Bahamas,291,43,104537,87169,BR RIO>AO SZA,"Mar 26, 05:05",9.6,7.32283 S/9.82233 E,243.6°, 18.2 kn,2021-03-21,"Mar 2, 2021 02:10 UTC"
ARWA SPIRIT,9339260,538003267,Marshall Islands,285,43,104169,82187,FOR ORDERS,"Apr 1, 00:01",9.3,33.84179 S/18.14708 E,300.6°, 11.0 kn,2021-03-21,"Mar 10, 2021 13:23 UTC"
MERIDIAN SPIRIT,9369904,219061000,Denmark,285,43,104169,81929,SABINE PASS,"Mar 24, 06:00",9.5,35.75414 N/8.27282 W,258.0°, 17.8 kn,2021-03-21,"Mar 12, 2021 14:34 UTC"
MARIB SPIRIT,9336749,538001576,Marshall Islands,285,43,104169,81400,FOR ORDERS,"Mar 24, 15:30",11.2,39.11728 N/30.72422 W,72.0°, 18.6 kn,2021-03-21,"Mar 20, 2021 18:02 UTC"
WOODSIDE DONALDSON,9369899,564629000,Singapore,285,43,104169,82085,AU DAMPIER,"Mar 23, 05:00",9.4,1.43284 N/104.50874 E,49.7°, 14.1 kn,2021-03-21,"Mar 17, 2021 17:41 UTC"
MAGELLAN SPIRIT,9342487,220636000,Denmark,285,43,104169,82265,CORPUS CHRISTI,"Apr 6, 05:00",9.3,24.17184 N/85.0522 W,108.0°, 20.6 kn,2021-03-21,"Feb 25, 2021 21:28 UTC"
METHANE SPIRIT,9336737,311000135,Bahamas,285,43,104169,81400,JP SODESHI,"Mar 23, 00:00",12.1,34.89744 N/129.15317 E,178.7°, 11.2 kn,2021-03-21,"Feb 24, 2021 05:42 UTC"
MARAN GAS EFESSOS,9627497,241291000,Greece,294,44,103928,89711,FOR ORDERS,"Mar 22, 06:00",9.7,32.68304 S/71.66342 W,315.6°, 14.7 kn,2021-03-21,"Mar 19, 2021 16:51 UTC"
WOODSIDE GOODE,9633161,241276000,Greece,294,44,103928,90125,FOR ORDERS,"Mar 23, 00:00",11.1,17.84744 S/118.26542 E,27.1°, 18.2 kn,2021-03-21,"Feb 28, 2021 18:35 UTC"
MARAN GAS DELPHI,9633173,241287000,Greece,294,44,103928,89670,FOR ORDERS,"Mar 25, 00:01",11.5,24.65905 N/122.67504 E,19.8°, 15.2 kn,2021-03-21,"Mar 21, 2021 01:19 UTC"
CORCOVADO LNG,9636711,229471000,Malta,294,44,103905,89624,FOR ORDERS,"Mar 25, 23:01",9.3,20.03689 N/59.42742 E,210.7°, 15.1 kn,2021-03-21,"Mar 17, 2021 10:43 UTC"
KITA LNG,9636723,229581000,Malta,294,44,103902,89752,-,-,9.3,14.42897 N/119.74584 E,0.5°, 10.7 kn,2021-03-21,"Feb 19, 2021 07:07 UTC"
MARAN GAS MYSTRAS,9658238,241350000,Greece,294,44,103893,89269,ATLANTIC FOR ORDERS,"Apr 2, 17:00",9.5,33.76321 S/18.08295 E,308.7°, 12.8 kn,2021-03-21,"Mar 7, 2021 07:18 UTC"
MARAN GAS TROY,9658240,241352000,Greece,294,44,103893,89240,CADIZ SPAIN,"Mar 8, 18:00",9.0,36.52752 N/6.27764 W,219.0°, 0.0 kn,2021-03-21,"Mar 10, 2021 20:14 UTC"
PALU LNG,9636735,229582000,Malta,294,44,103885,89874,FOR ORDERS,"Mar 30, 19:30",11.2,12.39478 S/130.75485 E,320.7°, 11.0 kn,2021-03-21,"Mar 19, 2021 06:08 UTC"
YARI LNG,9636747,229583000,Malta,294,44,103885,89804,AUDRW,"Mar 22, 12:01",9.3,36.11938 N/123.88814 E,171.6°, 18.5 kn,2021-03-21,"Mar 15, 2021 01:17 UTC"
YK SOVEREIGN,9038816,441498000,Korea,274,47,103764,72020,KRINC,"Mar 27, 02:00",10.5,23.36836 S/151.58094 E,16.8°, 16.1 kn,2021-03-21,"Mar 15, 2021 00:19 UTC"
HYUNDAI UTOPIA,9018555,441223000,Korea,274,47,103764,71909,KRTYG=>IDLUW,"Mar 22, 00:00",9.4,34.78452 N/128.9497 E,343.0°, 13.7 kn,2021-03-21,"Mar 14, 2021 00:43 UTC"
BW BRUSSELS,9368314,563089400,Singapore,295,43,103670,89452,ALGECIRAS OPL,"Mar 18, 15:00",9.2,35.91596 N/6.9515 W,270.0°, 18.0 kn,2021-03-21,"Mar 18, 2021 21:09 UTC"
NORTH ENERGY,8014409,538007753,Marshall Islands,283,45,102390,67055,-,-,6.7,31.71652 N/121.11564 E,18.8°, 0.2 kn,2021-03-21,"Mar 12, 2020 06:58 UTC"
8110203,Not in Service since 2018,538007892,LNG Tanker,67219,283,,102390,LINGGI,"Feb 20, 01:00",9.6,2.36715 N/101.9162 E,29.0°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:20 UTC"
WILFORCE,9627954,258702000,Norway,290,44,102315,87750,CNZOS,"Mar 28, 22:00",11.5,1.31302 N/104.36253 E,48.4°, 12.7 kn,2021-03-21,"Mar 11, 2021 04:53 UTC"
WILPRIDE,9627966,258703000,Norway,290,44,102315,87677,OPEN SEA FOR ORDER,"Apr 14, 23:00",11.4,13.59514 N/61.18573 W,108.1°, 17.6 kn,2021-03-21,"Mar 16, 2021 15:49 UTC"
GOLAR ICE,9637325,538004976,Marshall Islands,281,43,102200,81534,FOR ORDERS,"Mar 27, 23:59",9.1,36.16807 N/2.22043 W,65.0°, 11.0 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
GOLAR SNOW,9635315,538004981,Marshall Islands,281,43,102200,82200,FOR ORDERS,"Apr 5, 00:01",9.2,37.93607 N/9.50908 E,265.0°, 16.4 kn,2021-03-21,"Mar 21, 2021 05:53 UTC"
GOLAR CRYSTAL,9624926,538004985,Marshall Islands,286,43,102100,82058,FOR ORDERS,"Mar 31, 00:01",11.5,16.45352 N/27.47615 W,43.8°, 14.0 kn,2021-03-21,"Mar 21, 2021 10:09 UTC"
GOLAR FROST,9655042,538004975,Marshall Islands,281,43,102100,82005,FOR ORDERS,"Apr 1, 23:00",11.9,20.44704 S/55.29336 E,58.2°, 15.3 kn,2021-03-21,"Mar 15, 2021 12:42 UTC"
GOLAR SEAL,9624914,538004980,Marshall Islands,281,43,102100,82048,FUJAIRAH FOR ORDER,"Mar 28, 21:01",9.5,1.37001 N/103.25003 E,303.6°, 14.0 kn,2021-03-21,"Mar 19, 2021 06:24 UTC"
GOLAR CELSIUS,9626027,538004984,Marshall Islands,281,43,102100,82029,FOR ORDERS,"Mar 27, 12:00",9.1,35.17045 N/14.15507 W,257.0°, 11.3 kn,2021-03-21,"Mar 12, 2021 08:07 UTC"
GOLAR BEAR,9626039,538004983,Marshall Islands,281,43,102100,82017,ATLANTIC-FOR ORDERS,"Mar 6, 20:00",9.4,49.32322 N/5.36409 W,250.0°, 10.3 kn,2021-03-21,"Mar 11, 2021 22:45 UTC"
GOLAR PENGUIN,9624938,538004979,Marshall Islands,280,43,102100,82181,USA FOR ORDERS,"Mar 25, 00:01",9.6,13.5673 N/61.22358 W,279.8°, 21.4 kn,2021-03-21,"Mar 20, 2021 05:35 UTC"
COOL VOYAGER,9636785,229553000,Malta,281,43,102097,81890,DZ AZW,"Mar 18, 20:00",9.3,36.08046 N/0.98508 W,83.0°, 11.9 kn,2021-03-21,"Mar 20, 2021 19:56 UTC"
COOL RUNNER,9636797,229673000,Malta,281,43,102097,81891,ATLANTIC BASIN,"Mar 27, 00:01",11.6,42.25107 N/19.85396 W,51.0°, 13.4 kn,2021-03-21,"Mar 21, 2021 05:19 UTC"
COOL EXPLORER,9640023,229796000,Malta,281,43,102097,81893,EAST OPL ANCH,"Feb 20, 02:00",9.0,1.43903 N/104.71157 E,174.7°, 0.0 kn,2021-03-21,"Mar 7, 2021 15:51 UTC"
TRISTAR RUBY,9333606,636092943,Liberia,288,44,102064,84491,AU WNB,"Apr 1, 22:00",9.6,22.10792 N/114.75324 E,136.0°, 17.2 kn,2021-03-21,"Mar 17, 2021 07:18 UTC"
KMARIN EMERALD,9333591,235050369,Isle of Man,288,44,102064,84303,FOR ORDER,"Apr 20, 11:00",11.4,24.45972 N/86.28714 W,113.0°, 17.7 kn,2021-03-21,"Mar 21, 2021 07:21 UTC"
BRITISH SAPPHIRE,9333618,235060454,Isle of Man,288,44,102064,84455,FR LAV,"Mar 26, 06:00",11.3,36.7877 N/75.71977 W,119.8°, 13.3 kn,2021-03-21,"Mar 14, 2021 21:47 UTC"
KMARIN DIAMOND,9333620,235060455,Isle of Man,288,44,102064,84553,PGCAU,"Mar 31, 14:01",9.4,34.45692 N/139.49241 E,209.9°, 18.3 kn,2021-03-21,"Mar 20, 2021 05:04 UTC"
TANGGUH HIRI,9333632,309787000,Bahamas,288,44,101957,84467,FOR ORDER,"Mar 15, 01:00",9.6,3.68858 S/128.13673 E,346.5°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
TANGGUH SAGO,9361990,308741000,Bahamas,288,44,101957,84484,ID NTI,"Mar 29, 20:00",9.8,37.83974 N/122.72175 E,93.8°, 18.5 kn,2021-03-21,"Jan 1, 2021 20:38 UTC"
ASIA INTEGRITY,9680188,311000227,Bahamas,285,43,101427,82636,KR KAN,"Mar 24, 21:00",11.5,19.20839 S/117.43671 E,29.0°, 18.0 kn,2021-03-21,"Mar 15, 2021 14:46 UTC"
ASIA VISION,9606948,311000182,Bahamas,285,43,101427,82487,AU BWB,"Mar 25, 00:01",9.4,37.1434 N/126.39423 E,268.7°, 15.9 kn,2021-03-21,"Mar 7, 2021 06:10 UTC"
ASIA VENTURE,9680190,311000228,Bahamas,285,43,101427,82564,"HACHINOHE, JAPAN","Mar 31, 21:00",11.6,21.65573 S/115.01326 E,194.1°, 6.3 kn,2021-03-21,"Mar 17, 2021 23:52 UTC"
ASIA ENDEAVOUR,9610779,311000185,Bahamas,285,43,101427,82434,JP NAO,"Mar 24, 22:00",11.7,17.12133 S/117.095 E,38.0°, 18.2 kn,2021-03-21,"Feb 22, 2021 09:59 UTC"
ASIA ENERGY,9606950,311000183,Bahamas,285,43,101427,82424,"ASHBURTON,AUSTRALIA","Mar 28, 22:00",9.2,34.45596 N/139.49244 E,197.0°, 17.8 kn,2021-03-21,"Mar 15, 2021 06:44 UTC"
ASIA EXCELLENCE,9610767,311000184,Bahamas,285,43,101427,82721,CN GUT,"Mar 22, 23:00",11.5,19.92497 S/116.98571 E,55.0°, 18.8 kn,2021-03-21,"Mar 12, 2021 15:48 UTC"
POINT FORTIN,9375721,370833000,Panama,290,45,101129,79592,"FREEPORT,USA","Apr 9, 01:00",9.8,33.04714 N/27.66773 E,287.3°, 15.2 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
TRINITY GLORY,9350927,370668000,Panama,290,45,101126,79605,PGPOM,"Apr 7, 00:00",9.7,36.25532 N/124.66376 E,205.5°, 15.2 kn,2021-03-21,"Mar 19, 2021 14:48 UTC"
TRINITY ARROW,9319404,353392000,Panama,290,45,101094,79556,KWMEA,"Mar 29, 12:00",11.7,26.73965 N/34.61042 E,138.0°, 17.7 kn,2021-03-21,"Mar 21, 2021 04:27 UTC"
MALANJE,9490959,311038600,Bahamas,285,43,100723,82729,-,-,,1.29792 N/103.67914 E,169.0°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
CUBAL,9491812,311038400,Bahamas,285,43,100723,82834,SOYO,"Apr 7, 05:00",9.4,15.31013 N/68.09974 E,186.1°, 16.7 kn,2021-03-21,"Mar 16, 2021 12:58 UTC"
SOYO,9475208,311038500,Bahamas,285,43,100723,82858,FOR ORDERS,"Apr 1, 00:00",11.8,7.53559 S/10.83483 E,179.5°, 18.6 kn,2021-03-21,"Mar 7, 2021 15:34 UTC"
LOBITO,9490961,311038700,Bahamas,285,43,100723,82929,FOR ORDERS,"Apr 2, 05:00",9.6,20.78836 S/54.61585 E,233.0°, 16.5 kn,2021-03-21,"Mar 21, 2021 01:43 UTC"
HYUNDAI ECOPIA,9372999,370983000,Panama,288,44,100545,83959,"SAKHALIN, RUSSIA","Apr 7, 00:01",9.6,36.91758 N/126.05003 E,208.0°, 17.0 kn,2021-03-21,"Mar 12, 2021 06:40 UTC"
GRACE COSMOS,9323675,311191000,Bahamas,288,44,100481,85224,AU DAM,"Mar 27, 00:00",9.5,22.23632 N/114.78499 E,125.2°, 14.5 kn,2021-03-21,"Mar 18, 2021 09:53 UTC"
GASLOG CHELSEA,9390185,310670000,Bermuda,289,44,100374,86353,IDKU EGYPT,"Mar 30, 00:01",9.3,48.21636 N/6.40137 W,211.0°, 15.7 kn,2021-03-21,"Mar 21, 2021 08:47 UTC"
GRACE ACACIA,9315707,308136000,Bahamas,288,44,100341,85214,AU GLT,"Mar 27, 00:15",9.3,13.09996 N/144.11869 E,208.3°, 14.4 kn,2021-03-21,"Mar 19, 2021 06:45 UTC"
GRACE BARLERIA,9315719,431115000,Japan,288,44,100256,84812,BINTULU MALAYSIA,"Mar 28, 22:00",9.6,34.56834 N/139.72459 E,169.8°, 10.9 kn,2021-03-21,"Feb 19, 2021 16:06 UTC"
NEO ENERGY,9324277,636013234,Liberia,288,44,100253,85602,FOR ORDER,"Apr 17, 01:15",9.2,3.76626 N/100.01573 E,301.0°, 13.3 kn,2021-03-21,"Mar 17, 2021 21:19 UTC"
OB RIVER,9315692,538002846,Marshall Islands,288,44,100244,84682,RU PGN,"Mar 23, 06:00",9.4,34.5559 N/137.00937 E,135.1°, 12.3 kn,2021-03-21,"Feb 25, 2021 02:56 UTC"
CLEAN ENERGY,9323687,538002742,Marshall Islands,288,44,100244,85513,ATLANTIC FOR ORDERS,"Mar 18, 17:59",11.0,15.98252 N/72.46425 E,16.7°, 14.3 kn,2021-03-21,"Mar 18, 2021 01:17 UTC"
ARCTIC AURORA,9645970,229767000,Malta,288,44,100236,84604,US SAV,"Apr 30, 10:00",9.0,29.41299 N/22.45381 W,272.0°, 11.2 kn,2021-03-21,"Mar 17, 2021 21:28 UTC"
YENISEI RIVER,9629586,538005072,Marshall Islands,288,44,100236,84565,SG_SIN-->EG_SUZ,"Apr 1, 08:00",9.4,1.1636 N/103.7159 E,266.3°, 1.0 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
LENA RIVER,9629598,538005073,Marshall Islands,288,44,100236,84585,"DALIAN,CHINA","Apr 7, 16:00",11.5,26.6851 N/34.74443 E,144.5°, 17.8 kn,2021-03-21,"Mar 21, 2021 05:48 UTC"
K. MUGUNGWHA,9373010,370612000,Panama,288,43,99151,87442,HASKR,"Apr 9, 01:00",11.3,8.47021 N/79.43832 W,177.0°, 18.6 kn,2021-03-21,"Mar 16, 2021 01:15 UTC"
AL AREESH,9325697,311038000,Bahamas,288,43,99106,90617,ARMED GUARD ON BOARD,"Mar 24, 06:30",11.4,24.78103 N/57.35723 E,136.3°, 17.5 kn,2021-03-21,"Mar 17, 2021 17:04 UTC"
AL MARROUNA,9325685,311468000,Bahamas,288,43,99106,90617,QA RLF,"Mar 20, 00:01",9.3,25.93413 N/51.60756 E,294.6°, 0.0 kn,2021-03-21,"Mar 20, 2021 19:16 UTC"
AL DAAYEN,9325702,311133000,Bahamas,288,43,99106,90617,FOR ORDERS,"Mar 22, 10:00",9.2,24.65182 N/57.56719 E,308.0°, 13.3 kn,2021-03-21,"Mar 21, 2021 04:14 UTC"
LNG LOKOJA,9269960,310519000,Bermuda,288,43,98798,83965,TENERIFE SPAIN,"Mar 23, 07:00",9.4,35.33085 N/7.13402 W,229.0°, 14.6 kn,2021-03-21,"Mar 21, 2021 07:56 UTC"
LNG IMO,9311581,310565000,Bermuda,288,43,98798,83688,DAPENG,"Mar 29, 04:00",11.4,33.76856 S/17.37906 E,324.3°, 18.9 kn,2021-03-21,"Feb 21, 2021 13:02 UTC"
LNG ONDO,9311579,310550000,Bermuda,288,43,98798,83688,FRMTX,"Mar 28, 14:00",11.5,7.42643 N/15.56192 W,308.3°, 17.8 kn,2021-03-21,"Mar 21, 2021 10:23 UTC"
LNG KANO,9311567,310534000,Bermuda,288,43,98798,83961,NG BON>PT SIE,"Mar 21, 16:00",11.3,37.20219 N/10.01665 W,21.0°, 14.7 kn,2021-03-21,"Mar 21, 2021 10:25 UTC"
AMALI,9496317,508111132,Brunei,284,43,98490,72800,LABUAN MY,"Mar 28, 00:00",9.4,35.47275 N/139.96522 E,218.4°, 0.0 kn,2021-03-21,"Mar 21, 2021 04:40 UTC"
GASLOG SKAGEN,9626285,310664000,Bermuda,285,43,98451,81847,KR YOS,"Mar 3, 16:30",9.2,7.50794 N/75.97759 E,280.9°, 6.1 kn,2021-03-21,"Mar 17, 2021 10:52 UTC"
GASLOG SANTIAGO,9600530,310652000,Bermuda,285,43,98451,82178,FOR ORDERS,"Mar 22, 18:30",11.5,17.86163 N/71.82667 E,180.9°, 13.6 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
GASLOG SYDNEY,9626273,310657000,Bermuda,285,43,98451,82010,AUGLT>CNTSN,"Mar 31, 10:00",11.0,23.96512 S/152.15405 E,98.6°, 18.4 kn,2021-03-21,"Mar 20, 2021 14:39 UTC"
GASLOG SEATTLE,9634086,310669000,Bermuda,285,43,98075,81982,AUGLT,"Mar 21, 04:00",9.2,23.85079 S/151.62418 E,2.8°, 0.4 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
GASLOG SHANGHAI,9600528,310644000,Bermuda,285,43,98075,82104,PE FOR ORDES,"Mar 25, 08:00",9.0,13.06341 S/38.57113 W,181.4°, 14.5 kn,2021-03-21,"Mar 17, 2021 21:49 UTC"
GASLOG SARATOGA,9638903,310696000,Bermuda,285,45,98075,81855,BD CGP,"Mar 16, 16:00",11.2,21.375 N/91.78663 E,243.6°, 0.1 kn,2021-03-21,"Mar 21, 2021 10:24 UTC"
GASLOG SALEM,9638915,310699000,Bermuda,285,43,98075,82023,SABINE PASS,"Apr 23, 06:00",9.3,8.92564 N/81.96632 E,157.9°, 16.5 kn,2021-03-21,"Mar 14, 2021 22:17 UTC"
SHEN HAI,9583677,477413600,Hong Kong,290,43,98068,82625,CN YANGSHAN>MY BTU,"Mar 17, 22:00",9.7,29.56348 N/123.40003 E,190.9°, 17.9 kn,2021-03-21,"Mar 13, 2021 11:27 UTC"
TANGGUH JAYA,9349019,370502000,Panama,285,43,97897,82313,ID NTI,"Mar 23, 08:00",9.0,33.73791 N/134.92511 E,189.7°, 16.0 kn,2021-03-21,"Feb 4, 2021 06:40 UTC"
TANGGUH PALUNG,9355379,370766000,Panama,285,43,97897,82407,ID NTI,"Mar 27, 06:00",8.9,29.45429 N/122.87026 E,107.5°, 11.7 kn,2021-03-21,"Feb 19, 2021 12:33 UTC"
LNG BORNO,9322803,310543000,Bermuda,285,43,97874,82030,"DAHEJ,INDIA","Apr 5, 04:30",11.4,9.66466 N/18.13876 W,138.4°, 12.3 kn,2021-03-21,"Mar 11, 2021 06:17 UTC"
LNG OGUN,9322815,310542000,Bermuda,285,43,97874,81997,NG BON,"Mar 22, 08:00",9.3,8.8507 N/16.57425 W,133.3°, 11.0 kn,2021-03-21,"Mar 18, 2021 10:18 UTC"
DAPENG SUN,9308479,477985700,Hong Kong,292,43,97871,83050,AU DAM>CN DPG,"Mar 26, 02:00",11.4,20.30561 S/116.74628 E,13.6°, 13.3 kn,2021-03-21,"Mar 19, 2021 07:30 UTC"
DAPENG STAR,9369473,477614400,Hong Kong,292,43,97871,82428,DAPENG CHINA,"Mar 21, 02:00",11.5,22.5747 N/114.43194 E,159.7°, 0.0 kn,2021-03-21,"Mar 21, 2021 04:13 UTC"
GASLOG SAVANNAH,9352860,310583000,Bermuda,285,43,97818,82291,ARABIAN SEA,"Mar 25, 06:00",9.5,5.80756 N/80.10835 E,265.7°, 5.1 kn,2021-03-21,"Mar 21, 2021 05:46 UTC"
GASLOG SINGAPORE,9355604,310594000,Bermuda,285,43,97818,82339,FAR EAST,"Apr 6, 22:00",11.3,8.41074 N/79.45482 W,179.4°, 19.7 kn,2021-03-21,"Mar 18, 2021 01:23 UTC"
STENA BLUE SKY,9315393,235116537,United Kingdom,285,43,97754,84362,FOR ORDERS,"Mar 29, 00:00",9.0,32.39332 N/122.30303 E,116.0°, 14.0 kn,2021-03-21,"Mar 10, 2021 07:01 UTC"
