,IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime,D_NA,A_NA,D_SA,A_SA,D_AS,A_AS,D_OC,A_OC,D_AF,A_AF,D_EU,A_EU,Eur_Spot_0,Eur_Spot_-3,Eur_Spot_-6,Eur_Spot_-9,Eur_Spot_-12,US_Spot_0,US_Spot_-3,US_Spot_-6,US_Spot_-9,US_Spot_-12,Asia_Fut_0,Asia_Fut_-3,Asia_Fut_-6,Asia_Fut_-9,Asia_Fut_-12,Eur_Fut_0,Eur_Fut_-3,Eur_Fut_-6,Eur_Fut_-9,Eur_Fut_-12
2852,9397327,Ras Laffan Anch., Qatar,2021-04-16,Mab Tapud, Thailand,2021-04-30,0,0,0,0,1,1,0,0,0,0,0,0,20.618000000000002,20.276,19.312,20.102999999999998,19.175,2.63,2.57,2.48,2.43,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.469,18.942999999999998,19.303,19.794
2853,9397327,Mab Tapud, Thailand,2021-04-30,Singapore Anch. 1, Singapore,2021-05-04,0,0,0,0,1,1,0,0,0,0,0,0,21.901999999999997,20.534000000000002,20.265,21.275,21.026999999999997,2.86,2.91,2.79,2.72,2.75,9.06,9.06,9.06,9.06,9.06,23.27,21.406,20.048,21.11,20.938000000000002
2854,9397339,Port Qasim, Pakistan,2021-04-20,Ras Laffan, Qatar,2021-05-03,0,0,0,0,1,1,0,0,0,0,0,0,21.444000000000003,21.026999999999997,20.408,19.312,20.074,2.76,2.63,2.65,2.5,2.47,9.06,9.06,9.06,9.06,9.06,21.069000000000003,20.551,19.634,19.651,19.03
2855,9397341,Dahej, India,2021-04-17,Ras Laffan, Qatar,2021-04-25,0,0,0,0,1,1,0,0,0,0,0,0,21.026999999999997,20.408,19.312,20.074,19.175,2.63,2.65,2.5,2.47,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.634,19.651,19.03,19.794
2856,9397353,Milford Haven, United Kingdom (UK),2021-04-15,Port Said Anch., Egypt,2021-04-25,0,0,0,0,0,0,0,0,0,1,1,0,20.338,19.476,19.75,19.245,19.175,2.62,2.5,2.48,2.44,2.52,9.06,9.06,9.06,9.06,9.06,20.225,19.651,18.942999999999998,19.794,19.159000000000002
2857,9397353,Port Said Anch., Egypt,2021-04-25,Port Said Anch., Egypt,2021-04-26,0,0,0,0,0,0,0,0,1,1,0,0,20.265,21.305,21.041999999999998,20.618000000000002,20.276,2.73,2.77,2.75,2.63,2.57,9.06,9.06,9.06,9.06,9.06,19.995,21.338,20.938000000000002,20.551,19.469
2858,9397353,Port Said Anch., Egypt,2021-04-26,Ras Laffan Anch., Qatar,2021-05-05,0,0,0,0,0,1,0,0,1,0,0,0,20.412,21.701999999999998,21.444000000000003,21.026999999999997,20.408,2.73,2.79,2.76,2.63,2.65,9.06,9.06,9.06,9.06,9.06,19.995,20.048,21.069000000000003,20.551,19.634
2859,9397353,Ras Laffan Anch., Qatar,2021-05-05,Ras Laffan, Qatar,2021-05-05,0,0,0,0,1,1,0,0,0,0,0,0,23.988000000000003,23.241,21.901999999999997,20.412,21.701999999999998,2.99,2.96,2.91,2.73,2.79,9.06,9.06,9.06,9.06,9.06,23.901999999999997,23.85,22.52,19.995,20.048
2860,9401295,Panama Canal Anch. Pacific, Panama,2021-02-24,Freeport, United States (USA),2021-03-19,1,1,0,0,0,0,0,0,0,0,0,0,16.009,16.625,16.743,17.671,18.016,2.8,3.16,8.56,11.32,6.12,9.06,9.06,9.06,9.06,9.06,16.352999999999998,15.972999999999999,17.355999999999998,16.567999999999998,17.599
2861,9401295,Freeport, United States (USA),2021-03-19,Boryeong, Korea,2021-04-30,1,0,0,0,0,1,0,0,0,0,0,0,18.347,18.564,18.352999999999998,17.102999999999998,16.569000000000003,2.53,2.5,2.65,2.62,2.67,9.06,9.06,9.06,9.06,9.06,17.262,17.66,18.454,17.561,16.155
2862,9403645,Taichung, Taiwan,2021-04-14,Ras Laffan, Qatar,2021-05-01,0,0,0,0,1,1,0,0,0,0,0,0,20.408,19.312,20.074,19.175,19.175,2.65,2.5,2.47,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.634,19.651,19.03,19.794,19.159000000000002
2863,9403657,Ras Laffan, Qatar,2021-04-21,Taichung, Taiwan,2021-05-04,0,0,0,0,1,1,0,0,0,0,0,0,21.275,21.026999999999997,20.338,19.476,19.75,2.72,2.75,2.62,2.5,2.48,9.06,9.06,9.06,9.06,9.06,21.11,20.938000000000002,20.225,19.651,18.942999999999998
2864,9403669,Ras Laffan, Qatar,2021-04-16,Taichung, Taiwan,2021-04-30,0,0,0,0,1,1,0,0,0,0,0,0,20.618000000000002,20.276,19.312,20.102999999999998,19.175,2.63,2.57,2.48,2.43,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.469,18.942999999999998,19.303,19.794
2865,9403671,Taichung, Taiwan,2021-04-23,Ras Laffan, Qatar,2021-05-07,0,0,0,0,1,1,0,0,0,0,0,0,21.701999999999998,21.444000000000003,21.026999999999997,20.408,19.312,2.79,2.76,2.63,2.65,2.5,9.06,9.06,9.06,9.06,9.06,20.048,21.069000000000003,20.551,19.634,19.651
2866,9405588,Withnell Bay, Australia,2021-04-13,Dapeng, China,2021-04-26,0,0,0,0,0,1,1,0,0,0,0,0,20.276,19.312,20.102999999999998,19.175,19.065,2.57,2.48,2.43,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.469,18.942999999999998,19.303,19.794,19.159000000000002
2867,9405588,Dapeng, China,2021-04-26,Darwin, Australia,2021-05-03,0,0,0,0,1,0,0,1,0,0,0,0,20.412,21.701999999999998,21.444000000000003,21.026999999999997,20.408,2.73,2.79,2.76,2.63,2.65,9.06,9.06,9.06,9.06,9.06,19.995,20.048,21.069000000000003,20.551,19.634
2868,9412880,Pyeongtaek, Korea,2021-03-26,Shikama, Japan,2021-04-26,0,0,0,0,1,1,0,0,0,0,0,0,18.494,18.137,17.664,17.803,18.352999999999998,2.52,2.56,2.53,2.6,2.58,9.06,9.06,9.06,9.06,9.06,18.68,18.38,17.262,17.999000000000002,17.910999999999998
2869,9413327,Freeport, United States (USA),2021-04-17,Swinoujscie, Poland,2021-05-06,1,0,0,0,0,0,0,0,0,0,0,1,21.026999999999997,20.408,19.312,20.074,19.175,2.63,2.65,2.5,2.47,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.634,19.651,19.03,19.794
2870,9418365,Milford Haven, United Kingdom (UK),2021-03-23,Ras Laffan Anch., Qatar,2021-04-20,0,0,0,0,0,1,0,0,0,0,1,0,18.137,17.664,17.803,18.352999999999998,17.709,2.56,2.53,2.6,2.58,2.7,9.06,9.06,9.06,9.06,9.06,18.38,17.262,17.999000000000002,17.910999999999998,18.137999999999998
2871,9431111,As Suways (Suez) Anch., Egypt,2021-04-14,Swinoujscie, Poland,2021-04-28,0,0,0,0,0,0,0,0,1,0,0,1,20.408,19.312,20.074,19.175,19.175,2.65,2.5,2.47,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.634,19.651,19.03,19.794,19.159000000000002
2872,9431123,As Suways (Suez) Anch., Egypt,2021-04-13,Revithoussa Desfa LNG Term., Greece,2021-05-05,0,0,0,0,0,0,0,0,1,0,0,1,20.276,19.312,20.102999999999998,19.175,19.065,2.57,2.48,2.43,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.469,18.942999999999998,19.303,19.794,19.159000000000002
2873,9431135,Gibraltar East Anch., Gibraltar,2021-03-28,Ras Laffan, Qatar,2021-04-26,0,0,0,0,0,1,0,0,0,0,1,0,18.585,18.662,17.737000000000002,18.347,18.564,2.58,2.52,2.55,2.53,2.5,9.06,9.06,9.06,9.06,9.06,18.445,18.363,18.008,17.262,17.66
2874,9431147,Gibraltar West Anch., Gibraltar,2021-03-25,Ras Laffan, Qatar,2021-04-28,0,0,0,0,0,1,0,0,0,0,1,0,18.662,17.737000000000002,18.347,18.564,18.352999999999998,2.52,2.55,2.53,2.5,2.65,9.06,9.06,9.06,9.06,9.06,18.363,18.008,17.262,17.66,18.454
2875,9431214,Ras Laffan, Qatar,2021-04-23,As Suways (Suez) Anch., Egypt,2021-05-02,0,0,0,0,1,0,0,0,0,1,0,0,21.701999999999998,21.444000000000003,21.026999999999997,20.408,19.312,2.79,2.76,2.63,2.65,2.5,9.06,9.06,9.06,9.06,9.06,20.048,21.069000000000003,20.551,19.634,19.651
2876,9431214,As Suways (Suez) Anch., Egypt,2021-05-02,Malta Anch., Malta,2021-05-06,0,0,0,0,0,0,0,0,1,0,0,1,23.241,21.901999999999997,20.412,21.701999999999998,21.444000000000003,2.96,2.91,2.73,2.79,2.76,9.06,9.06,9.06,9.06,9.06,23.85,22.52,19.995,20.048,21.069000000000003
2877,9433717,Wheatstone LNG Term., Australia,2021-04-15,Yangkou, China,2021-04-27,0,0,0,0,0,1,1,0,0,0,0,0,20.338,19.476,19.75,19.245,19.175,2.62,2.5,2.48,2.44,2.52,9.06,9.06,9.06,9.06,9.06,20.225,19.651,18.942999999999998,19.794,19.159000000000002
2878,9433884,Shikama, Japan,2021-04-24,Matsuyama, Japan,2021-04-27,0,0,0,0,1,1,0,0,0,0,0,0,20.265,21.275,21.026999999999997,20.338,19.476,2.79,2.72,2.75,2.62,2.5,9.06,9.06,9.06,9.06,9.06,20.048,21.11,20.938000000000002,20.225,19.651
2879,9433884,Matsuyama, Japan,2021-04-27,Shikama, Japan,2021-05-03,0,0,0,0,1,1,0,0,0,0,0,0,20.534000000000002,20.265,21.275,21.026999999999997,20.338,2.91,2.79,2.72,2.75,2.62,9.06,9.06,9.06,9.06,9.06,21.406,20.048,21.11,20.938000000000002,20.225
2880,9433884,Shikama, Japan,2021-05-03,Matsuyama, Japan,2021-05-06,0,0,0,0,1,1,0,0,0,0,0,0,23.241,21.901999999999997,20.534000000000002,20.265,21.275,2.96,2.86,2.91,2.79,2.72,9.06,9.06,9.06,9.06,9.06,23.85,23.27,21.406,20.048,21.11
2881,9434266,Pisco Anch., Peru,2021-04-19,Pampa Melchorita, Peru,2021-04-25,0,0,1,1,0,0,0,0,0,0,0,0,21.041999999999998,20.618000000000002,20.276,19.312,20.102999999999998,2.75,2.63,2.57,2.48,2.43,9.06,9.06,9.06,9.06,9.06,20.938000000000002,20.551,19.469,18.942999999999998,19.303
2882,9434266,Pampa Melchorita, Peru,2021-04-25,Pisco Anch., Peru,2021-04-27,0,0,1,1,0,0,0,0,0,0,0,0,20.265,21.305,21.041999999999998,20.618000000000002,20.276,2.73,2.77,2.75,2.63,2.57,9.06,9.06,9.06,9.06,9.06,19.995,21.338,20.938000000000002,20.551,19.469
2883,9443401,Singapore Anch. 1, Singapore,2021-04-24,Ras Laffan Anch., Qatar,2021-05-03,0,0,0,0,1,1,0,0,0,0,0,0,20.265,21.275,21.026999999999997,20.338,19.476,2.79,2.72,2.75,2.62,2.5,9.06,9.06,9.06,9.06,9.06,20.048,21.11,20.938000000000002,20.225,19.651
2884,9443401,Ras Laffan Anch., Qatar,2021-05-03,Ras Laffan, Qatar,2021-05-04,0,0,0,0,1,1,0,0,0,0,0,0,23.241,21.901999999999997,20.534000000000002,20.265,21.275,2.96,2.86,2.91,2.79,2.72,9.06,9.06,9.06,9.06,9.06,23.85,23.27,21.406,20.048,21.11
2885,9443413,As Suways (Suez) Anch., Egypt,2021-03-22,Thamesport, United Kingdom (UK),2021-04-10,0,0,0,0,0,0,0,0,1,0,0,1,17.737000000000002,18.347,18.564,18.352999999999998,17.102999999999998,2.55,2.53,2.5,2.65,2.62,9.06,9.06,9.06,9.06,9.06,18.008,17.262,17.66,18.454,17.561
2886,9443413,Port Said Anch., Egypt,2021-04-20,Ras Laffan Anch., Qatar,2021-04-29,0,0,0,0,0,1,0,0,1,0,0,0,21.444000000000003,21.026999999999997,20.408,19.312,20.074,2.76,2.63,2.65,2.5,2.47,9.06,9.06,9.06,9.06,9.06,21.069000000000003,20.551,19.634,19.651,19.03
2887,9443413,Ras Laffan Anch., Qatar,2021-04-29,Ras Laffan, Qatar,2021-05-01,0,0,0,0,1,1,0,0,0,0,0,0,21.901999999999997,20.412,21.701999999999998,21.444000000000003,21.026999999999997,2.91,2.73,2.79,2.76,2.63,9.06,9.06,9.06,9.06,9.06,22.52,19.995,20.048,21.069000000000003,20.551
2888,9443683,As Suways (Suez) Anch., Egypt,2021-04-24,Milford Haven, United Kingdom (UK),2021-05-04,0,0,0,0,0,0,0,0,1,0,0,1,20.265,21.275,21.026999999999997,20.338,19.476,2.79,2.72,2.75,2.62,2.5,9.06,9.06,9.06,9.06,9.06,20.048,21.11,20.938000000000002,20.225,19.651
2889,9469235,Ishikariwan Shinko, Japan,2021-04-22,Kushiro, Japan,2021-04-25,0,0,0,0,1,1,0,0,0,0,0,0,21.305,21.041999999999998,20.618000000000002,20.276,19.312,2.77,2.75,2.63,2.57,2.48,9.06,9.06,9.06,9.06,9.06,21.338,20.938000000000002,20.551,19.469,18.942999999999998
2890,9469235,Kushiro, Japan,2021-04-25,Muroran, Japan,2021-04-28,0,0,0,0,1,1,0,0,0,0,0,0,20.265,21.305,21.041999999999998,20.618000000000002,20.276,2.73,2.77,2.75,2.63,2.57,9.06,9.06,9.06,9.06,9.06,19.995,21.338,20.938000000000002,20.551,19.469
2891,9469235,Muroran, Japan,2021-04-28,Hachinohe, Japan,2021-04-30,0,0,0,0,1,1,0,0,0,0,0,0,21.315,20.265,21.305,21.041999999999998,20.618000000000002,2.98,2.73,2.77,2.75,2.63,9.06,9.06,9.06,9.06,9.06,21.524,19.995,21.338,20.938000000000002,20.551
2892,9475600,Dabhol Port, India,2021-04-10,Soyo, Angola,2021-05-05,0,0,0,0,1,0,0,0,0,1,0,0,19.312,20.102999999999998,19.175,19.065,18.628,2.48,2.43,2.43,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.942999999999998,19.303,19.794,19.159000000000002,18.445
2893,9482299,Soyo, Angola,2021-04-21,Rotterdam Maasvlakte, Netherlands,2021-05-06,0,0,0,0,0,0,0,0,1,0,0,1,21.275,21.026999999999997,20.338,19.476,19.75,2.72,2.75,2.62,2.5,2.48,9.06,9.06,9.06,9.06,9.06,21.11,20.938000000000002,20.225,19.651,18.942999999999998
2894,9482304,Yangpu Anch., China,2021-04-24,Yangpu, China,2021-04-25,0,0,0,0,1,1,0,0,0,0,0,0,20.265,21.275,21.026999999999997,20.338,19.476,2.79,2.72,2.75,2.62,2.5,9.06,9.06,9.06,9.06,9.06,20.048,21.11,20.938000000000002,20.225,19.651
2895,9483877,Yokohama, Japan,2021-04-23,Withnell Bay, Australia,2021-05-06,0,0,0,0,1,0,0,1,0,0,0,0,21.701999999999998,21.444000000000003,21.026999999999997,20.408,19.312,2.79,2.76,2.63,2.65,2.5,9.06,9.06,9.06,9.06,9.06,20.048,21.069000000000003,20.551,19.634,19.651
2896,9490959,Singapore Anch. 1, Singapore,2021-04-03,Soyo, Angola,2021-04-26,0,0,0,0,1,0,0,0,0,1,0,0,19.175,18.607,18.585,18.662,17.737000000000002,2.52,2.52,2.58,2.52,2.55,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.967,18.445,18.363,18.008
2897,9490961,Soyo, Angola,2021-04-05,Port Qasim, Pakistan,2021-04-26,0,0,0,0,0,1,0,0,1,0,0,0,19.175,19.175,18.332,18.585,18.257,2.43,2.52,2.55,2.52,2.56,9.06,9.06,9.06,9.06,9.06,19.794,19.159000000000002,18.84,18.68,18.567999999999998
2898,9491812,Soyo, Angola,2021-02-23,Luanda Anch., Angola,2021-04-03,0,0,0,0,0,0,0,0,1,1,0,0,15.841,16.625,16.532,17.664,19.598,2.94,4.96,23.86,6.12,6.5,9.06,9.06,9.06,9.06,9.06,16.258,16.552,16.554000000000002,16.567999999999998,17.401
2899,9496305,Singapore Anch. 1, Singapore,2021-04-07,Anegasaki, Japan,2021-04-24,0,0,0,0,1,1,0,0,0,0,0,0,20.102999999999998,19.175,19.065,18.628,18.494,2.43,2.43,2.52,2.58,2.52,9.06,9.06,9.06,9.06,9.06,19.303,19.794,19.159000000000002,18.445,18.68
2900,9496317,Anegasaki, Japan,2021-04-19,Anegasaki, Japan,2021-05-07,0,0,0,0,1,1,0,0,0,0,0,0,21.041999999999998,20.618000000000002,20.276,19.312,20.102999999999998,2.75,2.63,2.57,2.48,2.43,9.06,9.06,9.06,9.06,9.06,20.938000000000002,20.551,19.469,18.942999999999998,19.303
2901,9516129,Bonny, Nigeria,2021-04-10,Dubai Anch., United Arab Emirates (UAE),2021-05-03,0,0,0,0,0,1,0,0,1,0,0,0,19.312,20.102999999999998,19.175,19.065,18.628,2.48,2.43,2.43,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.942999999999998,19.303,19.794,19.159000000000002,18.445
2902,9520376,Gaolan, China,2021-04-24,Singapore Anch. 1, Singapore,2021-04-29,0,0,0,0,1,1,0,0,0,0,0,0,20.265,21.275,21.026999999999997,20.338,19.476,2.79,2.72,2.75,2.62,2.5,9.06,9.06,9.06,9.06,9.06,20.048,21.11,20.938000000000002,20.225,19.651
2903,9540716,Singapore Anch. 1, Singapore,2021-03-28,Singapore Anch. 1, Singapore,2021-05-04,0,0,0,0,1,1,0,0,0,0,0,0,18.585,18.662,17.737000000000002,18.347,18.564,2.58,2.52,2.55,2.53,2.5,9.06,9.06,9.06,9.06,9.06,18.445,18.363,18.008,17.262,17.66
2904,9554729,Souma, Japan,2021-04-18,Tomakomai, Japan,2021-04-20,0,0,0,0,1,1,0,0,0,0,0,0,21.026999999999997,20.338,19.476,19.75,19.245,2.75,2.62,2.5,2.48,2.44,9.06,9.06,9.06,9.06,9.06,20.938000000000002,20.225,19.651,18.942999999999998,19.794
2905,9554729,Tomakomai, Japan,2021-04-20,Souma, Japan,2021-04-25,0,0,0,0,1,1,0,0,0,0,0,0,21.444000000000003,21.026999999999997,20.408,19.312,20.074,2.76,2.63,2.65,2.5,2.47,9.06,9.06,9.06,9.06,9.06,21.069000000000003,20.551,19.634,19.651,19.03
2906,9554729,Souma, Japan,2021-04-25,Tomakomai, Japan,2021-04-29,0,0,0,0,1,1,0,0,0,0,0,0,20.265,21.305,21.041999999999998,20.618000000000002,20.276,2.73,2.77,2.75,2.63,2.57,9.06,9.06,9.06,9.06,9.06,19.995,21.338,20.938000000000002,20.551,19.469
2907,9554729,Tomakomai, Japan,2021-04-29,Ishikariwan Shinko, Japan,2021-05-08,0,0,0,0,1,1,0,0,0,0,0,0,21.901999999999997,20.412,21.701999999999998,21.444000000000003,21.026999999999997,2.91,2.73,2.79,2.76,2.63,9.06,9.06,9.06,9.06,9.06,22.52,19.995,20.048,21.069000000000003,20.551
2908,9583677,Hongqiao, China,2021-04-24,Singapore Anch. 1, Singapore,2021-05-01,0,0,0,0,1,1,0,0,0,0,0,0,20.265,21.275,21.026999999999997,20.338,19.476,2.79,2.72,2.75,2.62,2.5,9.06,9.06,9.06,9.06,9.06,20.048,21.11,20.938000000000002,20.225,19.651
2909,9600530,Das Island Anch., United Arab Emirates (UAE),2021-03-28,Dahej, India,2021-04-04,0,0,0,0,1,1,0,0,0,0,0,0,18.585,18.662,17.737000000000002,18.347,18.564,2.58,2.52,2.55,2.53,2.5,9.06,9.06,9.06,9.06,9.06,18.445,18.363,18.008,17.262,17.66
2910,9600530,As Suways (Suez) Anch., Egypt,2021-04-13,Freeport, United States (USA),2021-05-02,0,1,0,0,0,0,0,0,1,0,0,0,20.276,19.312,20.102999999999998,19.175,19.065,2.57,2.48,2.43,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.469,18.942999999999998,19.303,19.794,19.159000000000002
2911,9606948,Panama Canal Anch. Atlantic, Panama,2021-02-12,Pyeongtaek, Korea,2021-03-06,1,0,0,0,0,1,0,0,0,0,0,0,18.016,20.853,18.787,18.347,18.394000000000002,6.12,3.35,3.49,3.01,2.88,9.06,9.06,9.06,9.06,9.06,17.599,19.109,20.157,20.157,20.157
2912,9606948,Wheatstone LNG Term., Australia,2021-04-18,Yung An, Taiwan,2021-04-26,0,0,0,0,0,1,1,0,0,0,0,0,21.026999999999997,20.338,19.476,19.75,19.245,2.75,2.62,2.5,2.48,2.44,9.06,9.06,9.06,9.06,9.06,20.938000000000002,20.225,19.651,18.942999999999998,19.794
2913,9606948,Yung An, Taiwan,2021-04-26,Wheatstone LNG Term., Australia,2021-05-06,0,0,0,0,1,0,0,1,0,0,0,0,20.412,21.701999999999998,21.444000000000003,21.026999999999997,20.408,2.73,2.79,2.76,2.63,2.65,9.06,9.06,9.06,9.06,9.06,19.995,20.048,21.069000000000003,20.551,19.634
2914,9606950,Gwangyang, Korea,2021-04-11,Wheatstone LNG Term., Australia,2021-05-01,0,0,0,0,1,0,0,1,0,0,0,0,19.312,20.074,19.175,19.175,18.332,2.5,2.47,2.43,2.52,2.55,9.06,9.06,9.06,9.06,9.06,19.651,19.03,19.794,19.159000000000002,18.84
2915,9610767,Benoa Anch., Indonesia,2021-04-21,Darwin, Australia,2021-04-28,0,0,0,0,1,0,0,1,0,0,0,0,21.275,21.026999999999997,20.338,19.476,19.75,2.72,2.75,2.62,2.5,2.48,9.06,9.06,9.06,9.06,9.06,21.11,20.938000000000002,20.225,19.651,18.942999999999998
2916,9610767,Darwin, Australia,2021-04-28,Dapeng, China,2021-05-07,0,0,0,0,0,1,1,0,0,0,0,0,21.315,20.265,21.305,21.041999999999998,20.618000000000002,2.98,2.73,2.77,2.75,2.63,9.06,9.06,9.06,9.06,9.06,21.524,19.995,21.338,20.938000000000002,20.551
2917,9610779,Boryeong, Korea,2021-04-19,Withnell Bay, Australia,2021-05-01,0,0,0,0,1,0,0,1,0,0,0,0,21.041999999999998,20.618000000000002,20.276,19.312,20.102999999999998,2.75,2.63,2.57,2.48,2.43,9.06,9.06,9.06,9.06,9.06,20.938000000000002,20.551,19.469,18.942999999999998,19.303
2918,9613147,Caofeidian, China,2021-04-13,Singapore Anch. 1, Singapore,2021-04-22,0,0,0,0,1,1,0,0,0,0,0,0,20.276,19.312,20.102999999999998,19.175,19.065,2.57,2.48,2.43,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.469,18.942999999999998,19.303,19.794,19.159000000000002
2919,9613147,Singapore Anch. 1, Singapore,2021-04-22,Barrow Island Anch., Australia,2021-04-27,0,0,0,0,1,0,0,1,0,0,0,0,21.305,21.041999999999998,20.618000000000002,20.276,19.312,2.77,2.75,2.63,2.57,2.48,9.06,9.06,9.06,9.06,9.06,21.338,20.938000000000002,20.551,19.469,18.942999999999998
2920,9617698,Rotterdam Maasvlakte, Netherlands,2021-04-22,Vysotsk, Russia,2021-04-27,0,0,0,0,0,0,0,0,0,0,1,1,21.305,21.041999999999998,20.618000000000002,20.276,19.312,2.77,2.75,2.63,2.57,2.48,9.06,9.06,9.06,9.06,9.06,21.338,20.938000000000002,20.551,19.469,18.942999999999998
2921,9617698,Vysotsk, Russia,2021-04-27,Zeebrugge, Belgium,2021-05-03,0,0,0,0,0,0,0,0,0,0,1,1,20.534000000000002,20.265,21.275,21.026999999999997,20.338,2.91,2.79,2.72,2.75,2.62,9.06,9.06,9.06,9.06,9.06,21.406,20.048,21.11,20.938000000000002,20.225
2922,9624926,Port Said Anch., Egypt,2021-04-21,Singapore Anch. 1, Singapore,2021-05-05,0,0,0,0,0,1,0,0,1,0,0,0,21.275,21.026999999999997,20.338,19.476,19.75,2.72,2.75,2.62,2.5,2.48,9.06,9.06,9.06,9.06,9.06,21.11,20.938000000000002,20.225,19.651,18.942999999999998
2923,9624926,Singapore Anch. 1, Singapore,2021-05-05,Singapore, Singapore,2021-05-05,0,0,0,0,1,1,0,0,0,0,0,0,23.988000000000003,23.241,21.901999999999997,20.412,21.701999999999998,2.99,2.96,2.91,2.73,2.79,9.06,9.06,9.06,9.06,9.06,23.901999999999997,23.85,22.52,19.995,20.048
2924,9624926,Singapore, Singapore,2021-05-05,Singapore Anch. 1, Singapore,2021-05-07,0,0,0,0,1,1,0,0,0,0,0,0,23.988000000000003,23.241,21.901999999999997,20.412,21.701999999999998,2.99,2.96,2.91,2.73,2.79,9.06,9.06,9.06,9.06,9.06,23.901999999999997,23.85,22.52,19.995,20.048
2925,9626027,Port Qasim Anch., Pakistan,2021-04-21,As Suways (Suez) Anch., Egypt,2021-04-29,0,0,0,0,1,0,0,0,0,1,0,0,21.275,21.026999999999997,20.338,19.476,19.75,2.72,2.75,2.62,2.5,2.48,9.06,9.06,9.06,9.06,9.06,21.11,20.938000000000002,20.225,19.651,18.942999999999998
2926,9626273,Tianjin Xingang, China,2021-04-01,Dampier Anch., Australia,2021-04-22,0,0,0,0,1,0,0,1,0,0,0,0,19.065,18.628,18.494,18.137,17.664,2.52,2.58,2.52,2.56,2.53,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.445,18.68,18.38,17.262
2927,9626285,As Suways (Suez) Anch., Egypt,2021-04-05,Adriatic LNG LNG Term., Italy,2021-04-10,0,0,0,0,0,0,0,0,1,0,0,1,19.175,19.175,18.332,18.585,18.257,2.43,2.52,2.55,2.52,2.56,9.06,9.06,9.06,9.06,9.06,19.794,19.159000000000002,18.84,18.68,18.567999999999998
2928,9626285,Adriatic LNG LNG Term., Italy,2021-04-10,Corpus Christi Anch., United States (USA),2021-05-05,0,1,0,0,0,0,0,0,0,0,1,0,19.312,20.102999999999998,19.175,19.065,18.628,2.48,2.43,2.43,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.942999999999998,19.303,19.794,19.159000000000002,18.445
2929,9626285,Corpus Christi Anch., United States (USA),2021-05-05,Ingleside, United States (USA),2021-05-05,1,1,0,0,0,0,0,0,0,0,0,0,23.988000000000003,23.241,21.901999999999997,20.412,21.701999999999998,2.99,2.96,2.91,2.73,2.79,9.06,9.06,9.06,9.06,9.06,23.901999999999997,23.85,22.52,19.995,20.048
2930,9627485,Yangkou, China,2021-04-16,Darwin, Australia,2021-05-05,0,0,0,0,1,0,0,1,0,0,0,0,20.618000000000002,20.276,19.312,20.102999999999998,19.175,2.63,2.57,2.48,2.43,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.469,18.942999999999998,19.303,19.794
2931,9627497,Pampa Melchorita, Peru,2021-03-23,Gladstone Anch., Australia,2021-05-02,0,0,1,0,0,0,0,1,0,0,0,0,18.137,17.664,17.803,18.352999999999998,17.709,2.56,2.53,2.6,2.58,2.7,9.06,9.06,9.06,9.06,9.06,18.38,17.262,17.999000000000002,17.910999999999998,18.137999999999998
2932,9627497,Gladstone Anch., Australia,2021-05-02,Gladstone, Australia,2021-05-03,0,0,0,0,0,0,1,1,0,0,0,0,23.241,21.901999999999997,20.412,21.701999999999998,21.444000000000003,2.96,2.91,2.73,2.79,2.76,9.06,9.06,9.06,9.06,9.06,23.85,22.52,19.995,20.048,21.069000000000003
2933,9627954,Gladstone, Australia,2021-04-11,Singapore Anch. 3, Singapore,2021-05-02,0,0,0,0,0,1,1,0,0,0,0,0,19.312,20.074,19.175,19.175,18.332,2.5,2.47,2.43,2.52,2.55,9.06,9.06,9.06,9.06,9.06,19.651,19.03,19.794,19.159000000000002,18.84
2934,9627966,Singapore Anch. 1, Singapore,2021-04-12,As Suways (Suez) Anch., Egypt,2021-05-02,0,0,0,0,1,0,0,0,0,1,0,0,19.476,19.75,19.245,19.175,18.607,2.5,2.48,2.44,2.52,2.52,9.06,9.06,9.06,9.06,9.06,19.651,18.942999999999998,19.794,19.159000000000002,18.967
2935,9630028,Gladstone, Australia,2021-02-21,Hazira, India,2021-05-08,0,0,0,0,0,1,1,0,0,0,0,0,16.625,16.743,17.671,18.016,20.853,3.16,8.56,11.32,6.12,3.35,9.06,9.06,9.06,9.06,9.06,15.972999999999999,17.355999999999998,16.567999999999998,17.599,19.109
