,IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime,D_NA,A_NA,D_SA,A_SA,D_AS,A_AS,D_OC,A_OC,D_AF,A_AF,D_EU,A_EU,Eur_Spot_0,Eur_Spot_-3,Eur_Spot_-6,Eur_Spot_-9,Eur_Spot_-12,US_Spot_0,US_Spot_-3,US_Spot_-6,US_Spot_-9,US_Spot_-12,Asia_Fut_0,Asia_Fut_-3,Asia_Fut_-6,Asia_Fut_-9,Asia_Fut_-12,Eur_Fut_0,Eur_Fut_-3,Eur_Fut_-6,Eur_Fut_-9,Eur_Fut_-12
332,9250725,Singapore Anch. 1, Singapore,2021-03-16,"Bintulu,Sarawak", Malaysia,2021-03-21,0,0,0,0,1,1,0,0,0,0,0,0,18.564,18.352999999999998,17.102999999999998,16.569000000000003,15.915,2.5,2.65,2.62,2.67,2.79,9.06,9.06,9.06,9.06,9.06,17.66,18.454,17.561,16.155,15.981
333,9250725,"Bintulu,Sarawak", Malaysia,2021-03-21,Yokohama, Japan,2021-03-29,0,0,0,0,1,1,0,0,0,0,0,0,17.664,18.061,18.42,17.97,16.729,2.55,2.45,2.58,2.65,2.62,9.06,9.06,9.06,9.06,9.06,18.008,17.749000000000002,17.910999999999998,18.454,16.925
334,9250725,Yokohama, Japan,2021-03-29,Sungai Linggi, Malaysia,2021-04-11,0,0,0,0,1,1,0,0,0,0,0,0,18.628,18.494,18.137,17.664,17.803,2.58,2.52,2.56,2.53,2.6,9.06,9.06,9.06,9.06,9.06,18.445,18.68,18.38,17.262,17.999000000000002
335,9253105,Singapore, Singapore,2021-02-21,Singapore Anch. 1, Singapore,2021-03-13,0,0,0,0,1,1,0,0,0,0,0,0,16.625,16.743,17.671,18.016,20.853,3.16,8.56,11.32,6.12,3.35,9.06,9.06,9.06,9.06,9.06,15.972999999999999,17.355999999999998,16.567999999999998,17.599,19.109
336,9253105,Singapore Anch. 1, Singapore,2021-03-13,Soyo, Angola,2021-04-17,0,0,0,0,1,0,0,0,0,1,0,0,18.352999999999998,17.102999999999998,16.569000000000003,15.915,15.885,2.65,2.62,2.67,2.79,2.7,9.06,9.06,9.06,9.06,9.06,18.454,17.561,16.155,15.981,16.05
337,9253222,Guayanilla, Puerto Rico,2021-03-02,Guayanilla, Puerto Rico,2021-03-12,1,1,0,0,0,0,0,0,0,0,0,0,16.322,15.839,16.009,16.625,16.743,2.87,2.66,2.8,3.16,8.56,9.06,9.06,9.06,9.06,9.06,15.89,15.722000000000001,16.352999999999998,15.972999999999999,17.355999999999998
338,9253222,Guayanilla, Puerto Rico,2021-03-12,Point Fortin, Trinidad & Tobago,2021-03-16,1,1,0,0,0,0,0,0,0,0,0,0,17.97,16.729,16.569000000000003,16.255,15.839,2.65,2.62,2.72,2.86,2.7,9.06,9.06,9.06,9.06,9.06,18.454,16.925,16.368,15.558,16.05
339,9253222,Point Fortin, Trinidad & Tobago,2021-03-16,Experience FPSO, Brazil,2021-03-26,1,0,0,1,0,0,0,0,0,0,0,0,18.564,18.352999999999998,17.102999999999998,16.569000000000003,15.915,2.5,2.65,2.62,2.67,2.79,9.06,9.06,9.06,9.06,9.06,17.66,18.454,17.561,16.155,15.981
340,9253222,Experience FPSO, Brazil,2021-03-26,La Brea (Brighton) Anch., Trinidad & Tobago,2021-04-06,0,1,1,0,0,0,0,0,0,0,0,0,18.494,18.137,17.664,17.803,18.352999999999998,2.52,2.56,2.53,2.6,2.58,9.06,9.06,9.06,9.06,9.06,18.68,18.38,17.262,17.999000000000002,17.910999999999998
341,9253222,La Brea (Brighton) Anch., Trinidad & Tobago,2021-04-06,Point Fortin, Trinidad & Tobago,2021-04-19,1,1,0,0,0,0,0,0,0,0,0,0,19.245,19.175,18.607,18.585,18.662,2.44,2.52,2.52,2.58,2.52,9.06,9.06,9.06,9.06,9.06,19.794,19.159000000000002,18.967,18.445,18.363
342,9253703,Ras Laffan, Qatar,2021-03-25,Dahej, India,2021-03-30,0,0,0,0,1,1,0,0,0,0,0,0,18.662,17.737000000000002,18.347,18.564,18.352999999999998,2.52,2.55,2.53,2.5,2.65,9.06,9.06,9.06,9.06,9.06,18.363,18.008,17.262,17.66,18.454
343,9253703,Dahej, India,2021-03-30,Ras Laffan Anch., Qatar,2021-04-03,0,0,0,0,1,1,0,0,0,0,0,0,18.332,18.585,18.257,17.664,18.061,2.55,2.52,2.56,2.55,2.45,9.06,9.06,9.06,9.06,9.06,18.84,18.68,18.567999999999998,18.008,17.749000000000002
344,9253703,Ras Laffan Anch., Qatar,2021-04-03,Ras Laffan, Qatar,2021-04-05,0,0,0,0,1,1,0,0,0,0,0,0,19.175,18.607,18.585,18.662,17.737000000000002,2.52,2.52,2.58,2.52,2.55,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.967,18.445,18.363,18.008
345,9253703,Ras Laffan, Qatar,2021-04-05,Dahej, India,2021-04-09,0,0,0,0,1,1,0,0,0,0,0,0,19.175,19.175,18.332,18.585,18.257,2.43,2.52,2.55,2.52,2.56,9.06,9.06,9.06,9.06,9.06,19.794,19.159000000000002,18.84,18.68,18.567999999999998
346,9253703,Dahej, India,2021-04-09,Ras Laffan, Qatar,2021-04-14,0,0,0,0,1,1,0,0,0,0,0,0,19.75,19.245,19.175,18.607,18.585,2.48,2.44,2.52,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.942999999999998,19.794,19.159000000000002,18.967,18.445
347,9253703,Ras Laffan, Qatar,2021-04-14,Dahej, India,2021-04-18,0,0,0,0,1,1,0,0,0,0,0,0,20.408,19.312,20.074,19.175,19.175,2.65,2.5,2.47,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.634,19.651,19.03,19.794,19.159000000000002
348,9253715,Pisco Anch., Peru,2021-02-27,Pampa Melchorita, Peru,2021-02-28,0,0,1,1,0,0,0,0,0,0,0,0,15.839,16.009,16.625,16.743,17.671,2.66,2.8,3.16,8.56,11.32,9.06,9.06,9.06,9.06,9.06,15.722000000000001,16.352999999999998,15.972999999999999,17.355999999999998,16.567999999999998
349,9253715,Pampa Melchorita, Peru,2021-02-28,Rotterdam Maasvlakte, Netherlands,2021-03-29,0,0,1,0,0,0,0,0,0,0,0,1,15.839,16.067999999999998,16.697,16.884,16.783,2.7,2.72,3.16,4.96,11.32,9.06,9.06,9.06,9.06,9.06,16.05,15.904000000000002,15.972999999999999,16.552,16.688
350,9253715,Rotterdam Maasvlakte, Netherlands,2021-03-29,Corpus Christi Anch., United States (USA),2021-04-21,0,1,0,0,0,0,0,0,0,0,1,0,18.628,18.494,18.137,17.664,17.803,2.58,2.52,2.56,2.53,2.6,9.06,9.06,9.06,9.06,9.06,18.445,18.68,18.38,17.262,17.999000000000002
351,9255854,Port Said Anch., Egypt,2021-03-13,Ras Laffan, Qatar,2021-03-21,0,0,0,0,0,1,0,0,1,0,0,0,18.352999999999998,17.102999999999998,16.569000000000003,15.915,15.885,2.65,2.62,2.67,2.79,2.7,9.06,9.06,9.06,9.06,9.06,18.454,17.561,16.155,15.981,16.05
352,9255854,Ras Laffan, Qatar,2021-03-21,Ras Laffan Anch., Qatar,2021-03-23,0,0,0,0,1,1,0,0,0,0,0,0,17.664,18.061,18.42,17.97,16.729,2.55,2.45,2.58,2.65,2.62,9.06,9.06,9.06,9.06,9.06,18.008,17.749000000000002,17.910999999999998,18.454,16.925
353,9255854,Ras Laffan Anch., Qatar,2021-03-23,As Suways (Suez) Anch., Egypt,2021-04-03,0,0,0,0,1,0,0,0,0,1,0,0,18.137,17.664,17.803,18.352999999999998,17.709,2.56,2.53,2.6,2.58,2.7,9.06,9.06,9.06,9.06,9.06,18.38,17.262,17.999000000000002,17.910999999999998,18.137999999999998
354,9255854,As Suways (Suez) Anch., Egypt,2021-04-03,As Suways (Suez) Anch., Egypt,2021-04-03,0,0,0,0,0,0,0,0,1,1,0,0,19.175,18.607,18.585,18.662,17.737000000000002,2.52,2.52,2.58,2.52,2.55,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.967,18.445,18.363,18.008
355,9255854,As Suways (Suez) Anch., Egypt,2021-04-03,Livorno Anch., Italy,2021-04-14,0,0,0,0,0,0,0,0,1,0,0,1,19.175,18.607,18.585,18.662,17.737000000000002,2.52,2.52,2.58,2.52,2.55,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.967,18.445,18.363,18.008
356,9255854,Livorno Anch., Italy,2021-04-14,FSRU Toscana Term., Italy,2021-04-15,0,0,0,0,0,0,0,0,0,0,1,1,20.408,19.312,20.074,19.175,19.175,2.65,2.5,2.47,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.634,19.651,19.03,19.794,19.159000000000002
357,9255854,FSRU Toscana Term., Italy,2021-04-15,Livorno Anch., Italy,2021-04-16,0,0,0,0,0,0,0,0,0,0,1,1,20.338,19.476,19.75,19.245,19.175,2.62,2.5,2.48,2.44,2.52,9.06,9.06,9.06,9.06,9.06,20.225,19.651,18.942999999999998,19.794,19.159000000000002
358,9255854,Livorno Anch., Italy,2021-04-16,Port Said Anch., Egypt,2021-04-20,0,0,0,0,0,0,0,0,0,1,1,0,20.618000000000002,20.276,19.312,20.102999999999998,19.175,2.63,2.57,2.48,2.43,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.469,18.942999999999998,19.303,19.794
359,9256200,Ras Laffan, Qatar,2021-03-04,As Suways (Suez) Anch., Egypt,2021-03-14,0,0,0,0,1,0,0,0,0,1,0,0,15.915,15.885,16.077,15.841,16.625,2.79,2.7,2.66,2.94,4.96,9.06,9.06,9.06,9.06,9.06,15.981,16.05,15.722000000000001,16.258,16.552
360,9256200,As Suways (Suez) Anch., Egypt,2021-03-14,Chioggia Anch., Italy,2021-03-21,0,0,0,0,0,0,0,0,1,0,0,1,18.352999999999998,17.709,16.601,16.235,16.322,2.58,2.7,2.67,2.72,2.87,9.06,9.06,9.06,9.06,9.06,17.910999999999998,18.137999999999998,16.155,16.368,15.89
361,9256200,Chioggia Anch., Italy,2021-03-21,Adriatic LNG LNG Term., Italy,2021-03-22,0,0,0,0,0,0,0,0,0,0,1,1,17.664,18.061,18.42,17.97,16.729,2.55,2.45,2.58,2.65,2.62,9.06,9.06,9.06,9.06,9.06,18.008,17.749000000000002,17.910999999999998,18.454,16.925
362,9256200,Adriatic LNG LNG Term., Italy,2021-03-22,Ras Laffan Anch., Qatar,2021-04-09,0,0,0,0,0,1,0,0,0,0,1,0,17.737000000000002,18.347,18.564,18.352999999999998,17.102999999999998,2.55,2.53,2.5,2.65,2.62,9.06,9.06,9.06,9.06,9.06,18.008,17.262,17.66,18.454,17.561
363,9256597,Arzew Anch., Algeria,2021-04-01,Arzew, Algeria,2021-04-01,0,0,0,0,0,0,0,0,1,1,0,0,19.065,18.628,18.494,18.137,17.664,2.52,2.58,2.52,2.56,2.53,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.445,18.68,18.38,17.262
364,9256597,Arzew, Algeria,2021-04-01,Cartagena Anch., Spain,2021-04-02,0,0,0,0,0,0,0,0,1,0,0,1,19.065,18.628,18.494,18.137,17.664,2.52,2.58,2.52,2.56,2.53,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.445,18.68,18.38,17.262
365,9256597,Cartagena Anch., Spain,2021-04-02,Marmara Ereglisi, Turkey,2021-04-07,0,0,0,0,0,1,0,0,0,0,1,0,19.175,18.332,18.585,18.257,17.664,2.52,2.55,2.52,2.56,2.55,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.84,18.68,18.567999999999998,18.008
366,9256597,Marmara Ereglisi, Turkey,2021-04-07,Arzew, Algeria,2021-04-13,0,0,0,0,1,0,0,0,0,1,0,0,20.102999999999998,19.175,19.065,18.628,18.494,2.43,2.43,2.52,2.58,2.52,9.06,9.06,9.06,9.06,9.06,19.303,19.794,19.159000000000002,18.445,18.68
367,9256597,Arzew, Algeria,2021-04-13,Marmara Ereglisi, Turkey,2021-04-18,0,0,0,0,0,1,0,0,1,0,0,0,20.276,19.312,20.102999999999998,19.175,19.065,2.57,2.48,2.43,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.469,18.942999999999998,19.303,19.794,19.159000000000002
368,9256602,Singapore Anch. 1, Singapore,2021-03-09,Singapore, Singapore,2021-03-13,0,0,0,0,1,1,0,0,0,0,0,0,16.729,16.569000000000003,16.255,15.839,16.067999999999998,2.62,2.72,2.86,2.7,2.72,9.06,9.06,9.06,9.06,9.06,16.925,16.368,15.558,16.05,15.904000000000002
369,9256602,Singapore, Singapore,2021-03-13,Singapore Anch. 1, Singapore,2021-03-27,0,0,0,0,1,1,0,0,0,0,0,0,18.352999999999998,17.102999999999998,16.569000000000003,15.915,15.885,2.65,2.62,2.67,2.79,2.7,9.06,9.06,9.06,9.06,9.06,18.454,17.561,16.155,15.981,16.05
370,9256602,Singapore Anch. 1, Singapore,2021-03-27,"Pasir Gudang,Johor Anch.", Malaysia,2021-03-29,0,0,0,0,1,1,0,0,0,0,0,0,18.585,18.257,17.664,18.061,18.42,2.52,2.56,2.55,2.45,2.58,9.06,9.06,9.06,9.06,9.06,18.68,18.567999999999998,18.008,17.749000000000002,17.910999999999998
371,9256602,"Pasir Gudang,Johor Anch.", Malaysia,2021-03-29,"Pasir Gudang,Johor Anch.", Malaysia,2021-04-06,0,0,0,0,1,1,0,0,0,0,0,0,18.628,18.494,18.137,17.664,17.803,2.58,2.52,2.56,2.53,2.6,9.06,9.06,9.06,9.06,9.06,18.445,18.68,18.38,17.262,17.999000000000002
372,9256793,Shikama, Japan,2021-03-02,Panama Canal Anch. Pacific, Panama,2021-03-31,0,1,0,0,1,0,0,0,0,0,0,0,16.322,15.839,16.009,16.625,16.743,2.87,2.66,2.8,3.16,8.56,9.06,9.06,9.06,9.06,9.06,15.89,15.722000000000001,16.352999999999998,15.972999999999999,17.355999999999998
373,9256793,Panama Canal Anch. Pacific, Panama,2021-03-31,Gatun Anch., Panama,2021-03-31,1,1,0,0,0,0,0,0,0,0,0,0,18.607,18.585,18.662,17.737000000000002,18.347,2.52,2.58,2.52,2.55,2.53,9.06,9.06,9.06,9.06,9.06,18.967,18.445,18.363,18.008,17.262
374,9256793,Gatun Anch., Panama,2021-03-31,Point Fortin, Trinidad & Tobago,2021-04-05,1,1,0,0,0,0,0,0,0,0,0,0,18.607,18.585,18.662,17.737000000000002,18.347,2.52,2.58,2.52,2.55,2.53,9.06,9.06,9.06,9.06,9.06,18.967,18.445,18.363,18.008,17.262
375,9259276,Dahej, India,2021-03-05,As Suways (Suez) Anch., Egypt,2021-03-14,0,0,0,0,1,0,0,0,0,1,0,0,16.235,16.322,15.839,16.009,16.625,2.72,2.87,2.66,2.8,3.16,9.06,9.06,9.06,9.06,9.06,16.368,15.89,15.722000000000001,16.352999999999998,15.972999999999999
376,9259276,As Suways (Suez) Anch., Egypt,2021-03-14,Sabine, United States (USA),2021-04-02,0,1,0,0,0,0,0,0,1,0,0,0,18.352999999999998,17.709,16.601,16.235,16.322,2.58,2.7,2.67,2.72,2.87,9.06,9.06,9.06,9.06,9.06,17.910999999999998,18.137999999999998,16.155,16.368,15.89
377,9259276,Sabine, United States (USA),2021-04-02,Marsaxlokk, Malta,2021-04-20,1,0,0,0,0,0,0,0,0,0,0,1,19.175,18.332,18.585,18.257,17.664,2.52,2.55,2.52,2.56,2.55,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.84,18.68,18.567999999999998,18.008
378,9260603,Takamatsu Anch., Japan,2021-04-04,Takamatsu, Japan,2021-04-04,0,0,0,0,1,1,0,0,0,0,0,0,19.175,19.065,18.628,18.494,18.137,2.43,2.52,2.58,2.52,2.56,9.06,9.06,9.06,9.06,9.06,19.794,19.159000000000002,18.445,18.68,18.38
379,9260603,Takamatsu, Japan,2021-04-04,Takamatsu Anch., Japan,2021-04-05,0,0,0,0,1,1,0,0,0,0,0,0,19.175,19.065,18.628,18.494,18.137,2.43,2.52,2.58,2.52,2.56,9.06,9.06,9.06,9.06,9.06,19.794,19.159000000000002,18.445,18.68,18.38
380,9260603,Takamatsu Anch., Japan,2021-04-05,Shikama, Japan,2021-04-08,0,0,0,0,1,1,0,0,0,0,0,0,19.175,19.175,18.332,18.585,18.257,2.43,2.52,2.55,2.52,2.56,9.06,9.06,9.06,9.06,9.06,19.794,19.159000000000002,18.84,18.68,18.567999999999998
381,9260603,Shikama, Japan,2021-04-08,Tokushima, Japan,2021-04-09,0,0,0,0,1,1,0,0,0,0,0,0,20.074,19.175,19.175,18.332,18.585,2.47,2.43,2.52,2.55,2.52,9.06,9.06,9.06,9.06,9.06,19.03,19.794,19.159000000000002,18.84,18.68
382,9260603,Tokushima, Japan,2021-04-09,Shikama, Japan,2021-04-14,0,0,0,0,1,1,0,0,0,0,0,0,19.75,19.245,19.175,18.607,18.585,2.48,2.44,2.52,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.942999999999998,19.794,19.159000000000002,18.967,18.445
383,9260603,Shikama, Japan,2021-04-14,Tokushima, Japan,2021-04-14,0,0,0,0,1,1,0,0,0,0,0,0,20.408,19.312,20.074,19.175,19.175,2.65,2.5,2.47,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.634,19.651,19.03,19.794,19.159000000000002
384,9260603,Tokushima, Japan,2021-04-14,Shikama, Japan,2021-04-16,0,0,0,0,1,1,0,0,0,0,0,0,20.408,19.312,20.074,19.175,19.175,2.65,2.5,2.47,2.43,2.52,9.06,9.06,9.06,9.06,9.06,19.634,19.651,19.03,19.794,19.159000000000002
385,9260603,Shikama, Japan,2021-04-16,Matsuyama, Japan,2021-04-19,0,0,0,0,1,1,0,0,0,0,0,0,20.618000000000002,20.276,19.312,20.102999999999998,19.175,2.63,2.57,2.48,2.43,2.43,9.06,9.06,9.06,9.06,9.06,20.551,19.469,18.942999999999998,19.303,19.794
386,9261205,Incheon, Korea,2021-02-21,Shikama, Japan,2021-04-01,0,0,0,0,1,1,0,0,0,0,0,0,16.625,16.743,17.671,18.016,20.853,3.16,8.56,11.32,6.12,3.35,9.06,9.06,9.06,9.06,9.06,15.972999999999999,17.355999999999998,16.567999999999998,17.599,19.109
387,9261205,Shikama, Japan,2021-04-01,"Bintulu,Sarawak", Malaysia,2021-04-12,0,0,0,0,1,1,0,0,0,0,0,0,19.065,18.628,18.494,18.137,17.664,2.52,2.58,2.52,2.56,2.53,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.445,18.68,18.38,17.262
388,9261205,"Bintulu,Sarawak", Malaysia,2021-04-12,Gwangyang, Korea,2021-04-18,0,0,0,0,1,1,0,0,0,0,0,0,19.476,19.75,19.245,19.175,18.607,2.5,2.48,2.44,2.52,2.52,9.06,9.06,9.06,9.06,9.06,19.651,18.942999999999998,19.794,19.159000000000002,18.967
389,9262209,Marmara Ereglisi, Turkey,2021-02-12,Bonny, Nigeria,2021-03-06,0,0,0,0,1,0,0,0,0,1,0,0,18.016,20.853,18.787,18.347,18.394000000000002,6.12,3.35,3.49,3.01,2.88,9.06,9.06,9.06,9.06,9.06,17.599,19.109,20.157,20.157,20.157
390,9262209,Bonny, Nigeria,2021-03-06,Montoir, France,2021-03-19,0,0,0,0,0,0,0,0,1,0,0,1,16.569000000000003,16.255,15.839,16.067999999999998,16.697,2.72,2.86,2.7,2.72,3.16,9.06,9.06,9.06,9.06,9.06,16.368,15.558,16.05,15.904000000000002,15.972999999999999
391,9262209,Montoir, France,2021-03-19,Santa Cruz de Tenerife Anch., Spain,2021-03-25,0,0,0,0,0,0,0,0,0,0,1,1,18.347,18.564,18.352999999999998,17.102999999999998,16.569000000000003,2.53,2.5,2.65,2.62,2.67,9.06,9.06,9.06,9.06,9.06,17.262,17.66,18.454,17.561,16.155
392,9262209,Santa Cruz de Tenerife Anch., Spain,2021-03-25,Bonny, Nigeria,2021-04-05,0,0,0,0,0,0,0,0,0,1,1,0,18.662,17.737000000000002,18.347,18.564,18.352999999999998,2.52,2.55,2.53,2.5,2.65,9.06,9.06,9.06,9.06,9.06,18.363,18.008,17.262,17.66,18.454
393,9262209,Bonny, Nigeria,2021-04-05,Huelva, Spain,2021-04-18,0,0,0,0,0,0,0,0,1,0,0,1,19.175,19.175,18.332,18.585,18.257,2.43,2.52,2.55,2.52,2.56,9.06,9.06,9.06,9.06,9.06,19.794,19.159000000000002,18.84,18.68,18.567999999999998
394,9262209,Huelva, Spain,2021-04-18,Santa Cruz de Tenerife Anch., Spain,2021-04-21,0,0,0,0,0,0,0,0,0,0,1,1,21.026999999999997,20.338,19.476,19.75,19.245,2.75,2.62,2.5,2.48,2.44,9.06,9.06,9.06,9.06,9.06,20.938000000000002,20.225,19.651,18.942999999999998,19.794
395,9262211,Bonny, Nigeria,2021-02-18,Montoir, France,2021-03-02,0,0,0,0,0,0,0,0,1,0,0,1,16.743,17.671,18.016,20.853,18.787,8.56,11.32,6.12,3.35,3.49,9.06,9.06,9.06,9.06,9.06,17.355999999999998,16.567999999999998,17.599,19.109,20.157
396,9262211,Montoir, France,2021-03-02,Bonny, Nigeria,2021-03-20,0,0,0,0,0,0,0,0,0,1,1,0,16.322,15.839,16.009,16.625,16.743,2.87,2.66,2.8,3.16,8.56,9.06,9.06,9.06,9.06,9.06,15.89,15.722000000000001,16.352999999999998,15.972999999999999,17.355999999999998
397,9262211,Bonny, Nigeria,2021-03-20,Escombreras, Spain,2021-04-02,0,0,0,0,0,0,0,0,1,0,0,1,17.664,17.803,18.352999999999998,17.709,16.601,2.53,2.6,2.58,2.7,2.67,9.06,9.06,9.06,9.06,9.06,17.262,17.999000000000002,17.910999999999998,18.137999999999998,16.155
398,9262211,Escombreras, Spain,2021-04-02,Santa Cruz de Tenerife Anch., Spain,2021-04-06,0,0,0,0,0,0,0,0,0,0,1,1,19.175,18.332,18.585,18.257,17.664,2.52,2.55,2.52,2.56,2.55,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.84,18.68,18.567999999999998,18.008
399,9262211,Santa Cruz de Tenerife Anch., Spain,2021-04-06,Bonny, Nigeria,2021-04-17,0,0,0,0,0,0,0,0,0,1,1,0,19.245,19.175,18.607,18.585,18.662,2.44,2.52,2.52,2.58,2.52,9.06,9.06,9.06,9.06,9.06,19.794,19.159000000000002,18.967,18.445,18.363
400,9262223,Jebel Ali Anch., United Arab Emirates (UAE),2021-03-09,Jebel Ali Anch., United Arab Emirates (UAE),2021-03-12,0,0,0,0,1,1,0,0,0,0,0,0,16.729,16.569000000000003,16.255,15.839,16.067999999999998,2.62,2.72,2.86,2.7,2.72,9.06,9.06,9.06,9.06,9.06,16.925,16.368,15.558,16.05,15.904000000000002
401,9262223,Jebel Ali Anch., United Arab Emirates (UAE),2021-03-12,Bonny, Nigeria,2021-04-22,0,0,0,0,1,0,0,0,0,1,0,0,17.97,16.729,16.569000000000003,16.255,15.839,2.65,2.62,2.72,2.86,2.7,9.06,9.06,9.06,9.06,9.06,18.454,16.925,16.368,15.558,16.05
402,9262235,Marmara Ereglisi, Turkey,2021-02-15,Bonny, Nigeria,2021-03-07,0,0,0,0,1,0,0,0,0,1,0,0,17.671,18.016,20.853,18.787,18.347,11.32,6.12,3.35,3.49,3.01,9.06,9.06,9.06,9.06,9.06,16.567999999999998,17.599,19.109,20.157,20.157
403,9262235,Bonny, Nigeria,2021-03-07,Huelva, Spain,2021-03-19,0,0,0,0,0,0,0,0,1,0,0,1,16.569000000000003,15.915,15.885,16.077,15.841,2.67,2.79,2.7,2.66,2.94,9.06,9.06,9.06,9.06,9.06,16.155,15.981,16.05,15.722000000000001,16.258
404,9262235,Huelva, Spain,2021-03-19,Bonny, Nigeria,2021-04-01,0,0,0,0,0,0,0,0,0,1,1,0,18.347,18.564,18.352999999999998,17.102999999999998,16.569000000000003,2.53,2.5,2.65,2.62,2.67,9.06,9.06,9.06,9.06,9.06,17.262,17.66,18.454,17.561,16.155
405,9262235,Bonny, Nigeria,2021-04-01,Sines, Portugal,2021-04-12,0,0,0,0,0,0,0,0,1,0,0,1,19.065,18.628,18.494,18.137,17.664,2.52,2.58,2.52,2.56,2.53,9.06,9.06,9.06,9.06,9.06,19.159000000000002,18.445,18.68,18.38,17.262
406,9264910,Darwin, Australia,2021-02-18,Sakai, Japan,2021-03-01,0,0,0,0,0,1,1,0,0,0,0,0,16.743,17.671,18.016,20.853,18.787,8.56,11.32,6.12,3.35,3.49,9.06,9.06,9.06,9.06,9.06,17.355999999999998,16.567999999999998,17.599,19.109,20.157
407,9264910,Sakai, Japan,2021-03-01,Darwin, Australia,2021-03-18,0,0,0,0,1,0,0,1,0,0,0,0,15.885,16.077,15.841,16.625,16.532,2.7,2.66,2.94,4.96,23.86,9.06,9.06,9.06,9.06,9.06,16.05,15.722000000000001,16.258,16.552,16.554000000000002
408,9264910,Darwin, Australia,2021-03-18,Yung An, Taiwan,2021-03-30,0,0,0,0,0,1,1,0,0,0,0,0,18.061,18.42,17.97,16.729,16.569000000000003,2.45,2.58,2.65,2.62,2.72,9.06,9.06,9.06,9.06,9.06,17.749000000000002,17.910999999999998,18.454,16.925,16.368
409,9264910,Yung An, Taiwan,2021-03-30,Darwin, Australia,2021-04-10,0,0,0,0,1,0,0,1,0,0,0,0,18.332,18.585,18.257,17.664,18.061,2.55,2.52,2.56,2.55,2.45,9.06,9.06,9.06,9.06,9.06,18.84,18.68,18.567999999999998,18.008,17.749000000000002
410,9264910,Darwin, Australia,2021-04-10,Kawasaki, Japan,2021-04-20,0,0,0,0,0,1,1,0,0,0,0,0,19.312,20.102999999999998,19.175,19.065,18.628,2.48,2.43,2.43,2.52,2.58,9.06,9.06,9.06,9.06,9.06,18.942999999999998,19.303,19.794,19.159000000000002,18.445
411,9265500,Darwin, Australia,2021-02-27,Ishikariwan Shinko, Japan,2021-03-12,0,0,0,0,0,1,1,0,0,0,0,0,15.839,16.009,16.625,16.743,17.671,2.66,2.8,3.16,8.56,11.32,9.06,9.06,9.06,9.06,9.06,15.722000000000001,16.352999999999998,15.972999999999999,17.355999999999998,16.567999999999998
412,9265500,Ishikariwan Shinko, Japan,2021-03-12,Dampier Anch., Australia,2021-03-26,0,0,0,0,1,0,0,1,0,0,0,0,17.97,16.729,16.569000000000003,16.255,15.839,2.65,2.62,2.72,2.86,2.7,9.06,9.06,9.06,9.06,9.06,18.454,16.925,16.368,15.558,16.05
413,9265500,Dampier Anch., Australia,2021-03-26,Withnell Bay, Australia,2021-03-27,0,0,0,0,0,0,1,1,0,0,0,0,18.494,18.137,17.664,17.803,18.352999999999998,2.52,2.56,2.53,2.6,2.58,9.06,9.06,9.06,9.06,9.06,18.68,18.38,17.262,17.999000000000002,17.910999999999998
414,9265500,Withnell Bay, Australia,2021-03-27,Shikama, Japan,2021-04-08,0,0,0,0,0,1,1,0,0,0,0,0,18.585,18.257,17.664,18.061,18.42,2.52,2.56,2.55,2.45,2.58,9.06,9.06,9.06,9.06,9.06,18.68,18.567999999999998,18.008,17.749000000000002,17.910999999999998
415,9265500,Shikama, Japan,2021-04-08,Darwin, Australia,2021-04-18,0,0,0,0,1,0,0,1,0,0,0,0,20.074,19.175,19.175,18.332,18.585,2.47,2.43,2.52,2.55,2.52,9.06,9.06,9.06,9.06,9.06,19.03,19.794,19.159000000000002,18.84,18.68
416,9266982,Bonny, Nigeria,2021-03-08,Yung An, Taiwan,2021-04-03,0,0,0,0,0,1,0,0,1,0,0,0,16.601,16.235,16.322,15.839,16.009,2.67,2.72,2.87,2.66,2.8,9.06,9.06,9.06,9.06,9.06,16.155,16.368,15.89,15.722000000000001,16.352999999999998
