Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
ISH,9035864,636010329,Liberia,293,46,110895,71564,CN SZX>AE DAS,DasIsland,2021-04-08-02:02,9.8,3.71948 N/100.08725 E,313.0°,11.9 kn,-,2021-03-30,2021-03-22-08:49
AL KHAZNAH,9038440,636010034,Liberia,293,46,110895,71543,IN DAH > AE DAS,DasIsland,2021-04-02-03:03,9.5,25.75338 N/53.90972 E,174.0°,0.1 kn,At anchor,2021-03-30,2021-03-30-11:38
STENA CRYSTAL SKY,9383900,235099946,United Kingdom,298,46,109949,96889,...,...,2021-04-13-00:01,9.0,23.34827 N/122.37817 E,14.0°,17.5 kn,-,2021-03-30,2021-03-09-22:24
STENA CLEAR SKY,9413327,235100007,United Kingdom,298,46,109949,96811,PA BLB,Balboa,2021-04-03-11:00,9.1,32.41238 S/71.71863 W,344.0°,15.2 kn,-,2021-03-30,2021-03-26-16:16
EKAPUTRA 1,8706155,525022371,Indonesia,290,46,109281,78988,ID JKT,Jakarta,2021-03-29-00:00,9.7,5.97538 S/106.79877 E,164.2°,0.1 kn,Moored,2021-03-30,2021-03-30-11:50
METHANE BECKI ANNE,9516129,310597000,Bermuda,291,45,109004,86269,NGBON,Bonny,2021-04-10-05:00,9.1,1.32266 N/103.29855 E,308.1°,17.8 kn,-,2021-03-30,2021-03-20-08:42
METHANE PATRICIA CAMILA,9425277,310606000,Bermuda,291,45,109004,86272,FOR ORDERS,FOR ORDERS,2021-04-01-22:00,9.5,22.39939 N/117.03942 E,114.3°,17.5 kn,-,2021-03-30,2021-03-27-10:21
METHANE JULIA LOUISE,9412880,310584000,Bermuda,290,45,109004,86125,FOR ORDERS,FOR ORDERS,2021-04-07-16:01,9.1,37.0253 N/126.20649 E,240.5°,12.4 kn,-,2021-03-30,2021-03-27-07:13
SERI BALQIS,9331672,533894000,Malaysia,295,47,107633,91198,GBFLM,GBFLM,2021-03-18-13:00,9.6,50.11103 N/5.04855 W,313.0°,0.1 kn,At anchor,2021-03-30,2021-03-30-11:50
SERI BALHAF,9331660,533868000,Malaysia,295,47,107633,91201,US COVE POINT,US COVE POINT,2021-04-01-04:01,9.7,38.82882 N/31.33967 W,260.0°,14.1 kn,-,2021-03-30,2021-03-19-14:33
ENERGY ATLANTIC,9649328,256647000,Malta,290,46,106771,89766,SINGAPORE OPL,Singapore,2021-04-02-06:00,9.2,22.05044 N/121.96005 E,194.4°,16.7 kn,-,2021-03-30,2021-03-28-20:42
TORMAN II,9006681,538008702,Marshall Islands,272,47,106151,67554,-,-,-,9.1,1.47085 N/103.82905 E,79.2°,0.0 kn,Moored,2021-03-30,2021-03-30-11:33
ADAM LNG,9501186,538005753,Marshall Islands,289,46,105975,90986,GULF OF MEXICO,GULF OF MEXICO,2021-03-27-12:00,9.1,26.83419 N/94.34834 W,177.7°,11.4 kn,-,2021-03-30,2021-03-29-03:50
BW PAVILION LEEARA,9640645,565515000,Singapore,289,46,105945,91496,CAPE OF GOOD HOPE,CAPE OF GOOD HOPE,2021-04-16-15:00,11.5,26.16018 N/91.63996 W,118.4°,17.8 kn,-,2021-03-30,2021-03-29-10:35
BW PAVILION VANDA,9640437,565513000,Singapore,289,46,105945,91515,CORPUS CHRISTI USA,CorpusChristi,2021-04-19-12:00,9.5,33.94115 S/25.80683 E,279.3°,1.2 kn,Under way,2021-03-30,2021-03-30-11:51
CLEAN VISION,9655456,256245000,Malta,289,46,105943,89863,DUBAI,Dubai/PortRashid,2021-04-05-08:00,9.2,5.93055 N/80.10609 E,281.3°,10.1 kn,Under way,2021-03-30,2021-03-30-04:02
CLEAN OCEAN,9637492,538005350,Marshall Islands,289,46,105943,89956,MIDDLESBOROUGH,MIDDLESBOROUGH,2021-03-31-18:00,9.1,53.49989 N/3.75905 E,28.9°,15.3 kn,Under way,2021-03-30,2021-03-30-11:52
CLEAN HORIZON,9655444,256083000,Malta,289,46,105943,89831,CN QDG>EG SUZ,AsSuways/SuezPort,2021-03-27-13:00,9.3,29.13227 N/32.9536 E,61.0°,2.4 kn,-,2021-03-30,2021-03-30-11:40
CLEAN PLANET,9637507,538005351,Marshall Islands,289,46,105943,89848,BEZEE,Zeebrugge,2021-04-02-00:01,9.0,51.44236 N/2.68542 E,117.2°,0.2 kn,At anchor,2021-03-30,2021-03-30-11:52
GOLAR GLACIER,9654696,538005373,Marshall Islands,289,46,105832,79602,FOR ORDERS,FOR ORDERS,2021-04-15-00:01,9.5,33.46904 S/17.51557 E,300.1°,19.6 kn,-,2021-03-30,2021-03-27-01:30
GOLAR KELVIN,9654701,538005374,Marshall Islands,289,46,105832,90607,FOR ORDERS,FOR ORDERS,2021-04-19-00:00,10.9,27.10217 N/91.81828 W,136.9°,13.2 kn,Under way,2021-03-30,2021-03-30-11:37
MARAN GAS APOLLONIA,9633422,241275000,Greece,289,46,105773,90434,FOR ORDERS,FOR ORDERS,2021-05-01-00:01,11.3,27.46591 N/96.37925 W,118.0°,17.7 kn,-,2021-03-30,2021-03-22-12:07
MARAN GAS POSIDONIA,9633434,241290000,Greece,289,46,105773,90349,"CAMERON, USA","CAMERON, USA",2021-04-19-05:01,9.2,34.49036 S/18.04891 E,309.3°,15.3 kn,-,2021-03-30,2021-03-28-06:22
MARAN GAS SPARTA,9650042,241289000,Greece,289,46,105773,90392,FOR ORDERS,FOR ORDERS,2021-04-13-22:00,9.4,38.76512 N/119.13288 E,102.8°,14.7 kn,Under way,2021-03-30,2021-03-30-11:52
LNG VESTA,9020766,431642000,Liberia,272,47,105708,68522,-,-,-,5.4,1.29651 N/103.65775 E,177.9°,0.1 kn,-,2021-03-30,2020-05-08-06:36
SERI BAKTI,9331634,533380000,Malaysia,290,47,105335,90065,FAR EAST,FAR EAST,2021-04-05-21:00,11.0,18.97841 S/115.55204 E,39.7°,14.9 kn,-,2021-03-30,2021-03-25-15:42
SERI BEGAWAN,9331646,533016000,Malaysia,290,47,105335,89902,MYPGG,Pengerang,2021-04-06-00:01,10.6,21.72317 S/153.20659 E,16.6°,17.1 kn,-,2021-03-30,2021-03-26-19:54
NORTHWEST SANDPIPER,8913150,503002000,Australia,272,47,105010,66768,SG SIN,Singapore,2021-04-02-01:00,8.9,19.06083 S/117.55208 E,26.0°,13.3 kn,-,2021-03-30,2021-03-08-12:01
KARMOL LNGT POWERSHIP AFRICA,9043677,636019705,Liberia,272,47,104968,70593,RAFFLES ANCHORAGE,RAFFLES ANCHORAGE,2021-03-19-08:00,10.1,1.17953 N/103.75822 E,267.0°,1.2 kn,At anchor,2021-03-30,2021-03-30-11:51
SERI BIJAKSANA,9331658,533051000,Malaysia,290,47,104881,89953,SG PGBG,Singapore,2021-04-14-22:00,5.0,1.45307 N/104.35576 E,137.0°,0.0 kn,-,2021-03-30,2021-03-30-11:46
SONANGOL SAMBIZANGA,9475600,311027900,Bahamas,291,43,104537,87104,AO SZA>IN DHP,DabholPort,2021-04-09-18:30,11.9,34.73211 S/18.24136 E,124.2°,15.5 kn,-,2021-03-30,2021-03-28-08:09
SONANGOL ETOSHA,9482299,311027800,Bahamas,291,43,104537,87294,AO SZA>PK BQM,PortQasim,2021-04-02-19:01,11.8,20.52711 S/54.9415 E,53.1°,15.6 kn,-,2021-03-30,2021-03-25-08:30
SONANGOL BENGUELA,9482304,311038100,Bahamas,291,43,104537,87169,XX XXX>IN DAH,Dahej,2021-04-17-18:18,11.8,8.64367 S/10.83317 E,180.5°,15.0 kn,-,2021-03-30,2021-03-29-03:41
ARWA SPIRIT,9339260,538003267,Marshall Islands,285,43,104169,82187,FOR ORDERS,FOR ORDERS,2021-04-01-00:01,9.3,25.07474 N/89.69946 W,290.0°,15.1 kn,-,2021-03-30,2021-03-30-11:40
MERIDIAN SPIRIT,9369904,219061000,Denmark,285,43,104169,81929,SWINOUJSCIE,Swinoujscie,2021-04-10-06:00,11.6,26.36242 N/79.41361 W,1.2°,21.2 kn,-,2021-03-30,2021-03-28-11:49
MARIB SPIRIT,9336749,538001576,Marshall Islands,285,43,104169,81400,FOR ORDERS,FOR ORDERS,2021-04-07-12:00,9.8,39.24969 N/28.72748 W,271.5°,14.1 kn,Under way,2021-03-30,2021-03-30-07:42
WOODSIDE DONALDSON,9369899,564629000,Singapore,285,43,104169,82085,AU DAMPIER,AU DAMPIER,2021-03-30-10:00,9.4,20.60484 S/116.75507 E,62.7°,0.0 kn,Moored,2021-03-30,2021-03-30-11:51
MAGELLAN SPIRIT,9342487,220636000,Denmark,285,43,104169,82265,CORPUS CHRISTI,CorpusChristi,2021-04-06-05:00,9.3,25.58844 N/91.69562 W,292.2°,11.3 kn,Under way,2021-03-30,2021-03-30-11:46
METHANE SPIRIT,9336737,311000135,Bahamas,285,43,104169,82115,FOR ORDERS,FOR ORDERS,2021-04-09-07:00,9.4,34.37643 N/138.55122 E,181.6°,19.2 kn,-,2021-03-30,2021-03-24-07:52
MARAN GAS EFESSOS,9627497,241291000,Greece,294,44,103928,89711,FOR ORDERS,FOR ORDERS,2021-04-20-00:00,11.7,32.68304 S/71.66342 W,315.6°,14.7 kn,-,2021-03-30,2021-03-19-16:51
WOODSIDE GOODE,9633161,241276000,Greece,294,44,103928,90125,ORDERS,ORDERS,2021-04-15-21:00,9.8,35.00733 N/129.04809 E,300.8°,0.1 kn,-,2021-03-30,2021-03-26-05:46
MARAN GAS DELPHI,9633173,241287000,Greece,294,44,103928,89670,ORDERS,ORDERS,2021-04-07-00:00,9.5,24.61738 N/122.68654 E,198.9°,11.1 kn,-,2021-03-30,2021-03-29-22:53
CORCOVADO LNG,9636711,229471000,Malta,294,44,103905,89624,FOR ORDERS,FOR ORDERS,2021-03-25-23:01,11.1,30.28303 N/32.44328 E,302.7°,7.8 kn,Under way,2021-03-30,2021-03-30-11:19
KITA LNG,9636723,229581000,Malta,294,44,103902,89752,CH XIUYU,CH XIUYU,2021-03-29-14:01,10.9,24.80723 N/119.07677 E,231.1°,0.0 kn,At anchor,2021-03-30,2021-03-30-11:49
MARAN GAS MYSTRAS,9658238,241350000,Greece,294,44,103893,89269,ATLANTIC FOR ORDERS,ATLANTIC FOR ORDERS,2021-04-02-17:00,9.5,33.76321 S/18.08295 E,308.7°,12.8 kn,-,2021-03-30,2021-03-07-07:18
MARAN GAS TROY,9658240,241352000,Greece,294,44,103893,89240,CADIZ SPAIN,Cadiz,2021-03-10-13:00,6.5,36.52751 N/6.27765 W,261.0°,0.1 kn,Moored,2021-03-30,2021-03-30-11:34
PALU LNG,9636735,229582000,Malta,294,44,103885,89874,DAHEJ  INDIA,Dahej,2021-03-30-19:30,11.2,21.6747 N/72.50948 E,354.4°,0.0 kn,Moored,2021-03-30,2021-03-30-11:50
YARI LNG,9636747,229583000,Malta,294,44,103885,89804,PRELUDE AU,PRELUDE AU,2021-03-28-22:00,9.3,12.22959 S/130.67447 E,320.1°,0.1 kn,-,2021-03-30,2021-03-26-10:26
YK SOVEREIGN,9038816,441498000,Korea,274,47,103764,72020,AUGLT,Gladstone,2021-04-09-01:00,9.9,37.03867 N/126.23617 E,244.1°,12.7 kn,-,2021-03-30,2021-03-28-05:16
HYUNDAI UTOPIA,9018555,441223000,Korea,274,47,103764,71909,IDLUW=>KRTYG,Tongyeong,2021-03-31-03:00,10.9,34.78452 N/128.9497 E,343.0°,13.7 kn,-,2021-03-30,2021-03-14-00:43
BW BRUSSELS,9368314,563089400,Singapore,295,43,103670,89452,SABINE,Sabine,2021-03-30-06:00,9.2,29.42136 N/93.69655 W,291.0°,0.7 kn,Under way,2021-03-30,2021-03-30-11:31
NORTH ENERGY,8014409,538007753,Marshall Islands,283,45,102390,67055,-,-,-,6.7,31.71652 N/121.11564 E,18.8°,0.2 kn,-,2021-03-30,2020-03-12-06:58
8110203,Not in Service since 2018,538007892,LNG Tanker,67219,283,,102390,-,-,-,9.6,2.36697 N/101.91831 E,202.0°,0.0 kn,-,2021-03-30,2021-03-30-11:45
WILFORCE,9627954,258702000,Norway,290,44,102315,87750,AUGLT,Gladstone,2021-04-11-14:01,9.5,29.03811 N/123.78326 E,163.2°,16.9 kn,-,2021-03-30,2021-03-29-11:29
WILPRIDE,9627966,258703000,Norway,290,44,102315,87677,OPEN SEA FOR ORDER,OPEN SEA FOR ORDER,2021-04-12-22:00,11.4,34.36454 S/26.31836 E,73.6°,13.5 kn,-,2021-03-30,2021-03-29-11:36
GOLAR ICE,9637325,538004976,Marshall Islands,281,43,102200,81534,FOR ORDERS,FOR ORDERS,2021-03-29-08:00,11.0,31.61456 N/32.25947 E,92.3°,0.0 kn,-,2021-03-30,2021-03-29-14:26
GOLAR SNOW,9635315,538004981,Marshall Islands,281,43,102200,82200,FOR ORDERS,FOR ORDERS,2021-04-05-00:01,9.2,35.51903 N/10.96007 W,262.7°,16.0 kn,-,2021-03-30,2021-03-24-00:33
GOLAR CRYSTAL,9624926,538004985,Marshall Islands,286,43,102100,82058,FOR ORDERS,FOR ORDERS,2021-03-31-00:01,9.2,43.4508 N/10.282 E,225.1°,0.0 kn,At anchor,2021-03-30,2021-03-30-11:51
GOLAR FROST,9655042,538004975,Marshall Islands,281,43,102100,82005,MAP TA PHUT,MabTapud,2021-04-01-23:00,11.9,12.57248 N/101.23466 E,302.2°,0.0 kn,At anchor,2021-03-30,2021-03-30-04:01
GOLAR SEAL,9624914,538004980,Marshall Islands,281,43,102100,82048,RAS LAFFAN,RasLaffan,2021-03-28-23:00,9.3,25.93256 N/51.62307 E,279.1°,1.2 kn,-,2021-03-30,2021-03-29-22:42
GOLAR CELSIUS,9626027,538004984,Marshall Islands,281,43,102100,82029,FOR ORDERS,FOR ORDERS,2021-04-12-12:00,11.7,27.36974 N/93.94849 W,110.3°,17.9 kn,-,2021-03-30,2021-03-29-08:10
GOLAR BEAR,9626039,538004983,Marshall Islands,281,43,102100,82017,ATLANTIC-FOR ORDERS,ATLANTIC-FOR ORDERS,2021-03-06-20:00,9.4,28.93839 N/95.30719 W,122.9°,0.0 kn,Moored,2021-03-30,2021-03-30-11:44
GOLAR PENGUIN,9624938,538004979,Marshall Islands,280,43,102100,82181,ROTTERDAM FOR ORDERS,Rotterdam,2021-03-25-00:01,11.6,26.63383 N/79.5582 W,9.4°,21.8 kn,-,2021-03-30,2021-03-29-08:44
COOL VOYAGER,9636785,229553000,Malta,281,43,102097,81890,SUEZ CANAL,SuezCanal,2021-03-28-14:00,11.7,31.5965 N/32.2206 E,96.0°,0.0 kn,-,2021-03-30,2021-03-30-11:46
COOL RUNNER,9636797,229673000,Malta,281,43,102097,81891,FPOUS,FPOUS,2021-03-27-00:01,9.4,56.10557 N/11.1593 E,25.6°,13.3 kn,Under way,2021-03-30,2021-03-30-11:45
COOL EXPLORER,9640023,229796000,Malta,281,43,102097,81893,FUJAIRAH FOR ORDERS,Fujairah,2021-04-05-21:00,8.9,3.13731 N/100.69949 E,314.1°,16.4 kn,-,2021-03-30,2021-03-27-14:00
TRISTAR RUBY,9333606,636092943,Liberia,288,44,102064,84491,AU WNB,WithnellBay,2021-04-01-22:00,9.6,20.36116 S/116.52702 E,116.7°,0.1 kn,At anchor,2021-03-30,2021-03-30-11:52
KMARIN EMERALD,9333591,235050369,Isle of Man,288,44,102064,84303,FOR ORDER,FOR ORDER,2021-04-20-11:00,11.4,19.43994 N/65.21771 W,94.9°,15.8 kn,-,2021-03-30,2021-03-24-04:12
BRITISH SAPPHIRE,9333618,235060454,Isle of Man,288,44,102064,84455,US FPO,Freeport,2021-04-11-11:00,9.5,33.92623 N/16.91881 W,256.8°,18.6 kn,Under way,2021-03-30,2021-03-30-11:49
KMARIN DIAMOND,9333620,235060455,Isle of Man,288,44,102064,84553,PGCAU,PGCAU,2021-03-31-19:00,9.2,34.45692 N/139.49241 E,209.9°,18.3 kn,-,2021-03-30,2021-03-20-05:04
TANGGUH HIRI,9333632,309787000,Bahamas,288,44,101957,84467,ID NTI,Bintuni,2021-04-01-01:00,9.6,3.68846 S/128.13665 E,168.6°,0.2 kn,-,2021-03-30,2021-03-26-05:20
TANGGUH SAGO,9361990,308741000,Bahamas,288,44,101957,84484,ID NTI,Bintuni,2021-03-26-01:00,9.8,37.83974 N/122.72175 E,93.8°,18.5 kn,-,2021-03-30,2021-01-01-20:38
ASIA INTEGRITY,9680188,311000227,Bahamas,285,43,101427,82636,AU WNB,WithnellBay,2021-04-08-22:00,9.2,19.20839 S/117.43671 E,29.0°,18.0 kn,-,2021-03-30,2021-03-15-14:46
ASIA VISION,9606948,311000182,Bahamas,285,43,101427,82487,CN ZOS,Zhoushan,2021-04-06-22:00,11.5,19.48747 S/115.83334 E,358.4°,18.7 kn,-,2021-03-30,2021-03-27-01:32
ASIA VENTURE,9680190,311000228,Bahamas,285,43,101427,82564,"HACHINOHE, JAPAN",Hachinohe,2021-03-31-21:00,11.6,33.63758 N/141.43695 E,19.2°,11.9 kn,Under way,2021-03-30,2021-03-30-01:24
ASIA ENDEAVOUR,9610779,311000185,Bahamas,285,43,101427,82434,AU BWI,Bulwer,2021-04-06-00:01,9.4,37.31267 N/138.21233 E,317.0°,13.7 kn,-,2021-03-30,2021-03-26-00:29
ASIA ENERGY,9606950,311000183,Bahamas,285,43,101427,82424,"DAMPIER,AUSTRALIA",Dampier,2021-03-31-00:00,11.7,20.42603 S/114.65998 E,14.8°,12.3 kn,Under way,2021-03-30,2021-03-30-11:50
ASIA EXCELLENCE,9610767,311000184,Bahamas,285,43,101427,82721,AUS,AUS,2021-04-05-00:00,9.2,1.43608 N/104.50916 E,49.0°,14.8 kn,Under way,2021-03-30,2021-03-30-04:13
POINT FORTIN,9375721,370833000,Panama,290,45,101129,79592,"FREEPORT,USA","FREEPORT,USA",2021-04-08-01:00,9.8,35.38166 N/10.413 W,261.3°,15.2 kn,-,2021-03-30,2021-03-26-17:45
TRINITY GLORY,9350927,370668000,Panama,290,45,101126,79605,AUDRW,Darwin,2021-04-12-19:30,9.7,36.25532 N/124.66376 E,205.5°,15.2 kn,-,2021-03-30,2021-03-19-14:48
TRINITY ARROW,9319404,353392000,Panama,290,45,101094,79556,KW MEA,Mina'alAhmadi,2021-03-29-12:00,11.5,29.07297 N/48.22115 E,260.0°,3.0 kn,Sailing,2021-03-30,2021-03-30-11:51
MALANJE,9490959,311038600,Bahamas,285,43,100723,82729,KEPPEL SHIPYARD,KEPPEL SHIPYARD,2021-03-22-09:00,5.3,1.29822 N/103.67597 E,28.0°,0.0 kn,-,2021-03-30,2021-03-30-11:45
CUBAL,9491812,311038400,Bahamas,285,43,100723,82834,WALVIS BAY,WalvisBay,2021-03-31-07:00,9.4,31.9527 S/16.7795 E,333.6°,15.1 kn,-,2021-03-30,2021-03-29-13:38
SOYO,9475208,311038500,Bahamas,285,43,100723,82858,FOR ORDERS,FOR ORDERS,2021-03-31-12:00,11.6,6.42333 S/104.78744 E,74.4°,18.9 kn,-,2021-03-30,2021-03-23-02:11
LOBITO,9490961,311038700,Bahamas,285,43,100723,82929,FOR ORDERS,FOR ORDERS,2021-04-06-05:00,9.6,22.26522 S/12.09042 E,346.2°,15.0 kn,-,2021-03-30,2021-03-29-16:52
HYUNDAI ECOPIA,9372999,370983000,Panama,288,44,100545,83959,"PRIGORODNOYE,RUSSIA",Prigorodnoye,2021-04-02-03:00,9.9,34.80183 N/128.96337 E,90.0°,17.1 kn,Under way,2021-03-30,2021-03-30-04:50
GRACE COSMOS,9323675,311191000,Bahamas,288,44,100481,85224,CN GUT,CN GUT,2021-04-03-07:00,11.5,20.22896 S/116.75716 E,15.9°,16.4 kn,-,2021-03-30,2021-03-28-02:43
GASLOG CHELSEA,9390185,310670000,Bermuda,289,44,100374,86353,IDKU EGYPT,Idku,2021-03-30-00:01,9.3,34.81968 N/16.52352 E,103.0°,14.4 kn,-,2021-03-30,2021-03-27-04:32
GRACE ACACIA,9315707,308136000,Bahamas,288,44,100341,85214,CN QID,Qidong,2021-04-07-00:01,11.1,23.26271 S/151.61596 E,16.7°,18.4 kn,-,2021-03-30,2021-03-28-09:10
GRACE BARLERIA,9315719,431115000,Japan,288,44,100256,84812,BINTULU MALAYSIA,BINTULU MALAYSIA,2021-03-28-16:00,9.6,34.56834 N/139.72459 E,169.8°,10.9 kn,-,2021-03-30,2021-02-19-16:06
NEO ENERGY,9324277,636013234,Liberia,288,44,100253,85602,SUEZ EGYPT,AsSuways/SuezPort,2021-04-17-01:15,9.2,3.76626 N/100.01573 E,301.0°,13.3 kn,-,2021-03-30,2021-03-17-21:19
OB RIVER,9315692,538002846,Marshall Islands,288,44,100244,84682,-,-,-,9.4,34.5559 N/137.00937 E,135.1°,12.3 kn,-,2021-03-30,2021-02-25-02:56
CLEAN ENERGY,9323687,538002742,Marshall Islands,288,44,100244,85513,ATLANTIC FOR ORDERS,ATLANTIC FOR ORDERS,2021-04-28-23:59,9.5,21.12308 S/54.42875 E,231.4°,12.2 kn,-,2021-03-30,2021-03-28-23:52
ARCTIC AURORA,9645970,229767000,Malta,288,44,100236,84604,US SAV,Savannah,2021-03-31-10:00,9.0,29.41299 N/22.45381 W,272.0°,11.2 kn,-,2021-03-30,2021-03-17-21:28
YENISEI RIVER,9629586,538005072,Marshall Islands,288,44,100236,84565,SG_SIN-->ZA_CPT,CapeTown,2021-04-04-13:00,9.4,5.93326 N/80.06491 E,319.5°,14.4 kn,-,2021-03-30,2021-03-25-05:44
LENA RIVER,9629598,538005073,Marshall Islands,288,44,100236,84585,DALIAN CHINA,Dalian,2021-04-07-16:00,11.4,15.25474 N/41.80602 E,145.9°,16.4 kn,-,2021-03-30,2021-03-23-04:56
K. MUGUNGWHA,9373010,370612000,Panama,288,43,99151,87442,KR PTK,Pyeongtaek,2021-04-07-02:00,11.3,8.47021 N/79.43832 W,177.0°,18.6 kn,-,2021-03-30,2021-03-16-01:15
AL AREESH,9325697,311038000,Bahamas,288,43,99106,90617,ROVIGO,ROVIGO,2021-04-03-17:00,11.4,30.25988 N/32.51446 E,293.1°,9.9 kn,Under way,2021-03-30,2021-03-30-11:52
AL MARROUNA,9325685,311468000,Bahamas,288,43,99106,90617,BB CGP,BB CGP,2021-03-31-00:01,11.5,16.82781 N/88.41236 E,30.7°,12.2 kn,-,2021-03-30,2021-03-29-20:16
AL DAAYEN,9325702,311133000,Bahamas,288,43,99106,90617,FOR ORDERS,FOR ORDERS,2021-04-01-20:00,11.5,24.94502 N/57.17365 E,132.3°,14.6 kn,-,2021-03-30,2021-03-25-15:49
LNG LOKOJA,9269960,310519000,Bermuda,288,43,98798,83965,BONNY NIGERIA,Bonny,2021-04-01-12:00,9.4,11.09347 N/17.9321 W,174.1°,17.5 kn,-,2021-03-30,2021-03-26-09:57
LNG IMO,9311581,310565000,Bermuda,288,43,98798,83688,DAPENG,DAPENG,2021-03-30-02:00,11.1,22.5747 N/114.43192 E,165.8°,0.0 kn,Moored,2021-03-30,2021-03-30-11:48
LNG ONDO,9311579,310550000,Bermuda,288,43,98798,83688,"BONNY, NIGERIA.",Bonny,2021-04-13-09:00,9.4,46.25802 N/6.47654 W,263.0°,14.8 kn,Under way,2021-03-30,2021-03-30-07:39
LNG KANO,9311567,310534000,Bermuda,288,43,98798,83961,ES SCT>NG BON,Bonny,2021-04-04-04:00,9.3,13.42417 N/19.26525 W,179.8°,18.3 kn,-,2021-03-30,2021-03-28-19:29
AMALI,9496317,508111132,Brunei,284,43,98490,72800,-,-,-,9.5,34.10205 N/139.25299 E,212.5°,16.3 kn,-,2021-03-30,2021-03-21-22:26
GASLOG SKAGEN,9626285,310664000,Bermuda,285,43,98451,81847,KR YOS,Yeosu,2021-03-03-16:30,11.3,23.62198 N/59.41752 E,133.1°,17.9 kn,-,2021-03-30,2021-03-29-07:40
GASLOG SANTIAGO,9600530,310652000,Bermuda,285,43,98451,82178,FUJAIRAH UAE,Fujairah,2021-03-27-08:00,9.5,25.08494 N/52.95352 E,257.6°,0.4 kn,At anchor,2021-03-30,2021-03-30-11:51
GASLOG SYDNEY,9626273,310657000,Bermuda,285,43,98451,82010,AUGLT>CNTSN,TianjinXingang,2021-03-31-22:00,11.0,23.96512 S/152.15405 E,98.6°,18.4 kn,-,2021-03-30,2021-03-20-14:39
GASLOG SEATTLE,9634086,310669000,Bermuda,285,43,98075,81982,AUGLT,Gladstone,2021-03-21-04:00,9.2,23.8476 S/151.6269 E,217.7°,0.5 kn,At anchor,2021-03-30,2021-03-30-11:50
GASLOG SHANGHAI,9600528,310644000,Bermuda,285,43,98075,82104,PAKISTAN FOR ORDERS,PAKISTAN FOR ORDERS,2021-04-16-00:01,11.2,3.78866 N/8.68511 E,295.6°,2.5 kn,-,2021-03-30,2021-03-26-13:54
GASLOG SARATOGA,9638903,310696000,Bermuda,285,45,98075,81855,QA RLF,RasLaffan,2021-04-06-12:00,9.3,5.95267 N/80.06628 E,289.1°,12.2 kn,-,2021-03-30,2021-03-29-22:45
GASLOG SALEM,9638915,310699000,Bermuda,285,43,98075,82023,SABINE PASS,SABINE PASS,2021-04-23-06:00,9.3,33.16263 S/16.95181 E,300.8°,12.5 kn,-,2021-03-30,2021-03-29-16:00
SHEN HAI,9583677,477413600,Hong Kong,290,43,98068,82625,CN YANGSHAN>MY BTU,"Bintulu,Sarawak",2021-03-31-22:00,9.7,24.67219 N/122.66757 E,180.2°,16.7 kn,-,2021-03-30,2021-03-28-03:43
TANGGUH JAYA,9349019,370502000,Panama,285,43,97897,82313,JP SBK,Sakaisenboku,2021-04-02-06:00,11.1,33.73791 N/134.92511 E,189.7°,16.0 kn,-,2021-03-30,2021-02-04-06:40
TANGGUH PALUNG,9355379,370766000,Panama,285,43,97897,82407,CN NBO,Ningbo,2021-04-07-22:00,11.2,29.45429 N/122.87026 E,107.5°,11.7 kn,-,2021-03-30,2021-02-19-12:33
LNG BORNO,9322803,310543000,Bermuda,285,43,97874,82030,MUNDRA INDIA,Mundra,2021-04-05-09:30,11.4,9.66466 N/18.13876 W,138.4°,12.3 kn,-,2021-03-30,2021-03-11-06:17
LNG OGUN,9322815,310542000,Bermuda,285,43,97874,81997,MONTOIR FRANCE,Montoir,2021-04-06-12:00,11.4,8.8507 N/16.57425 W,133.3°,11.0 kn,-,2021-03-30,2021-03-18-10:18
DAPENG SUN,9308479,477985700,Hong Kong,292,43,97871,83050,CN DPG>AU DAM,Dampier,2021-04-03-23:00,9.4,22.02978 N/114.67933 E,152.4°,14.4 kn,-,2021-03-30,2021-03-27-10:09
DAPENG STAR,9369473,477614400,Hong Kong,292,43,97871,82428,DAMPIER AUS,DAMPIER AUS,2021-04-07-02:00,11.5,20.58696 S/116.76389 E,329.8°,0.0 kn,Moored,2021-03-30,2021-03-30-10:32
GASLOG SAVANNAH,9352860,310583000,Bermuda,285,43,97818,82291,QA RLF,RasLaffan,2021-03-28-04:00,9.5,25.8528 N/51.77643 E,0.0°,0.0 kn,At anchor,2021-03-30,2021-03-30-11:51
GASLOG SINGAPORE,9355604,310594000,Bermuda,285,43,97818,82339,FAR EAST,FAR EAST,2021-04-06-22:00,11.3,8.41074 N/79.45482 W,179.4°,19.7 kn,-,2021-03-30,2021-03-18-01:23
STENA BLUE SKY,9315393,235116537,United Kingdom,285,43,97754,84362,-,-,-,9.0,32.39332 N/122.30303 E,116.0°,14.0 kn,-,2021-03-30,2021-03-10-07:01
LNG UNITY,9306495,228337700,France,290,43,97741,86385,MQ FDF,FortdeFrance,2021-03-30-00:30,11.0,14.57455 N/61.09916 W,315.4°,0.1 kn,At anchor,2021-03-30,2021-03-30-03:12
LNG ALLIANCE,9320075,228333700,France,290,43,97741,86385,COLON,Colon,2021-03-29-12:00,11.1,9.34003 N/79.91141 W,97.4°,0.0 kn,Moored,2021-03-30,2021-03-30-11:51
