Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Origine,ATD,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
SERI CAMAR,9714305,533130687,Malaysia,290,49,133948,84295,"Kitakyushu, Japan",2021-05-12-04:56,"Kota Kinabalu, Malaysia",,2021-05-27-00:00,9.5,,244.5°,0.0 kn,At anchor,2021-05-21,2021-05-21-07:11
SERI CEMARA,9756389,533130753,Malaysia,290,49,133948,84291,"Dongjiakou, China",2021-05-05-05:35,CN GLN,,2021-05-28-00:00,11.4,,271.5°,0.0 kn,At anchor,2021-05-21,2021-05-21-07:11
SERI CAMELLIA,9714276,533130463,Malaysia,290,46,133948,84333,"Dapeng, China",2021-05-13-07:09,"Bintulu, Sarawak, Malaysia",,2021-05-18-00:00,9.5,,167.9°,12.4 kn,-,2021-05-21,2021-05-13-11:16
SERI CENDERAWASIH,9714288,533180210,Malaysia,290,46,133948,84303,"Gladstone, Australia",2021-05-03-13:04,"Pengerang, Malaysia",,2021-05-28-00:00,11.1,,55.0°,11.6 kn,-,2021-05-21,2021-05-03-17:50
SERI CEMPAKA,9714290,533130607,Malaysia,290,49,133948,84311,"Gwangyang, Korea",2021-05-17-02:17,"Bintulu, Sarawak, Malaysia",,2021-05-29-23:00,9.3,,218.7°,14.1 kn,-,2021-05-21,2021-05-19-22:11
RUDOLF SAMOYLOVICH,9750713,311000627,Bahamas,299,50,128975,96703,"Sabetta, Russia",2021-05-14-05:33,"Bilbao, Spain",,2021-05-22-20:00,11.9,,198.5°,15.4 kn,Under way,2021-05-21,2021-05-21-07:13
EDUARD TOLL,9750696,311000548,Bahamas,299,50,128975,96840,"Sabetta, Russia",2021-05-15-13:22,"Zeebrugge, Belgium",,2021-05-22-15:00,11.9,,179.4°,17.1 kn,Under way,2021-05-21,2021-05-21-07:12
NIKOLAY YEVGENOV,9750725,311000631,Bahamas,299,50,128969,96821,"Dunkerque, France",2021-05-14-16:31,"Sabetta, Russia",,2021-05-21-03:06,10.9,,48.6°,18.0 kn,-,2021-05-21,2021-05-18-02:23
YAKOV GAKKEL,9750672,311000634,Bahamas,299,50,128969,96839,"Sabetta, Russia",2021-05-14-20:50,"Dunkerque, France",,2021-05-23-10:00,12.0,,181.0°,18.1 kn,Under way,2021-05-21,2021-05-21-07:12
GEORGIY USHAKOV,9750749,311000633,Bahamas,299,50,128969,96796,"Rotterdam Maasvlakte, Netherlands",2021-05-21-00:54,"Skagen, Denmark",,2021-05-22-06:00,11.0,,25.0°,18.1 kn,-,2021-05-21,2021-05-21-06:51
VLADIMIR VORONIN,9750737,311000632,Bahamas,299,50,128969,96840,"Murmansk, Russia",2021-05-02-19:06,"Murmansk, Russia",,2021-05-22-06:00,11.2,,60.6°,1.6 kn,-,2021-05-21,2021-05-02-18:12
MARVEL EAGLE,9759240,374375000,Panama,300,49,128917,83571,"Gatun Anch., Panama",2021-04-30-15:03,FOR ORDERS,,2021-04-30-11:00,11.2,,300.8°,12.2 kn,-,2021-05-21,2021-05-09-08:36
MARVEL PELICAN,9759252,356051000,Panama,300,49,128917,83636,"Panama Canal Anch. Atlantic, Panama",2021-05-20-09:22,TW YUNG AN,,2021-05-20-10:00,11.2,,175.8°,16.5 kn,Under way,2021-05-21,2021-05-21-00:19
VLADIMIR RUSANOV,9750701,477150100,Hong Kong,299,50,128806,96844,"Thamesport, United Kingdom (UK)",2021-05-19-03:02,"Sabetta, Russia",,2021-05-25-07:00,11.0,,27.0°,20.1 kn,Under way,2021-05-21,2021-05-21-05:55
CHRISTOPHE DE MARGERIE,9737187,212611000,Cyprus,299,50,128806,96779,"Dunkerque, France",2021-05-19-16:34,RUSAB  / SABETTA,,2021-05-25-18:00,11.3,,359.9°,19.7 kn,Under way,2021-05-21,2021-05-21-07:12
FEDOR LITKE,9768370,212660000,Cyprus,299,50,128806,96839,"Zeebrugge, Belgium",2021-05-11-10:28,"Sabetta, Russia",,2021-05-18-13:34,11.0,,59.4°,19.6 kn,-,2021-05-21,2021-05-15-04:42
GEORGIY BRUSILOV,9768382,212770000,Cyprus,299,50,128806,96847,"Zeebrugge, Belgium",2021-05-19-21:42,"Sabetta, Russia",,2021-05-26-08:00,10.7,,0.6°,18.8 kn,Under way,2021-05-21,2021-05-21-07:13
VLADIMIR VIZE,9750658,477194200,Hong Kong,299,50,128806,96851,"Dunkerque, France",2021-05-17-05:12,"Sabetta, Russia",,2021-05-23-14:00,10.9,,60.7°,19.4 kn,-,2021-05-21,2021-05-20-11:02
BORIS VILKITSKY,9768368,212654000,Cyprus,299,50,128806,96958,"Sabetta, Russia",2021-05-18-11:27,"Zeebrugge, Belgium",,2021-05-27-00:01,12.0,,60.5°,17.2 kn,-,2021-05-21,2021-05-13-03:49
LNG FUKUROKUJU,9666986,311000365,Bahamas,293,49,127242,83809,"Klaipeda, Lithuania",2021-05-08-12:42,"Bonny, Nigeria",,2021-05-25-05:00,10.5,,139.7°,14.4 kn,-,2021-05-21,2021-05-20-08:33
CASTILLO DE CALDELAS,9742819,248720000,Malta,297,49,126004,93241,"Sabine, United States (USA)",2021-05-02-09:36,"Jintang, China",,2021-06-09-16:00,12.0,,97.3°,16.5 kn,-,2021-05-21,2021-05-08-00:09
CASTILLO DE MERIDA,9742807,248516000,Malta,287,49,126004,93241,"Algeciras Anch., Spain",2021-05-13-15:28,US NSS,,2021-05-28-05:00,9.5,,256.0°,18.9 kn,-,2021-05-21,2021-05-18-10:47
PACIFIC ARCADIA,9621077,311072200,Bahamas,288,49,123005,78311,"Kawasaki, Japan",2021-05-12-03:12,"Prigorodnoye, Russia",,2021-05-21-06:00,9.6,,4.0°,13.2 kn,-,2021-05-21,2021-05-14-12:02
NIKOLAY ZUBOV,9768526,209351000,Cyprus,299,50,122806,96865,"Sabetta, Russia",2021-05-20-00:25,GBIOG,,2021-05-27-18:00,12.0,,48.2°,18.9 kn,-,2021-05-21,2021-05-14-00:40
BORIS DAVYDOV,9768394,209356000,Cyprus,299,50,122806,96765,"Mugardos, Spain",2021-05-16-05:41,"Sabetta, Russia",,2021-05-24-01:00,11.0,,57.0°,18.4 kn,Under way,2021-05-21,2021-05-21-03:38
CYGNUS PASSAGE,9376294,309739000,Bahamas,288,49,122444,79555,"Kawasaki, Japan",2021-05-02-00:03,"Yura, Wakayama, Japan",,2021-05-10-23:01,7.6,,64.0°,6.3 kn,-,2021-05-21,2021-05-10-22:43
ALTO ACRUX,9343106,308592000,Bahamas,288,49,122361,80229,"Pyeongtaek, Korea",2021-05-14-22:48,"Bintulu, Sarawak, Malaysia",,2021-05-27-22:00,9.5,,240.0°,16.9 kn,-,2021-05-21,2021-05-15-01:02
ADRIANO KNUTSEN,9831220,224983000,Spain,299,48,122261,96354,"Ingleside, United States (USA)",2021-05-14-05:05,ROTTERDA,,2021-05-27-17:00,11.9,,108.4°,17.4 kn,-,2021-05-21,2021-05-16-21:38
TRAIANO KNUTSEN,9854765,257575000,Norway,299,48,122261,95870,"Huelva, Spain",2021-05-11-02:16,"Corpus Christi, United States (USA)",,2021-05-23-11:00,9.3,,182.4°,12.5 kn,Under way,2021-05-21,2021-05-20-20:50
GRAND ANIVA,9338955,212883000,Cyprus,288,49,122239,74044,"Oita, Japan",2021-05-09-23:55,"Prigorodnoye, Russia",,2021-05-15-05:00,9.4,,218.9°,13.2 kn,-,2021-05-21,2021-05-06-19:17
PRISM BRILLIANCE,9810551,371086000,Panama,299,48,122166,97494,"Swinoujscie, Poland",2021-05-15-09:13,"Freeport, United States (USA)",,2021-06-05-13:30,9.9,,291.0°,12.3 kn,-,2021-05-21,2021-05-17-21:28
PRISM AGILITY,9810549,372487000,Panama,299,48,122166,97494,"Ciwandan Anch., Indonesia",2021-05-18-03:54,"Galveston, United States (USA)",,2021-06-21-13:00,9.6,,239.1°,16.8 kn,-,2021-05-21,2021-05-18-07:09
ENERGY UNIVERSE,9758844,354114000,Panama,300,49,122142,88700,"Ishikariwan Shinko, Japan",2021-05-05-01:22,"Dampier, Australia",,2021-05-23-02:00,9.6,,88.5°,17.1 kn,-,2021-05-21,2021-05-20-11:06
ENERGY LIBERTY,9736092,431540000,Japan,300,49,121982,88676,"Singapore, Singapore",2021-04-15-02:23,Destination not available,,-,6.0,,0.0°,0.0 kn,-,2021-05-21,2021-05-18-05:36
ENERGY GLORY,9752565,431776000,Japan,300,49,121981,88677,"Yokohama, Japan",2021-05-21-03:43,>JP TSU OFF,,2021-06-09-00:00,9.6,,175.6°,13.5 kn,Under way,2021-05-21,2021-05-21-07:11
LNG JUPITER,9341689,311019200,Bahamas,290,49,121675,81950,"Barrow Island, Australia",2021-05-10-01:05,"Beihai, China",,2021-05-22-03:00,11.6,,50.3°,13.9 kn,-,2021-05-21,2021-05-20-14:50
ARCTIC PRINCESS,9271248,257739000,Norway,288,49,121597,84878,"Las Palmas, Spain",2021-05-18-20:45,USNSS,,2021-05-29-13:00,10.1,,264.0°,19.7 kn,-,2021-05-21,2021-05-20-03:46
ARCTIC LADY,9284192,257742000,Norway,288,49,121597,84878,"Ras Laffan, Qatar",2021-05-01-16:04,"Escobar LNG LNG Term., Argentina",,2021-05-23-03:00,9.5,,246.8°,16.0 kn,-,2021-05-21,2021-05-13-06:56
LNG BARKA,9341299,308579000,Bahamas,290,49,121514,82308,"Yokohama, Japan",2021-05-11-23:11,JP YOK XX HNM,,2021-05-12-01:00,6.3,,0.0°,0.0 kn,Moored,2021-05-21,2021-05-21-06:47
ENERGY CONFIDENCE,9405588,432694000,Japan,290,49,121413,75891,"Oita, Japan",2021-05-19-00:00,"Yeosu, Korea",,2021-05-21-00:30,9.7,,320.0°,9.4 kn,-,2021-05-21,2021-05-04-23:44
GASLOG WARSAW,9816763,241662000,Greece,297,47,120859,92996,"Fos sur mer, France",2021-05-15-11:36,"Corpus Christi, United States (USA)",,2021-05-29-00:01,9.1,,255.0°,18.1 kn,-,2021-05-21,2021-05-19-06:04
GASLOG WINDSOR,9819650,310787000,Bermuda,297,47,120709,98000,"Thamesport, United Kingdom (UK)",2021-05-09-11:36,"Cove Point, United States (USA)",,2021-05-24-16:00,9.5,,277.7°,13.5 kn,-,2021-05-21,2021-05-17-07:15
GRAND MEREYA,9338929,209856000,Cyprus,290,49,120525,74497,"Shikama, Japan",2021-05-20-04:46,"Prigorodnoye, Russia",,2021-05-25-00:00,9.7,,197.1°,10.9 kn,-,2021-05-21,2021-05-20-11:09
GAIL BHUWAN,9877145,209997000,Cyprus,298,48,119891,98300,"As Suways (Suez) Anch., Egypt",2021-05-11-11:22,"Cove Point, United States (USA)",,2021-05-23-06:00,9.9,,269.2°,18.9 kn,-,2021-05-21,2021-05-18-11:26
LNG SCHNEEWEISSCHEN,9771913,357315000,Panama,298,48,119660,98747,"Freeport Anch., United States (USA)",2021-04-14-20:59,"Boryeong, Korea",,2021-05-23-02:00,11.5,,40.9°,18.1 kn,Under way,2021-05-21,2021-05-20-19:14
ENERGY FRONTIER,9245720,432420000,Japan,290,49,119393,73795,"Nagoya, Japan",2021-05-19-00:24,"Prigorodnoye, Russia",,2021-06-01-21:00,9.8,,115.4°,8.9 kn,-,2021-05-21,2021-05-19-04:34
ENERGY ADVANCE,9269180,432495000,Japan,290,49,119233,73739,"Hiroshima, Japan",2021-05-19-03:58,"Prigorodnoye, Russia",,2021-05-27-05:00,9.6,,33.1°,13.3 kn,Under way,2021-05-21,2021-05-21-04:23
LNG DREAM,9277620,309065000,Bahamas,290,49,118876,80889,"Withnell Bay, Australia",2021-05-10-21:26,JP KWS_OG,,2021-05-21-20:45,11.5,,61.5°,17.3 kn,Under way,2021-05-21,2021-05-21-07:13
ENERGY NAVIGATOR,9355264,432634000,Japan,290,49,118842,73640,"Singapore, Singapore",2021-04-20-07:25,Destination not available,,-,9.7,,333.2°,0.0 kn,-,2021-05-21,2021-05-20-14:47
TAITAR NO. 4,9403657,351767000,Panama,290,49,118634,77053,"Ras Laffan, Qatar",2021-05-19-22:05,Destination not available,,-,11.4,,114.6°,19.0 kn,Under way,2021-05-21,2021-05-20-19:27
TAITAR NO. 1,9403669,371846000,Panama,290,49,118634,77089,"Ras Laffan, Qatar",2021-05-16-10:59,TAICHNG TAIWAN,,2021-05-28-21:30,11.5,,126.6°,19.6 kn,-,2021-05-21,2021-05-17-12:29
TAITAR NO. 3,9403671,372195000,Panama,290,49,118634,77089,"Ras Laffan, Qatar",2021-05-08-01:43,"Taichung, Taiwan",,2021-05-20-21:09,11.3,,298.1°,0.0 kn,Moored,2021-05-21,2021-05-21-07:10
