Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
GASLOG GREECE,9687019,310732000,Bermuda,291,46,112764,87975,FOR ORDERS,FOR ORDERS,2021-04-01-08:00,9.5,32.87836 S/16.82863 E,331.1°,16.1 kn,-,2021-03-31,2021-03-25-19:41
GASLOG GLASGOW,9687021,310744000,Bermuda,291,46,112764,87889,PACIFIC OCEAN,PACIFIC OCEAN,2021-04-01-13:00,9.7,37.30961 N/138.20759 E,327.2°,12.9 kn,-,2021-03-31,2021-03-08-01:40
LNG JAMAL,9200316,432278000,Japan,290,46,112090,72692,DRIFTING,DRIFTING,2021-04-09-07:00,9.4,14.71638 N/69.94432 E,134.8°,1.3 kn,-,2021-03-31,2021-03-21-20:29
GOLAR MAZO,9165011,636011170,Liberia,290,47,111835,76210,-,-,-,9.0,5.14819 N/115.36451 E,231.0°,0.1 kn,-,2021-03-31,2020-04-17-09:46
CASTILLO DE SANTISTEBAN,9433717,215739000,Malta,300,46,111665,93796,FOR ORDERS,FOR ORDERS,2021-04-02-16:00,9.6,13.27579 N/144.17822 E,247.5°,14.4 kn,-,2021-03-31,2021-03-25-04:34
PACIFIC NOTUS,9247962,311573000,Bahamas,290,46,111553,72490,AU_ASBTN,AU_ASBTN,2021-04-10-00:00,9.6,34.27255 N/139.40577 E,212.0°,11.5 kn,-,2021-03-31,2021-03-26-08:39
PACIFIC EURUS,9264910,308937000,Bahamas,290,46,111539,68541,YUNG AN TW,YUNG AN TW,2021-03-31-00:01,11.0,22.81185 N/120.20132 E,28.0°,0.0 kn,Moored,2021-03-31,2021-03-31-07:26
ABADI,9210828,508011000,Brunei,290,46,111461,72758,SCS,SCS,2021-04-04-06:00,9.3,1.38907 N/104.44802 E,47.0°,15.2 kn,-,2021-03-31,2021-03-24-06:15
ETYFA PROMETHEAS,9236614,564644000,Cyprus,290,46,111459,72781,FOR ORDERS,FOR ORDERS,2021-08-06-22:00,9.0,31.37452 N/121.69494 E,148.0°,0.0 kn,-,2021-03-31,2021-03-23-01:23
BW TATIANA,9236626,538008991,Marshall Islands,290,46,111459,72781,-,-,-,,1.30362 N/103.65119 E,201.1°,0.1 kn,-,2021-03-31,2020-12-22-03:54
GEMMATA,9253222,563574000,Singapore,290,46,111459,72727,-,-,-,10.1,13.04578 S/38.56159 W,188.1°,11.9 kn,-,2021-03-31,2021-03-27-22:45
SOHAR LNG,9210816,357186000,Panama,298,46,111203,71997,-,-,-,9.6,19.74491 N/57.83238 E,265.7°,0.1 kn,-,2021-03-31,2021-02-25-09:54
DUKHAN,9265500,636012400,Liberia,298,46,111162,72533,JP HIM,Himeji,2021-04-07-21:00,10.8,17.9934 S/118.04903 E,19.0°,16.2 kn,-,2021-03-31,2021-03-29-11:32
AL RAYYAN,9086734,431901000,Japan,298,46,111128,72430,QA_RLF,RasLaffan,2021-03-17-09:00,9.0,25.85363 N/51.79456 E,215.8°,0.0 kn,At anchor,2021-03-31,2021-03-31-07:28
RIBERA DEL DUERO KNUTSEN,9477593,259082000,Norway,290,46,111109,96740,ESSAG,Sagunto,2021-04-11-00:01,11.6,25.10955 N/89.27145 W,106.4°,19.8 kn,Under way,2021-03-31,2021-03-31-02:33
AL ZUBARAH,9085649,431881000,Japan,298,46,111079,72557,JP KIJ E,JP KIJ E,2021-04-03-00:01,11.0,21.7926 N/121.13678 E,28.0°,13.9 kn,-,2021-03-31,2021-03-29-15:20
BARCELONA KNUTSEN,9401295,224436000,Spain,290,46,110920,97730,-,-,-,11.1,11.70605 N/68.41934 W,103.3°,16.8 kn,-,2021-03-31,2021-03-25-18:07
SEVILLA KNUTSEN,9414632,224072000,Spain,290,46,110920,97730,ORDERS,ORDERS,2021-04-12-11:00,9.4,36.91495 N/126.06506 E,213.9°,13.8 kn,-,2021-03-31,2021-03-16-10:35
VALENCIA KNUTSEN,9434266,225420000,Spain,290,46,110920,97730,CL QUINTERO,CL QUINTERO,2021-04-15-10:00,11.4,10.91871 N/61.60814 W,55.9°,17.4 kn,-,2021-03-31,2021-03-27-09:30
SHAHAMAH,9035852,636010085,Liberia,293,46,110895,71931,AE DAS>IN DAH,Dahej,2021-04-01-00:00,11.0,24.03561 N/60.39053 E,113.3°,7.0 kn,-,2021-03-31,2021-03-25-23:40
GHASHA,9038452,636010183,Liberia,293,46,110895,71593,>CN YIU LIAN DD,NYIULIANDD,2021-03-11-05:05,7.5,22.5009 N/113.84512 E,124.5°,0.0 kn,Moored,2021-03-31,2021-03-31-07:31
ISH,9035864,636010329,Liberia,293,46,110895,71564,CN SZX>AE DAS,DasIsland,2021-04-08-02:02,9.8,3.71948 N/100.08725 E,313.0°,11.9 kn,-,2021-03-31,2021-03-22-08:49
AL KHAZNAH,9038440,636010034,Liberia,293,46,110895,71543,IN DAH > AE DAS,DasIsland,2021-04-02-03:03,9.5,25.61494 N/53.60168 E,242.1°,10.6 kn,Under way,2021-03-31,2021-03-31-07:31
STENA CRYSTAL SKY,9383900,235099946,United Kingdom,298,46,109949,96889,...,...,2021-04-13-00:01,9.0,23.34827 N/122.37817 E,14.0°,17.5 kn,-,2021-03-31,2021-03-09-22:24
STENA CLEAR SKY,9413327,235100007,United Kingdom,298,46,109949,96811,PA BLB,Balboa,2021-04-03-11:00,9.1,32.41238 S/71.71863 W,344.0°,15.2 kn,-,2021-03-31,2021-03-26-16:16
EKAPUTRA 1,8706155,525022371,Indonesia,290,46,109281,78988,ID BXT,Bontang,2021-04-04-00:00,8.8,5.97534 S/106.79875 E,247.5°,0.0 kn,Moored,2021-03-31,2021-03-31-07:30
METHANE BECKI ANNE,9516129,310597000,Bermuda,291,45,109004,86269,NGBON,Bonny,2021-04-10-05:00,9.1,1.32266 N/103.29855 E,308.1°,17.8 kn,-,2021-03-31,2021-03-20-08:42
METHANE PATRICIA CAMILA,9425277,310606000,Bermuda,291,45,109004,86272,FOR ORDERS,FOR ORDERS,2021-04-01-22:00,9.5,22.39939 N/117.03942 E,114.3°,17.5 kn,-,2021-03-31,2021-03-27-10:21
METHANE JULIA LOUISE,9412880,310584000,Bermuda,290,45,109004,86125,FOR ORDERS,FOR ORDERS,2021-04-07-16:01,9.1,37.0253 N/126.20649 E,240.5°,12.4 kn,-,2021-03-31,2021-03-27-07:13
SERI BALQIS,9331672,533894000,Malaysia,295,47,107633,91198,GBFLM,GBFLM,2021-03-18-13:00,9.6,50.11395 N/5.04373 W,142.0°,0.0 kn,At anchor,2021-03-31,2021-03-31-07:29
SERI BALHAF,9331660,533868000,Malaysia,295,47,107633,91201,US COVE POINT,US COVE POINT,2021-04-01-04:01,9.7,38.82882 N/31.33967 W,260.0°,14.1 kn,-,2021-03-31,2021-03-19-14:33
ENERGY ATLANTIC,9649328,256647000,Malta,290,46,106771,89766,SINGAPORE OPL,Singapore,2021-04-02-06:00,9.2,22.05044 N/121.96005 E,194.4°,16.7 kn,-,2021-03-31,2021-03-28-20:42
TORMAN II,9006681,538008702,Marshall Islands,272,47,106151,67554,-,-,-,9.1,1.47085 N/103.82905 E,79.2°,0.0 kn,Moored,2021-03-31,2021-03-31-07:12
ADAM LNG,9501186,538005753,Marshall Islands,289,46,105975,90986,GULF OF MEXICO,GULF OF MEXICO,2021-03-27-12:00,9.1,26.83419 N/94.34834 W,177.7°,11.4 kn,-,2021-03-31,2021-03-29-03:50
BW PAVILION LEEARA,9640645,565515000,Singapore,289,46,105945,91496,CAPE OF GOOD HOPE,CAPE OF GOOD HOPE,2021-04-16-15:00,11.5,26.16018 N/91.63996 W,118.4°,17.8 kn,-,2021-03-31,2021-03-29-10:35
BW PAVILION VANDA,9640437,565513000,Singapore,289,46,105945,91515,CORPUS CHRISTI USA,CorpusChristi,2021-04-19-12:00,9.5,34.78073 S/22.28638 E,266.1°,17.7 kn,Under way,2021-03-31,2021-03-31-03:59
CLEAN VISION,9655456,256245000,Malta,289,46,105943,89863,DUBAI,Dubai/PortRashid,2021-04-05-08:00,9.2,5.93055 N/80.10609 E,281.3°,10.1 kn,-,2021-03-31,2021-03-30-04:02
CLEAN OCEAN,9637492,538005350,Marshall Islands,289,46,105943,89956,MIDDLESBOROUGH,MIDDLESBOROUGH,2021-03-31-18:00,9.1,54.75416 N/0.45923 W,91.7°,1.0 kn,Under way,2021-03-31,2021-03-31-07:30
CLEAN HORIZON,9655444,256083000,Malta,289,46,105943,89831,CN QDG>EG SUZ,AsSuways/SuezPort,2021-03-27-13:00,9.3,29.14241 N/32.91186 E,319.0°,4.0 kn,-,2021-03-31,2021-03-31-07:30
CLEAN PLANET,9637507,538005351,Marshall Islands,289,46,105943,89848,BEZEE,Zeebrugge,2021-04-02-04:00,9.0,51.4557 N/2.63882 E,250.5°,0.1 kn,At anchor,2021-03-31,2021-03-31-07:30
GOLAR GLACIER,9654696,538005373,Marshall Islands,289,46,105832,79602,FOR ORDERS,FOR ORDERS,2021-04-15-00:01,9.5,33.46904 S/17.51557 E,300.1°,19.6 kn,-,2021-03-31,2021-03-27-01:30
GOLAR KELVIN,9654701,538005374,Marshall Islands,289,46,105832,90607,FOR ORDERS,FOR ORDERS,2021-04-19-00:00,10.9,25.92672 N/90.66197 W,138.1°,16.8 kn,-,2021-03-31,2021-03-30-17:38
MARAN GAS APOLLONIA,9633422,241275000,Greece,289,46,105773,90434,FOR ORDERS,FOR ORDERS,2021-05-01-00:01,11.3,27.46591 N/96.37925 W,118.0°,17.7 kn,-,2021-03-31,2021-03-22-12:07
MARAN GAS POSIDONIA,9633434,241290000,Greece,289,46,105773,90349,"CAMERON, USA","CAMERON, USA",2021-04-19-05:01,9.2,34.49036 S/18.04891 E,309.3°,15.3 kn,-,2021-03-31,2021-03-28-06:22
MARAN GAS SPARTA,9650042,241289000,Greece,289,46,105773,90392,FOR ORDERS,FOR ORDERS,2021-04-13-22:00,9.4,37.9661 N/123.38258 E,124.6°,13.6 kn,Under way,2021-03-31,2021-03-31-03:35
LNG VESTA,9020766,431642000,Liberia,272,47,105708,68522,-,-,-,5.4,1.29651 N/103.65775 E,177.9°,0.1 kn,-,2021-03-31,2020-05-08-06:36
SERI BAKTI,9331634,533380000,Malaysia,290,47,105335,90065,FAR EAST,FAR EAST,2021-04-05-21:00,11.0,18.97841 S/115.55204 E,39.7°,14.9 kn,-,2021-03-31,2021-03-25-15:42
SERI BEGAWAN,9331646,533016000,Malaysia,290,47,105335,89902,MYPGG,Pengerang,2021-04-06-00:01,10.6,21.72317 S/153.20659 E,16.6°,17.1 kn,-,2021-03-31,2021-03-26-19:54
NORTHWEST SANDPIPER,8913150,503002000,Australia,272,47,105010,66768,SG SIN,Singapore,2021-04-02-01:00,8.9,19.06083 S/117.55208 E,26.0°,13.3 kn,-,2021-03-31,2021-03-08-12:01
KARMOL LNGT POWERSHIP AFRICA,9043677,636019705,Liberia,272,47,104968,70593,RAFFLES ANCHORAGE,RAFFLES ANCHORAGE,2021-03-19-08:00,10.1,1.176 N/103.76335 E,226.0°,0.1 kn,At anchor,2021-03-31,2021-03-31-07:30
SERI BIJAKSANA,9331658,533051000,Malaysia,290,47,104881,89953,SG PGBG,Singapore,2021-04-14-22:00,5.0,1.73543 N/104.43989 E,81.0°,13.3 kn,-,2021-03-31,2021-03-31-07:04
SONANGOL SAMBIZANGA,9475600,311027900,Bahamas,291,43,104537,87104,AO SZA>IN DHP,DabholPort,2021-04-09-18:30,11.9,34.73211 S/18.24136 E,124.2°,15.5 kn,-,2021-03-31,2021-03-28-08:09
SONANGOL ETOSHA,9482299,311027800,Bahamas,291,43,104537,87294,AO SZA>PK BQM,PortQasim,2021-04-02-19:01,11.8,20.52711 S/54.9415 E,53.1°,15.6 kn,-,2021-03-31,2021-03-25-08:30
SONANGOL BENGUELA,9482304,311038100,Bahamas,291,43,104537,87169,XX XXX>IN DAH,Dahej,2021-04-17-18:18,11.8,8.64367 S/10.83317 E,180.5°,15.0 kn,-,2021-03-31,2021-03-29-03:41
ARWA SPIRIT,9339260,538003267,Marshall Islands,285,43,104169,82187,FOR ORDERS,FOR ORDERS,2021-04-01-00:01,9.3,26.4137 N/93.96396 W,294.8°,12.4 kn,Under way,2021-03-31,2021-03-31-07:27
MERIDIAN SPIRIT,9369904,219061000,Denmark,285,43,104169,81929,SWINOUJSCIE,Swinoujscie,2021-04-10-06:00,11.6,26.36242 N/79.41361 W,1.2°,21.2 kn,-,2021-03-31,2021-03-28-11:49
MARIB SPIRIT,9336749,538001576,Marshall Islands,285,43,104169,81400,FOR ORDERS,FOR ORDERS,2021-04-07-12:00,9.8,39.24969 N/28.72748 W,271.5°,14.1 kn,-,2021-03-31,2021-03-30-07:42
WOODSIDE DONALDSON,9369899,564629000,Singapore,285,43,104169,82085,WHITNELL BAY AUS,WHITNELL BAY AUS,2021-04-02-05:59,9.4,19.47034 S/117.28193 E,24.6°,13.1 kn,Under way,2021-03-31,2021-03-31-07:29
MAGELLAN SPIRIT,9342487,220636000,Denmark,285,43,104169,82265,CORPUS CHSPN,CORPUS CHSPN,2021-04-06-05:00,9.3,27.15805 N/95.47165 W,354.0°,12.8 kn,-,2021-03-31,2021-03-31-07:29
METHANE SPIRIT,9336737,311000135,Bahamas,285,43,104169,82115,FOR ORDERS,FOR ORDERS,2021-04-09-07:00,9.4,34.37643 N/138.55122 E,181.6°,19.2 kn,-,2021-03-31,2021-03-24-07:52
MARAN GAS EFESSOS,9627497,241291000,Greece,294,44,103928,89711,FOR ORDERS,FOR ORDERS,2021-04-20-00:00,11.7,32.68304 S/71.66342 W,315.6°,14.7 kn,-,2021-03-31,2021-03-19-16:51
WOODSIDE GOODE,9633161,241276000,Greece,294,44,103928,90125,ORDERS,ORDERS,2021-04-15-21:00,9.8,35.00733 N/129.04809 E,300.8°,0.1 kn,-,2021-03-31,2021-03-26-05:46
MARAN GAS DELPHI,9633173,241287000,Greece,294,44,103928,89670,ORDERS,ORDERS,2021-04-07-00:00,9.5,20.73281 N/120.83823 E,231.9°,9.8 kn,Under way,2021-03-31,2021-03-30-23:09
CORCOVADO LNG,9636711,229471000,Malta,294,44,103905,89624,FOR ORDERS,FOR ORDERS,2021-03-25-23:01,11.1,31.56498 N/32.21043 E,296.3°,15.9 kn,Under way,2021-03-31,2021-03-30-20:39
KITA LNG,9636723,229581000,Malta,294,44,103902,89752,CH XIUYU,CH XIUYU,2021-03-29-14:01,10.9,25.20916 N/118.99518 E,306.6°,0.0 kn,Moored,2021-03-31,2021-03-31-07:29
MARAN GAS MYSTRAS,9658238,241350000,Greece,294,44,103893,89269,ATLANTIC FOR ORDERS,ATLANTIC FOR ORDERS,2021-04-02-17:00,9.5,33.76321 S/18.08295 E,308.7°,12.8 kn,-,2021-03-31,2021-03-07-07:18
MARAN GAS TROY,9658240,241352000,Greece,294,44,103893,89240,CADIZ SPAIN,Cadiz,2021-03-10-13:00,6.5,36.52751 N/6.27765 W,333.0°,0.0 kn,Moored,2021-03-31,2021-03-31-07:25
PALU LNG,9636735,229582000,Malta,294,44,103885,89874,FOR ORDERS,FOR ORDERS,2021-04-27-12:00,9.5,21.67346 N/72.50471 E,254.1°,2.2 kn,Under way,2021-03-31,2021-03-31-07:32
YARI LNG,9636747,229583000,Malta,294,44,103885,89804,PRELUDE AU,PRELUDE AU,2021-03-28-22:00,9.3,12.22959 S/130.67447 E,320.1°,0.1 kn,-,2021-03-31,2021-03-26-10:26
YK SOVEREIGN,9038816,441498000,Korea,274,47,103764,72020,AUGLT,Gladstone,2021-04-09-01:00,9.9,37.03867 N/126.23617 E,244.1°,12.7 kn,-,2021-03-31,2021-03-28-05:16
HYUNDAI UTOPIA,9018555,441223000,Korea,274,47,103764,71909,IDLUW=>KRTYG,Tongyeong,2021-03-31-03:00,10.9,34.78452 N/128.9497 E,343.0°,13.7 kn,-,2021-03-31,2021-03-14-00:43
BW BRUSSELS,9368314,563089400,Singapore,295,43,103670,89452,SABINE,Sabine,2021-03-30-06:00,9.2,29.74371 N/93.8713 W,207.2°,0.0 kn,Moored,2021-03-31,2021-03-31-07:30
NORTH ENERGY,8014409,538007753,Marshall Islands,283,45,102390,67055,-,-,-,6.7,31.71652 N/121.11564 E,18.8°,0.2 kn,-,2021-03-31,2020-03-12-06:58
8110203,Not in Service since 2018,538007892,LNG Tanker,67219,283,,102390,-,-,-,9.6,2.36979 N/101.91448 E,254.0°,0.0 kn,-,2021-03-31,2021-03-31-07:18
WILFORCE,9627954,258702000,Norway,290,44,102315,87750,AUGLT,Gladstone,2021-04-11-14:01,9.5,29.03811 N/123.78326 E,163.2°,16.9 kn,-,2021-03-31,2021-03-29-11:29
WILPRIDE,9627966,258703000,Norway,290,44,102315,87677,OPEN SEA FOR ORDER,OPEN SEA FOR ORDER,2021-04-12-22:00,11.4,34.36454 S/26.31836 E,73.6°,13.5 kn,-,2021-03-31,2021-03-29-11:36
GOLAR ICE,9637325,538004976,Marshall Islands,281,43,102200,81534,FOR ORDERS,FOR ORDERS,2021-03-29-08:00,11.0,31.3987 N/32.34042 E,286.7°,0.0 kn,At anchor,2021-03-31,2021-03-31-07:31
GOLAR SNOW,9635315,538004981,Marshall Islands,281,43,102200,82200,FOR ORDERS,FOR ORDERS,2021-04-05-00:01,9.2,35.51903 N/10.96007 W,262.7°,16.0 kn,-,2021-03-31,2021-03-24-00:33
GOLAR CRYSTAL,9624926,538004985,Marshall Islands,286,43,102100,82058,FOR ORDERS,FOR ORDERS,2021-03-31-00:01,11.3,43.64643 N/9.98921 E,97.2°,0.4 kn,Moored,2021-03-31,2021-03-31-07:28
GOLAR FROST,9655042,538004975,Marshall Islands,281,43,102100,82005,MAP TA PHUT,MabTapud,2021-04-01-23:00,11.9,12.57257 N/101.23424 E,291.1°,0.0 kn,At anchor,2021-03-31,2021-03-31-05:31
GOLAR SEAL,9624914,538004980,Marshall Islands,281,43,102100,82048,PACIFIC FOR ORDER,PACIFIC FOR ORDER,2021-04-13-16:00,11.2,26.1577 N/54.70108 E,98.5°,19.1 kn,Under way,2021-03-31,2021-03-31-07:32
GOLAR CELSIUS,9626027,538004984,Marshall Islands,281,43,102100,82029,FOR ORDERS,FOR ORDERS,2021-04-12-12:00,11.7,26.24053 N/79.37779 W,45.4°,20.4 kn,Under way,2021-03-31,2021-03-31-07:19
GOLAR BEAR,9626039,538004983,Marshall Islands,281,43,102100,82017,PACIFIC-FOR ORDERS,PACIFIC-FOR ORDERS,2021-03-06-20:00,11.5,26.44618 N/93.36292 W,128.1°,15.6 kn,Under way,2021-03-31,2021-03-31-07:11
GOLAR PENGUIN,9624938,538004979,Marshall Islands,280,43,102100,82181,ROTTERDAM FOR ORDERS,Rotterdam,2021-03-25-00:01,11.6,26.63383 N/79.5582 W,9.4°,21.8 kn,-,2021-03-31,2021-03-29-08:44
COOL VOYAGER,9636785,229553000,Malta,281,43,102097,81890,SUEZ CANAL,SuezCanal,2021-03-28-14:00,11.7,31.59788 N/32.22169 E,202.0°,0.0 kn,-,2021-03-31,2021-03-31-07:21
COOL RUNNER,9636797,229673000,Malta,281,43,102097,81891,FPOUS,FPOUS,2021-03-27-00:01,9.4,57.42436 N/7.89897 E,247.3°,10.6 kn,Under way,2021-03-31,2021-03-31-07:31
COOL EXPLORER,9640023,229796000,Malta,281,43,102097,81893,FUJAIRAH FOR ORDERS,Fujairah,2021-04-05-21:00,8.9,3.13731 N/100.69949 E,314.1°,16.4 kn,-,2021-03-31,2021-03-27-14:00
TRISTAR RUBY,9333606,636092943,Liberia,288,44,102064,84491,AU WNB,WithnellBay,2021-04-01-22:00,9.6,20.3593 S/116.52374 E,22.4°,0.1 kn,At anchor,2021-03-31,2021-03-31-07:31
KMARIN EMERALD,9333591,235050369,Isle of Man,288,44,102064,84303,FOR ORDER,FOR ORDER,2021-04-20-11:00,11.4,19.43994 N/65.21771 W,94.9°,15.8 kn,-,2021-03-31,2021-03-24-04:12
BRITISH SAPPHIRE,9333618,235060454,Isle of Man,288,44,102064,84455,US FPO,Freeport,2021-04-11-11:00,9.5,33.88473 N/17.12638 W,256.0°,18.5 kn,-,2021-03-31,2021-03-30-12:24
KMARIN DIAMOND,9333620,235060455,Isle of Man,288,44,102064,84553,PGCAU,PGCAU,2021-03-31-19:00,9.2,34.45692 N/139.49241 E,209.9°,18.3 kn,-,2021-03-31,2021-03-20-05:04
TANGGUH HIRI,9333632,309787000,Bahamas,288,44,101957,84467,ID NTI,Bintuni,2021-03-31-10:00,9.5,3.68846 S/128.13665 E,168.6°,0.2 kn,-,2021-03-31,2021-03-26-05:20
TANGGUH SAGO,9361990,308741000,Bahamas,288,44,101957,84484,ID NTI,Bintuni,2021-03-26-01:00,9.8,37.83974 N/122.72175 E,93.8°,18.5 kn,-,2021-03-31,2021-01-01-20:38
ASIA INTEGRITY,9680188,311000227,Bahamas,285,43,101427,82636,AU WNB,WithnellBay,2021-04-08-22:00,9.2,19.20839 S/117.43671 E,29.0°,18.0 kn,-,2021-03-31,2021-03-15-14:46
ASIA VISION,9606948,311000182,Bahamas,285,43,101427,82487,CN ZOS,Zhoushan,2021-04-06-22:00,11.5,19.48747 S/115.83334 E,358.4°,18.7 kn,-,2021-03-31,2021-03-27-01:32
ASIA VENTURE,9680190,311000228,Bahamas,285,43,101427,82564,"HACHINOHE, JAPAN",Hachinohe,2021-04-01-01:00,11.4,33.63758 N/141.43695 E,19.2°,11.9 kn,-,2021-03-31,2021-03-30-01:24
ASIA ENDEAVOUR,9610779,311000185,Bahamas,285,43,101427,82434,AU BWI,Bulwer,2021-04-06-00:01,9.4,37.31267 N/138.21233 E,317.0°,13.7 kn,-,2021-03-31,2021-03-26-00:29
ASIA ENERGY,9606950,311000183,Bahamas,285,43,101427,82424,AU DAM,Dampier,2021-03-31-00:00,11.7,20.33285 S/116.52264 E,125.5°,0.0 kn,At anchor,2021-03-31,2021-03-31-07:31
ASIA EXCELLENCE,9610767,311000184,Bahamas,285,43,101427,82721,AUS,AUS,2021-04-05-00:00,9.2,1.43608 N/104.50916 E,49.0°,14.8 kn,-,2021-03-31,2021-03-30-04:13
POINT FORTIN,9375721,370833000,Panama,290,45,101129,79592,"FREEPORT,USA","FREEPORT,USA",2021-04-08-01:00,9.8,35.38166 N/10.413 W,261.3°,15.2 kn,-,2021-03-31,2021-03-26-17:45
TRINITY GLORY,9350927,370668000,Panama,290,45,101126,79605,AUDRW,Darwin,2021-04-12-19:30,9.7,36.25532 N/124.66376 E,205.5°,15.2 kn,-,2021-03-31,2021-03-19-14:48
TRINITY ARROW,9319404,353392000,Panama,290,45,101094,79556,KW MEA,Mina'alAhmadi,2021-03-29-12:00,11.5,29.07307 N/48.16072 E,196.0°,0.0 kn,Moored,2021-03-31,2021-03-31-07:30
MALANJE,9490959,311038600,Bahamas,285,43,100723,82729,KEPPEL SHIPYARD,KEPPEL SHIPYARD,2021-03-31-09:00,5.8,1.28778 N/103.67298 E,48.8°,0.4 kn,Restricted,2021-03-31,2021-03-31-07:32
CUBAL,9491812,311038400,Bahamas,285,43,100723,82834,WALVIS BAY,WalvisBay,2021-03-31-07:00,9.4,22.82753 S/14.41739 E,17.5°,0.7 kn,Under way,2021-03-31,2021-03-31-07:32
SOYO,9475208,311038500,Bahamas,285,43,100723,82858,GWANGYANG,Gwangyang,2021-04-01-07:00,11.5,6.42333 S/104.78744 E,74.4°,18.9 kn,-,2021-03-31,2021-03-23-02:11
LOBITO,9490961,311038700,Bahamas,285,43,100723,82929,FOR ORDERS,FOR ORDERS,2021-04-06-05:00,9.6,22.26522 S/12.09042 E,346.2°,15.0 kn,-,2021-03-31,2021-03-29-16:52
HYUNDAI ECOPIA,9372999,370983000,Panama,288,44,100545,83959,"PRIGORODNOYE,RUSSIA",Prigorodnoye,2021-04-02-03:00,9.9,34.80183 N/128.96337 E,90.0°,17.1 kn,-,2021-03-31,2021-03-30-04:50
GRACE COSMOS,9323675,311191000,Bahamas,288,44,100481,85224,CN GUT,CN GUT,2021-04-03-07:00,11.5,20.22896 S/116.75716 E,15.9°,16.4 kn,-,2021-03-31,2021-03-28-02:43
GASLOG CHELSEA,9390185,310670000,Bermuda,289,44,100374,86353,IDKU EGYPT,Idku,2021-03-30-00:01,9.3,34.81968 N/16.52352 E,103.0°,14.4 kn,-,2021-03-31,2021-03-27-04:32
GRACE ACACIA,9315707,308136000,Bahamas,288,44,100341,85214,CN QID,Qidong,2021-04-07-00:01,11.1,23.26271 S/151.61596 E,16.7°,18.4 kn,-,2021-03-31,2021-03-28-09:10
GRACE BARLERIA,9315719,431115000,Japan,288,44,100256,84812,BINTULU MALAYSIA,BINTULU MALAYSIA,2021-03-28-16:00,9.6,34.56834 N/139.72459 E,169.8°,10.9 kn,-,2021-03-31,2021-02-19-16:06
NEO ENERGY,9324277,636013234,Liberia,288,44,100253,85602,SUEZ EGYPT,AsSuways/SuezPort,2021-04-17-01:15,9.2,3.76626 N/100.01573 E,301.0°,13.3 kn,-,2021-03-31,2021-03-17-21:19
OB RIVER,9315692,538002846,Marshall Islands,288,44,100244,84682,RU PGN,Prigorodnoye,2021-03-23-06:00,9.4,34.5559 N/137.00937 E,135.1°,12.3 kn,-,2021-03-31,2021-02-25-02:56
CLEAN ENERGY,9323687,538002742,Marshall Islands,288,44,100244,85513,ATLANTIC FOR ORDERS,ATLANTIC FOR ORDERS,2021-04-28-23:59,9.5,21.12308 S/54.42875 E,231.4°,12.2 kn,-,2021-03-31,2021-03-28-23:52
ARCTIC AURORA,9645970,229767000,Malta,288,44,100236,84604,US SAV,Savannah,2021-03-31-10:00,9.0,29.41299 N/22.45381 W,272.0°,11.2 kn,-,2021-03-31,2021-03-17-21:28
YENISEI RIVER,9629586,538005072,Marshall Islands,288,44,100236,84565,SG_SIN-->ZA_CPT,CapeTown,2021-04-04-10:00,9.4,20.89069 S/54.43825 E,231.1°,18.4 kn,-,2021-03-31,2021-03-30-16:30
LENA RIVER,9629598,538005073,Marshall Islands,288,44,100236,84585,DALIAN CHINA,Dalian,2021-04-07-16:00,11.4,15.25474 N/41.80602 E,145.9°,16.4 kn,-,2021-03-31,2021-03-23-04:56
K. MUGUNGWHA,9373010,370612000,Panama,288,43,99151,87442,KR PTK,Pyeongtaek,2021-04-07-02:00,11.3,8.47021 N/79.43832 W,177.0°,18.6 kn,-,2021-03-31,2021-03-16-01:15
AL AREESH,9325697,311038000,Bahamas,288,43,99106,90617,ROVIGO,ROVIGO,2021-04-03-17:00,11.4,31.69102 N/32.0538 E,327.0°,17.0 kn,-,2021-03-31,2021-03-30-22:32
AL MARROUNA,9325685,311468000,Bahamas,288,43,99106,90617,BB CGP,BB CGP,2021-03-31-00:01,11.5,16.82781 N/88.41236 E,30.7°,12.2 kn,-,2021-03-31,2021-03-29-20:16
AL DAAYEN,9325702,311133000,Bahamas,288,43,99106,90617,FOR ORDERS,FOR ORDERS,2021-04-01-20:00,11.5,22.60651 N/37.38747 E,328.9°,14.4 kn,Under way,2021-03-31,2021-03-31-04:16
LNG LOKOJA,9269960,310519000,Bermuda,288,43,98798,83965,BONNY NIGERIA,Bonny,2021-04-01-12:00,9.4,11.09347 N/17.9321 W,174.1°,17.5 kn,-,2021-03-31,2021-03-26-09:57
LNG IMO,9311581,310565000,Bermuda,288,43,98798,83688,BONNY,Bonny,2021-04-25-07:00,9.4,22.12999 N/114.62096 E,183.1°,11.8 kn,Under way,2021-03-31,2021-03-31-07:27
LNG ONDO,9311579,310550000,Bermuda,288,43,98798,83688,"BONNY, NIGERIA.",Bonny,2021-04-13-09:00,9.4,42.37428 N/10.99517 W,198.0°,14.8 kn,Under way,2021-03-31,2021-03-31-06:10
