Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
LNG KANO,9311567,310534000,Bermuda,288,43,98798,83961,ES SCT>NG BON,Bonny,2021-04-04-04:00,9.2,13.42417 N/19.26525 W,179.8°,18.3 kn,-,2021-03-31,2021-03-28-19:29
AMALI,9496317,508111132,Brunei,284,43,98490,72800,-,-,-,9.5,34.10205 N/139.25299 E,212.5°,16.3 kn,-,2021-03-31,2021-03-21-22:26
GASLOG SKAGEN,9626285,310664000,Bermuda,285,43,98451,81847,KR YOS,Yeosu,2021-03-03-16:30,11.3,23.62198 N/59.41752 E,133.1°,17.9 kn,-,2021-03-31,2021-03-29-07:40
GASLOG SANTIAGO,9600530,310652000,Bermuda,285,43,98451,82178,FUJAIRAH UAE,Fujairah,2021-03-27-08:00,9.5,25.15722 N/52.88702 E,268.5°,0.0 kn,Moored,2021-03-31,2021-03-31-04:32
GASLOG SYDNEY,9626273,310657000,Bermuda,285,43,98451,82010,AUGLT>CNTSN,TianjinXingang,2021-03-31-22:00,11.0,38.35271 N/121.9504 E,299.9°,14.4 kn,Under way,2021-03-31,2021-03-31-07:32
GASLOG SEATTLE,9634086,310669000,Bermuda,285,43,98075,81982,AUGLT,Gladstone,2021-03-21-04:00,9.2,23.77784 S/151.1955 E,41.0°,0.0 kn,Moored,2021-03-31,2021-03-31-07:30
GASLOG SHANGHAI,9600528,310644000,Bermuda,285,43,98075,82104,PAKISTAN FOR ORDERS,PAKISTAN FOR ORDERS,2021-04-16-00:01,11.2,3.78866 N/8.68511 E,295.6°,2.5 kn,-,2021-03-31,2021-03-26-13:54
GASLOG SARATOGA,9638903,310696000,Bermuda,285,45,98075,81855,QA RLF,RasLaffan,2021-04-06-12:00,9.3,8.04577 N/76.6837 E,314.5°,12.7 kn,-,2021-03-31,2021-03-30-18:05
GASLOG SALEM,9638915,310699000,Bermuda,285,43,98075,82023,SABINE PASS,SABINE PASS,2021-04-23-06:00,9.3,33.16263 S/16.95181 E,300.8°,12.5 kn,-,2021-03-31,2021-03-29-16:00
SHEN HAI,9583677,477413600,Hong Kong,290,43,98068,82625,CN YANGSHAN>MY BTU,"Bintulu,Sarawak",2021-03-31-22:00,9.7,24.67219 N/122.66757 E,180.2°,16.7 kn,-,2021-03-31,2021-03-28-03:43
TANGGUH JAYA,9349019,370502000,Panama,285,43,97897,82313,JP SBK,Sakaisenboku,2021-04-02-06:00,11.1,33.73791 N/134.92511 E,189.7°,16.0 kn,-,2021-03-31,2021-02-04-06:40
TANGGUH PALUNG,9355379,370766000,Panama,285,43,97897,82407,CN NBO,Ningbo,2021-04-07-22:00,11.2,29.45429 N/122.87026 E,107.5°,11.7 kn,-,2021-03-31,2021-02-19-12:33
LNG BORNO,9322803,310543000,Bermuda,285,43,97874,82030,MUNDRA INDIA,Mundra,2021-04-05-09:30,11.4,9.66466 N/18.13876 W,138.4°,12.3 kn,-,2021-03-31,2021-03-11-06:17
LNG OGUN,9322815,310542000,Bermuda,285,43,97874,81997,MONTOIR FRANCE,Montoir,2021-04-06-12:00,11.4,10.85243 N/18.65362 W,310.7°,15.4 kn,Under way,2021-03-31,2021-03-31-07:32
DAPENG SUN,9308479,477985700,Hong Kong,292,43,97871,83050,CN DPG>AU DAM,Dampier,2021-04-03-23:00,9.4,22.02978 N/114.67933 E,152.4°,14.4 kn,-,2021-03-31,2021-03-27-10:09
DAPENG STAR,9369473,477614400,Hong Kong,292,43,97871,82428,DAPENG CHINA,Dapeng,2021-04-07-02:00,11.6,18.8844 S/116.83731 E,352.3°,17.9 kn,Under way,2021-03-31,2021-03-31-07:32
GASLOG SAVANNAH,9352860,310583000,Bermuda,285,43,97818,82291,QA RLF,RasLaffan,2021-03-28-04:00,9.5,25.93434 N/51.60752 E,0.0°,0.0 kn,Moored,2021-03-31,2021-03-31-06:58
GASLOG SINGAPORE,9355604,310594000,Bermuda,285,43,97818,82339,FAR EAST,FAR EAST,2021-04-06-22:00,11.3,8.41074 N/79.45482 W,179.4°,19.7 kn,-,2021-03-31,2021-03-18-01:23
STENA BLUE SKY,9315393,235116537,United Kingdom,285,43,97754,84362,-,-,-,9.0,32.39332 N/122.30303 E,116.0°,14.0 kn,-,2021-03-31,2021-03-10-07:01
LNG UNITY,9306495,228337700,France,290,43,97741,86385,MQ FDF,FortdeFrance,2021-03-30-00:30,11.0,14.57388 N/61.09765 W,317.2°,0.2 kn,-,2021-03-31,2021-03-30-18:04
LNG ALLIANCE,9320075,228333700,France,290,43,97741,86385,COLON,Colon,2021-03-29-12:00,11.1,9.34002 N/79.91139 W,97.4°,0.0 kn,Moored,2021-03-31,2021-03-31-07:30
LNG OYO,9267003,310487000,Bermuda,285,43,97561,83068,INDAH,Dahej,2021-03-27-02:45,11.2,21.66853 N/72.50958 E,14.1°,0.0 kn,-,2021-03-31,2021-03-27-04:14
LNG RIVER ORASHI,9266982,310447000,Bermuda,285,43,97561,83068,NG BON>TW KHH,Kaohsiung,2021-04-02-07:30,11.6,6.40295 S/104.55692 E,90.7°,18.5 kn,-,2021-03-31,2021-03-28-03:14
LNG BENUE,9267015,310495000,Bermuda,285,43,97561,82971,"JOHOR,MALAYSIA","JOHOR,MALAYSIA",2021-03-31-13:00,8.9,1.30228 N/104.29815 E,269.9°,7.3 kn,Under way,2021-03-31,2021-03-31-07:30
LNG ENUGU,9266994,310482000,Bermuda,285,43,97561,83160,BONNY NIGERIA,Bonny,2021-04-09-08:00,9.2,24.61394 N/16.36187 W,227.0°,12.9 kn,Under way,2021-03-31,2021-03-31-07:30
MARAN GAS ASCLEPIUS,9302499,240386000,Greece,285,43,97496,84659,FPR ORDERS,FPR ORDERS,2021-03-25-21:01,9.2,25.85477 N/51.85987 E,18.0°,0.1 kn,At anchor,2021-03-31,2021-03-31-07:31
UMM BAB,9308431,240411000,Greece,285,43,97496,84659,FOR ORDERS,FOR ORDERS,2021-04-10-06:00,9.3,21.52613 N/119.02443 E,213.0°,18.3 kn,-,2021-03-31,2021-03-27-10:27
SIMAISMA,9320386,240486000,Greece,285,43,97496,84863,FOR ORDERS,FOR ORDERS,2021-03-30-03:00,9.2,25.84095 N/51.77952 E,241.0°,0.2 kn,At anchor,2021-03-31,2021-03-31-07:29
AL JASSASIYA,9324435,240615000,Greece,285,43,97496,84554,ORDERS,ORDERS,2021-03-27-21:01,9.1,25.93242 N/51.61173 E,107.0°,0.0 kn,Moored,2021-03-31,2021-03-31-04:54
GOLAR MARIA,9320374,538002609,Marshall Islands,277,43,97491,84823,-,-,-,9.9,6.27713 S/105.39888 E,234.0°,14.6 kn,-,2021-03-31,2021-03-14-20:14
MARAN GAS CORONIS,9331048,240639000,Greece,285,43,97491,84776,PNG FOR ORDERS,PNG FOR ORDERS,2021-04-07-00:00,9.5,32.1904 N/122.31303 E,127.3°,11.1 kn,-,2021-03-31,2021-03-23-10:27
SALALAH LNG,9300817,371561000,Panama,285,43,96671,81035,QAL OMN,QAL OMN,2021-06-04-08:00,9.2,2.9058 N/100.93053 E,316.0°,15.3 kn,-,2021-03-31,2021-03-28-23:46
IBRA LNG,9326689,357734000,Panama,285,43,96671,81057,SINGAPORE PGBG,Singapore,2021-04-03-05:00,9.6,15.0555 N/112.55215 E,212.0°,14.6 kn,-,2021-03-31,2021-03-30-15:59
MILAHA QATAR,9321732,229129000,Malta,283,43,96508,77803,RAS LAFFAN,RasLaffan,2021-04-03-03:00,9.5,26.13321 N/56.79707 E,342.1°,12.0 kn,Under way,2021-03-31,2021-03-31-07:32
AL THAKHIRA,9298399,309975000,Bahamas,283,43,95824,78542,FOR ORDERS,FOR ORDERS,2021-04-06-15:00,9.4,32.43253 N/32.10462 E,7.7°,3.7 kn,Under way,2021-03-31,2021-03-30-21:09
EJNAN,9334076,309201000,Bahamas,283,43,95824,78403,QA RLF,RasLaffan,2021-03-23-22:00,9.3,25.85329 N/51.81282 E,252.8°,0.3 kn,At anchor,2021-03-31,2021-03-31-07:29
LUSAIL,9285952,311628000,Bahamas,283,43,95824,78489,QA RLF,RasLaffan,2021-03-27-21:01,9.2,25.92501 N/51.77965 E,289.7°,6.7 kn,Under way,2021-03-31,2021-03-31-07:32
METHANE LYDON VOLNEY,9307205,310514000,Bermuda,283,43,95753,78957,DAMIETTA,Dumyat,2021-03-30-04:00,9.7,33.70695 N/25.36291 E,110.4°,18.9 kn,-,2021-03-31,2021-03-29-05:58
METHANE HEATHER SALLY,9321744,310528000,Bermuda,283,43,95753,79084,"KALAMATA,GREECE",Kalamata,2021-04-03-07:00,9.7,40.42846 N/10.57952 E,163.0°,10.2 kn,Under way,2021-03-31,2021-03-31-07:27
METHANE RITA ANDREA,9307188,310499000,Bermuda,283,43,95753,79046,PJSB,PJSB,2021-03-18-00:01,9.0,1.46995 N/103.82925 E,0.0°,0.0 kn,Moored,2021-03-31,2021-03-31-02:17
METHANE SHIRLEY ELISABETH,9321756,310535000,Bermuda,283,43,95753,78997,AU DRW,Darwin,2021-03-31-19:30,9.6,4.22071 S/127.88699 E,149.6°,13.2 kn,-,2021-03-31,2021-03-29-15:03
METHANE JANE ELIZABETH,9307190,310510000,Bermuda,283,43,95753,78984,FOR ORDERS,FOR ORDERS,2021-05-08-06:00,9.5,26.17167 N/90.28018 W,129.4°,16.2 kn,-,2021-03-31,2021-03-28-20:07
SERI ANGKASA,9321665,533957000,Malaysia,283,43,95729,71500,MY MKZ,MY MKZ,2021-04-10-08:00,11.2,23.93305 S/151.9963 E,97.0°,16.3 kn,-,2021-03-31,2021-03-30-12:58
SERI ANGGUN,9321653,533953000,Malaysia,283,43,95729,83395,BTU MY,BTU MY,2021-04-02-06:00,9.1,34.50955 N/139.62694 E,284.5°,10.3 kn,-,2021-03-31,2021-03-23-07:25
K. FREESIA,9186584,441278000,Korea,277,43,95381,76022,KR JSP,KR JSP,2021-03-30-23:00,9.9,34.86841 N/129.12535 E,251.3°,12.7 kn,Under way,2021-03-31,2021-03-30-21:58
K. ACACIA,9157636,441259000,Korea,277,43,95376,75768,KR PTK,Pyeongtaek,2021-04-04-22:30,11.5,1.4286 N/104.48961 E,52.0°,17.4 kn,-,2021-03-31,2021-03-29-03:44
GULF ENERGY,7390143,538001388,Marshall Islands,285,44,95016,72472,-,-,-,6.5,59.35907 N/5.29996 E,327.0°,0.1 kn,Moored,2021-03-31,2021-03-31-07:32
BERING ENERGY,7390155,538001389,Marshall Islands,285,44,95016,72555,-,-,-,9.9,43.47308 N/8.22339 W,329.4°,0.0 kn,-,2021-03-31,2020-08-29-21:47
GALICIA SPIRIT,9247364,224482000,Spain,280,43,94822,79166,SINGAPORE(PWBGA),Singapore,2021-03-31-02:15,9.3,1.15317 N/103.73902 E,203.5°,0.1 kn,Moored,2021-03-31,2021-03-31-07:22
HISPANIA SPIRIT,9230048,224985000,Spain,280,43,94822,79363,FOR ORDERS,FOR ORDERS,2021-04-09-06:00,9.4,43.51548 N/12.44217 W,254.0°,15.5 kn,-,2021-03-31,2021-03-30-22:28
PORTOVYY,9246621,273211890,Russia,277,43,94499,77773,-,-,-,9.2,57.42112 N/10.66575 E,75.5°,0.0 kn,At anchor,2021-03-31,2021-03-31-07:32
PUTERI NILAM SATU,9229647,533747000,Malaysia,276,43,94446,76124,MY BTU,"Bintulu,Sarawak",2021-03-30-18:00,9.5,22.30021 N/122.18164 E,200.8°,15.9 kn,-,2021-03-31,2021-03-27-00:20
DISHA,9250713,215533000,Malta,277,43,94058,81097,"RASLAFFAN,QATAR",RasLaffan,2021-03-31-21:00,9.0,26.13758 N/55.85382 E,87.0°,0.0 kn,-,2021-03-31,2021-03-30-16:30
IBERICA KNUTSEN,9326603,257990000,Norway,277,43,93915,77541,FR DKK,Dunkerque,2021-04-07-13:00,11.3,26.674 N/79.62254 W,5.8°,22.6 kn,-,2021-03-31,2021-03-29-04:50
METHANE PRINCESS,9253715,538004164,Marshall Islands,277,43,93899,77707,FOR ORDER,FOR ORDER,2021-04-11-08:00,9.6,49.318 N/6.00729 W,250.9°,18.0 kn,Under way,2021-03-31,2021-03-31-07:33
BW EVERETT,9243148,564988000,Singapore,277,43,93844,77410,"BONTANG, IND","BONTANG, IND",2021-04-01-22:45,9.6,1.27444 N/104.23717 E,78.7°,10.7 kn,-,2021-03-31,2021-03-27-11:42
BW BOSTON,9230062,258617000,Norway,277,43,93844,77410,OPEN SEA FOR ORDERS,OPEN SEA FOR ORDERS,2021-04-07-22:00,11.0,5.86502 N/80.22373 E,151.8°,11.8 kn,-,2021-03-31,2021-03-29-07:49
BERGE ARZEW,9256597,311745000,Bahamas,277,43,93844,77470,TR ALI>DZ AZW,Arzew,2021-04-01-07:00,9.2,37.31196 N/4.72938 E,259.4°,11.6 kn,Under way,2021-03-31,2021-03-31-07:33
EXCALIBUR,9230050,205421000,Belgium,277,43,93786,77822,FOR ORDERS,FOR ORDERS,2021-03-24-00:01,9.1,1.42357 N/104.47823 E,50.5°,10.4 kn,-,2021-03-31,2021-03-24-06:44
HL SUR,9176010,440130000,Korea,280,43,93769,75159,OMQAL>KRPTK,Pyeongtaek,2021-04-12-05:00,12.0,16.39328 N/66.10751 E,319.9°,17.8 kn,-,2021-03-31,2021-03-26-03:00
SINGAPORE ENERGY,9238040,538007985,Marshall Islands,279,43,93498,75074,FOR ORDERS,FOR ORDERS,2021-03-30-20:00,9.4,29.15865 N/93.7512 W,217.0°,0.0 kn,-,2021-03-31,2021-03-31-07:28
TRADER,9238038,235496000,Isle of Man,279,43,93498,75109,AU DAM>JP FTS,AU DAM>JP FTS,2021-04-08-00:30,11.6,19.04083 S/117.53832 E,30.7°,11.0 kn,-,2021-03-31,2021-03-25-13:26
MERCHANT,9250191,538008352,Marshall Islands,279,42,93498,75059,-,-,-,8.9,1.95167 N/104.35383 E,100.0°,0.1 kn,-,2021-03-31,2021-03-14-17:53
METHANE KARI ELIN,9256793,310440000,Bermuda,279,43,93410,73989,PA PCN,PanamaCanal,2021-03-31-07:00,9.5,8.86147 N/79.50594 W,352.7°,9.5 kn,Under way,2021-03-31,2021-03-31-07:33
FUWAIRIT,9256200,311605000,Bahamas,279,43,93227,74067,SUEZ,AsSuways/SuezPort,2021-03-26-18:00,9.5,31.48745 N/32.25077 E,157.6°,0.1 kn,At anchor,2021-03-31,2021-03-31-07:27
MILAHA RAS LAFFAN,9255854,229130000,Malta,279,43,93226,73705,QA RLF>EG SUZ,AsSuways/SuezPort,2021-04-03-18:00,11.8,12.05848 N/45.33378 E,254.1°,18.2 kn,-,2021-03-31,2021-03-30-02:21
SK SUNRISE,9247194,354159000,Panama,279,43,92927,75249,QA RLF,RasLaffan,2021-04-07-21:00,9.7,3.75312 N/100.03182 E,311.0°,21.0 kn,-,2021-03-31,2021-03-30-14:14
SK SUPREME,9157739,441768000,Korea,279,43,92866,75319,RLF QA,RLF QA,2021-03-30-20:00,9.5,25.93582 N/51.6036 E,342.6°,0.0 kn,Moored,2021-03-31,2021-03-31-05:29
SK STELLAR,9180243,441237000,Korea,279,43,92866,75135,"RLF,QA","RLF,QA",2021-04-01-21:00,9.8,2.77321 N/101.10813 E,295.9°,17.9 kn,-,2021-03-31,2021-03-23-12:51
CATALUNYA SPIRIT,9236420,224941000,Spain,284,43,90835,77204,DOHAI,RioHaina,2021-03-30-10:00,9.6,10.86386 N/61.89602 W,300.6°,16.8 kn,-,2021-03-31,2021-03-25-15:17
CADIZ KNUTSEN,9246578,224263000,Spain,284,43,90835,77228,-,-,-,9.7,25.77192 N/91.93228 W,113.9°,16.7 kn,-,2021-03-31,2021-03-20-21:29
CASTILLO DE VILLALBA,9236418,224383000,Spain,284,43,90835,77217,-,-,-,11.1,10.58222 N/61.79375 W,180.7°,15.2 kn,-,2021-03-31,2021-02-23-14:40
BILBAO KNUTSEN,9236432,224606000,Spain,284,43,90835,77217,-,-,-,11.2,37.54727 N/1.0497 W,285.0°,0.3 kn,At anchor,2021-03-31,2021-03-31-07:30
MADRID SPIRIT,9259276,224152000,Spain,284,43,90835,77213,FOR ORDERS,FOR ORDERS,2021-04-01-13:00,9.6,24.73744 N/86.50625 W,289.0°,15.7 kn,-,2021-03-31,2021-03-31-07:25
SESTAO KNUTSEN,9338797,225372000,Spain,284,43,90478,77204,-,-,-,11.5,37.05291 N/126.67105 E,314.7°,14.2 kn,-,2021-03-31,2021-02-18-09:35
HL PYEONGTAEK,9061928,441563000,Korea,264,43,89956,71041,KRINC,Incheon,2021-04-04-02:00,11.2,23.21294 S/151.66496 E,67.5°,15.7 kn,-,2021-03-31,2021-03-23-05:53
OCEAN QUEST,7391214,257991000,Norway,289,41,88919,64991,-,-,-,9.4,1.576 N/104.40667 E,13.0°,0.0 kn,-,2021-03-31,2021-03-31-07:20
PUTERI DELIMA,9030814,533022000,Malaysia,274,43,86205,73519,MY BTU,"Bintulu,Sarawak",2021-04-06-00:00,9.6,12.02472 N/101.13207 E,197.0°,15.3 kn,-,2021-03-31,2021-03-28-03:32
RAMDANE ABANE,7411961,605076080,Algeria,274,42,81265,83296,-,-,-,9.5,35.81649 N/0.25807 W,175.0°,0.1 kn,Moored,2021-03-31,2021-03-31-07:30
ARCTIC SPIRIT,9001784,311118000,Bahamas,239,40,66174,48857,MY BTU,"Bintulu,Sarawak",2021-03-26-00:01,8.6,22.39415 N/122.05635 E,199.1°,15.0 kn,-,2021-03-31,2021-03-21-23:41
POLAR SPIRIT,9001772,311153000,Bahamas,239,40,66174,48817,MY BTU,"Bintulu,Sarawak",2021-04-05-20:00,7.2,30.96284 N/122.61874 E,96.7°,14.5 kn,Under way,2021-03-31,2021-03-31-07:33
CHEIKH BOUAMAMA,9324344,311006300,Bahamas,220,35,52855,39520,FRFOS,Fossurmer,2021-04-01-05:00,9.7,40.83319 N/5.85781 E,341.9°,10.1 kn,Under way,2021-03-31,2021-03-31-07:33
CHEIKH EL MOKRANI,9324332,309979000,Bahamas,220,35,52855,39520,FRFOS>DZSKI,Skikda,2021-03-29-15:00,8.1,36.92109 N/6.93968 E,260.0°,0.1 kn,At anchor,2021-03-31,2021-03-31-02:47
GLOBAL ENERGY,9269207,226308000,France,220,35,48923,34800,DZ SKI,Skikda,2021-04-02-13:00,8.7,42.2187 N/5.35533 E,165.0°,11.7 kn,Under way,2021-03-31,2021-03-31-07:33
PORTOVENERE,9064073,563075400,Singapore,216,34,46555,35760,ID BXT,Bontang,2021-04-01-00:01,8.0,22.17804 N/114.66552 E,124.9°,10.8 kn,-,2021-03-31,2021-03-24-10:34
LERICI,9064085,563074500,Singapore,216,34,46555,35760,-,-,-,5.6,1.2973 N/103.68077 E,305.0°,0.0 kn,Restricted,2021-03-31,2021-03-31-07:33
SAGA DAWN,9769855,563070400,Singapore,195,30,32158,31712,HAINAN,Kainan,2021-04-01-10:00,6.9,22.15822 N/113.83576 E,159.1°,14.1 kn,Under way,2021-03-31,2021-03-31-07:27
SUN ARROWS,9349942,309296000,Bahamas,151,28,20620,11142,JPHIJ,Hiroshima,2021-03-30-21:15,7.5,5.18849 N/114.06249 E,228.6°,7.1 kn,-,2021-03-31,2021-02-25-07:04
SURYA AKI,9060534,309521000,Bahamas,151,28,20519,11612,"BATAM,ID","BATAM,ID",2021-03-13-13:00,5.1,1.09839 N/103.91072 E,-,0.0 kn,-,2021-03-31,2021-03-31-06:16
LUCIA AMBITION,9016492,372255000,Panama,130,26,16399,11001,"BINTULU,MALAYSIA","BINTULU,MALAYSIA",2021-03-30-22:00,6.7,20.23467 N/110.78519 E,91.2°,12.1 kn,-,2021-03-31,2021-03-26-20:06
PELITA ENERGY,9161510,525300941,Indonesia,130,26,16336,10951,-,-,-,6.9,1.26513 N/104.49367 E,77.0°,11.8 kn,-,2021-03-31,2021-01-14-07:17
CORAL ENERGICE,9783124,244090097,Netherlands,164,25,16100,9125,FI TOR,Tornio,2021-04-02-10:05,7.6,60.60621 N/28.54859 E,350.7°,2.9 kn,Under way,2021-03-31,2021-03-31-07:32
CORAL ENERGY,9617698,246878000,Netherlands,156,23,13501,12344,SCE ROADS,SCE ROADS,2021-04-01-08:00,6.3,54.41135 N/4.87826 E,30.0°,16.2 kn,-,2021-03-31,2021-03-31-07:24
KAKUYU MARU,9675200,431004914,Japan,89,15,3031,1865,>JP AOM OFF,Aomori,2021-03-28-11:30,4.3,35.82478 N/140.98512 E,11.3°,11.2 kn,-,2021-03-31,2020-09-19-19:56
KAKUREI MARU,9469235,431000792,Japan,86,15,2952,1801,>JP ISW OFF,PISWOFF,2021-03-31-13:25,4.5,35.45577 N/140.75968 E,36.0°,12.9 kn,-,2021-03-31,2020-09-04-07:02
PIONEER KNUTSEN,9275074,259393000,Norway,69,12,1687,817,VALSNESET,Valsneset,2021-03-31-13:00,3.6,63.3609 N/8.39005 E,46.6°,12.8 kn,Under way,2021-03-31,2021-03-31-07:33
PUTERI INTAN,9030802,533009000,Malaysia,274,43,86205,73519,MY BTU,"Bintulu,Sarawak",2021-04-03-00:00,9.8,33.53617 N/134.91969 E,178.1°,16.1 kn,-,2021-03-31,2021-03-07-16:23
HYUNDAI AQUAPIA,9179581,441268000,Korea,289,48,113998,77564,OMQAL->KRINC,Incheon,2021-04-01-05:00,11.8,31.85296 N/126.64603 E,2.2°,14.5 kn,Under way,2021-03-31,2021-03-31-02:16
SK SUMMIT,9157624,441456000,Korea,277,43,95378,76064,"RLF,QA","RLF,QA",2021-04-14-21:00,9.8,1.4056 N/104.46055 E,53.0°,15.3 kn,-,2021-03-31,2021-03-23-12:16
NORTHWEST SNIPE,8608884,503000051,Australia,272,47,105010,66695,AU DAM,Dampier,2021-04-09-13:00,9.4,20.19558 S/116.82672 E,34.7°,12.2 kn,-,2021-03-31,2021-03-19-01:50
GASLOG HOUSTON,9748899,310772000,Bermuda,290,46,114240,92345,CN YPG,Yangpu,2021-03-06-22:00,11.6,19.68762 S/115.83596 E,0.6°,15.9 kn,-,2021-03-31,2021-03-29-07:31
PUTERI ZAMRUD SATU,9245031,533754000,Malaysia,276,43,94446,76144,MY BTU,"Bintulu,Sarawak",2021-03-27-23:00,9.4,29.71578 N/123.35375 E,133.9°,14.7 kn,-,2021-03-31,2021-03-21-16:05
RIAS BAIXAS KNUTSEN,9825568,224989000,Spain,299,48,122261,96354,NL RTM,Rotterdam,2021-03-30-16:00,12.0,52.01898 N/3.47278 E,133.9°,0.1 kn,At anchor,2021-03-31,2021-03-31-07:32
AMADI,9682552,508111182,Brunei,288,44,102585,85466,SCS,SCS,2021-04-05-00:00,11.5,34.40305 N/139.48619 E,198.3°,15.4 kn,-,2021-03-31,2021-03-16-11:57
PUTERI FIRUS SATU,9248502,533808000,Malaysia,276,43,94446,76197,MY BTU,"Bintulu,Sarawak",2021-04-07-01:00,9.5,29.97999 N/123.79005 E,123.4°,15.0 kn,-,2021-03-31,2021-03-30-13:19
AL KHOR,9085613,431894000,Japan,298,46,111083,72176,JP KWS HO,JP KWS HO,2021-04-15-00:45,11.2,25.04727 N/57.59499 E,120.3°,18.2 kn,-,2021-03-31,2021-03-30-14:48
NORTH PIONEER,9317200,431301776,Japan,89,15,3056,1938, >JP HKP OFF,Hakodate,2021-03-31-12:10,4.5,41.77905 N/140.67988 E,221.0°,0.1 kn,-,2021-03-31,2020-06-21-09:59
ZEKREET,9132818,431325000,Japan,298,46,111124,72316,RL_QATAR,RL_QATAR,2021-04-09-10:00,9.1,1.16762 N/103.7158 E,23.6°,0.1 kn,At anchor,2021-03-31,2021-03-31-07:33
GASLOG GALVESTON,9864928,310806000,Bermuda,293,46,115636,89000,ATLANTIC BASIN,ATLANTIC BASIN,2021-04-13-13:00,11.1,25.59097 N/91.66323 W,104.1°,16.6 kn,-,2021-03-31,2021-03-29-13:12
BEIDOU STAR,9613159,477314400,Hong Kong,290,47,114166,96355,SOUTH AFRICA,SOUTH AFRICA,2021-04-06-10:00,9.8,20.10952 N/38.89907 E,148.8°,18.6 kn,-,2021-03-31,2021-03-13-03:30
SHINJU MARU NO. 2,9433884,431000767,Japan,86,15,2930,1781,JP HIM OFF,Himeji,2021-04-01-12:00,3.8,34.42968 N/135.29991 E,241.0°,0.0 kn,At anchor,2021-03-31,2021-03-31-07:32
MARVEL SWAN,9880192,219028242,Denmark,-,-,114931,89000,SHI-2310 GAS TRIAL,SHI-2310 GAS TRIAL,2021-03-20-10:00,9.5,34.82969 N/129.18269 E,38.3°,19.0 kn,-,2021-03-31,2021-02-24-15:18
COBIA LNG,9869306,215583000,Malta,-,-,116542,93200,.,.,2021-04-16-11:00,9.0,33.57042 S/17.48157 E,288.8°,15.1 kn,-,2021-03-31,2021-03-28-19:22
LNG VENUS,9645736,432994000,Japan,288,49,136710,86241,JP SBK,Sakaisenboku,2021-04-06-22:00,11.9,1.42049 N/104.49746 E,47.4°,16.5 kn,Under way,2021-03-31,2021-03-31-06:35
DIAMOND GAS ORCHID,9779226,311000769,Bahamas,294,49,144828,94028,PA BLB,Balboa,2021-04-22-11:00,9.6,35.07435 N/141.8392 E,78.2°,16.7 kn,-,2021-03-31,2021-03-30-16:14
FLEX AMBER,9857377,538008881,Marshall Islands,297,46,116430,83000,FOR ORDERS,FOR ORDERS,2021-04-06-02:00,9.5,17.95986 S/114.8637 E,185.3°,14.5 kn,Under way,2021-03-31,2021-03-31-07:33
WOODSIDE ROGERS,9627485,241254000,Greece,294,44,103928,90327,-,-,-,9.5,18.99568 S/117.55646 E,30.9°,19.9 kn,-,2021-03-31,2021-03-09-14:14
HYUNDAI GREENPIA,9075333,441659000,Korea,274,47,103764,71684,KRPTK>MYBTU,"Bintulu,Sarawak",2021-03-29-10:00,9.2,36.91753 N/126.05538 E,204.5°,14.9 kn,-,2021-03-31,2021-03-22-02:40
CELSIUS COPENHAGEN,9864784,538009022,Marshall Islands,299,46,119338,98000,WEST AFRICA,WEST AFRICA,2021-04-05-06:00,9.5,33.30829 S/17.34573 E,294.6°,13.2 kn,-,2021-03-31,2021-03-27-16:04
CNTIC VPOWER GLOBAL,9696735,477468400,Hong Kong,177,28,23516,15996,FOR ORDERS,FOR ORDERS,2021-03-28-00:00,7.5,14.87486 N/96.1703 E,148.5°,16.3 kn,-,2021-03-31,2021-03-28-18:20
SERI AMANAH,9293844,533937000,Malaysia,283,43,95729,83400,SG TUAS,SG TUAS,2021-03-22-03:00,6.0,1.29763 N/103.6566 E,203.0°,0.0 kn,-,2021-03-31,2021-03-25-02:06
UMM SLAL,9372731,538003300,Marshall Islands,345,54,163922,130059,-,-,-,9.3,25.82283 N/51.86446 E,11.6°,0.1 kn,At anchor,2021-03-31,2021-03-31-07:29
LNG KOLT,9372963,370799000,Panama,289,44,100189,86778,"GLADSTONE,AUSTRALIA",Gladstone,2021-04-01-16:15,9.0,23.50392 S/151.54263 E,8.0°,16.5 kn,-,2021-03-31,2021-03-07-05:25
CORAL ENCANTO,9693719,538008666,Marshall Islands,181,28,26166,18637,PR SJU,SanJuan,2021-04-01-10:30,7.9,18.50911 N/66.12896 W,359.8°,11.7 kn,-,2021-03-31,2021-03-24-22:04
AMBERJACK LNG,9845776,215534000,Malta,299,46,116542,93535,OPEN SEA FOR ORDER,OPEN SEA FOR ORDER,2021-04-07-10:00,9.8,34.77984 S/18.13756 E,295.3°,14.5 kn,-,2021-03-31,2021-03-20-14:01
VIVIT AMERICAS LNG,9864667,215574000,Malta,299,46,116542,93200,FOR ORDERS,FOR ORDERS,2021-03-23-00:01,9.3,34.17703 N/25.81573 E,124.5°,18.0 kn,-,2021-03-31,2021-03-27-20:54
NORTHWEST SANDERLING,8608872,503000050,Australia,272,47,105010,66810,JP SMN,Sakaiminato,2021-04-12-22:30,11.0,20.49305 S/116.74272 E,87.0°,0.0 kn,At anchor,2021-03-31,2021-03-31-07:34
