Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
SK RESOLUTE,9693173,354184000,Panama,292,48,117031,94665,TWYAN,YungAn,2021-04-20-16:00,11.2,34.7131 S/18.23183 E,120.2°,17.0 kn,-,2021-04-05,2021-04-02-14:24
SCF LA PEROUSE,9849887,636019530,Liberia,299,46,116779,81855,USSAB,Sabine,2021-04-16-11:00,9.6,35.71128 N/8.42886 W,263.0°,15.8 kn,-,2021-04-05,2021-04-03-22:02
SCF BARENTS,9864746,636019878,Liberia,299,46,116779,81855,-,-,-,9.6,3.82482 N/100.01844 E,311.0°,16.2 kn,-,2021-04-05,2021-04-02-04:03
SCF TIMMERMAN,9870525,636020078,Liberia,299,46,116779,81855,FOR ORDER,FOR ORDER,2021-04-15-11:00,9.6,33.75901 S/17.50748 E,277.7°,17.2 kn,-,2021-04-05,2021-03-27-17:07
UMM AL ASHTAN,9074652,636010647,Liberia,290,48,116703,73100,JP KZU>AE DAS,DasIsland,2021-04-04-03:03,9.9,25.08288 N/52.96442 E,59.7°,0.1 kn,At anchor,2021-04-05,2021-04-05-12:21
AL HAMRA,9074640,636010544,Liberia,289,48,116703,72990,AE DAS,DasIsland,2021-04-07-06:30,9.6,17.55857 N/72.95873 E,281.9°,4.5 kn,-,2021-04-05,2021-04-01-18:51
MUBARAZ,9074626,636010373,Liberia,290,48,116703,72950,AE DAS>IN DHJ,AE DAS>IN DHJ,2021-04-08-18:18,11.6,24.41614 N/59.70441 E,293.4°,15.9 kn,Under way,2021-04-05,2021-04-05-12:04
MRAWEH,9074638,636010457,Liberia,290,48,116703,73040,AE DAS>CN ZUH,Zhuhai,2021-04-04-20:20,11.5,21.88943 N/113.21208 E,358.3°,5.4 kn,Under way,2021-04-05,2021-04-05-03:43
LNG ABALAMABIE,9690171,310731000,Bermuda,292,48,116568,86925,NGBON,Bonny,2021-03-19-12:00,9.1,14.90072 N/20.96497 W,184.1°,18.9 kn,Under way,2021-04-05,2021-04-05-12:34
LNG FINIMA II,9690145,310722000,Bermuda,292,48,116568,86867,CAPE TOWN,CapeTown,2021-04-07-05:00,9.6,6.5149 S/104.47091 E,270.7°,17.0 kn,-,2021-04-05,2021-03-23-10:59
LNG ABUJA II,9690169,310730000,Bermuda,292,48,116568,87147,NG BON,Bonny,2021-04-13-12:30,9.5,9.73678 N/17.83146 W,155.0°,12.8 kn,-,2021-04-05,2021-04-02-22:31
LNG PORT-HARCOURT II,9690157,310719000,Bermuda,292,48,116568,87139,"BONNY,NIGERIA",Bonny,2021-03-18-03:00,9.4,4.25078 N/73.60793 E,111.9°,15.1 kn,-,2021-04-05,2021-03-31-14:58
LA SEINE,9845764,215503000,Malta,299,46,116542,93200,"CAMERON,USA","CAMERON,USA",2021-04-05-18:00,9.6,29.60709 N/93.30495 W,321.4°,12.7 kn,Under way,2021-04-05,2021-04-05-12:34
FLEX AURORA,9857365,538008764,Marshall Islands,297,46,116430,83000,FOR ORDERS,FOR ORDERS,2021-04-08-00:00,9.3,26.22018 N/79.35395 W,38.5°,16.5 kn,-,2021-04-05,2021-03-15-16:30
COOL DISCOVERER,9861031,215567000,Malta,299,46,116354,92800,FOR ORDERS,FOR ORDERS,2021-04-15-16:00,11.3,26.1056 N/92.4544 W,108.0°,18.9 kn,-,2021-04-05,2021-04-05-12:15
LA MANCHA KNUTSEN,9721724,224444000,Spain,284,46,116246,92802,SINGAPORE,Singapore,2021-04-15-00:01,11.7,34.46228 N/137.05683 E,146.1°,11.9 kn,-,2021-04-05,2021-03-27-04:33
RIOJA KNUTSEN,9721736,224451000,Spain,290,46,116246,92782,PRPSE,Ponce,2021-04-04-10:00,9.9,10.79054 N/61.76261 W,349.7°,14.8 kn,-,2021-04-05,2021-04-01-18:14
LNG LAGOS II,9692014,310721000,Bermuda,300,46,115995,99025,"MAPTA PHUT, THAILAND","MAPTA PHUT, THAILAND",2021-04-27-21:00,11.7,9.39536 N/19.15201 W,85.5°,14.7 kn,-,2021-04-05,2021-03-23-11:01
LNG BONNY II,9692002,310720000,Bermuda,300,46,115995,98954,MARMARA TURKEY,Marmara,2021-04-12-04:00,11.8,28.4122 N/14.75452 W,36.2°,18.4 kn,Under way,2021-04-05,2021-04-05-12:35
LNG CROSS RIVER,9262223,310478000,Bermuda,288,48,115993,79591,-,-,-,,20.74005 S/54.372 E,257.7°,12.2 kn,-,2021-04-05,2021-03-25-10:28
LNG RIVER NIGER,9262235,310479000,Bermuda,288,48,115993,79541,SINES,Sines,2021-04-12-06:00,11.4,8.10543 N/16.25235 W,138.4°,13.9 kn,-,2021-04-05,2021-03-26-06:54
LNG ADAMAWA,9262211,310469000,Bermuda,289,48,115993,79566,ESSCT,SantaCruzdeTenerife,2021-04-06-09:00,10.3,34.1541 N/9.1173 W,225.8°,15.1 kn,Under way,2021-04-05,2021-04-05-01:58
LNG AKWA IBOM,9262209,310453000,Bermuda,289,48,115993,79633,ESSCT>NGBON,Bonny,2021-04-05-16:00,10.3,7.41835 N/17.67097 W,146.6°,15.1 kn,-,2021-04-05,2021-03-31-13:39
SM EAGLE,9761827,370895000,Panama,295,46,115716,97975,KRJSP,KRJSP,2021-04-03-16:00,9.3,32.34718 N/141.47771 E,262.6°,17.9 kn,-,2021-04-05,2021-03-30-14:36
GASLOG GEORGETOWN,9864916,310800000,Bermuda,293,46,115636,89000,-,-,2021-04-08-11:00,9.4,37.69379 N/29.4389 W,244.3°,13.5 kn,-,2021-04-05,2021-03-29-14:36
HYUNDAI PEACEPIA,9761853,374816000,Panama,296,46,115541,98344,PACTB>KRTYG,Tongyeong,2021-04-16-02:00,11.3,7.13987 N/80.05567 W,227.1°,19.9 kn,-,2021-04-05,2021-03-25-05:25
BRITISH CONTRIBUTOR,9766554,232006298,Isle of Man,295,46,115366,94558,HR OMI,Omisalj,2021-04-09-04:00,11.3,36.73487 N/0.51158 E,74.0°,20.0 kn,-,2021-04-05,2021-04-04-03:42
BRITISH MENTOR,9766578,232006296,Isle of Man,295,46,115366,94528,US FPO,Freeport,2021-05-05-08:00,9.9,6.01357 S/105.71043 E,220.4°,15.5 kn,Under way,2021-04-05,2021-04-05-12:29
BRITISH LISTENER,9766566,232006297,Isle of Man,295,46,115366,94494,BR RIO,RiodeJaneiro,2021-04-15-09:00,10.7,25.32765 N/88.93548 W,128.0°,17.4 kn,-,2021-04-05,2021-04-01-09:38
BRITISH PARTNER,9766530,232006301,Isle of Man,295,46,115366,94442,IL HAD,Hadera,2021-04-20-18:00,10.6,25.60195 N/91.5723 W,106.3°,19.3 kn,Under way,2021-04-05,2021-04-05-12:34
PEARL LNG,9862346,215573000,Malta,293,46,115345,88000,S ATLANTIC,S ATLANTIC,2021-04-28-04:00,11.6,19.147 N/64.93382 W,97.7°,16.2 kn,-,2021-04-05,2021-04-03-18:06
FLEX RANGER,9709025,538007621,Marshall Islands,293,46,115174,88684,FOR ORDER,FOR ORDER,2021-04-09-06:00,11.2,32.69587 N/29.71478 E,288.1°,17.2 kn,Under way,2021-04-05,2021-04-05-12:33
FLEX RAINBOW,9709037,538007620,Marshall Islands,293,46,115174,88684,FOR ORDERS,FOR ORDERS,2021-04-15-07:45,9.5,34.55574 N/139.7519 E,166.9°,15.6 kn,-,2021-04-05,2021-04-02-06:19
GASLOG GLADSTONE,9744025,310779000,Bermuda,293,46,115024,87955,FOR ORERS,FOR ORERS,2021-04-14-22:00,9.3,29.01774 N/123.17315 E,133.8°,14.5 kn,-,2021-04-05,2021-04-04-13:46
PAN EUROPE,9750244,477157300,Hong Kong,290,47,114996,88613,FOR ORDERS,FOR ORDERS,2021-04-15-06:00,11.4,23.49363 S/13.41445 E,205.6°,18.9 kn,-,2021-04-05,2021-03-23-15:12
PAN AMERICAS,9750232,477142700,Hong Kong,290,47,114996,88425,FOR ORDERS,FOR ORDERS,2021-04-18-06:00,11.5,26.06673 N/79.37037 W,33.3°,19.5 kn,-,2021-04-05,2021-03-19-17:52
PAN AFRICA,9750256,477168300,Hong Kong,290,47,114996,88438,FOR ORDERS,FOR ORDERS,2021-04-16-02:00,9.5,17.38547 N/66.82482 E,195.7°,15.6 kn,-,2021-04-05,2021-03-24-07:14
LNG PHECDA,9834313,477345700,Hong Kong,295,45,114790,97000,PORT SAID EGYPT,PortSaid,2021-04-05-12:00,11.5,31.44017 N/32.32216 E,154.0°,0.1 kn,At anchor,2021-04-05,2021-04-05-12:34
LNG DUBHE,9834296,477327900,Hong Kong,295,45,114790,91588,BE ZEE,Zeebrugge,2021-05-04-23:01,9.5,19.09728 N/119.80865 E,227.2°,17.1 kn,-,2021-04-05,2021-04-02-16:24
LNG MERAK,9834301,477345800,Hong Kong,295,45,114790,91451,EGSUZ,AsSuways/SuezPort,2021-04-22-10:00,9.9,37.61976 N/123.32435 E,116.4°,13.9 kn,-,2021-04-05,2021-04-03-02:22
PATRIS,9766889,636018010,Liberia,295,46,114758,95743,TTPTF,PointFortin,2021-04-08-09:30,9.7,30.33635 N/19.81979 W,242.0°,19.0 kn,-,2021-04-05,2021-04-01-22:37
KINISIS,9785158,636018011,Liberia,295,46,114758,95673,FOR ORDERS,FOR ORDERS,2021-04-27-08:00,9.1,2.93439 N/100.89416 E,314.3°,19.7 kn,-,2021-04-05,2021-03-29-05:17
BW MAGNOLIA,9850666,563092200,Singapore,295,46,114622,95547,USFPO,Freeport,2021-04-04-08:00,9.9,28.92794 N/95.28803 W,317.6°,7.8 kn,Under way,2021-04-05,2021-04-05-12:35
GASLOG HONG KONG,9748904,310773000,Bermuda,290,46,114470,92266,FRFOS,Fossurmer,2021-04-06-04:00,11.3,40.3109 N/2.10609 E,38.0°,16.0 kn,Under way,2021-04-05,2021-04-05-12:35
FLEX RESOLUTE,9851646,538008815,Marshall Islands,295,46,114380,95500,GOM FO,GOM FO,2021-04-08-06:00,9.0,37.69753 N/28.97091 W,271.2°,15.1 kn,-,2021-04-05,2021-03-30-09:52
FLEX FREEDOM,9862308,538008814,Marshall Islands,295,46,114380,95500,AU DRW,Darwin,2021-04-20-14:31,9.6,14.4312 N/120.61858 E,241.5°,12.9 kn,-,2021-04-05,2021-04-03-12:35
BW LILAC,9758076,248587000,Malta,295,46,114364,95978,INDHP,DabholPort,2021-04-21-00:01,11.3,26.28138 N/91.57458 W,153.8°,15.5 kn,-,2021-04-05,2021-03-21-13:47
BW TULIP,9758064,563041600,Singapore,295,46,114364,95785,SABINE PASS USA,SABINE PASS USA,2021-04-09-12:00,9.4,9.81437 N/80.05382 W,18.6°,13.6 kn,Under way,2021-04-05,2021-04-05-01:31
BW PAVILION ARANDA,9792606,563082400,Singapore,295,46,114355,95876,FOS CAVAOU FRANCE,FOS CAVAOU FRANCE,2021-04-18-06:00,11.5,27.35889 N/92.19759 W,143.6°,16.4 kn,-,2021-04-05,2021-04-04-15:06
LNG SOKOTO,9216303,310378000,Bermuda,289,48,114354,79822,NGBON,Bonny,2021-04-07-21:00,10.0,10.40265 N/19.15574 W,147.7°,14.3 kn,-,2021-04-05,2021-03-27-18:29
LNG RIVERS,9216298,310370000,Bermuda,289,48,114354,79885,IN HZR,Hazira,2021-04-14-00:00,11.2,34.76451 S/17.49334 E,129.4°,18.1 kn,-,2021-04-05,2021-03-30-05:06
LNG BAYELSA,9241267,310381000,Bermuda,289,48,114354,79822,WEST AFRICA,WEST AFRICA,2021-04-14-08:00,10.4,22.74912 S/11.42745 E,342.1°,13.2 kn,-,2021-04-05,2021-04-03-05:10
GIGIRA LAITEBO,9360922,309415000,Bahamas,298,46,114277,87194,PORT MORESBY,PortMoresby,2021-04-07-05:00,9.7,22.13877 N/119.89363 E,183.0°,19.8 kn,-,2021-04-05,2021-03-27-02:50
SPIRIT OF HELA,9361639,311013700,Bahamas,298,46,114277,87130,CN QDG,Qingdao,2021-04-08-21:00,11.9,1.4132 N/104.49242 E,52.0°,17.2 kn,-,2021-04-05,2021-03-09-15:36
ENERGY ENDEAVOUR,9854624,538008879,Marshall Islands,295,46,114195,93500,FOR ORDERS,FOR ORDERS,2021-04-19-00:01,11.6,8.3813 N/79.44797 W,180.1°,17.9 kn,-,2021-04-05,2021-03-28-00:50
ENERGY PACIFIC,9854612,538008878,Marshall Islands,295,46,114195,95000,FOR ORDERS,FOR ORDERS,2021-03-13-00:25,9.8,33.74584 S/17.85608 E,288.2°,17.4 kn,-,2021-04-05,2021-03-31-13:43
PAPUA,9613135,477518900,Hong Kong,290,47,114166,96319,CN TAO>PG POM,PortMoresby,2021-04-12-19:00,9.4,35.15225 N/120.86728 E,98.0°,20.5 kn,-,2021-04-05,2021-04-04-07:03
MARVEL KITE,9760782,563069500,Singapore,293,46,114084,89266,...,...,2021-04-15-16:00,11.6,31.51205 N/124.7162 W,305.5°,15.4 kn,-,2021-04-05,2021-03-30-05:52
MARVEL HAWK,9760770,563063200,Singapore,293,46,114084,89432,-,-,2021-04-05-15:00,9.2,28.95701 N/93.24765 W,314.6°,0.4 kn,At anchor,2021-04-05,2021-04-05-12:32
MARVEL FALCON,9760768,563048500,Singapore,293,46,114084,89431,GB ISLE OF GRAIN,GB ISLE OF GRAIN,2021-04-18-00:01,11.5,26.60462 N/79.58686 W,13.3°,17.8 kn,-,2021-04-05,2021-04-04-07:30
MINERVA KALYMNOS,9869942,215890000,Malta,-,-,115635,89000,AU BWB,BarrowIsland,2021-04-07-19:00,9.2,30.81626 N/125.49214 E,179.1°,19.1 kn,-,2021-04-05,2021-03-30-23:34
HYUNDAI TECHNOPIA,9155145,441231000,Korea,289,48,113998,77584,QARLF=>KRINC,Incheon,2021-04-12-02:00,11.4,1.7541 N/102.49853 E,114.0°,17.6 kn,-,2021-04-05,2021-04-05-12:25
HYUNDAI COSMOPIA,9155157,441260000,Korea,289,48,113998,77591,KRINC,Incheon,2021-04-05-02:00,11.3,37.32507 N/126.49826 E,83.1°,9.6 kn,Under way,2021-04-05,2021-04-05-03:17
PSKOV,9630028,636016229,Liberia,300,46,113876,93152,ATLANTIC FOR ORDERS,ATLANTIC FOR ORDERS,2021-04-09-22:59,9.4,33.86798 S/18.19201 E,261.6°,12.1 kn,-,2021-04-05,2021-03-31-12:44
SCF MITRE,9654880,636016378,Liberia,300,46,113876,93585,FOR ORDERS,FOR ORDERS,2021-04-30-00:01,9.7,33.83987 N/134.95269 E,188.9°,18.0 kn,-,2021-04-05,2021-04-02-08:07
SCF MELAMPUS,9654878,636016376,Liberia,300,46,113876,93508,GLADSTONE / AUGLT,GLADSTONE / AUGLT,2021-04-17-02:00,9.8,34.4501 N/139.79668 E,155.1°,18.7 kn,-,2021-04-05,2021-04-01-15:12
VELIKIY NOVGOROD,9630004,636016219,Liberia,300,46,113876,93486,INDIAN OC. FOR ORDER,INDIAN OC. FOR ORDER,2021-04-13-21:01,11.5,33.80217 S/17.88227 E,274.2°,16.1 kn,-,2021-04-05,2021-03-01-12:55
GLOBAL ENERGY,9845013,538008899,Marshall Islands,295,46,113822,96000,-,-,2021-04-15-06:00,9.4,36.12502 N/25.79867 W,268.7°,15.7 kn,Under way,2021-04-05,2021-04-05-01:23
GLOBAL STAR,9859741,538009028,Marshall Islands,295,46,113822,95000,"GLADSTONE,AU","GLADSTONE,AU",2021-04-04-20:00,9.5,23.84738 S/151.62711 E,28.0°,0.1 kn,At anchor,2021-04-05,2021-04-05-12:33
MINERVA PSARA,9854363,215865000,Malta,295,46,113817,93500,FOR ORDERS,FOR ORDERS,2021-04-07-12:00,11.4,8.37852 N/79.47728 W,180.5°,16.7 kn,-,2021-04-05,2021-03-31-23:17
MARAN GAS ANDROS,9810379,241670000,Greece,295,46,113793,96000,FOR ORDERS,FOR ORDERS,2021-05-07-21:00,11.2,8.37567 N/26.44251 W,134.1°,17.4 kn,-,2021-04-05,2021-03-30-06:27
MARAN GAS SPETSES,9767950,241579000,Greece,295,46,113763,94945,BARROW ISLAND.AUS,BARROW ISLAND.AUS,2021-04-09-06:00,9.6,1.41606 N/104.46592 E,48.4°,18.1 kn,-,2021-04-05,2021-04-03-19:07
MARAN GAS CHIOS,9753014,241636000,Greece,295,46,113763,94945,FOR ORDERS,FOR ORDERS,2021-04-06-10:00,9.9,27.72694 N/92.44562 W,325.0°,13.5 kn,Under way,2021-04-05,2021-04-05-12:34
WOODSIDE CHANEY,9753026,241637000,Greece,295,46,113763,95000,FOR ORDERS,FOR ORDERS,2021-04-01-00:00,10.0,37.7375 N/138.23393 E,265.8°,16.7 kn,-,2021-04-05,2021-04-02-08:33
MARIA ENERGY,9659725,636017445,Liberia,290,46,113664,93301,SETUBAL,Setubal,2021-04-02-13:30,6.4,38.47336 N/8.79571 W,321.3°,0.0 kn,-,2021-04-05,2021-04-03-01:02
MARAN GAS ACHILLES,9682588,241365000,Greece,290,46,113502,92713,FOR ORDERS,FOR ORDERS,2021-04-07-00:30,11.7,34.50499 S/25.9308 E,75.3°,13.7 kn,-,2021-04-05,2021-03-27-16:22
MARAN GAS LETO,9682576,241355000,Greece,290,46,113502,81739,SINGAPORE,Singapore,2021-03-23-08:00,6.0,1.29321 N/103.65322 E,64.8°,0.6 kn,-,2021-04-05,2021-04-03-01:27
MARAN GAS ULYSSES,9709491,241404000,Greece,290,46,113502,92621,FOR ORDERS,FOR ORDERS,2021-04-10-04:00,11.5,10.90897 N/61.60275 W,43.5°,15.4 kn,-,2021-04-05,2021-03-29-19:30
MARAN GAS PERICLES,9709489,241424000,Greece,290,46,113502,92776,FOR ORDERS,FOR ORDERS,2021-04-05-23:01,11.1,38.66585 N/120.79685 E,284.8°,16.5 kn,Under way,2021-04-05,2021-04-05-12:35
MARAN GAS AGAMEMNON,9682590,241405000,Greece,290,46,113502,92762,FOR ORDERS,FOR ORDERS,2021-04-13-22:00,10.9,23.93862 S/152.10914 E,98.9°,14.9 kn,-,2021-04-05,2021-04-04-15:19
FLEX COURAGEOUS,9825439,538008206,Marshall Islands,295,46,113428,95618,FOR ORDERS,FOR ORDERS,2021-04-09-06:00,9.6,9.79924 N/80.08597 W,358.4°,9.9 kn,-,2021-04-05,2021-04-04-08:24
CESI LIANYUNGANG,9672818,477151600,Hong Kong,290,46,113397,95713,TIAN JIN CN,TianjinXingang,2021-04-10-23:00,11.3,23.20346 S/151.66811 E,59.5°,15.3 kn,-,2021-04-05,2021-03-30-12:28
CESI GLADSTONE,9672820,477348600,Hong Kong,290,46,113397,95638,"YD,CHINA","YD,CHINA",2021-04-14-00:00,11.3,23.92957 S/151.98976 E,97.4°,17.0 kn,Under way,2021-04-05,2021-04-05-06:47
CESI QINGDAO,9672832,477584200,Hong Kong,290,46,113397,95641,-,-,-,11.4,23.22463 S/151.62197 E,49.8°,17.5 kn,-,2021-04-05,2021-04-02-14:35
CESI WENZHOU,9694751,477121700,Hong Kong,290,46,113397,95530,GLADSTONE,Gladstone,2021-04-11-13:15,9.2,18.06492 N/111.34544 E,80.6°,20.3 kn,-,2021-04-05,2021-04-02-11:03
CESI BEIHAI,9672844,477884800,Hong Kong,290,46,113397,95599,AU GLT,Gladstone,2021-04-07-00:01,9.3,22.15714 N/115.05296 E,112.2°,16.7 kn,-,2021-04-05,2021-03-26-12:12
BAHRAIN SPIRIT,9771080,408919000,Bahrain,295,46,113274,95289,FOR ORDER,FOR ORDER,2021-04-21-08:00,9.4,35.12676 N/121.53167 E,103.4°,14.6 kn,-,2021-04-05,2021-04-01-14:26
OAK SPIRIT,9681699,311000247,Bahamas,295,46,113263,95452,FOR ORDERS,FOR ORDERS,2021-04-15-18:30,10.9,34.32629 S/27.03721 E,62.4°,16.6 kn,-,2021-04-05,2021-04-04-11:04
MEGARA,9770945,311000478,Bahamas,295,46,113263,95212,-,-,-,11.3,13.41234 N/70.52173 W,266.1°,17.1 kn,Under way,2021-04-05,2021-04-05-01:10
MAGDALA,9770921,311000476,Bahamas,295,46,113263,95449,FOR ORDERS,FOR ORDERS,2021-04-06-10:00,11.1,39.53199 N/4.56001 E,0.0°,3.4 kn,-,2021-04-05,2021-04-05-12:17
TORBEN SPIRIT,9721401,311000520,Bahamas,295,46,113263,95253,QARLF,RasLaffan,2021-04-07-00:01,9.4,26.16755 N/52.9606 E,281.3°,15.0 kn,Under way,2021-04-05,2021-04-05-12:34
MUREX,9705641,311000475,Bahamas,295,46,113263,95235,-,-,-,10.6,23.954 S/152.15864 E,99.3°,18.2 kn,-,2021-04-05,2021-03-31-02:57
MACOMA,9705653,311000472,Bahamas,295,46,113263,95253,FOR ORDERS,FOR ORDERS,2021-04-16-05:00,9.3,6.40836 S/105.14765 E,249.0°,14.3 kn,-,2021-04-05,2021-03-23-10:54
MYRINA,9770933,311000477,Bahamas,295,46,113263,95378,-,-,-,9.3,34.78995 N/128.96903 E,133.2°,16.3 kn,-,2021-04-05,2021-04-02-03:53
FLEX ENDEAVOUR,9762261,215386000,Malta,295,46,113049,95803,FOR ORDER,FOR ORDER,2021-04-20-00:01,9.6,3.77338 N/100.00316 E,315.0°,13.2 kn,-,2021-04-05,2021-04-03-04:53
MARAN GAS VERGINA,9732369,241467000,Greece,295,46,113037,95194,PACIFIC OB,PACIFIC OB,2021-04-06-09:00,9.4,37.12364 N/124.01037 E,174.5°,17.3 kn,Under way,2021-04-05,2021-04-05-02:09
MARAN GAS ROXANA,9701229,241415000,Greece,295,46,113037,95194,FOR ORDERS,FOR ORDERS,2021-04-06-06:00,9.4,33.13082 S/17.26514 E,311.5°,10.1 kn,-,2021-04-05,2021-04-02-19:37
MARAN GAS AMPHIPOLIS,9701217,241414000,Greece,295,46,113037,95194,JP NGO,Nagoya,2021-04-09-06:00,11.5,32.68429 S/71.63541 W,330.6°,11.2 kn,-,2021-04-05,2021-03-08-13:18
TESSALA,9761243,605076060,Algeria,291,46,112867,94575,DZBTA,Arzew,2021-04-08-13:00,9.3,36.02644 N/23.05791 E,242.7°,15.1 kn,Under way,2021-04-05,2021-04-05-10:34
OUGARTA,9761267,605076070,Algeria,291,46,112867,94575,ESFRO,Ferrol,2021-03-22-08:25,9.0,43.47594 N/8.22936 W,65.2°,0.0 kn,-,2021-04-05,2021-03-22-11:37
PRACHI,9723801,563178000,Singapore,295,46,112791,90328, AU BWB >>CN JIANGSU,UBWB>>CNJIANGSU,2021-04-05-01:00,11.7,32.54848 N/121.43073 E,268.5°,0.0 kn,Moored,2021-04-05,2021-04-05-12:07
GASLOG GIBRALTAR,9707510,310757000,Bermuda,291,46,112764,87981,FRDKK>USSAB,Sabine,2021-03-11-10:00,9.3,36.08948 N/25.58996 W,250.9°,15.3 kn,-,2021-04-05,2021-04-01-15:09
GASLOG GENEVA,9707508,310755000,Bermuda,291,46,112764,87760,FOR ORDERS,FOR ORDERS,2021-04-24-06:00,11.6,34.80144 S/26.75775 E,86.2°,16.6 kn,-,2021-04-05,2021-04-04-11:40
GASLOG GREECE,9687019,310732000,Bermuda,291,46,112764,87975,FOR ORDERS,FOR ORDERS,2021-05-01-03:00,11.6,32.87836 S/16.82863 E,331.1°,16.1 kn,-,2021-04-05,2021-03-25-19:41
GASLOG GLASGOW,9687021,310744000,Bermuda,291,46,112764,87889,CARIBBEAN SEA,CARIBBEAN SEA,2021-04-06-18:00,9.5,9.86234 N/79.94703 W,3.3°,16.4 kn,-,2021-04-05,2021-04-02-23:30
LNG JAMAL,9200316,432278000,Japan,290,46,112090,72692,DRIFTING,DRIFTING,2021-04-09-07:00,9.4,18.08216 N/65.25766 E,319.2°,13.2 kn,-,2021-04-05,2021-04-04-02:14
GOLAR MAZO,9165011,636011170,Liberia,290,47,111835,76210,-,-,-,9.0,5.14819 N/115.36451 E,231.0°,0.1 kn,-,2021-04-05,2020-04-17-09:46
CASTILLO DE SANTISTEBAN,9433717,215739000,Malta,300,46,111665,93796,FOR ORDERS,FOR ORDERS,2021-04-08-07:00,11.9,19.35172 S/115.83314 E,355.8°,18.7 kn,-,2021-04-05,2021-04-04-06:21
PACIFIC NOTUS,9247962,311573000,Bahamas,290,46,111553,72490,AU_ASBTN,AU_ASBTN,2021-04-10-00:00,9.6,34.27255 N/139.40577 E,212.0°,11.5 kn,-,2021-04-05,2021-03-26-08:39
PACIFIC EURUS,9264910,308937000,Bahamas,290,46,111539,68541,YUNG AN TW,YUNG AN TW,2021-03-31-00:01,11.0,21.68777 N/120.46672 E,136.0°,12.5 kn,-,2021-04-05,2021-04-01-06:58
ABADI,9210828,508011000,Brunei,290,46,111461,72758,SCS,SCS,2021-04-12-00:00,11.2,1.38907 N/104.44802 E,47.0°,15.2 kn,-,2021-04-05,2021-03-24-06:15
ETYFA PROMETHEAS,9236614,564644000,Cyprus,290,46,111459,72781,FOR ORDERS,FOR ORDERS,2021-08-06-22:00,9.0,31.37452 N/121.69494 E,148.0°,0.0 kn,-,2021-04-05,2021-03-23-01:23
BW TATIANA,9236626,538008991,Marshall Islands,290,46,111459,72781,-,-,-,,1.30362 N/103.65119 E,201.1°,0.1 kn,-,2021-04-05,2020-12-22-03:54
GEMMATA,9253222,563574000,Singapore,290,46,111459,72727,-,-,-,10.1,13.04578 S/38.56159 W,188.1°,11.9 kn,-,2021-04-05,2021-03-27-22:45
SOHAR LNG,9210816,357186000,Panama,298,46,111203,71997,-,-,-,9.6,19.74491 N/57.83238 E,265.7°,0.1 kn,-,2021-04-05,2021-02-25-09:54
DUKHAN,9265500,636012400,Liberia,298,46,111162,72533,JP HIM,Himeji,2021-04-07-21:00,10.8,17.9934 S/118.04903 E,19.0°,16.2 kn,-,2021-04-05,2021-03-29-11:32
AL RAYYAN,9086734,431901000,Japan,298,46,111128,72430,QA_RLF,RasLaffan,2021-03-17-09:00,9.0,25.85298 N/51.79325 E,231.1°,0.3 kn,At anchor,2021-04-05,2021-04-05-10:43
RIBERA DEL DUERO KNUTSEN,9477593,259082000,Norway,290,46,111109,96740,ESSAG,Sagunto,2021-04-11-00:01,11.6,26.7334 N/79.59424 W,6.0°,22.4 kn,-,2021-04-05,2021-04-01-10:45
AL ZUBARAH,9085649,431881000,Japan,298,46,111079,72557,SG SIN,Singapore,2021-04-11-10:00,9.2,37.75355 N/138.22168 E,269.0°,17.9 kn,-,2021-04-05,2021-04-04-06:01
BARCELONA KNUTSEN,9401295,224436000,Spain,290,46,110920,97730,-,-,-,11.1,11.70605 N/68.41934 W,103.3°,16.8 kn,-,2021-04-05,2021-03-25-18:07
SEVILLA KNUTSEN,9414632,224072000,Spain,290,46,110920,97730,ORDERS,ORDERS,2021-04-12-11:00,9.4,36.91495 N/126.06506 E,213.9°,13.8 kn,-,2021-04-05,2021-03-16-10:35
VALENCIA KNUTSEN,9434266,225420000,Spain,290,46,110920,97730,CL QUINTERO,CL QUINTERO,2021-04-15-10:00,11.4,10.91871 N/61.60814 W,55.9°,17.4 kn,-,2021-04-05,2021-03-27-09:30
SHAHAMAH,9035852,636010085,Liberia,293,46,110895,71931,IN DAH>AE DAS,DasIsland,2021-04-23-19:19,11.0,20.29784 N/70.8829 E,273.0°,11.1 kn,-,2021-04-05,2021-04-02-21:49
GHASHA,9038452,636010183,Liberia,293,46,110895,71593,>CN YIU LIAN DD,NYIULIANDD,2021-03-11-05:05,7.5,22.50461 N/113.83815 E,196.0°,0.0 kn,Moored,2021-04-05,2021-04-05-12:33
ISH,9035864,636010329,Liberia,293,46,110895,71564,CN SZX>AE DAS,DasIsland,2021-04-08-02:02,9.8,25.26458 N/56.49819 E,265.4°,0.2 kn,At anchor,2021-04-05,2021-04-05-12:35
AL KHAZNAH,9038440,636010034,Liberia,293,46,110895,71543,IN DAH > AE DAS,DasIsland,2021-04-02-03:03,9.5,25.08131 N/52.94399 E,212.5°,0.2 kn,At anchor,2021-04-05,2021-04-05-09:50
