Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Origine,ATD,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
AL HAMLA,9337743,538002922,Marshall Islands,315,50,136410,106983,"Kisarazu, Japan",2021-05-24-05:39,"Singapore, Singapore",,2021-05-31-08:08,9.7,,196.7°,17.7 kn,-,2021-05-26,2021-05-24-10:48
AL UTOURIYA,9360867,538003020,Marshall Islands,315,50,136355,104561,"Mina' 'Abd Allah Anch., Kuwait",2021-05-25-20:37,"Mina' al Ahmadi, Kuwait",,2021-05-25-21:38,11.7,,243.3°,0.0 kn,Moored,2021-05-26,2021-05-26-12:51
AL SAHLA,9360855,538003019,Marshall Islands,315,50,136355,104666,"Ras Laffan, Qatar",2021-05-24-11:33,"Mab Tapud, Thailand",,2021-06-08-17:16,12.3,,128.7°,18.7 kn,-,2021-05-26,2021-05-25-21:46
AL THUMAMA,9360843,538003018,Marshall Islands,315,50,136355,104701,"Ras Laffan, Qatar",2021-05-18-17:38,QA RLF>CN ZHE,,2021-06-03-22:22,12.1,,125.5°,17.6 kn,-,2021-05-26,2021-05-19-14:09
MESAIMEER,9337729,538003360,Marshall Islands,315,50,136168,107160,"Port Said Anch., Egypt",2021-05-26-03:08,EGYPT,,2021-05-25-10:10,9.5,,149.1°,9.1 kn,Under way,2021-05-26,2021-05-26-12:53
AL REKAYYAT,9397339,538003347,Marshall Islands,315,50,136168,107160,"Ras Laffan Anch., Qatar",2021-05-25-19:31,BANGLADESH,,2021-06-09-00:00,10.8,,168.9°,0.1 kn,At anchor,2021-05-26,2021-05-26-12:53
AL KHARAITIYAT,9397327,538003352,Marshall Islands,315,50,136168,107153,"Ras Laffan, Qatar",2021-05-16-20:00,"Kisarazu, Japan",,2021-07-01-22:23,12.4,,55.0°,16.5 kn,-,2021-05-26,2021-05-25-08:31
LNG SAKURA,9774135,311000760,Bahamas,300,49,135977,82137,"Singapore Anch. 1, Singapore",2021-04-29-09:48,"Baltimore, USA, United States (USA)",,2021-06-18-07:01,9.7,,301.1°,16.7 kn,-,2021-05-26,2021-05-18-18:56
SOHSHU MARU,9791212,311000580,Bahamas,300,49,135951,82254,"Panama Canal Anch. Atlantic, Panama",2021-05-13-10:59,FAR EAST,,2021-06-06-06:00,11.7,,177.6°,18.1 kn,-,2021-05-26,2021-05-14-00:31
SHINSHU MARU,9791200,311000845,Bahamas,300,49,135951,82287,"Freeport, United States (USA)",2021-05-13-16:40,"Dunkerque, France",,2021-05-29-04:00,11.8,,62.3°,19.6 kn,-,2021-05-26,2021-05-25-13:14
AL KHUWAIR,9360908,311000140,Bahamas,315,50,135848,109555,"Singapore Anch. 1, Singapore",2021-05-19-23:16,SG PGBG>QA RAS,,2021-05-30-03:00,9.4,,319.0°,15.2 kn,-,2021-05-26,2021-05-20-13:40
AL KHARSAAH,9360881,309333000,Bahamas,315,50,135848,109484,"Ras Laffan Anch., Qatar",2021-05-22-23:41,"Jebel Ali, United Arab Emirates (UAE)",,2021-05-30-20:01,11.6,,262.2°,0.1 kn,At anchor,2021-05-26,2021-05-26-12:53
AL HUWAILA,9360879,309255000,Bahamas,315,50,135848,109503,"As Suways (Suez) Anch., Egypt",2021-05-26-04:58,"Skagen, Denmark",,2021-06-05-04:00,12.1,,3.0°,8.8 kn,-,2021-05-26,2021-05-26-12:39
AL SHAMAL,9360893,309781000,Bahamas,315,50,135848,109662,"As Suways (Suez) Anch., Egypt",2021-05-18-05:23,"Milford Haven, United Kingdom (UK)",,2021-05-26-20:00,12.1,,47.6°,14.1 kn,Under way,2021-05-26,2021-05-26-12:20
SERI CAMAR,9714305,533130687,Malaysia,290,49,133948,84295,"Kitakyushu, Japan",2021-05-12-04:56,"Kota Kinabalu, Malaysia",,2021-05-26-22:00,9.5,,3.5°,12.9 kn,Under way,2021-05-26,2021-05-26-09:04
SERI CEMARA,9756389,533130753,Malaysia,290,49,133948,84291,"Dongjiakou, China",2021-05-05-05:35,CN GLN,,2021-05-28-00:00,11.4,,58.5°,14.0 kn,-,2021-05-26,2021-05-24-11:04
SERI CAMELLIA,9714276,533130463,Malaysia,290,46,133948,84333,"Dapeng, China",2021-05-13-07:09,"Bintulu, Sarawak, Malaysia",,2021-05-29-00:00,9.5,,167.9°,12.4 kn,-,2021-05-26,2021-05-13-11:16
SERI CENDERAWASIH,9714288,533180210,Malaysia,290,46,133948,84303,"Gladstone, Australia",2021-05-03-13:04,"Pengerang, Malaysia",,2021-05-27-05:00,11.0,,25.0°,0.2 kn,-,2021-05-26,2021-05-26-12:51
SERI CEMPAKA,9714290,533130607,Malaysia,290,49,133948,84311,"Gwangyang, Korea",2021-05-17-02:17,"Bintulu, Sarawak, Malaysia",,2021-05-29-23:00,9.3,,218.7°,14.1 kn,-,2021-05-26,2021-05-19-22:11
RUDOLF SAMOYLOVICH,9750713,311000627,Bahamas,299,50,128975,96703,"Bilbao, Spain",2021-05-23-17:09,"Sabetta, Russia",,2021-05-31-17:00,11.1,,24.8°,17.1 kn,Under way,2021-05-26,2021-05-26-12:54
EDUARD TOLL,9750696,311000548,Bahamas,299,50,128975,96840,"Zeebrugge, Belgium",2021-05-24-05:50,"Sabetta, Russia",,2021-05-31-03:00,11.0,,19.5°,18.8 kn,Under way,2021-05-26,2021-05-26-12:53
NIKOLAY YEVGENOV,9750725,311000631,Bahamas,299,50,128969,96821,"Sabetta, Russia",2021-05-21-03:06,GB IOG,,2021-05-29-00:00,12.0,,226.9°,16.2 kn,Under way,2021-05-26,2021-05-26-12:53
YAKOV GAKKEL,9750672,311000634,Bahamas,299,50,128969,96839,"Dunkerque, France",2021-05-24-19:10,"Sabetta, Russia",,2021-05-31-02:00,10.8,,1.9°,18.1 kn,Under way,2021-05-26,2021-05-26-12:54
GEORGIY USHAKOV,9750749,311000633,Bahamas,299,50,128969,96796,"Rotterdam Maasvlakte, Netherlands",2021-05-21-00:54,"Sabetta, Russia",,2021-05-28-23:01,11.0,,62.8°,18.1 kn,-,2021-05-26,2021-05-25-20:38
VLADIMIR VORONIN,9750737,311000632,Bahamas,299,50,128969,96840,"Murmansk, Russia",2021-05-25-21:57,"Sabetta, Russia",,2021-05-29-13:00,11.1,,113.2°,1.7 kn,-,2021-05-26,2021-05-25-21:11
MARVEL EAGLE,9759240,374375000,Panama,300,49,128917,83571,"Gatun Anch., Panama",2021-04-30-15:03,"Naoetsu, Japan",,2021-05-26-23:30,11.0,,42.7°,15.7 kn,Under way,2021-05-26,2021-05-26-09:36
MARVEL PELICAN,9759252,356051000,Panama,300,49,128917,83636,"Panama Canal Anch. Atlantic, Panama",2021-05-20-09:22,"Yung An, Taiwan",,2021-06-12-16:00,11.0,,175.8°,16.5 kn,-,2021-05-26,2021-05-21-00:19
VLADIMIR RUSANOV,9750701,477150100,Hong Kong,299,50,128806,96844,"Thamesport, United Kingdom (UK)",2021-05-19-03:02,"Sabetta, Russia",,2021-05-25-07:00,11.0,,44.6°,19.8 kn,-,2021-05-26,2021-05-22-09:07
CHRISTOPHE DE MARGERIE,9737187,212611000,Cyprus,299,50,128806,96779,"Sabetta, Russia",2021-05-26-02:07,RUSAB  / SABETTA,,2021-05-25-18:00,11.3,,99.7°,19.4 kn,-,2021-05-26,2021-05-23-05:10
FEDOR LITKE,9768370,212660000,Cyprus,299,50,128806,96839,"Sabetta, Russia",2021-05-21-08:40,"Zeebrugge, Belgium",,2021-05-27-20:00,11.8,,201.9°,16.4 kn,Under way,2021-05-26,2021-05-26-12:41
GEORGIY BRUSILOV,9768382,212770000,Cyprus,299,50,128806,96847,"Zeebrugge, Belgium",2021-05-19-21:42,"Sabetta, Russia",,2021-05-26-08:00,10.7,,60.3°,19.3 kn,-,2021-05-26,2021-05-23-10:13
VLADIMIR VIZE,9750658,477194200,Hong Kong,299,50,128806,96851,"Dunkerque, France",2021-05-17-05:12,"Sabetta, Russia",,2021-05-24-05:59,10.9,,60.7°,19.4 kn,-,2021-05-26,2021-05-20-11:02
BORIS VILKITSKY,9768368,212654000,Cyprus,299,50,128806,96958,"Antwerpen Anch., Belgium",2021-05-26-03:04,"Zeebrugge, Belgium",,2021-05-27-00:01,12.0,,-,0.0 kn,-,2021-05-26,2021-05-26-12:48
LNG FUKUROKUJU,9666986,311000365,Bahamas,293,49,127242,83809,"Klaipeda, Lithuania",2021-05-08-12:42,"Bonny, Nigeria",,2021-05-25-05:00,10.5,,139.7°,14.4 kn,-,2021-05-26,2021-05-20-08:33
CASTILLO DE CALDELAS,9742819,248720000,Malta,297,49,126004,93241,"Sabine, United States (USA)",2021-05-02-09:36,"Jintang, China",,2021-06-09-16:00,12.0,,97.3°,16.5 kn,-,2021-05-26,2021-05-08-00:09
CASTILLO DE MERIDA,9742807,248516000,Malta,287,49,126004,93241,"Algeciras Anch., Spain",2021-05-13-15:28,US NSS,,2021-05-28-05:00,9.5,,256.0°,18.9 kn,-,2021-05-26,2021-05-18-10:47
PACIFIC ARCADIA,9621077,311072200,Bahamas,288,49,123005,78311,"Kawasaki, Japan",2021-05-12-03:12,"Tianjin Xingang, China",,2021-05-28-00:01,11.6,,96.6°,11.7 kn,-,2021-05-26,2021-05-25-22:53
NIKOLAY ZUBOV,9768526,209351000,Cyprus,299,50,122806,96865,"Sabetta, Russia",2021-05-20-00:25,GBIOG,,2021-05-27-07:00,12.0,,177.0°,17.1 kn,-,2021-05-26,2021-05-26-12:32
BORIS DAVYDOV,9768394,209356000,Cyprus,299,50,122806,96765,"Sabetta, Russia",2021-05-25-08:53,"Dunkerque, France",,2021-06-01-18:00,12.0,,57.0°,18.4 kn,-,2021-05-26,2021-05-21-03:38
CYGNUS PASSAGE,9376294,309739000,Bahamas,288,49,122444,79555,"Yura, Wakayama, Japan",2021-05-10-23:01,Destination not available,,-,7.6,,64.0°,6.3 kn,-,2021-05-26,2021-05-10-22:43
ALTO ACRUX,9343106,308592000,Bahamas,288,49,122361,80229,"Pyeongtaek, Korea",2021-05-14-22:48,"Bintulu, Sarawak, Malaysia",,2021-05-27-22:00,9.5,,240.0°,16.9 kn,-,2021-05-26,2021-05-15-01:02
ADRIANO KNUTSEN,9831220,224983000,Spain,299,48,122261,96354,"Ingleside, United States (USA)",2021-05-14-05:05,ROTTERDA,,2021-05-27-17:00,11.9,,41.8°,16.7 kn,Under way,2021-05-26,2021-05-26-12:54
TRAIANO KNUTSEN,9854765,257575000,Norway,299,48,122261,95870,"Ingleside, United States (USA)",2021-05-25-16:48,"Rotterdam, Netherlands",,2021-06-07-04:00,11.2,,118.5°,18.3 kn,Under way,2021-05-26,2021-05-26-01:00
GRAND ANIVA,9338955,212883000,Cyprus,288,49,122239,74044,"Oita, Japan",2021-05-09-23:55,>JP NIH,,2021-06-03-00:01,11.4,,218.9°,13.2 kn,-,2021-05-26,2021-05-06-19:17
PRISM BRILLIANCE,9810551,371086000,Panama,299,48,122166,97494,"Swinoujscie, Poland",2021-05-15-09:13,"Freeport, United States (USA)",,2021-06-05-13:30,9.9,,291.0°,12.3 kn,-,2021-05-26,2021-05-17-21:28
PRISM AGILITY,9810549,372487000,Panama,299,48,122166,97494,"Ciwandan Anch., Indonesia",2021-05-18-03:54,"Galveston, United States (USA)",,2021-06-21-13:00,9.6,,239.1°,16.8 kn,-,2021-05-26,2021-05-18-07:09
ENERGY UNIVERSE,9758844,354114000,Panama,300,49,122142,88700,"Withnell Bay, Australia",2021-05-24-07:22,"Pyeongtaek, Korea",,2021-06-01-15:00,11.6,,30.9°,16.3 kn,-,2021-05-26,2021-05-24-09:34
ENERGY LIBERTY,9736092,431540000,Japan,300,49,121982,88676,"Singapore, Singapore",2021-04-15-02:23,Destination not available,,-,6.0,,0.0°,0.0 kn,-,2021-05-26,2021-05-18-05:36
ENERGY GLORY,9752565,431776000,Japan,300,49,121981,88677,"Yokohama, Japan",2021-05-21-03:43,>JP TSU OFF,,2021-06-09-00:00,9.6,,212.7°,12.7 kn,-,2021-05-26,2021-05-21-09:32
LNG JUPITER,9341689,311019200,Bahamas,290,49,121675,81950,"Tieshan, China",2021-05-23-06:40,"Barrow Island, Australia",,2021-06-05-00:00,9.6,,200.7°,13.2 kn,-,2021-05-26,2021-05-23-11:12
ARCTIC PRINCESS,9271248,257739000,Norway,288,49,121597,84878,"Las Palmas, Spain",2021-05-18-20:45,USNSS,,2021-05-29-13:00,10.1,,264.0°,19.7 kn,-,2021-05-26,2021-05-20-03:46
ARCTIC LADY,9284192,257742000,Norway,288,49,121597,84878,"Montevideo Anch., Uruguay",2021-05-24-15:57,"Escobar LNG LNG Term., Argentina",,2021-05-25-09:24,9.5,,280.7°,5.1 kn,-,2021-05-26,2021-05-25-08:50
LNG BARKA,9341299,308579000,Bahamas,290,49,121514,82308,"Yokohama, Japan",2021-05-11-23:11,JP YOK XX HNM,,2021-05-12-01:00,6.3,,0.0°,0.0 kn,-,2021-05-26,2021-05-21-06:47
ENERGY CONFIDENCE,9405588,432694000,Japan,290,49,121413,75891,"Oita, Japan",2021-05-19-00:00,"Singapore, Singapore",,2021-06-02-05:00,9.7,,320.0°,9.4 kn,-,2021-05-26,2021-05-04-23:44
GASLOG WARSAW,9816763,241662000,Greece,297,47,120859,92996,"Fos sur mer, France",2021-05-15-11:36,"Corpus Christi, United States (USA)",,2021-05-29-00:01,9.1,,193.4°,16.0 kn,Under way,2021-05-26,2021-05-26-10:40
GASLOG WINDSOR,9819650,310787000,Bermuda,297,47,120709,98000,"Thamesport, United Kingdom (UK)",2021-05-09-11:36,"Cove Point, United States (USA)",,2021-06-09-00:01,9.4,,85.0°,0.1 kn,At anchor,2021-05-26,2021-05-26-12:53
GRAND MEREYA,9338929,209856000,Cyprus,290,49,120525,74497,"Shikama, Japan",2021-05-20-04:46,"Prigorodnoye, Russia",,2021-05-25-00:00,9.7,,28.4°,12.5 kn,-,2021-05-26,2021-05-21-14:28
GAIL BHUWAN,9877145,209997000,Cyprus,298,48,119891,98300,"Cove Point, United States (USA)",2021-05-25-13:45,"Dahej, India",,2021-06-24-04:00,11.4,,116.3°,15.6 kn,-,2021-05-26,2021-05-25-21:27
LNG SCHNEEWEISSCHEN,9771913,357315000,Panama,298,48,119660,98747,"Boryeong, Korea",2021-05-24-04:25,"Yeosu, Korea",,2021-05-25-08:05,9.5,,113.5°,18.3 kn,-,2021-05-26,2021-05-24-19:28
ENERGY FRONTIER,9245720,432420000,Japan,290,49,119393,73795,"Nagoya, Japan",2021-05-19-00:24,"Prigorodnoye, Russia",,2021-06-01-21:00,9.8,,115.4°,8.9 kn,-,2021-05-26,2021-05-19-04:34
ENERGY ADVANCE,9269180,432495000,Japan,290,49,119233,73739,"Hiroshima, Japan",2021-05-19-03:58,"Prigorodnoye, Russia",,2021-05-27-07:00,9.6,,22.8°,15.0 kn,-,2021-05-26,2021-05-21-12:37
LNG DREAM,9277620,309065000,Bahamas,290,49,118876,80889,"Kawasaki, Japan",2021-05-22-23:06,"Dampier, Australia",,2021-06-03-08:00,10.0,,232.8°,10.5 kn,-,2021-05-26,2021-05-23-18:58
ENERGY NAVIGATOR,9355264,432634000,Japan,290,49,118842,73640,"Singapore Anch. 1, Singapore",2021-05-26-06:21,"Barrow Island, Australia",,2021-06-06-08:30,10.4,,82.0°,11.1 kn,Under way,2021-05-26,2021-05-26-11:22
TAITAR NO. 4,9403657,351767000,Panama,290,49,118634,77053,"Ras Laffan, Qatar",2021-05-19-22:05,"Taichung, Taiwan",,2021-06-01-22:00,11.4,,114.6°,19.0 kn,-,2021-05-26,2021-05-20-19:27
TAITAR NO. 1,9403669,371846000,Panama,290,49,118634,77089,"Ras Laffan, Qatar",2021-05-16-10:59,TAICHNG TAIWAN,,2021-05-28-21:30,11.3,,47.0°,15.4 kn,-,2021-05-26,2021-05-24-10:02
TAITAR NO. 3,9403671,372195000,Panama,290,49,118634,77089,"Taichung, Taiwan",2021-05-21-21:47,"Manila, Philippines",,2021-05-23-20:00,9.9,,242.1°,12.8 kn,-,2021-05-26,2021-05-24-12:20
TAITAR NO. 2,9403645,372307000,Panama,290,49,118634,77089,"Taichung, Taiwan",2021-05-15-21:53,"Ras Laffan, Qatar",,2021-05-31-21:00,10.3,,317.0°,16.2 kn,-,2021-05-26,2021-05-21-22:47
