Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Origine,ATD,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
MOZAH,9337755,538003212,Marshall Islands,345,54,163922,130102,"Ras Laffan, Qatar",2021-05-28-04:20,SOUTH KOREA,,2021-06-14-21:00,12.2,,140.2°,17.8 kn,-,2021-06-01,2021-05-29-02:10
RASHEEDA,9443413,538003362,Marshall Islands,345,54,163922,130208,"Incheon, Korea",2021-05-23-06:41, GULF,,2021-06-09-12:12,9.5,,304.0°,16.5 kn,-,2021-06-01,2021-05-30-11:38
MEKAINES,9397303,538003365,Marshall Islands,345,54,163922,130171,"Ras Laffan Anch., Qatar",2021-05-28-17:35,"Doha, Qatar",,2021-05-28-17:17,9.4,,47.5°,0.4 kn,At anchor,2021-06-01,2021-06-01-09:53
NOHSHU MARU,9796781,311000579,Bahamas,298,49,149367,97902,"Nagoya, Japan",2021-05-21-01:30,ASHBURTON,,2021-06-01-08:00,9.6,,178.4°,14.5 kn,-,2021-06-01,2021-05-21-05:37
BUSHU MARU,9796793,311000846,Bahamas,298,49,149367,97955,"Panama Canal Anch. Pacific, Panama",2021-05-25-08:31,"Freeport, Bahamas",,2021-06-02-11:00,9.8,,268.0°,16.1 kn,-,2021-06-01,2021-06-01-09:24
PACIFIC BREEZE,9698123,538007670,Marshall Islands,300,52,144978,92830,"Singapore Anch. 1, Singapore",2021-05-29-04:26,NIPA,,2021-05-29-05:00,10.0,,45.1°,0.0 kn,At anchor,2021-06-01,2021-06-01-09:55
DIAMOND GAS SAKURA,9810020,311000771,Bahamas,294,49,144828,87494,"Thamesport, United Kingdom (UK)",2021-05-23-06:22,"Lake Charles, United States (USA)",,2021-06-10-11:00,9.8,,261.0°,15.7 kn,-,2021-06-01,2021-05-25-00:11
DIAMOND GAS ROSE,9779238,311000770,Bahamas,294,49,144828,94145,"Kawasaki, Japan",2021-05-25-02:14,"Sasebo, Japan",,2021-06-02-01:00,9.7,,270.5°,10.9 kn,-,2021-06-01,2021-05-31-13:41
GRACE DAHLIA,9540716,432935000,Japan,300,52,141671,86512,"Ras Laffan, Qatar",2021-05-29-03:52,ARGENTINA F.O.,,2021-06-22-00:00,10.6,,123.9°,17.7 kn,-,2021-06-01,2021-05-30-08:57
ENERGY HORIZON,9483877,432807000,Japan,300,52,141136,87257,"Withnell Bay, Australia",2021-05-29-17:03,"Yokohama, Japan",,2021-06-06-22:30,11.6,,27.3°,14.7 kn,-,2021-06-01,2021-05-29-19:33
MARVEL HERON,9770440,374022000,Panama,298,49,139050,92659,"Sakai, Japan",2021-04-25-06:56,FOR ORDERS,,2021-06-06-06:00,9.8,,305.8°,15.7 kn,-,2021-06-01,2021-05-17-09:59
MARVEL CRANE,9770438,563073300,Singapore,298,49,139049,92799,"Pena Blanca Anch., Panama",2021-05-08-15:48,"Yokohama, Japan",,2021-06-01-02:08,11.4,,2.3°,0.0 kn,Moored,2021-06-01,2021-06-01-09:56
AL RUWAIS,9337951,309904000,Bahamas,315,50,137535,121823,"Sabine, United States (USA)",2021-05-25-16:32,HAZIRA FOR ORDERS,,2021-06-21-00:30,11.2,,111.3°,18.6 kn,-,2021-06-01,2021-05-28-03:35
AL SAFLIYA,9337963,308171000,Bahamas,315,50,137535,121963,"Ras Laffan Anch., Qatar",2021-05-31-02:05,RAS LAFFAN ANCHORAGE,,2021-05-30-03:00,9.6,,199.6°,0.3 kn,At anchor,2021-06-01,2021-06-01-09:56
AL GHARIYA,9337987,308248000,Bahamas,315,50,137535,121730,"Ras Laffan, Qatar",2021-05-17-10:41,"Kisarazu, Japan",,2021-06-04-22:00,12.2,,71.0°,9.5 kn,-,2021-06-01,2021-05-26-10:09
DUHAIL,9337975,309599000,Bahamas,315,50,137535,121639,"Malta Anch., Malta",2021-06-01-04:22,"Valletta, Malta",,2021-06-01-05:30,12.0,,179.5°,0.0 kn,At anchor,2021-06-01,2021-06-01-09:52
AL SHEEHANIYA,9360831,538003364,Marshall Islands,315,50,136980,122006,"Ras Laffan, Qatar",2021-05-25-17:10,"As Suways / Suez Port, Egypt",,2021-06-02-12:14,11.1,,332.2°,15.9 kn,Under way,2021-06-01,2021-06-01-09:49
AL BAHIYA,9431147,538003349,Marshall Islands,315,50,136980,121957,"Ras Laffan, Qatar",2021-05-27-05:38,"As Suways / Suez Port, Egypt",,2021-06-04-20:20,11.4,,290.6°,17.3 kn,-,2021-06-01,2021-05-31-21:36
AL KHATTIYA,9431111,538003350,Marshall Islands,315,50,136980,121946,"Ras Laffan, Qatar",2021-05-29-04:06,MED SEA,,2021-06-10-21:01,12.3,,115.7°,16.7 kn,-,2021-06-01,2021-05-30-09:54
AL NUAMAN,9431135,538003351,Marshall Islands,315,50,136980,121910,"Ningbo Anch., China",2021-05-13-11:14,Destination not available,,-,12.0,,137.4°,0.0 kn,-,2021-06-01,2021-05-17-02:54
AL KARAANA,9431123,538003358,Marshall Islands,315,50,136980,122052,"Ras Laffan, Qatar",2021-05-22-00:44,"Ras Laffan Anch., Qatar",,2021-05-22-01:02,12.3,,343.7°,0.0 kn,At anchor,2021-06-01,2021-06-01-09:56
ONAIZA,9397353,538003363,Marshall Islands,315,50,136980,121939,"Dahej, India",2021-05-26-18:13,"Ras Laffan Anch., Qatar",,2021-05-30-08:16,9.2,,70.4°,0.3 kn,At anchor,2021-06-01,2021-06-01-09:49
AL SADD,9397341,538003361,Marshall Islands,315,50,136980,121913,"Pyeongtaek, Korea",2021-05-18-03:18,"Soroosh Term., Iran",,2021-06-02-03:03,9.3,,318.3°,15.2 kn,Under way,2021-06-01,2021-06-01-06:39
SEISHU MARU,9666558,311000261,Bahamas,288,49,136740,86414,"Caofeidian, China",2021-05-30-09:47,JP_KNM_OFF,,2021-06-01-23:00,9.4,,72.0°,13.1 kn,Under way,2021-06-01,2021-06-01-03:01
ESSHU MARU,9666560,311000285,Bahamas,288,49,136740,86455,"Nagoya, Japan",2021-05-25-01:13,PTMRSBY PNG,,2021-06-07-20:00,10.0,,167.2°,12.3 kn,-,2021-06-01,2021-05-25-14:15
LNG SATURN,9696149,311000439,Bahamas,288,49,136739,86044,"Singapore Anch. 1, Singapore",2021-05-29-05:26,"Darwin, Australia",,2021-06-25-00:00,9.6,,47.1°,10.7 kn,-,2021-06-01,2021-05-29-11:22
LNG JUROJIN,9666998,311000420,Bahamas,288,49,136739,86121,"Gladstone, Australia",2021-05-23-03:23,"Singapore, Singapore",,2021-06-07-01:00,11.3,,68.2°,13.6 kn,-,2021-06-01,2021-05-23-07:23
PACIFIC MIMOSA,9743875,431778000,Japan,288,49,136716,86497,"Kawasaki, Japan",2021-05-16-02:07,"Yokohama, Japan",,2021-06-06-01:00,9.5,,325.0°,1.4 kn,Under way,2021-06-01,2021-06-01-09:56
LNG MARS,9645748,431177000,Japan,288,49,136710,86161,"Shikama, Japan",2021-05-07-00:41,JP SBK,,2021-06-06-22:00,11.9,,44.9°,15.5 kn,-,2021-06-01,2021-05-31-21:38
FRAIHA,9360817,538003101,Marshall Islands,306,50,136685,121914,"Singapore Anch. 3, Singapore",2021-05-21-06:09,"Ras Laffan Anch., Qatar",,2021-05-30-11:12,9.5,,259.0°,0.2 kn,At anchor,2021-06-01,2021-06-01-09:54
MURWAB,9360805,538003100,Marshall Islands,315,50,136685,121843,"Singapore Anch. 1, Singapore",2021-06-01-07:10,"Kochi, India",,2021-06-06-09:00,9.3,,310.0°,18.2 kn,-,2021-06-01,2021-06-01-09:51
UMM AL AMAD,9360829,538003073,Marshall Islands,315,50,136685,121730,"Singapore Anch. 1, Singapore",2021-05-27-15:30,"Ras Laffan, Qatar",,2021-06-07-03:00,9.4,,286.0°,16.4 kn,-,2021-06-01,2021-05-28-03:49
AL AAMRIYA,9338266,538003099,Marshall Islands,315,50,136685,121935,"Ras Laffan, Qatar",2021-05-24-22:05,"As Suways / Suez Port, Egypt",,2021-06-01-20:00,12.1,,307.4°,14.2 kn,Under way,2021-06-01,2021-06-01-03:43
AL ORAIQ,9360790,538003072,Marshall Islands,315,50,136685,122079,"Swinoujscie, Poland",2021-05-22-13:36,"As Suways / Suez Port, Egypt",,2021-06-02-18:00,9.5,,106.0°,18.0 kn,-,2021-06-01,2021-05-31-15:47
AL GHARRAFA,9337717,538002920,Marshall Islands,315,50,136410,106898,"Mab Tapud, Thailand",2021-05-30-03:46,QT RLF,,2021-06-10-09:00,9.7,,296.0°,19.6 kn,-,2021-06-01,2021-06-01-09:44
TEMBEK,9337731,538002921,Marshall Islands,315,50,136410,106896,"Port Said Anch., Egypt",2021-05-27-03:24,"Ras Laffan, Qatar",,2021-06-03-21:21,9.7,,116.3°,18.8 kn,-,2021-06-01,2021-05-30-13:00
AL GATTARA,9337705,538002917,Marshall Islands,315,50,136410,106898,"Singapore Anch. 1, Singapore",2021-05-26-16:54,"Soroosh Term., Iran",,2021-06-05-09:09,9.7,,308.0°,16.0 kn,-,2021-06-01,2021-05-27-09:02
AL HAMLA,9337743,538002922,Marshall Islands,315,50,136410,106983,"Singapore Anch. 1, Singapore",2021-06-01-02:42,"Ras Laffan, Qatar",,2021-05-31-04:04,9.7,,308.0°,16.8 kn,-,2021-06-01,2021-06-01-09:54
AL UTOURIYA,9360867,538003020,Marshall Islands,315,50,136355,104561,"Ras Laffan Anch., Qatar",2021-05-30-11:04,"Mina' al Ahmadi, Kuwait",,2021-06-06-03:00,11.6,,177.6°,0.2 kn,At anchor,2021-06-01,2021-06-01-09:51
AL SAHLA,9360855,538003019,Marshall Islands,315,50,136355,104666,"Ras Laffan, Qatar",2021-05-24-11:33,"Mab Tapud, Thailand",,2021-06-06-07:00,12.3,,128.7°,18.7 kn,-,2021-06-01,2021-05-25-21:46
AL THUMAMA,9360843,538003018,Marshall Islands,315,50,136355,104701,"Ras Laffan, Qatar",2021-05-18-17:38,QA RLF>CN ZHE,,2021-06-03-22:22,12.1,,46.0°,17.2 kn,-,2021-06-01,2021-05-28-07:40
MESAIMEER,9337729,538003360,Marshall Islands,315,50,136168,107160,"Port Said Anch., Egypt",2021-05-26-03:08,"Soroosh Term., Iran",,2021-06-03-20:00,9.5,,135.3°,11.2 kn,-,2021-06-01,2021-05-28-17:53
AL REKAYYAT,9397339,538003347,Marshall Islands,315,50,136168,107160,"Ras Laffan Anch., Qatar",2021-05-26-14:13,BANGLADESH,,2021-06-09-00:00,10.8,,134.5°,18.7 kn,-,2021-06-01,2021-05-27-12:49
AL KHARAITIYAT,9397327,538003352,Marshall Islands,315,50,136168,107153,"Ras Laffan, Qatar",2021-05-16-20:00,"Kisarazu, Japan",,2021-06-01-22:22,12.4,,63.3°,10.8 kn,Under way,2021-06-01,2021-06-01-00:14
LNG SAKURA,9774135,311000760,Bahamas,300,49,135977,82137,"Singapore Anch. 1, Singapore",2021-04-29-09:48,"Baltimore, USA, United States (USA)",,2021-06-18-07:01,9.7,,301.1°,16.7 kn,-,2021-06-01,2021-05-18-18:56
SOHSHU MARU,9791212,311000580,Bahamas,300,49,135951,82254,"Panama Canal Anch. Atlantic, Panama",2021-05-13-10:59,"Yeosu, Korea",,2021-06-06-11:00,11.7,,177.6°,18.1 kn,-,2021-06-01,2021-05-14-00:31
SHINSHU MARU,9791200,311000845,Bahamas,300,49,135951,82287,"Dunkerque, France",2021-05-30-16:48,FREEPORT USA,,2021-06-25-11:00,9.6,,236.0°,12.2 kn,-,2021-06-01,2021-06-01-09:36
AL KHUWAIR,9360908,311000140,Bahamas,315,50,135848,109555,"Ras Laffan, Qatar",2021-05-31-19:35,"Mab Tapud, Thailand",,2021-06-13-10:00,12.2,,81.2°,16.4 kn,Under way,2021-06-01,2021-06-01-07:42
AL KHARSAAH,9360881,309333000,Bahamas,315,50,135848,109484,"Ras Laffan Anch., Qatar",2021-05-29-06:10,"Jebel Ali, United Arab Emirates (UAE)",,2021-05-30-04:22,11.6,,152.7°,0.0 kn,Moored,2021-06-01,2021-06-01-06:28
AL HUWAILA,9360879,309255000,Bahamas,315,50,135848,109503,"Gibraltar West Anch., Gibraltar",2021-05-31-22:40,"Skagen, Denmark",,2021-06-05-04:00,12.1,,295.4°,18.2 kn,Under way,2021-06-01,2021-06-01-09:21
AL SHAMAL,9360893,309781000,Bahamas,315,50,135848,109662,"Milford Haven, United Kingdom (UK)",2021-05-28-03:25,"Gibraltar West Anch., Gibraltar",,2021-06-01-00:52,9.4,,193.8°,0.5 kn,At anchor,2021-06-01,2021-06-01-09:54
SERI CAMAR,9714305,533130687,Malaysia,290,49,133948,84295,"Kitakyushu, Japan",2021-05-12-04:56,"Pengerang, Malaysia",,2021-06-09-07:00,11.2,,226.5°,0.0 kn,At anchor,2021-06-01,2021-06-01-09:53
SERI CEMARA,9756389,533130753,Malaysia,290,49,133948,84291,"Gaolan, China",2021-05-29-10:01,"Kota Kinabalu, Malaysia",,2021-06-01-00:00,9.5,,238.8°,0.0 kn,At anchor,2021-06-01,2021-06-01-09:54
SERI CAMELLIA,9714276,533130463,Malaysia,290,46,133948,84333,"Dapeng, China",2021-05-13-07:09,"Yung An, Taiwan",,2021-06-01-23:30,10.8,,167.9°,12.4 kn,-,2021-06-01,2021-05-13-11:16
SERI CENDERAWASIH,9714288,533180210,Malaysia,290,46,133948,84303,"Pengerang, Malaysia",2021-05-28-06:34,"Gladstone, Australia",,2021-06-12-14:30,9.7,,174.6°,0.0 kn,At anchor,2021-06-01,2021-06-01-09:54
SERI CEMPAKA,9714290,533130607,Malaysia,290,49,133948,84311,"Gwangyang, Korea",2021-05-17-02:17,"Kisarazu, Japan",,2021-06-07-01:00,11.2,,218.7°,14.1 kn,-,2021-06-01,2021-05-19-22:11
RUDOLF SAMOYLOVICH,9750713,311000627,Bahamas,299,50,128975,96703,"Bilbao, Spain",2021-05-23-17:09,"Sabetta, Russia",,2021-05-31-16:38,10.3,,46.8°,17.9 kn,-,2021-06-01,2021-05-28-20:35
EDUARD TOLL,9750696,311000548,Bahamas,299,50,128975,96840,"Zeebrugge, Belgium",2021-05-24-05:50,"Sabetta, Russia",,2021-05-31-03:00,11.0,,60.9°,18.2 kn,-,2021-06-01,2021-05-27-20:50
NIKOLAY YEVGENOV,9750725,311000631,Bahamas,299,50,128969,96821,"Thamesport, United Kingdom (UK)",2021-06-01-02:21,GB IOG,,2021-06-01-04:00,11.9,,-,0.0 kn,Moored,2021-06-01,2021-06-01-09:56
YAKOV GAKKEL,9750672,311000634,Bahamas,299,50,128969,96839,"Dunkerque, France",2021-05-24-19:10,"Sabetta, Russia",,2021-05-31-05:00,10.8,,39.1°,18.1 kn,-,2021-06-01,2021-05-28-08:27
GEORGIY USHAKOV,9750749,311000633,Bahamas,299,50,128969,96796,"Sabetta, Russia",2021-05-31-22:26,GBIOG,,2021-06-08-07:00,11.9,,62.8°,18.1 kn,-,2021-06-01,2021-05-25-20:38
VLADIMIR VORONIN,9750737,311000632,Bahamas,299,50,128969,96840,"Murmansk, Russia",2021-05-25-21:57,"Sabetta, Russia",,2021-06-01-00:20,11.6,,113.2°,1.7 kn,-,2021-06-01,2021-05-25-21:11
MARVEL EAGLE,9759240,374375000,Panama,300,49,128917,83571,"Gatun Anch., Panama",2021-04-30-15:03,"Sakaide, Japan",,2021-06-03-23:20,9.5,,134.7°,14.1 kn,-,2021-06-01,2021-05-30-14:33
MARVEL PELICAN,9759252,356051000,Panama,300,49,128917,83636,"Panama Canal Anch. Atlantic, Panama",2021-05-20-09:22,"Yung An, Taiwan",,2021-06-12-16:00,11.0,,283.9°,16.8 kn,-,2021-06-01,2021-05-28-06:54
VLADIMIR RUSANOV,9750701,477150100,Hong Kong,299,50,128806,96844,"Thamesport, United Kingdom (UK)",2021-05-19-03:02,"Bilbao, Spain",,2021-06-06-22:01,12.0,,237.7°,16.2 kn,Under way,2021-06-01,2021-06-01-09:56
CHRISTOPHE DE MARGERIE,9737187,212611000,Cyprus,299,50,128806,96779,"Sabetta, Russia",2021-05-28-00:05,"Rotterdam, Netherlands",,2021-06-03-22:01,12.0,,204.1°,17.2 kn,Under way,2021-06-01,2021-06-01-09:56
FEDOR LITKE,9768370,212660000,Cyprus,299,50,128806,96839,"Zeebrugge, Belgium",2021-05-31-11:17,"Sabetta, Russia",,2021-06-07-00:01,10.8,,5.0°,19.4 kn,Under way,2021-06-01,2021-06-01-09:55
GEORGIY BRUSILOV,9768382,212770000,Cyprus,299,50,128806,96847,"Sabetta, Russia",2021-05-30-07:26,"Zeebrugge, Belgium",,2021-06-06-00:30,12.0,,60.3°,19.3 kn,-,2021-06-01,2021-05-23-10:13
VLADIMIR VIZE,9750658,477194200,Hong Kong,299,50,128806,96851,"Sabetta, Russia",2021-05-26-15:07,"Zeebrugge, Belgium",,2021-06-02-18:49,12.0,,180.7°,16.5 kn,Under way,2021-06-01,2021-06-01-09:57
BORIS VILKITSKY,9768368,212654000,Cyprus,299,50,128806,96958,"Zeebrugge, Belgium",2021-05-30-06:25,"Sabetta, Russia",,2021-06-05-17:00,10.6,,26.7°,18.7 kn,Under way,2021-06-01,2021-06-01-09:56
LNG FUKUROKUJU,9666986,311000365,Bahamas,293,49,127242,83809,"Bonny, Nigeria",2021-05-28-18:33,"Ferrol, Spain",,2021-06-06-04:00,11.9,,328.1°,19.9 kn,Under way,2021-06-01,2021-06-01-09:57
CASTILLO DE CALDELAS,9742819,248720000,Malta,297,49,126004,93241,"Sabine, United States (USA)",2021-05-02-09:36,"Singapore, Singapore",,2021-06-03-21:00,12.0,,97.3°,16.5 kn,-,2021-06-01,2021-05-08-00:09
CASTILLO DE MERIDA,9742807,248516000,Malta,287,49,126004,93241,"Sabine, United States (USA)",2021-05-29-12:55,"Revithoussa Desfa LNG Term., Greece",,2021-06-15-03:00,11.3,,136.4°,19.0 kn,-,2021-06-01,2021-05-30-04:08
PACIFIC ARCADIA,9621077,311072200,Bahamas,288,49,123005,78311,"Tianjin Xingang, China",2021-05-30-00:47,"Prigorodnoye, Russia",,2021-06-08-20:00,9.6,,125.8°,12.0 kn,Under way,2021-06-01,2021-06-01-03:50
NIKOLAY ZUBOV,9768526,209351000,Cyprus,299,50,122806,96865,"Thamesport, United Kingdom (UK)",2021-05-30-01:02,"Sabetta, Russia",,2021-06-05-19:00,10.4,,19.6°,16.8 kn,Under way,2021-06-01,2021-06-01-09:56
BORIS DAVYDOV,9768394,209356000,Cyprus,299,50,122806,96765,"Sabetta, Russia",2021-05-25-08:53,"Dunkerque, France",,2021-06-01-14:00,11.9,,223.9°,17.0 kn,Constrained,2021-06-01,2021-06-01-09:57
CYGNUS PASSAGE,9376294,309739000,Bahamas,288,49,122444,79555,"Yura, Wakayama, Japan",2021-05-10-23:01,Destination not available,,-,7.6,,64.0°,6.3 kn,-,2021-06-01,2021-05-10-22:43
ALTO ACRUX,9343106,308592000,Bahamas,288,49,122361,80229,"Pyeongtaek, Korea",2021-05-14-22:48,"Yokkaichi, Japan",,2021-06-06-21:00,11.2,,240.0°,16.9 kn,-,2021-06-01,2021-05-15-01:02
ADRIANO KNUTSEN,9831220,224983000,Spain,299,48,122261,96354,"Rotterdam Maasvlakte, Netherlands",2021-05-27-22:40,"Corpus Christi, United States (USA)",,2021-06-08-17:00,9.8,,246.0°,17.7 kn,-,2021-06-01,2021-05-29-19:03
TRAIANO KNUTSEN,9854765,257575000,Norway,299,48,122261,95870,"Ingleside, United States (USA)",2021-05-25-16:48,"Rotterdam, Netherlands",,2021-06-06-22:00,11.2,,0.2°,19.9 kn,-,2021-06-01,2021-05-28-11:10
GRAND ANIVA,9338955,212883000,Cyprus,288,49,122239,74044,"Oita, Japan",2021-05-09-23:55,>JP NIH,,2021-06-03-00:01,11.4,,218.9°,13.2 kn,-,2021-06-01,2021-05-06-19:17
PRISM BRILLIANCE,9810551,371086000,Panama,299,48,122166,97494,"Swinoujscie, Poland",2021-05-15-09:13,"Freeport, United States (USA)",,2021-06-05-13:30,9.9,,239.0°,13.1 kn,-,2021-06-01,2021-06-01-02:01
PRISM AGILITY,9810549,372487000,Panama,299,48,122166,97494,"Ciwandan Anch., Indonesia",2021-05-18-03:54,"Galveston, United States (USA)",,2021-06-21-13:00,9.6,,298.4°,15.5 kn,Under way,2021-06-01,2021-05-31-22:33
ENERGY UNIVERSE,9758844,354114000,Panama,300,49,122142,88700,"Withnell Bay, Australia",2021-05-24-07:22,"Tongyeong, Korea",,2021-06-02-02:00,11.6,,30.9°,16.3 kn,-,2021-06-01,2021-05-24-09:34
ENERGY LIBERTY,9736092,431540000,Japan,300,49,121982,88676,"Singapore, Singapore",2021-04-15-02:23,Destination not available,,-,6.0,,28.8°,0.0 kn,Moored,2021-06-01,2021-06-01-06:43
ENERGY GLORY,9752565,431776000,Japan,300,49,121981,88677,"Yokohama, Japan",2021-05-21-03:43,>JP TSU OFF,,2021-06-09-00:00,9.6,,212.7°,12.7 kn,-,2021-06-01,2021-05-21-09:32
LNG JUPITER,9341689,311019200,Bahamas,290,49,121675,81950,"Tieshan, China",2021-05-23-06:40,"Barrow Island, Australia",,2021-06-05-00:00,9.6,,200.7°,13.2 kn,-,2021-06-01,2021-05-23-11:12
ARCTIC PRINCESS,9271248,257739000,Norway,288,49,121597,84878,"Sabine, United States (USA)",2021-05-31-22:13,"Cristobal, Panama",,2021-06-04-13:00,11.0,,118.3°,18.6 kn,Under way,2021-06-01,2021-06-01-09:43
ARCTIC LADY,9284192,257742000,Norway,288,49,121597,84878,"Montevideo Anch., Uruguay",2021-05-27-13:25,SABINE PASS,,2021-06-12-03:01,9.1,,43.8°,16.0 kn,-,2021-06-01,2021-05-28-12:48
LNG BARKA,9341299,308579000,Bahamas,290,49,121514,82308,"Yokohama, Japan",2021-05-11-23:11,JP YOK XX HNM,,2021-05-12-01:05,6.0,,224.6°,0.0 kn,Moored,2021-06-01,2021-06-01-09:54
ENERGY CONFIDENCE,9405588,432694000,Japan,290,49,121413,75891,"Oita, Japan",2021-05-19-00:00,"Singapore, Singapore",,2021-06-02-05:00,9.7,,320.0°,9.4 kn,-,2021-06-01,2021-05-04-23:44
GASLOG WARSAW,9816763,241662000,Greece,297,47,120859,92996,"Ingleside, United States (USA)",2021-05-30-12:03,"Corpus Christi, United States (USA)",,2021-05-29-00:01,11.0,,111.1°,18.2 kn,-,2021-06-01,2021-05-30-18:51
GASLOG WINDSOR,9819650,310787000,Bermuda,297,47,120709,98000,"Thamesport, United Kingdom (UK)",2021-05-09-11:36,"Cove Point, United States (USA)",,2021-06-09-00:01,9.4,,244.6°,0.1 kn,-,2021-06-01,2021-05-28-07:29
GRAND MEREYA,9338929,209856000,Cyprus,290,49,120525,74497,"Shikama, Japan",2021-05-20-04:46,"Dalian, China",,2021-06-01-21:30,11.4,,169.2°,15.5 kn,Under way,2021-06-01,2021-06-01-09:56
GAIL BHUWAN,9877145,209997000,Cyprus,298,48,119891,98300,"Cove Point, United States (USA)",2021-05-25-13:45,"Dahej, India",,2021-06-21-00:01,11.4,,116.3°,15.6 kn,-,2021-06-01,2021-05-25-21:27
LNG SCHNEEWEISSCHEN,9771913,357315000,Panama,298,48,119660,98747,"Boryeong, Korea",2021-05-24-04:25,"Freeport, United States (USA)",,2021-07-16-11:30,9.5,,203.3°,14.9 kn,-,2021-06-01,2021-05-31-09:58
ENERGY FRONTIER,9245720,432420000,Japan,290,49,119393,73795,"Nagoya, Japan",2021-05-19-00:24,"Prigorodnoye, Russia",,2021-06-01-21:00,9.8,,115.4°,8.9 kn,-,2021-06-01,2021-05-19-04:34
ENERGY ADVANCE,9269180,432495000,Japan,290,49,119233,73739,"Hiroshima, Japan",2021-05-19-03:58,"Yung An, Taiwan",,2021-06-05-23:30,11.3,,183.9°,12.7 kn,-,2021-06-01,2021-05-31-21:25
LNG DREAM,9277620,309065000,Bahamas,290,49,118876,80889,"Kawasaki, Japan",2021-05-22-23:06,OPL BINTULU,,2021-06-03-02:00,10.0,,232.8°,10.5 kn,-,2021-06-01,2021-05-23-18:58
ENERGY NAVIGATOR,9355264,432634000,Japan,290,49,118842,73640,"Singapore Anch. 1, Singapore",2021-05-26-06:21,AU WHEATSTONE,,2021-06-06-08:30,10.4,,82.0°,11.1 kn,-,2021-06-01,2021-05-26-11:22
TAITAR NO. 4,9403657,351767000,Panama,290,49,118634,77053,"Ras Laffan, Qatar",2021-05-19-22:05,"Taichung, Taiwan",,2021-06-01-21:30,11.4,,2.2°,13.7 kn,Under way,2021-06-01,2021-06-01-09:54
TAITAR NO. 1,9403669,371846000,Panama,290,49,118634,77089,"Manila Anch., Philippines",2021-06-01-08:47,"Soroosh Term., Iran",,2021-05-26-00:00,9.6,,202.3°,12.0 kn,Under way,2021-06-01,2021-06-01-09:56
TAITAR NO. 3,9403671,372195000,Panama,290,49,118634,77089,"Taichung, Taiwan",2021-05-21-21:47,"Ras Laffan, Qatar",,2021-06-04-15:00,9.9,,300.0°,19.7 kn,-,2021-06-01,2021-05-27-23:07
