Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Origine,ATD,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
GASLOG WINDSOR,9819650,310787000,Bermuda,297,47,120709,98000,"Thamesport, United Kingdom (UK)",2021-05-09-11:36,"Cove Point, United States (USA)",,2021-06-09-00:01,9.4,,244.6°,0.1 kn,-,2021-05-30,2021-05-28-07:29
GRAND MEREYA,9338929,209856000,Cyprus,290,49,120525,74497,"Shikama, Japan",2021-05-20-04:46,"Nantong, China",,2021-06-03-00:00,11.4,,28.4°,12.5 kn,-,2021-05-30,2021-05-21-14:28
GAIL BHUWAN,9877145,209997000,Cyprus,298,48,119891,98300,"Cove Point, United States (USA)",2021-05-25-13:45,"Dahej, India",,2021-06-21-00:01,11.4,,116.3°,15.6 kn,-,2021-05-30,2021-05-25-21:27
LNG SCHNEEWEISSCHEN,9771913,357315000,Panama,298,48,119660,98747,"Boryeong, Korea",2021-05-24-04:25,"Freeport, United States (USA)",,2021-07-16-11:30,9.5,,206.8°,17.2 kn,Under way,2021-05-30,2021-05-30-06:09
ENERGY FRONTIER,9245720,432420000,Japan,290,49,119393,73795,"Nagoya, Japan",2021-05-19-00:24,"Prigorodnoye, Russia",,2021-06-01-21:00,9.8,,115.4°,8.9 kn,-,2021-05-30,2021-05-19-04:34
ENERGY ADVANCE,9269180,432495000,Japan,290,49,119233,73739,"Hiroshima, Japan",2021-05-19-03:58,"Prigorodnoye, Russia",,2021-05-27-07:00,9.6,,22.8°,15.0 kn,-,2021-05-30,2021-05-21-12:37
LNG DREAM,9277620,309065000,Bahamas,290,49,118876,80889,"Kawasaki, Japan",2021-05-22-23:06,OPL BINTULU,,2021-06-03-02:00,10.0,,232.8°,10.5 kn,-,2021-05-30,2021-05-23-18:58
ENERGY NAVIGATOR,9355264,432634000,Japan,290,49,118842,73640,"Singapore Anch. 1, Singapore",2021-05-26-06:21,AU WHEATSTONE,,2021-06-06-08:30,10.4,,82.0°,11.1 kn,-,2021-05-30,2021-05-26-11:22
TAITAR NO. 4,9403657,351767000,Panama,290,49,118634,77053,"Ras Laffan, Qatar",2021-05-19-22:05,"Ras Laffan, Qatar",,2021-06-01-21:30,11.4,,50.0°,16.4 kn,-,2021-05-30,2021-05-28-04:49
TAITAR NO. 1,9403669,371846000,Panama,290,49,118634,77089,"Taichung, Taiwan",2021-05-30-02:22,"Manila, Philippines",,2021-05-31-19:00,9.7,,217.8°,16.5 kn,Under way,2021-05-30,2021-05-30-04:36
TAITAR NO. 3,9403671,372195000,Panama,290,49,118634,77089,"Taichung, Taiwan",2021-05-21-21:47,"Ras Laffan, Qatar",,2021-06-04-15:00,9.9,,300.0°,19.7 kn,-,2021-05-30,2021-05-27-23:07
TAITAR NO. 2,9403645,372307000,Panama,290,49,118634,77089,"Taichung, Taiwan",2021-05-15-21:53,"Ras Laffan, Qatar",,2021-05-31-21:00,10.3,,317.0°,16.2 kn,-,2021-05-30,2021-05-21-22:47
