Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
EXCALIBUR,9230050,205421000,Belgium,277,43,93786,77822,PORT LOUIS,PortLouis,2021-04-12-00:01,9.1,2.9233 N/100.91792 E,316.2°,17.3 kn,-,2021-04-07,2021-04-03-19:54
HL SUR,9176010,440130000,Korea,280,43,93769,75159,OMQAL>KRSUK,Samcheok,2021-04-12-01:00,12.1,1.41936 N/104.49675 E,55.1°,15.9 kn,-,2021-04-07,2021-04-05-09:23
SINGAPORE ENERGY,9238040,538007985,Marshall Islands,279,43,93498,75074,AW AUA,Aruba,2021-04-07-10:00,9.6,25.86227 N/90.53848 W,139.0°,15.1 kn,-,2021-04-07,2021-04-01-15:29
TRADER,9238038,235496000,Isle of Man,279,43,93498,75109,JP CTA>SG SIN,Singapore,2021-04-14-16:16,9.7,34.49287 N/137.04085 E,171.3°,14.2 kn,Under way,2021-04-07,2021-04-07-06:17
MERCHANT,9250191,538008352,Marshall Islands,279,42,93498,75059,SG PGBG,Singapore,2021-04-07-00:00,9.1,1.17345 N/103.7094 E,356.7°,0.8 kn,At anchor,2021-04-07,2021-04-07-06:38
METHANE KARI ELIN,9256793,310440000,Bermuda,279,43,93410,73989,FOR ORDERS,FOR ORDERS,2021-04-01-00:00,10.6,10.77865 N/61.74575 W,14.1°,13.8 kn,-,2021-04-07,2021-04-06-12:41
FUWAIRIT,9256200,311605000,Bahamas,279,43,93227,74067,ARMED GUARDS ONBOARD,ARMED GUARDS ONBOARD,2021-04-09-01:00,9.5,20.09207 N/38.82054 E,151.9°,19.4 kn,-,2021-04-07,2021-04-03-09:17
MILAHA RAS LAFFAN,9255854,229130000,Malta,279,43,93226,73705,EG SUZ>IT LIV,Livorno,2021-04-14-08:00,11.7,32.47519 N/30.06075 E,295.8°,14.5 kn,Under way,2021-04-07,2021-04-07-05:38
SK SUNRISE,9247194,354159000,Panama,279,43,92927,75249,QA RLF,RasLaffan,2021-04-08-11:00,9.2,25.01872 N/57.90851 E,302.5°,18.5 kn,Under way,2021-04-07,2021-04-07-06:40
SK SUPREME,9157739,441768000,Korea,279,43,92866,75319,KR HAS,Hosan,2021-04-16-01:00,11.5,7.71744 N/76.47583 E,141.5°,18.4 kn,-,2021-04-07,2021-04-05-03:37
SK STELLAR,9180243,441237000,Korea,279,43,92866,75135,"SUK,KR","SUK,KR",2021-04-18-01:00,11.6,21.73034 N/65.27158 E,142.8°,19.4 kn,-,2021-04-07,2021-04-05-03:34
CATALUNYA SPIRIT,9236420,224941000,Spain,284,43,90835,77204,USNSS,USNSS,2021-04-06-15:00,9.6,29.40873 N/93.72038 W,240.3°,0.1 kn,At anchor,2021-04-07,2021-04-07-06:37
CADIZ KNUTSEN,9246578,224263000,Spain,284,43,90835,77228,-,-,-,9.7,25.77192 N/91.93228 W,113.9°,16.7 kn,-,2021-04-07,2021-03-20-21:29
CASTILLO DE VILLALBA,9236418,224383000,Spain,284,43,90835,77217,-,-,-,11.1,10.58222 N/61.79375 W,180.7°,15.2 kn,-,2021-04-07,2021-02-23-14:40
BILBAO KNUTSEN,9236432,224606000,Spain,284,43,90835,77217,-,-,2021-04-09-00:01,11.2,35.92131 N/9.10791 W,270.0°,19.3 kn,-,2021-04-07,2021-04-03-18:38
MADRID SPIRIT,9259276,224152000,Spain,284,43,90835,77213,MALTA,Valletta,2021-04-21-04:00,11.3,24.23697 N/80.33723 W,68.0°,18.5 kn,-,2021-04-07,2021-04-05-15:54
SESTAO KNUTSEN,9338797,225372000,Spain,284,43,90478,77204,-,-,-,11.5,37.05291 N/126.67105 E,314.7°,14.2 kn,-,2021-04-07,2021-02-18-09:35
HL PYEONGTAEK,9061928,441563000,Korea,264,43,89956,71041,AUGLT,Gladstone,2021-04-18-04:30,9.9,36.91797 N/126.05028 E,211.1°,17.2 kn,-,2021-04-07,2021-04-05-04:40
OCEAN QUEST,7391214,257991000,Norway,289,41,88919,64991,-,-,-,9.4,1.57817 N/104.4075 E,277.0°,0.1 kn,-,2021-04-07,2021-04-07-06:17
PUTERI DELIMA,9030814,533022000,Malaysia,274,43,86205,73519,MY BTU,"Bintulu,Sarawak",2021-04-06-11:00,9.2,12.02472 N/101.13207 E,197.0°,15.3 kn,-,2021-04-07,2021-03-28-03:32
RAMDANE ABANE,7411961,605076080,Algeria,274,42,81265,83296,-,-,-,9.5,35.81651 N/0.25806 W,198.0°,0.0 kn,-,2021-04-07,2021-04-06-15:36
ARCTIC SPIRIT,9001784,311118000,Bahamas,239,40,66174,48857,MY BTU,"Bintulu,Sarawak",2021-04-07-00:01,8.5,22.39415 N/122.05635 E,199.1°,15.0 kn,-,2021-04-07,2021-03-21-23:41
POLAR SPIRIT,9001772,311153000,Bahamas,239,40,66174,48817,CN YSA,YangshanPort,2021-04-10-17:25,10.8,22.06987 N/122.1011 E,194.0°,17.1 kn,-,2021-04-07,2021-04-01-21:25
CHEIKH BOUAMAMA,9324344,311006300,Bahamas,220,35,52855,39520,ESSAG,Sagunto,2021-04-07-12:00,9.7,39.50929 N/0.69181 E,280.0°,4.0 kn,Under way,2021-04-07,2021-04-07-06:39
CHEIKH EL MOKRANI,9324332,309979000,Bahamas,220,35,52855,39520,ITSPE -DZSKI,ITSPE -DZSKI,2021-04-06-23:00,8.0,39.03272 N/9.90613 E,229.0°,15.0 kn,-,2021-04-07,2021-04-06-09:48
GLOBAL ENERGY,9269207,226308000,France,220,35,48923,34800,IT SPE,LaSpezia,2021-04-05-07:00,9.3,44.07822 N/9.83862 E,235.4°,1.5 kn,Under way,2021-04-07,2021-04-07-06:41
PORTOVENERE,9064073,563075400,Singapore,216,34,46555,35760,-,-,2021-04-01-00:01,8.0,22.17804 N/114.66552 E,124.9°,10.8 kn,-,2021-04-07,2021-03-24-10:34
LERICI,9064085,563074500,Singapore,216,34,46555,35760,-,-,-,5.6,1.29777 N/103.6792 E,306.9°,0.0 kn,Restricted,2021-04-07,2021-04-07-06:41
SAGA DAWN,9769855,563070400,Singapore,195,30,32158,31712,DONG GUAN,Dongguan,2021-04-05-22:00,7.8,22.95001 N/113.5522 E,199.1°,0.0 kn,Under way,2021-04-07,2021-04-07-06:28
SUN ARROWS,9349942,309296000,Bahamas,151,28,20620,11142,MYBTU,"Bintulu,Sarawak",2021-04-25-00:01,5.9,5.18849 N/114.06249 E,228.6°,7.1 kn,-,2021-04-07,2021-02-25-07:04
SURYA AKI,9060534,309521000,Bahamas,151,28,20519,11612,"BATAM,ID","BATAM,ID",2021-03-13-13:00,5.1,1.09839 N/103.91072 E,-,0.0 kn,-,2021-04-07,2021-03-31-06:16
LUCIA AMBITION,9016492,372255000,Panama,130,26,16399,11001,"BINTULU,MALAYSIA","BINTULU,MALAYSIA",2021-04-11-10:00,6.2,20.12908 N/109.60503 E,262.1°,11.5 kn,-,2021-04-07,2021-04-06-04:46
PELITA ENERGY,9161510,525300941,Indonesia,130,26,16336,10951,-,-,-,6.9,1.26513 N/104.49367 E,77.0°,11.8 kn,-,2021-04-07,2021-01-14-07:17
CORAL ENERGICE,9783124,244090097,Netherlands,164,25,16100,9125,FI TOR,Tornio,2021-04-09-06:00,7.5,60.13368 N/27.53085 E,239.2°,15.1 kn,Under way,2021-04-07,2021-04-07-06:40
CORAL ENERGY,9617698,246878000,Netherlands,156,23,13501,12344,NO RIV,NO RIV,2021-04-08-03:00,6.1,57.95956 N/9.20722 E,292.5°,15.3 kn,Under way,2021-04-07,2021-04-07-06:41
KAKUYU MARU,9675200,431004914,Japan,89,15,3031,1865,>JP ISW,IshikariwanShinko,2021-04-07-09:30,4.3,35.82478 N/140.98512 E,11.3°,11.2 kn,-,2021-04-07,2020-09-19-19:56
KAKUREI MARU,9469235,431000792,Japan,86,15,2952,1801,>JP AFG,PAFG,2021-04-07-08:55,4.7,35.45577 N/140.75968 E,36.0°,12.9 kn,-,2021-04-07,2020-09-04-07:02
PIONEER KNUTSEN,9275074,259393000,Norway,69,12,1687,817,MOSJOEN,Mosjoen,2021-04-08-14:00,3.6,61.93564 N/5.12814 E,29.5°,10.2 kn,Under way,2021-04-07,2021-04-07-06:41
PUTERI INTAN,9030802,533009000,Malaysia,274,43,86205,73519,JP HTC,Hitachi,2021-04-12-06:00,11.2,33.53617 N/134.91969 E,178.1°,16.1 kn,-,2021-04-07,2021-03-07-16:23
HYUNDAI AQUAPIA,9179581,441268000,Korea,289,48,113998,77564,KRINC->OMQAL,Qalhat,2021-04-16-04:00,10.0,37.1687 N/126.17769 E,210.6°,14.7 kn,-,2021-04-07,2021-04-02-07:01
SK SUMMIT,9157624,441456000,Korea,277,43,95378,76064,"RLF,QA","RLF,QA",2021-04-14-21:00,9.8,3.7915 N/100.00726 E,311.0°,18.5 kn,-,2021-04-07,2021-04-06-20:49
NORTHWEST SNIPE,8608884,503000051,Australia,272,47,105010,66695,AU DAM,Dampier,2021-04-10-23:00,9.4,20.19558 S/116.82672 E,34.7°,12.2 kn,-,2021-04-07,2021-03-19-01:50
GASLOG HOUSTON,9748899,310772000,Bermuda,290,46,114240,92345,CN YPG,Yangpu,2021-04-06-22:00,11.5,19.68762 S/115.83596 E,0.6°,15.9 kn,-,2021-04-07,2021-03-29-07:31
PUTERI ZAMRUD SATU,9245031,533754000,Malaysia,276,43,94446,76144,MY BTU,"Bintulu,Sarawak",2021-04-13-06:00,9.7,17.0512 N/113.23337 E,187.9°,14.7 kn,-,2021-04-07,2021-04-03-08:52
RIAS BAIXAS KNUTSEN,9825568,224989000,Spain,299,48,122261,96354,US CP6,CovePoint,2021-04-12-04:01,9.6,47.51249 N/16.58776 W,255.0°,17.2 kn,-,2021-04-07,2021-04-04-02:15
AMADI,9682552,508111182,Brunei,288,44,102585,85466,>JP ANE,Anegasaki,2021-04-07-00:00,11.5,35.47432 N/139.96987 E,38.6°,0.0 kn,Moored,2021-04-07,2021-04-07-06:38
PUTERI FIRUS SATU,9248502,533808000,Malaysia,276,43,94446,76197,MY BTU,"Bintulu,Sarawak",2021-04-11-01:00,9.5,29.97999 N/123.79005 E,123.4°,15.0 kn,-,2021-04-07,2021-03-30-13:19
AL KHOR,9085613,431894000,Japan,298,46,111083,72176,JP ANE,Anegasaki,2021-04-14-23:00,11.6,1.25901 N/104.16639 E,81.3°,12.1 kn,Under way,2021-04-07,2021-04-07-06:40
NORTH PIONEER,9317200,431301776,Japan,89,15,3056,1938, >JP ISW OFF,JPISWOFF,2021-04-08-02:30,4.5,41.77905 N/140.67988 E,221.0°,0.1 kn,-,2021-04-07,2020-06-21-09:59
ZEKREET,9132818,431325000,Japan,298,46,111124,72316,RL_QATAR,RL_QATAR,2021-04-09-10:00,9.1,8.85942 N/73.514 E,304.1°,18.8 kn,-,2021-04-07,2021-04-05-14:41
GASLOG GALVESTON,9864928,310806000,Bermuda,293,46,115636,89000,ATLANTIC BASIN,ATLANTIC BASIN,2021-04-13-00:01,11.1,26.19157 N/79.27989 W,33.7°,17.7 kn,-,2021-04-07,2021-03-31-12:49
BEIDOU STAR,9613159,477314400,Hong Kong,290,47,114166,96355,PORT ELIZABETH,PortElizabeth,2021-04-06-06:00,9.8,33.85601 S/25.74315 E,222.6°,0.0 kn,At anchor,2021-04-07,2021-04-07-06:36
SHINJU MARU NO. 2,9433884,431000767,Japan,86,15,2930,1781,JP KNM Z-L,JP KNM Z-L,2021-04-11-08:00,3.8,34.58958 N/134.22342 E,248.0°,12.8 kn,-,2021-04-07,2021-04-05-10:25
MARVEL SWAN,9880192,219028242,Denmark,-,-,114931,89000,-,-,-,9.5,34.82969 N/129.18269 E,38.3°,19.0 kn,-,2021-04-07,2021-02-24-15:18
COBIA LNG,9869306,215583000,Malta,-,-,116542,93200,.,.,2021-04-16-11:00,9.0,33.57042 S/17.48157 E,288.8°,15.1 kn,-,2021-04-07,2021-03-28-19:22
LNG VENUS,9645736,432994000,Japan,288,49,136710,86241,JP SBK,Sakaisenboku,2021-04-06-23:30,11.7,34.5522 N/135.41401 E,147.2°,0.3 kn,Moored,2021-04-07,2021-04-07-06:40
DIAMOND GAS ORCHID,9779226,311000769,Bahamas,294,49,144828,94028,PA BLB,Balboa,2021-04-22-11:00,9.6,35.07435 N/141.8392 E,78.2°,16.7 kn,-,2021-04-07,2021-03-30-16:14
FLEX AMBER,9857377,538008881,Marshall Islands,297,46,116430,83000,FOR ORDERS,FOR ORDERS,2021-04-06-02:00,11.9,15.58801 S/118.01646 E,28.5°,17.2 kn,-,2021-04-07,2021-04-03-05:33
WOODSIDE ROGERS,9627485,241254000,Greece,294,44,103928,90327,FOR ORDERS,FOR ORDERS,2021-04-14-22:00,11.4,18.01487 S/116.76058 E,354.3°,19.5 kn,-,2021-04-07,2021-04-03-13:12
HYUNDAI GREENPIA,9075333,441659000,Korea,274,47,103764,71684,KRINC>MYBTU,"Bintulu,Sarawak",2021-04-15-02:00,9.3,36.91644 N/126.04373 E,202.6°,16.1 kn,Under way,2021-04-07,2021-04-07-04:29
CELSIUS COPENHAGEN,9864784,538009022,Marshall Islands,299,46,119338,98000,WEST AFRICA,WEST AFRICA,2021-04-06-06:00,9.5,33.30829 S/17.34573 E,294.6°,13.2 kn,-,2021-04-07,2021-03-27-16:04
CNTIC VPOWER GLOBAL,9696735,477468400,Hong Kong,177,28,23516,15996,SINGAPORE EAST OPL,Singapore,2021-03-31-22:00,6.0,1.44834 N/104.72003 E,255.5°,0.1 kn,At anchor,2021-04-07,2021-04-06-20:53
SERI AMANAH,9293844,533937000,Malaysia,283,43,95729,83400,-,-,-,6.0,1.29763 N/103.6566 E,203.0°,0.0 kn,-,2021-04-07,2021-03-25-02:06
UMM SLAL,9372731,538003300,Marshall Islands,345,54,163922,130059,"QATAR TO JIANGSU, CH","QATAR TO JIANGSU, CH",2021-04-16-22:22,12.2,24.64595 N/58.09801 E,121.6°,18.6 kn,-,2021-04-07,2021-04-03-08:41
LNG KOLT,9372963,370799000,Panama,289,44,100189,86778,"INCHEON, S.KOREA","INCHEON, S.KOREA",2021-04-13-22:30,11.0,23.23113 S/151.63263 E,32.0°,15.4 kn,-,2021-04-07,2021-04-03-03:54
CORAL ENCANTO,9693719,538008666,Marshall Islands,181,28,26166,18637,PR SJU,SanJuan,2021-04-10-10:30,8.3,18.95571 N/65.61354 W,1.2°,10.7 kn,-,2021-04-07,2021-04-04-11:29
AMBERJACK LNG,9845776,215534000,Malta,299,46,116542,93535,OPEN SEA FOR ORDER,OPEN SEA FOR ORDER,2021-04-07-10:00,9.8,34.77984 S/18.13756 E,295.3°,14.5 kn,-,2021-04-07,2021-03-20-14:01
VIVIT AMERICAS LNG,9864667,215574000,Malta,299,46,116542,93200,IDKU,IDKU,2021-04-07-00:01,9.2,31.36794 N/30.29627 E,202.4°,0.4 kn,Moored,2021-04-07,2021-04-07-05:41
NORTHWEST SANDERLING,8608872,503000050,Australia,272,47,105010,66810,JP SMN,Sakaiminato,2021-04-12-22:30,11.0,16.63965 S/118.9665 E,35.3°,13.6 kn,-,2021-04-07,2021-04-01-05:06
AMUR RIVER,9317999,538003001,Marshall Islands,288,44,100244,84598,-,-,-,9.3,33.97135 N/134.96092 E,174.8°,16.2 kn,-,2021-04-07,2021-02-27-05:58
ENERGY PROGRESS,9274226,309463000,Bahamas,290,49,119100,79983,AU BWB,BarrowIsland,2021-04-24-22:30,10.0,34.39461 N/139.50299 E,213.0°,9.0 kn,-,2021-04-07,2021-03-22-08:06
AKEBONO MARU,9554729,431003094,Japan,99,17,4505,2528,JP HKP OFF,Hakodate,2021-04-07-01:00,4.6,38.03768 N/141.12334 E,213.9°,13.1 kn,-,2021-04-07,2021-01-19-22:50
GASLOG GENOA,9744013,310774000,Bermuda,293,46,115024,88016,PACIFIC BASIN,PACIFIC BASIN,2021-04-06-23:00,9.4,21.22732 N/113.76212 E,99.3°,18.3 kn,-,2021-04-07,2021-03-28-12:35
WOODSIDE CHARLES ALLEN,9859753,241712000,Greece,295,46,113822,96000,FOR ORDERS,FOR ORDERS,2021-04-15-16:01,11.1,20.23786 N/38.57179 E,149.7°,18.9 kn,-,2021-04-07,2021-04-02-04:56
GOLAR GRAND,9303560,538003804,Marshall Islands,277,43,97491,84894,FOR_ORDERS,FOR_ORDERS,2021-03-30-20:21,9.4,20.35868 S/116.48189 E,224.8°,0.0 kn,At anchor,2021-04-07,2021-04-07-06:33
TANGGUH TOWUTI,9325893,563214000,Singapore,285,43,97432,84992,ID NTI,Bintuni,2021-04-08-03:00,9.0,1.37052 N/104.44302 E,68.0°,13.9 kn,-,2021-04-07,2021-04-02-07:19
TANGGUH BATUR,9334284,564090000,Singapore,285,43,97432,84980,ID TPP,TanjungPriok,2021-04-05-00:00,10.9,5.97492 S/106.79873 E,110.0°,0.0 kn,-,2021-04-07,2021-04-05-02:01
CREOLE SPIRIT,9681687,311000246,Bahamas,295,46,113263,95452,FOR ORDERS,FOR ORDERS,2021-04-06-05:00,9.4,33.89137 S/17.62145 E,325.8°,20.4 kn,-,2021-04-07,2021-03-31-01:31
NORTHWEST STORMPETREL,9045132,503009000,Australia,274,47,105010,66875,JP MIZ,Mizushima,2021-04-19-00:00,11.2,20.49549 S/116.74493 E,53.2°,0.0 kn,At anchor,2021-04-07,2021-04-07-06:40
HYUNDAI OCEANPIA,9183269,441291000,Korea,289,48,113998,77512,KRINC=>OMQAL,Qalhat,2021-04-08-04:00,10.1,9.17382 N/75.45036 E,329.3°,18.1 kn,-,2021-04-07,2021-04-04-14:13
JAYANTI BARUNA,9762039,525112002,Indonesia,-,-,6205,1280,-,-,-,5.0,32.12054 N/119.89957 E,0.0°,0.0 kn,-,2021-04-07,2021-02-10-00:19
BISHU MARU,9691137,374216000,Panama,293,49,127088,83752,JP_YUR,"Yura,Wakayama",2021-03-15-01:00,10.2,33.94496 N/135.05628 E,83.7°,7.6 kn,-,2021-04-07,2021-03-14-23:01
MARAN GAS OLYMPIAS,9732371,241452000,Greece,292,46,113037,95194,AUWNB,WithnellBay,2021-04-06-20:05,9.3,20.58699 S/116.76388 E,303.0°,0.0 kn,Under way,2021-04-07,2021-04-06-20:08
DORADO LNG,9863182,215578000,Malta,293,46,115345,88000,ATLANTIC OCEAN,ATLANTIC OCEAN,2021-04-30-05:01,9.6,3.75996 N/100.15688 E,316.3°,18.5 kn,-,2021-04-07,2021-03-29-15:49
SEAN SPIRIT,9781918,311000665,Bahamas,294,48,117162,91546,JP FTS,JP FTS,2021-04-15-06:00,11.7,6.9648 N/80.99245 W,270.3°,17.0 kn,-,2021-04-07,2021-03-24-14:51
MARAN GAS LINDOS,9627502,241351000,Greece,294,44,103893,89343,FOR ORDERS,FOR ORDERS,2021-04-18-11:00,9.9,35.00569 N/129.05086 E,338.9°,0.1 kn,-,2021-04-07,2021-03-22-10:41
OCEANIC BREEZE,9698111,538007671,Marshall Islands,288,49,136894,79883,JP SMZ,Shimizu,2021-04-09-00:01,9.6,37.33346 N/138.24448 E,179.0°,7.7 kn,Under way,2021-04-07,2021-04-07-00:31
PUTERI INTAN SATU,9213416,533730000,Malaysia,276,43,94430,75849,MY BTU,"Bintulu,Sarawak",2021-04-06-09:00,9.5,33.49675 N/138.71291 E,221.1°,14.7 kn,-,2021-04-07,2021-03-30-11:54
MIN RONG,9305116,477141800,Hong Kong,292,43,97871,82359,-,-,-,9.5,21.23549 N/119.73409 E,186.8°,14.9 kn,-,2021-04-07,2021-03-28-17:55
AL GHASHAMIYA,9397286,538003353,Marshall Islands,315,50,135423,108988,SUEZ,AsSuways/SuezPort,2021-04-05-17:17,12.0,29.99947 N/32.58293 E,350.2°,8.8 kn,Under way,2021-04-07,2021-04-07-06:41
NIKOLAY URVANTSEV,9750660,477327300,Hong Kong,299,50,128806,96779,GBIOG,Grain,2021-04-07-02:40,12.0,51.43144 N/0.70189 E,353.1°,0.9 kn,At anchor,2021-04-07,2021-04-07-06:40
ARISTOS I,9862891,215668000,Malta,299,46,116581,92789,MORESBY,MORESBY,2021-04-23-14:01,9.3,34.80933 N/129.04363 E,274.8°,15.2 kn,-,2021-04-07,2021-03-29-20:42
RAAHI,9253703,215718000,Malta,277,43,94058,81237,DAHEJ,Dahej,2021-04-10-03:00,11.8,26.17798 N/55.502 E,71.0°,17.6 kn,Under way,2021-04-07,2021-04-07-06:42
BW PAVILION ARANTHERA,9850678,563104600,Singapore,295,46,114622,95000,JIANGSU,Yangkou,2021-04-07-03:45,11.5,32.54882 N/121.43105 E,209.4°,0.2 kn,Moored,2021-04-07,2021-04-07-06:36
HONGKONG ENERGY,9250725,538008396,Marshall Islands,287,43,96165,73659,SINGAPORE,Singapore,2021-04-10-06:00,9.2,33.79925 N/139.03328 E,204.0°,14.1 kn,-,2021-04-07,2021-03-30-12:50
SK SPLENDOR,9180231,440514000,Korea,279,43,92866,75154,TYG KR,TYG KR,2021-03-14-06:00,11.9,5.52205 N/81.11012 E,94.4°,17.2 kn,-,2021-04-07,2021-04-04-13:40
GRACE ENERGY,8702941,355998000,Panama,272,47,107146,67024,-,-,-,9.8,2.38016 N/101.90276 E,357.0°,0.1 kn,-,2021-04-07,2021-04-07-06:30
METHANE MICKIE HARPER,9520376,310609000,Bermuda,291,45,109004,86170,-,-,-,11.3,20.45425 S/11.73864 E,162.5°,17.9 kn,-,2021-04-07,2021-04-03-18:15
AL WAJBAH,9085625,431908000,Japan,298,46,111161,72348,>QA RLF,RasLaffan,2021-04-20-19:00,9.5,2.94839 N/100.89082 E,318.8°,17.7 kn,-,2021-04-07,2021-04-04-23:22
AL JASRA,9132791,431104000,Japan,298,46,111168,72218,SG SIN,Singapore,2021-04-13-04:00,9.5,34.40208 N/139.45648 E,210.6°,13.1 kn,-,2021-04-07,2021-04-04-07:51
AMANI,9661869,508111181,Brunei,288,44,102585,85466,"LUMUT,BRUNEI","LUMUT,BRUNEI",2021-04-08-23:30,9.2,1.69177 N/104.72002 E,33.1°,13.7 kn,Under way,2021-04-07,2021-04-06-19:47
SHINJU MARU NO. 1,9260603,431101044,Japan,86,15,2936,1781,JP HIM OFF,Himeji,2021-04-05-08:20,3.8,34.75897 N/134.72628 E,150.0°,0.2 kn,At anchor,2021-04-07,2021-04-07-06:40
SOUTHERN CROSS,9613147,477476100,Hong Kong,290,47,114166,96319,AU BWB>CN TAS,Jintang,2021-04-13-00:00,11.3,19.09207 S/115.84503 E,1.0°,17.0 kn,-,2021-04-07,2021-04-03-01:47
FLEX ENTERPRISE,9762273,215385000,Malta,295,46,113049,95889,FOR ORDERS,FOR ORDERS,2021-04-20-21:00,11.7,18.06855 S/117.07154 E,59.7°,15.7 kn,-,2021-04-07,2021-04-05-08:39
HL RAS LAFFAN,9176008,441292000,Korea,280,43,93769,75079,KRCSP>QARLF,RasLaffan,2021-04-10-21:00,10.0,6.80371 N/77.1773 E,312.5°,15.5 kn,-,2021-04-07,2021-04-05-16:26
GASLOG WESTMINSTER,9855812,310795000,Bermuda,297,47,120709,92800,USCRP,CorpusChristi,2021-04-10-05:01,9.4,46.84724 N/14.83029 W,250.1°,18.0 kn,-,2021-04-07,2021-03-30-19:17
SM SEAHAWK,9761839,355658000,Panama,295,46,115716,98064,US NSS,US NSS,2021-04-10-05:01,9.8,9.81712 N/80.02185 W,338.5°,17.1 kn,-,2021-04-07,2021-03-28-21:30
CELSIUS CANBERRA,9864796,538009123,Marshall Islands,299,46,119338,98000,OUT AT SEA FOR ORDER,OUT AT SEA FOR ORDER,2021-03-25-20:00,11.0,24.38122 N/87.12995 W,104.0°,15.5 kn,-,2021-04-07,2021-03-27-02:50
MARAN GAS HYDRA,9767962,241638000,Greece,295,46,113763,94945,FOR ORDERS,FOR ORDERS,2021-05-01-05:01,9.6,34.50719 S/25.45909 E,266.7°,14.8 kn,Under way,2021-04-07,2021-04-06-21:39
PACIFIC ENLIGHTEN,9351971,308078000,Bahamas,288,49,122361,80023,AU DAM,Dampier,2021-04-11-04:00,9.2,22.25988 N/114.8522 E,116.0°,11.4 kn,-,2021-04-07,2021-04-06-07:49
HYUNDAI PRINCEPIA,9761841,374219000,Panama,295,46,115541,98344,USSAB->PACTB,Cristobal,2021-04-10-03:00,11.3,24.38603 N/88.90875 W,133.0°,18.1 kn,-,2021-04-07,2021-04-07-06:17
SERI AYU,9329679,533942000,Malaysia,283,43,95729,83365,MY BTU,"Bintulu,Sarawak",2021-04-05-00:00,9.0,34.53419 N/137.03063 E,138.3°,9.3 kn,-,2021-04-07,2021-03-25-06:26
MIN LU,9305128,477264500,Hong Kong,292,43,97871,82598,XIU YU CN,XIU YU CN,2021-04-12-21:30,11.0,21.71397 N/119.98449 E,178.2°,14.8 kn,-,2021-04-07,2021-03-24-22:46
BRITISH ACHIEVER,9766542,232006300,Isle of Man,295,46,115366,94303,FOR ORDERS,FOR ORDERS,2021-04-23-12:00,11.5,24.3761 N/86.36959 W,104.0°,15.7 kn,-,2021-04-07,2021-04-05-03:54
FLEX ARTEMIS,9851634,538008816,Marshall Islands,295,46,114380,95500,FOR ORDERS,FOR ORDERS,2021-05-15-12:00,9.1,21.4083 N/72.38623 E,233.7°,11.4 kn,-,2021-04-07,2021-03-30-08:41
HAI YANG SHI YOU 301,9696266,413481620,China,185,28,25309,16405,YP,YP,2021-04-04-12:00,6.7,20.9717 N/108.34724 E,155.8°,11.3 kn,-,2021-04-07,2021-04-04-05:09
WOODSIDE REES WITHERS,9810367,241669000,Greece,295,46,113822,94732,AU DAM,Dampier,2021-04-04-23:00,10.0,20.60476 S/116.75514 E,204.3°,0.0 kn,Moored,2021-04-07,2021-04-07-06:32
FLEX CONSTELLATION,9825427,538008205,Marshall Islands,295,46,113428,95453,FOR ORDERS,FOR ORDERS,2021-04-14-00:01,9.5,34.58235 N/139.09324 E,196.2°,11.6 kn,-,2021-04-07,2021-04-04-17:01
TRIPUTRA,9187356,525020429,Indonesia,151,28,20017,12493,ID BOA,Benoa,2021-04-07-01:00,6.8,1.41911 N/104.50171 E,51.4°,12.9 kn,-,2021-04-07,2021-02-20-12:49
QOGIR,9851787,215524000,Malta,293,46,115345,88000,CAMERON USA,CAMERON USA,2021-04-10-11:00,9.7,35.94524 N/10.80111 W,270.0°,16.8 kn,-,2021-04-07,2021-03-30-08:04
ARKAT,9496305,508111131,Brunei,284,43,98490,72800,SUDONG SG,SUDONG SG,2021-04-07-03:00,9.5,1.17544 N/103.70379 E,10.4°,0.0 kn,Under way,2021-04-07,2021-04-07-06:41
K. JASMINE,9373008,352906000,Panama,285,43,97529,84935,KRCSP > SAMKANG S&C,KRCSP > SAMKANG S&C,2021-04-07-02:00,5.8,34.88378 N/129.23958 E,85.0°,16.2 kn,-,2021-04-07,2021-03-02-04:14
COOL RACER,9869265,215553000,Malta,-,-,116354,92800,ATLANTIC OCEAN,ATLANTIC OCEAN,2021-04-15-00:00,9.5,33.58438 S/17.33036 E,293.5°,14.0 kn,-,2021-04-07,2021-03-22-12:49
PUTERI NILAM,9030826,533035000,Malaysia,274,43,86211,73519,MY BTU,"Bintulu,Sarawak",2021-04-12-00:01,9.3,34.34669 N/137.076 E,165.5°,13.1 kn,-,2021-04-07,2021-04-04-03:58
AL BIDDA,9132741,431207000,Japan,298,46,111124,72462,SIN_PGBG,SIN_PGBG,2021-04-11-12:00,9.2,34.35384 N/139.48116 E,217.9°,18.1 kn,-,2021-04-07,2021-04-04-06:49
ASEEM,9377547,249780000,Malta,285,43,97874,86655,"DAHEJ,INDIA",Dahej,2021-04-09-20:22,12.0,26.1037 N/55.1958 E,95.0°,17.2 kn,Under way,2021-04-07,2021-04-07-03:09
SK SERENITY,9761803,370025000,Panama,296,46,115610,93167,-,-,-,9.3,34.8402 N/128.97392 E,269.2°,14.2 kn,-,2021-04-07,2020-12-18-21:34
