Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
LNG MEGREZ,9834325,477345600,Hong Kong,295,45,114790,97000,PORT SAID,PortSaid,2021-04-09-16:00,11.4,36.49276 N/13.87335 E,103.2°,17.4 kn,Under way,2021-04-07,2021-04-07-06:41
PUTERI ZAMRUD,9030838,533130000,Malaysia,274,43,86205,73519,MY BTU,"Bintulu,Sarawak",2021-03-14-01:00,9.4,36.91248 N/125.93926 E,224.1°,13.7 kn,-,2021-04-07,2021-04-03-03:57
LNG EBISU,9329291,311004400,Bahamas,290,49,118910,81032,SG SIN,Singapore,2021-03-07-22:00,5.9,1.2975 N/103.67838 E,291.0°,0.0 kn,Moored,2021-04-07,2021-04-07-06:41
MARAN GAS PSARA,9844863,241692000,Greece,295,46,113822,96000,FOR ORDERS,FOR ORDERS,2021-04-10-22:00,11.5,15.79867 S/119.44685 E,29.0°,17.6 kn,-,2021-04-07,2021-03-30-04:11
METHANE ALISON VICTORIA,9321768,310540000,Bermuda,283,43,95753,79058,F0R ORDERS,F0R ORDERS,2021-04-06-03:00,9.5,1.33577 N/104.38745 E,37.4°,12.4 kn,-,2021-04-07,2021-04-03-20:32
MARAN GAS HECTOR,9682605,241425000,Greece,290,46,113502,92640,NLRTM,Rotterdam,2021-04-05-04:00,11.5,51.9675 N/4.07908 E,355.3°,0.0 kn,Moored,2021-04-07,2021-04-07-06:40
CESI TIANJIN,9694749,477010900,Hong Kong,290,46,113397,95628,AU GLT,Gladstone,2021-04-16-14:01,9.3,22.26676 N/114.74009 E,129.3°,15.9 kn,-,2021-04-07,2021-04-06-11:34
HELLAS DIANA,9872987,215685000,Malta,-,-,112000,83000,FOR ORDERS,FOR ORDERS,2021-04-11-06:00,9.5,21.96868 N/121.25153 E,222.2°,15.1 kn,-,2021-04-07,2021-04-06-17:43
DAPENG MOON,9308481,477058900,Hong Kong,292,43,97871,82645,AU DAM,Dampier,2021-04-11-23:00,9.6,1.41292 N/104.48999 E,56.0°,12.0 kn,-,2021-04-07,2021-04-02-10:11
TANGGUH FOJA,9349007,370168000,Panama,285,43,97897,82338,ID NTI,Bintuni,2021-04-09-10:00,9.0,31.7667 N/122.66704 E,94.2°,16.4 kn,-,2021-04-07,2021-03-05-06:59
DAEWOO 2507,9892717,232000000,Greece,-,-,111000,96000,-,-,-,,12.65333 N/100.87905 E,31.2°,0.0 kn,-,2021-04-07,2021-01-07-06:58
BW LESMES,9873840,563121700,Singapore,-,-,114000,92800,DARWIN,Darwin,2021-04-05-22:15,9.2,12.52439 S/130.8495 E,339.3°,0.0 kn,Moored,2021-04-07,2021-04-07-06:41
LNGSHIPS ATHENA,9872949,215762000,Malta,-,-,115139,93534,-,-,2021-03-30-10:00,9.0,34.84594 N/129.18328 E,236.2°,12.6 kn,-,2021-04-07,2021-03-31-13:15
AMAN SENDAI,9134323,533209000,Malaysia,130,26,16336,10957,MYBTU,"Bintulu,Sarawak",2021-04-11-03:00,6.7,33.51812 N/139.51485 E,223.3°,13.1 kn,-,2021-04-07,2021-04-04-00:41
FLEX VOLUNTEER,9862463,538009058,Marshall Islands,297,46,116430,81950, FOR ORDERS,ORORDERS,2021-04-30-23:31,9.5,33.47924 N/17.87804 W,261.7°,11.7 kn,-,2021-04-07,2021-04-03-07:47
BW HELIOS,9873852,202000000,Singapore,-,-,114000,95000,-,-,-,,35.49346 N/129.40794 E,0.0°,0.0 kn,-,2021-04-07,2021-01-21-04:12
RAVENNA KNUTSEN,9874040,224625000,Spain,-,-,27100,18433,ORDERS,ORDERS,2021-03-24-07:00,6.7,15.1445 N/95.89188 E,230.0°,11.3 kn,-,2021-04-07,2021-03-30-05:01
LNG ADVENTURE,9870159,228391700,France,-,-,115000,87900,SHI >>> PA BLB,Balboa,2021-04-23-06:00,6.0,34.66938 N/129.00998 E,30.9°,1.3 kn,-,2021-04-07,2021-03-01-21:06
PUTERI DELIMA SATU,9211872,533735000,Malaysia,276,43,94430,75929,MY BTU,"Bintulu,Sarawak",2021-04-11-01:00,9.7,34.43752 N/139.58671 E,217.2°,19.7 kn,-,2021-04-07,2021-04-05-09:20
PAN ASIA,9750220,477096200,Hong Kong,290,47,114996,88613,FOR  ORDERS,FOR  ORDERS,2021-04-01-06:00,9.5,29.40703 N/93.68828 W,159.6°,0.0 kn,At anchor,2021-04-07,2021-04-07-06:31
GRAND ELENA,9332054,209407000,Cyprus,288,49,122239,74127,RU PGN,Prigorodnoye,2021-03-07-22:00,9.7,35.35327 N/129.80314 E,43.3°,14.5 kn,-,2021-04-07,2021-02-18-00:43
ENSHU MARU,9749609,357121000,Panama,293,49,127088,83708,AUS_WHT,AUS_WHT,2021-04-20-20:00,10.3,34.42721 N/137.07066 E,178.3°,14.6 kn,Under way,2021-04-07,2021-04-07-04:16
LNG PIONEER,9256602,311906000,Bahamas,277,43,93786,77712,"PASIR GUDANG,MALAY","PASIR GUDANG,MALAY",2021-04-07-07:00,11.2,1.29664 N/104.14062 E,177.8°,0.4 kn,At anchor,2021-04-07,2021-04-07-06:41
LNG MALEO,8701791,431015000,Japan,272,47,106717,66892,TW TXG,Taichung,2021-04-09-22:00,10.9,21.81867 N/120.13194 E,151.1°,16.1 kn,-,2021-04-07,2021-03-04-10:27
AL DEEBEL,9307176,308031000,Bahamas,283,43,95824,78594,SINGAPORE,Singapore,2021-04-10-15:00,9.5,22.43528 N/119.85361 E,205.4°,20.9 kn,Under way,2021-04-07,2021-04-07-05:05
PUTERI MUTIARA SATU,9261205,533920000,Malaysia,276,43,94446,76229,BTU MY,BTU MY,2021-04-13-01:00,9.2,33.92508 N/134.94929 E,190.0°,15.1 kn,-,2021-04-07,2021-04-02-07:32
GASLOG WALES,9853137,310786000,Bermuda,297,47,120859,98000,FOR ORDERS,FOR ORDERS,2021-04-25-12:00,9.7,36.94158 N/0.61955 E,255.0°,13.1 kn,Under way,2021-04-07,2021-04-07-06:36
LNGSHIP MANHATTAN,9872901,215755000,Malta,-,-,114000,93200,HHI-3039 SEA TRIAL,HHI-3039 SEA TRIAL,2021-04-07-09:00,9.3,35.47677 N/129.40162 E,199.0°,0.0 kn,Restricted,2021-04-07,2021-04-07-01:35
GOLAR ARCTIC,9253105,538002656,Marshall Islands,280,43,94934,74894,-,-,-,9.3,21.15065 S/54.58033 E,238.7°,13.1 kn,-,2021-04-07,2021-04-03-09:36
SERI ALAM,9293832,533925000,Malaysia,283,43,95729,83482,CNBHY,Beihai,2021-04-09-00:00,11.5,22.06489 N/122.11719 E,205.7°,11.5 kn,-,2021-04-07,2021-02-25-04:22
ENERGY INNOVATOR,9758832,431048000,Japan,300,49,121981,88668,JP YOK,Yokohama,2021-05-10-00:01,11.8,36.81331 N/75.777 W,129.1°,10.3 kn,-,2021-04-07,2021-04-01-05:51
DOHA,9085637,431213000,Japan,298,46,111184,72337,QA RLF,RasLaffan,2021-04-09-09:00,9.1,9.6928 N/74.66053 E,328.1°,14.8 kn,-,2021-04-07,2021-04-04-18:19
NIZWA LNG,9294264,371381000,Panama,290,49,118608,77252,PSQ OMAN,PSQ OMAN,2021-03-20-08:00,9.9,20.77256 N/68.36341 E,288.1°,15.1 kn,-,2021-04-07,2021-03-18-09:03
7413232,Not in Service since 2020,538001390,LNG Tanker,72650,285,,95084,-,-,-,6.6,21.7907 N/72.14358 E,100.1°,0.0 kn,-,2021-04-07,2020-06-08-13:28
MARAN GAS ALEXANDRIA,9650054,241353000,Greece,289,46,105773,90494,ATLANTIC OCEAN,ATLANTIC OCEAN,2021-04-12-06:00,10.0,48.77832 N/7.31177 W,242.0°,15.8 kn,-,2021-04-07,2021-03-23-21:10
LNG ROSENROT,9877133,538008979,Marshall Islands,298,48,119891,99000,"FREEPORT, USA","FREEPORT, USA",2021-04-02-10:00,9.7,28.85918 N/95.16103 W,60.4°,0.0 kn,At anchor,2021-04-07,2021-04-07-06:41
LNG AQUARIUS,7390181,525001084,Indonesia,285,44,95084,72622,ID BXT,Bontang,2021-04-07-04:00,10.9,5.68564 S/106.97795 E,41.2°,11.9 kn,-,2021-04-07,2021-04-03-06:34
BONITO LNG,9845788,215532000,Malta,299,46,116542,93200,-,-,2021-03-26-13:00,11.5,8.44398 N/79.45487 W,179.9°,14.3 kn,-,2021-04-07,2021-03-27-01:04
ARISTIDIS I,9862906,215669000,Malta,299,46,116581,92789,BRRIO,RiodeJaneiro,2021-04-07-09:30,11.5,13.5815 N/61.20342 W,109.6°,17.0 kn,-,2021-04-07,2021-03-30-16:04
SOLARIS,9634098,310679000,Bermuda,285,43,98075,81853,FOR ORDERS,FOR ORDERS,2021-04-22-22:00,10.0,33.69481 S/72.95596 W,204.6°,15.7 kn,-,2021-04-07,2021-04-03-02:15
FLEX VIGILANT,9862475,538009179,Marshall Islands,-,-,112000,81950,-,-,-,9.0,34.17289 N/125.12932 E,216.1°,1.3 kn,-,2021-04-07,2021-03-08-20:11
AL WAKRAH,9086746,431061000,Japan,298,46,111124,72453,>JP_YOK,Yokohama,2021-04-15-00:30,10.9,1.30131 N/104.35829 E,50.5°,14.5 kn,-,2021-04-07,2021-04-01-10:59
KUMUL,9613161,477588600,Hong Kong,290,47,114166,96311,PG POM>TW KHH,Kaohsiung,2021-04-11-23:00,11.6,34.80337 N/122.15219 E,122.8°,18.8 kn,-,2021-04-07,2021-03-24-08:16
HL MUSCAT,9155078,441229000,Korea,280,43,93765,75463,-,-,-,9.7,3.83163 N/100.11202 E,320.0°,20.1 kn,-,2021-04-07,2021-03-27-23:36
LNG JUNO,9774628,311000583,Bahamas,298,49,149367,97917,JP_SBK,Sakaisenboku,2021-04-12-22:00,11.9,6.967 N/81.25412 W,269.7°,16.4 kn,-,2021-04-07,2021-03-24-09:44
METHANE NILE EAGLE,9321770,310551000,Bermuda,283,43,95753,79006,FOR ORDERS,FOR ORDERS,2021-04-11-13:00,9.4,36.63848 N/8.45942 W,271.4°,11.7 kn,Under way,2021-04-07,2021-04-07-06:42
BROOG,9085651,431870000,Japan,298,46,111123,72339,QA RLF,RasLaffan,2021-04-15-15:00,9.2,3.79631 N/100.02318 E,314.0°,18.3 kn,-,2021-04-07,2021-04-06-18:49
BRITISH SPONSOR,9766580,232006295,Isle of Man,295,46,115366,94360,US CRP,CorpusChristi,2021-04-12-12:00,9.4,19.58958 N/65.2803 W,262.4°,14.9 kn,-,2021-04-07,2021-04-05-12:39
